Snowball Map,Dedupe Key,brizo_id,Name,Street,Business Type,Amenities,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Phone,Most Common Email,Cuisines (Regional),Price Range,Dishes,Technology Vendors
72109,2689 PandoV1Y 9,62cd141f08e1c183,The Orient Restaurant,2689 Pandosy St,Restaurant,Restroom; Groups; Wheelchair Accessible; Alcohol; Online Ordering; Reservations; Credit Cards; High Chairs; Debit Cards; Delivery; Takeout,Kelowna,BC,V1Y 9V9,Canada,,,,,,,,(250) 763-2988,,Chinese,$$,French Fries,Google Maps
72110,420 HWY-7 L4B 3,6379dae1675d3bc2,The Point Eatery,420 HWY-7 E,Cafe; Restaurant,Restroom; Groups; Wheelchair Accessible; Table Service; Online Ordering; Delivery; Credit Cards; Debit Cards; Dine-in; Takeout,Richmond Hill,ON,L4B 3K2,Canada,,,,,info@thepointeatery.com,,,(905) 597-8597,,Chinese,$$,Soups; Sandwiches; Chicken; French Fries; Steaks; Fish and Chips; Seafood; Subs; Chicken Wings; Noodles,Wix Restaurants; Mrsdigi; Skip the Dishes; Fantuan; Uber Eats; DoorDash
72111,499 Main SL6Y 1,61b1bc8f55bdd2a0,Asian Gourmet (Main St),499 Main St S,Restaurant,Delivery; Online Ordering; Takeout,Brampton,ON,L6Y 1N7,Canada,,,,,,,,(289) 937-1676,,Chinese,,Noodles,Uber Eats
72112,508 RideauK1N 5,617a2d4ba12bd2af,Silver Spoon Express,508 Rideau St,Restaurant,Reservations; Online Ordering; Delivery; Takeout,Ottawa,ON,K1N 5Z6,Canada,,,,,,,,(613) 288-8889,,Vietnamese; Chinese; Thai,$$,,
72113,5200 DixieL4W 1,6c35db3de1deb85f,Masamune Japanese Restaurant,5200 Dixie Rd,Restaurant,Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; High Chairs; Debit Cards; Dine-in; Takeout,Mississauga,ON,L4W 1E4,Canada,,,,,,,,(905) 625-1852,,Korean; Japanese,$$,Smoked Salmon; Sushi; Noodles,Wix Restaurants; Skip the Dishes; Uber Eats
72114,9019 BayviL4B 3,6d39e2e5bbeecaaa,Patisserie Gateau,9019 Bayview Ave,Cafe; Bakery; Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; Bike Parking; Reservations; Delivery; Credit Cards; QR Codes; Debit Cards; Takeout,Richmond Hill,ON,L4B 3M6,Canada,,,,,info@patisseriegateau.com,,,(905) 882-2236,info@patisseriegateau.com,Chinese,$,Cakes,Skip the Dishes; Uber Eats; Snappy; Squarespace
72115,2702 CentrT2E 2,6cb0337357375dc4,Silver Inn Restaurant,2702 Centre St N,Restaurant,Wheelchair Accessible; Table Service; Alcohol; Online Ordering; Fresh Ingredients; Seating; Reservations; Takeout,Calgary,AB,T2E 2V6,Canada,,,,,info@silverinnrestaurant.com,,,(403) 276-6711,,Chinese,$$$,,
72116,221 2nd AvV9K 2,6c6c7dfa4f7cedeb,Sushi Hama,221 2nd Ave W,Restaurant,Restroom; Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; TV; Seating; Bike Parking; Reservations; Credit Cards; High Chairs; Debit Cards; Dine-in; Takeout,Qualicum Beach,BC,V9K 2S5,Canada,,,,,junyeom@gmail.com,,,(250) 594-9961,junyeom@gmail.com,Japanese,$,Sushi,
72117,27 AirportA1A 4,708023a5025ec591,Kung Fu Express,27 Airport Heights Dr,Restaurant,Delivery; Online Ordering; Takeout,St John's,NL,A1A 4W8,Canada,,,,,,,,(709) 738-8838,,Canadian; Chinese,$$,Fish and Chips; Chicken; Noodles; French Fries,Skip the Dishes; DoorDash
72118,6501 VictoV5P 3,713dd8ef91398d8e,Nishiki Sushi Bar,6501 Victoria Dr,Restaurant; Drinking Place,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; QR Codes; Restroom; Parking; Online Ordering; TV; Fresh Ingredients; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Vancouver,BC,V5P 3X8,Canada,,,,,,,,(604) 323-0002,,Japanese,$$,Smoked Salmon; Seafood; Sushi; Poke; Bento Box; Noodles; French Fries,Skip the Dishes; Fantuan; BC Restaurants; DoorDash; Uber Eats
72119,33363 S FrV2S 2,64e800dc65af1609,Hong Dynasty,33363 S Fraser Way,Restaurant,Restroom; Wheelchair Accessible; Credit Cards; Debit Cards; Dine-in; Delivery; Takeout,Abbotsford,BC,V2S 2B2,Canada,,,,,,,,(604) 854-3333,,Chinese,$,,
72120,1050 UpperL8V 5,6ed68b252de3a03a,Choice Indian Restaurant,1050 Upper Gage Ave,Restaurant,Restroom; Groups; Parking; Online Ordering; Fresh Ingredients; Delivery; Credit Cards; Catering; Debit Cards; Dine-in; Takeout,Hamilton,ON,L8V 5B7,Canada,,,,,,,,(905) 575-4031,,Indian; Chinese,,Pizza; Sandwiches; Subs; French Fries,WooCommerce; Skip the Dishes; UEAT; Libro; Uber Eats
72121,2260 John V2K 2,6d179d0251f1a22e,Hart Wheel Restaurant,2260 John Hart Hwy,Hotel/Resort; Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Alcohol; Seating; Reservations; Bike Parking; Credit Cards; Buffet; Restroom; Online Ordering; TV; Catering; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,Prince George,BC,V2K 2X8,Canada,,,,,,,,(250) 564-2988,,Chinese,$$,Hamburgers,YellowPages.ca; Wix Restaurants; Google Analytics
72122,5027 44 StT9V 0,70966e3610948c08,New Saigon,5027 44 St,Restaurant,Restroom; Groups; Loyalty and Reward Programs; Wheelchair Accessible; Take Away; Online Ordering; Reservations; Delivery; Credit Cards; Debit Cards; Dine-in; Takeout,Lloydminster,AB,T9V 0A6,Canada,,,,,,,,(780) 875-8262,,Vietnamese; Chinese,$$,Seafood; Chicken; Noodles,Oracle GloriaFood; Skip the Dishes; Google Maps; GlobalFood
72123,2397 EglinM1K 2,5fc10ddaf8f1357d,Pizza Village & Burgers,2397 Eglinton Ave E,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Eco-friendly Tableware; Alcohol; Online Ordering; TV; Bike Parking; Delivery; Contactless Delivery; Credit Cards; Curbside Pickup; Catering; Debit Cards; Takeout,Toronto,ON,M1K 2M5,Canada,,,,,pizzavillagenburgers@gmail.com,,1982.0,(416) 752-9070,pizzavillagenburgers@gmail.com,Canadian; American; Creole; Cajun; Greek,$,Pizza; Fish and Chips; Seafood; Poutine; Chicken Wings; Hamburgers; French Fries,Skip the Dishes; Uber Eats; Squarespace; DoorDash
72124,15 FishermL7A 1,7336a122070d49a6,The Food Quotient,15 Fisherman Dr,Restaurant; Ice Cream Shop,Wheelchair Accessible; Eco-friendly Tableware; Online Ordering; Fresh Ingredients; Bike Parking; Delivery; Contactless Delivery; Credit Cards; Curbside Pickup; Catering; Debit Cards; Takeout,Brampton,ON,L7A 1B7,Canada,,,,,,,2018.0,(647) 232-8599,goodfood@thefoodquotient.ca,Indian; American; Creole; Cajun,$,Sandwiches; Ice Cream; Subs; Chicken; Hamburgers; French Fries,Skip the Dishes; DoorDash; Uber Eats
72125,1661 DenisL3R 6,71bf9daced72848e,Jian Hong Yuen BBQ House,1661 Denison St,Restaurant,Groups; Wheelchair Accessible; Cash-Only; Dine-in; Takeout,Markham,ON,L3R 6E4,Canada,,,,,,,,(905) 513-2688,,Chinese,,BBQ,
72126,2310 BattlL5N 3,6a4d2f2eed14d003,Sushi In Sushi,2310 Battleford Rd,Restaurant,Groups; Wi-Fi; Take Away; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Mississauga,ON,L5N 3K6,Canada,,,,,,,,(905) 567-7890,,Korean; Japanese,$$,Smoked Salmon; Seafood; Sushi; Chicken; French Fries,Wix Restaurants; Fantuan; Skip the Dishes; Uber Eats
72127,12877 80 AV3W 0,6a4ff4d1e67ef256,Payal chaat house,12877 80 Ave,Hotel/Resort; Restaurant; Ice Cream Shop,Groups; Wi-Fi; Wheelchair Accessible; Alcohol; Seating; Reservations; Delivery; Credit Cards; Restroom; Parking; Online Ordering; Fresh Ingredients; Contactless Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Surrey,BC,V3W 0E6,Canada,,,,,info@payalchaathouse.com,,,(604) 596-1990,,Indian; Chinese,$,Seafood; BBQ; Ice Cream; Chicken; French Fries,Skip the Dishes; Google Maps; Uber Eats; DoorDash
72128,3636 SteelL3R 1,6e33b30c6308d6ad,Xin Jiang Restaurant,3636 Steeles Ave E,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Alcohol; Seating; Reservations; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; Digital Payments; Fresh Ingredients; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Markham,ON,L3R 1K9,Canada,,,,,xinjiang9966@gmail.com,,,(905) 948-9966,xinjiang9966@gmail.com,Chinese,$$,,Skip the Dishes; WooCommerce; Fantuan; Uber Eats; DoorDash
72129,4525 LoughV5C 0,721e20aff1e8642d,Ajishou Japanese Cuisine,4525 Lougheed Hwy,Restaurant,Delivery; Online Ordering; Takeout,Burnaby,BC,V5C 0K3,Canada,,,,,,,,(604) 290-1343,,Japanese,,Soups; Smoked Salmon; Seafood; Sushi; Ramen; Noodles; French Fries,Skip the Dishes
72130,49 Main StN1R 1,58ea127b794bc16f,Ming's Restaurant,49 Main St,Restaurant,Delivery; Online Ordering; Takeout,Cambridge,ON,N1R 1V6,Canada,,,,,,,,(519) 621-1818,,Chinese,$,Seafood; Noodles; French Fries,Uber Eats
72131,5688 Yew SV6M 3,5cb5c5874999500f,Shota Sushi,5688 Yew St,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Curbside Pickup; Restroom; Online Ordering; Fresh Ingredients; Contactless Delivery; Catering; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,Vancouver,BC,V6M 3Y3,Canada,Maggie,Hon,,,,,,(604) 263-8068,eat@shotasushi.ca,Japanese,$$,Smoked Salmon; Seafood; Sashimi; Salads; Sushi; Ice Cream; Chicken,Skip the Dishes; Fantuan; Google Maps; DoorDash; Uber Eats
72132,5461 YongeM2N 5,6355e3342708130a,Sang-Ji Fried Bao,5461 Yonge St,Restaurant,Restroom; Parking; Online Ordering; Seating; Delivery; Credit Cards; Curbside Pickup; Debit Cards; Dine-in; Outdoor Seating; Takeout,Toronto,ON,M2N 5S1,Canada,,,,,,,,(647) 346-9199,,Chinese,$,,Fantuan; DI develop; Uber Eats
72133,91 Dundas M5B 2,65284da005b517fc,Hokkaido Ramen Santouka,91 Dundas St E,Hotel/Resort; Restaurant; Quick Service,Restroom; Wheelchair Accessible; Table Service; Alcohol; Online Ordering; Seating; Bike Parking; Delivery; Contactless Delivery; Credit Cards; Fast Service; High Chairs; Debit Cards; Dine-in; Takeout,Toronto,ON,M5B 2C8,Canada,,,,,santoukatoronto@gmail.com,,,(647) 748-1717,santoukatoronto@gmail.com,Chinese,$$,Soups; Seafood; Chicken; Ramen; Noodles,Google Analytics; Skip the Dishes; Google Maps; DoorDash; Ritual; Uber Eats
72134,101 York BL4B,68a57b232e2af447,Hug Sushi,101 York Blvd,Restaurant,Delivery; Online Ordering; Takeout,Richmond Hill,ON,L4B,Canada,,,,,,,,(905) 881-2583,,Japanese,$,Sushi,Uber Eats
72135,144 KennedL6W 3,604ebdbd5ef24635,Hakka Village Chinese Restaurant,144 Kennedy Rd S,Restaurant,Groups; Wheelchair Accessible; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Restroom; Online Ordering; TV; Contactless Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Brampton,ON,L6W 3G4,Canada,,,,,,,,(905) 456-8882,,Chinese,$,Soups; Seafood; Chicken; Noodles; French Fries,Skip the Dishes; DoorDash
72136,151 YorklaM2J 0,619b4fa2fc0aab77,Four Seasons Restaurant | 25% OFF (NY),151 Yorkland Blvd,Restaurant,Delivery; Credit Cards; Online Ordering; Debit Cards; Dine-in; Takeout,Toronto,ON,M2J 0E9,Canada,,,,,,,,(416) 499-9898,,Chinese,,,Fantuan; Uber Eats; DoorDash
72137,246 24 StT0L 0,6a1b2c00471cdbc7,Silver Grill Restaurant,246 24 St,Hotel/Resort; Restaurant,Restroom; Groups; Wheelchair Accessible; Table Service; Alcohol; TV; Seating; Reservations; Credit Cards; High Chairs; Debit Cards; Dine-in; Takeout,Fort Macleod,AB,T0L 0Z0,Canada,,,,,,,,(403) 553-3888,,Chinese,$$$,Grill,Weebly; Google Analytics
72138,3447 KenneM1V 3,69a005e65eeb40ec,Ming's Noodle Cafe,3447 Kennedy Rd,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Seating; Bike Parking; Credit Cards; Curbside Pickup; Restroom; Parking; Online Ordering; TV; Contactless Delivery; Fast Service; Catering; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,Toronto,ON,M1V 3S1,Canada,,,,,,,,(416) 291-6088,,Cantonese; Chinese; Hong Kong,$,Noodles,Facebook Pixel
72139,3616 52 AvT2L 1,6483fa7d8f89fdf1,Lazy Monkey,3616 52 Ave NW,Cafe; Restaurant; Quick Service,Restroom; Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Reservations; Delivery; Credit Cards; Fast Service; Debit Cards; Dine-in; Takeout,Calgary,AB,T2L 1V9,Canada,,,,,lazymonkeybubbletea@gmail.com,,,(825) 449-5168,lazymonkeybubbletea@gmail.com,American; Chinese,$$,Soups; Seafood; Chicken Wings; Chicken; Noodles; Hamburgers; French Fries,Skip the Dishes; Fantuan; Google Maps; DoorDash; Uber Eats
72140,3466 CarriV4T 3,6714ec42367619df,Sushi Kojo,3466 Carrington Rd,Hotel/Resort; Restaurant,Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Restroom; Parking; Online Ordering; Catering; Debit Cards; Dine-in; Takeout,West Kelowna,BC,V4T 3C1,Canada,,,,,sushikojo@gmail.com,,,(778) 754-5554,sushikojo@gmail.com,Japanese,$$,Seafood; BBQ; Sushi; Chicken; Ramen; Noodles,Skip the Dishes; Google Maps; DoorDash
72141,720 51st SS7K 4,6864ded3e3bb9f66,Baba's Homestyle Perogies,720 51st St E,Restaurant,Restroom; Wheelchair Accessible; Online Ordering; Digital Payments; Seating; Delivery; Contactless Delivery; Credit Cards; Curbside Pickup; High Chairs; Drive-Thru; Catering; Debit Cards; Dine-in; Takeout,Saskatoon,SK,S7K 4K4,Canada,,,,,babasperogies@sasktel.net,,1984.0,(306) 933-4280,babasperogies@sasktel.net,Ukrainian; Chinese,$,Dumplings; Sandwiches; Subs,Skip the Dishes; Stripe; WooCommerce
72142,14783 108 V3R 1,69ace1a95752b219,Kel-Fen's Kitchen Chinese Restaurant,14783 108 Ave,Restaurant,Restroom; Wheelchair Accessible; Online Ordering; Reservations; Credit Cards; Debit Cards; Dine-in; Delivery; Takeout,Surrey,BC,V3R 1V9,Canada,,,,,,,,(604) 498-5066,,Chinese,,,DI develop
72143,566 GranviV6C 1,692cca2dcdc56760,Grill Master,566 Granville St,Restaurant,Delivery; Online Ordering; Takeout,Vancouver,BC,V6C 1W6,Canada,,,,,,,,(604) 723-6792,,Chinese,,Seafood; Chicken; French Fries,Skip the Dishes; Uber Eats
72144,4750 YongeM2N 0,664f9fd7c23fb6fe,Golden Rice Noodle,4750 Yonge St,Restaurant,Online Ordering; TV; Takeout,Toronto,ON,M2N 0J6,Canada,,,,,,,,(647) 351-8000,,Chinese,$$,Noodles,
72145,1165 MainlV6B 5,611c3e16592cce2e,Sushi Maro,1165 Mainland St,Hotel/Resort; Restaurant,Groups; Delivery; Online Ordering; Takeout,Vancouver,BC,V6B 5P2,Canada,,,,,,,,(778) 371-8332,,Japanese,$,Sushi; French Fries,Fantuan; Uber Eats
72146,9348 34 AvT6E 5,5c2de28f59843614,Masala Wok,9348 34 Ave NW,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Curbside Pickup; Buffet; Restroom; Parking; Online Ordering; TV; Contactless Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Edmonton,AB,T6E 5X8,Canada,Richa,V,Business Owner,Owner,,,2006.0,(780) 490-7200,masalaa.wok@gmail.com,Indian; Chinese,$$,Soups; Seafood; Chicken; Noodles,Skip the Dishes; Fantuan; DoorDash; Squarespace; Uber Eats
72147,3225 HWY-7L3R 3,5ff056861769a4b3,Shanghai Shikumen Fine Cuisine,3225 HWY-7,Restaurant,Groups; Table Service; Alcohol; Online Ordering; TV; Bike Parking; Reservations; Delivery; Catering; Debit Cards; Takeout,Markham,ON,L3R 3P9,Canada,,,,,,,,(905) 604-7166,,Chinese,$$$,Dim Sum; Seafood; Chicken; Noodles,Google Analytics; Skip the Dishes; Fantuan
72148,5841 MaldeN9H 1,5fe84e9620905c35,Koi Sushi,5841 Malden Rd,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Buffet; Restroom; Online Ordering; TV; High Chairs; Debit Cards; Dine-in; Takeout,LaSalle,ON,N9H 1S3,Canada,,,,,,,,(519) 969-9833,,Japanese,$$,Soups; Smoked Salmon; Seafood; Salads; Sushi,Skip the Dishes; DI develop; Uber Eats
72149,4188 FinchM1S 4,63c3436baa62e03f,Daon Sushi,4188 Finch Ave E,Restaurant,Restroom; Parking; Online Ordering; TV; Seating; Credit Cards; Debit Cards; Dine-in; Takeout,Toronto,ON,M1S 4T6,Canada,,,,,,,,(647) 271-7333,,Japanese,,Sushi,
72150,10231 YongL4C 3,63e24ef783cb20cc,Yummy Korea,10231 Yonge St,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Seating; Reservations; Delivery; Credit Cards; Restroom; Online Ordering; Fresh Ingredients; Contactless Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Richmond Hill,ON,L4C 3B2,Canada,,,,,to.jae.kim@gmail.com,,2007.0,(905) 770-1777,to.jae.kim@gmail.com,Korean; Japanese,$$,Soups; Smoked Salmon; Seafood; Sushi; Chicken; Noodles,Google Analytics; WooCommerce; Skip the Dishes; MailChimp; Google Maps
72151,4172 KingsM1E 2,8afdde5d49722f0a,Amazing Sichuan Cuisine | Zhen Hao Chi Chuan Cai,4172 Kingston Rd,Restaurant,Delivery; Online Ordering; Takeout,Toronto,ON,M1E 2M4,Canada,,,,,,,,(647) 482-1618,,Chinese,,,Uber Eats
72152,155 PictonK0K 2,8a9a9bc2bab084f5,Golden Inn Restaurant,155 Picton Main St,Hotel/Resort; Restaurant,Restroom; Groups; Reservations; Gift Cards; Credit Cards; Dine-in; Takeout,Prince Edward,ON,K0K 2T0,Canada,,,,,,,,(613) 476-7056,,Chinese,$$,,Google Analytics; Google Maps
72153,55 CommercL3T 7,873d5a8cf452f631,Urban Cova,55 Commerce Valley Dr W,Hotel/Resort; Restaurant,Wheelchair Accessible; Alcohol; Sommelier; Online Ordering; Delivery; Credit Cards; Catering; Dine-in; Takeout,Markham,ON,L3T 7V9,Canada,,,,,,,,(647) 867-8962,,Chinese,,,Facebook Pixel; Google Analytics; Google Maps; Uber Eats
72154,4040 CrediL5C 3,86de9f40173afb28,Petit-chef Tang Crepe Tang Xiao Chu Jian Bing,4040 Creditview Rd,Restaurant,Delivery; Online Ordering; Takeout,Mississauga,ON,L5C 3Y8,Canada,,,,,,,,(819) 580-1753,,Chinese,,,Uber Eats
72155,80 CourtneL5T 2,99c8d80c3a5c51da,China Palace,80 Courtneypark Dr E,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Mississauga,ON,L5T 2Y3,Canada,,,,,,,,(905) 696-8688,,Chinese,$$,Seafood; Chicken; Noodles,Skip the Dishes; Uber Eats; DoorDash
72156,3305 SmithV0E 1,916348cec2cef209,Haru Sushi,3305 Smith Dr,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Credit Cards; Restroom; Parking; TV; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,Armstrong,BC,V0E 1B1,Canada,,,,,fresh9198@hotmail.com,,,(250) 546-9300,fresh9198@hotmail.com,Korean; Japanese,$$,Sushi,
72157,2002 Park V7T 2,9edb34f38a8beb93,Fortune Wok,2002 Park Royal S,Restaurant,Delivery; Wheelchair Accessible; Credit Cards; Online Ordering; Debit Cards; Dine-in; Takeout,West Vancouver,BC,V7T 2W4,Canada,,,,,,,,(604) 925-0773,,Chinese,$,Dim Sum; Soups; Seafood; Fried Rice; Chicken; Noodles,Uber Eats; DoorDash
72158,233 CentreT2G 2,8d516ddd2443450b,U & Me Restaurant,233 Centre St S,Restaurant,Groups; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Restroom; Parking; Online Ordering; TV; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Calgary,AB,T2G 2B7,Canada,,,,,,,,(403) 264-5988,,Japanese; Chinese; Thai,$$,Dim Sum; Soups; Chicken; Noodles,Google Analytics; Fantuan; Skip the Dishes; Restaurant; Uber Eats; DoorDash
72159,4651 No 3 V6X 2,8de5f2321a743687,Paul's Kitchen,4651 No 3 Rd,Restaurant,Wheelchair Accessible; Dine-in; Takeout,Richmond,BC,V6X 2C4,Canada,,,,,,,,(604) 273-0373,,Chinese,$,,
72160,724 6th StV3L 3,8cb142543da1e4c8,Ho Fung Chinese Restaurant,724 6th St,Restaurant,Seating; Reservations; Delivery; Table Service; Online Ordering; Takeout,New Westminster,BC,V3L 3C5,Canada,,,,,,,,(604) 525-1457,,Chinese,$,Soups; Noodles,Uber Eats
72161,149 King SL8N 1,85ed4b194c2b8443,Social Lounge 8090,149 King St E,Hotel/Resort; Restaurant; Drinking Place,Restroom; Groups; Wi-Fi; Wheelchair Accessible; Table Service; Alcohol; Online Ordering; TV; Delivery; Credit Cards; Debit Cards; Dine-in; Takeout,Hamilton,ON,L8N 1B1,Canada,,,,,,,,(905) 525-8788,,Chinese,$$,Noodles; French Fries,Fantuan
72162,10812 170 T5S 2,8d8c5dae371c7ba3,Dim Sum Delight,10812 170 St NW,Restaurant,Restroom; Groups; Wheelchair Accessible; Table Service; Alcohol; Online Ordering; Seating; Reservations; Delivery; Credit Cards; High Chairs; Debit Cards; Dine-in; Takeout,Edmonton,AB,T5S 2H7,Canada,,,,,,,,(780) 930-1881,,Chinese,$$,Dim Sum; Seafood; Chicken; Noodles,Skip the Dishes; DI develop; Uber Eats
72163,4910 55A ST9A 2,91274c8c1368d394,Pasta Kulture,4910 55A St,Restaurant,Restroom; Wi-Fi; Wheelchair Accessible; Alcohol; Online Ordering; Seating; Delivery; Credit Cards; Curbside Pickup; Catering; Debit Cards; Dine-in; Takeout,Wetaskiwin,AB,T9A 2R7,Canada,,,,,pastakulture@gmail.com,,,(780) 360-8969,pastakulture@gmail.com,Japanese; Italian,,Ramen; Noodles; French Fries,Oracle GloriaFood; Google Analytics; WooCommerce; Google Maps; Feastify; GlobalFood
72164,19973 96 AV1M 3,95199078aae4e3a8,Lin's Neighbourhood Chinese Kitchen,19973 96 Ave,Restaurant,Restroom; Groups; Loyalty and Reward Programs; Wheelchair Accessible; Gift Cards; Online Ordering; Seating; Delivery; Credit Cards; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Langley,BC,V1M 3C6,Canada,,,,,linschinesekitchen@gmail.com,,,(604) 371-2778,linschinesekitchen@gmail.com,Chinese,$,Seafood; Chicken,Google Analytics; WooCommerce; Square Gift Cards; Oracle GloriaFood; Skip the Dishes; Google Maps; MailChimp; FoodBooking; DoorDash; GlobalFood; Uber Eats
72165,101 SunsetT0L 2,970679289a1ed64d,Turner Inn Family Restaurant,101 Sunset Blvd SE,Hotel/Resort; Restaurant,Restroom; Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Credit Cards; High Chairs; Debit Cards; Dine-in; Takeout,Turner Valley,AB,T0L 2A0,Canada,,,,,,,,(403) 933-5061,,Chinese,$$,,
72166,361 Water A1C 1,985891a8ffc0d3c4,Hong Kong Restaurant,361 Water St,Restaurant,Restroom; Groups; Wheelchair Accessible; Online Ordering; Seating; Reservations; Credit Cards; High Chairs; Debit Cards; Dine-in; Takeout,St John's,NL,A1C 1C2,Canada,,,,,,,,(709) 753-8838,,Chinese,$$,,Wix Restaurants; Google Analytics
72167,7690 MarkhL3S 4,98d0dd0439d4675d,Tangerine Asian Cuisine,7690 Markham Rd,Restaurant,Groups; Wheelchair Accessible; Table Service; Alcohol; Seating; Reservations; Bike Parking; Delivery; Credit Cards; Restroom; Online Ordering; TV; Contactless Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,Markham,ON,L3S 4S1,Canada,Samir,Kapadia,"Manager, Finance Control and Analysis at Tangerine Bank",Finance,skapadia@tangerine.ca,,,(905) 472-2100,info@tangerineasiancuisine.com,Chinese,$,French Fries,Uber Eats
