Restaurant ID,Account Name,Account: Business Phone,Mobile - Primary,Billing Street,Billing Zip/Postal Code,Billing State/Province (text only)
R82366,CHINA STAR R82366,-,(973) 668-7728,3301 W Broadway Business Park Ct,65203,MO
R82367,*YA FOOD* R82367,(646) 593-3384,(973) 777-0633,2 Mercer St,7644,NJ
R82368,CHINA CHEF R82368,(843) 764-0988,(843) 259-0935,142 St. James Ave,29445,SC
R82369,CHINA WONDER R82369,(470) 307-2950,(917) 365-1177,2627 South Classen Blvd,73071,OK
R82372,EN LAI IN SHOREWOOD R82372,(815) 405-5399,(732) 501-5139,966 Brook Forest Ave,60431,IL
R82373,^PANDA KING^ R82373,(715) 483-2611,(917) 478-4877,2201 Glacier Dr,54024,WI
R82375,CHINA WOK R82375,(786) 702-1151,(917) 403-3712,617 US-17,33844,FL
R82376,CHINA WOK R82376,(561) 629-3020,(305) 968-5929,10739 NW 58th St,33178,FL
R82377,LUCKY DRAGON R82377,-,(646) 269-7780,408 E Church St,8012,NJ
R82378,XIN XING R82378,(929) 662-3035,(347) 206-1155,1520 Metropolitan Ave,10462,NY
R82379,CHINA MOON R82379,(573) 540-3663,(917) 603-8880,3890 Rangeline St,65202,MO
R82381,TSING TAO HOUSE R82381,(719) 464-9346,(719) 396-5997,3604-C Hartsel Dr,80920,CO
R82382,TOP'S CHINA R82382,(804) 712-8431,(804) 931-5238,20849 Woodpecker Rd,23803,VA
R82383,SZECHUAN EMPIRE R82383,(518) 965-7556,(917) 318-3210,146 Main St,12143,NY
R82385,^GINGER ASIAN^ R82385,(540) 327-3579,(540) 671-9334,222 Elizabeth Dr,22655,VA
R82387,WOK N ROLL R82387,(352)735-2268/2265,(917) 291-8391,6551 N Orange Blossom Trail,32757,FL
R82388,*KENG'S CHOW MEIN* R82388,(763) 537-3003,,6121 N 42nd Ave,55422,MN
R82389,NEW CHINA CAFE R82389,(609) 693-2001,(917) 207-1649,336 Lacey Rd,8731,NJ
R82392,HAPPY HOUSE R82392,(405) 793-0418,(646) 934-2507,805 NW 12th St,73160,OK
R82393,SHANG HAI R82393,(203) 997-9451,(646) 431-7213,480 River Rd,6484,CT
R82395,CHINA CITY R82395,-,(561) 908-4577,1669 N Hiatus Rd,33026,FL
R82396,CHINA RAINBOW R82396,(860) 567-8777,,33 Village Green Dr,6759,CT
R82398,*NEW SUN HING* R82398,(718) 693-2688,,2018 Bedford Ave,11226,NY
R82399,NEW CHINA ROYAL R82399,(662) 524-5526,(662) 574-9906,1613 Main St,39701,MS
R82501,HONG KONG R82501,(970) 903-2000,(832) 477-5081,332 W Main St,81321,CO
R82502,CHINA ONE R82502,(646) 675-5169,(845) 220-6362,691 Broadway,12550,NY
R82503,NO.1 R82503,(931) 647-3858,(917) 251-4883,1790 Tiny Town Rd,37042,TN
R82505,NO.1 R82505,(717) 984-9886,(917) 420-4718,1620 Lincoln Highway East,17602,PA
R82506,MAGIC WOK R82506,(908) 361-3365,(646) 318-7928,381 Triangle Rd,8844,NJ
R82507,JIN JIN R82507,(704) 589-0541,(704) 408-2701,9115 Samlen Ln,28214,NC
R82508,TAKEOUT EXPRESS R82508,(470) 940-6135,(812) 773-1166,4827 Davis Lant Dr,47715,IN
R82511,CHINA GOURMET R82511,(267) 632-8608,(917) 224-5718,1500 Farragut Ave,19007,PA
R82512,PEKING CHEF R82512,(414) 791-7800,(262) 327-0377,8673 N Port Washington Rd,53217,WI
R82513,HOT WOK R82513,(513) 218-9282,(917) 518-8616,3420 Valley Plaza Pkwy,41017,KY
R82515,NEW SKILLMAN WOK R82515,(817) 238-7797,,6324 Lake Worth Blvd,76135,TX
R82516,LEE'S KITCHEN R82516,(210) 372-5122,(210) 825-0166,12000 TX-1604 Loop,78148,TX
R82518,CHINA HOUSE R82518,(484) 773-2548,(610) 737-2598,1527 Lehigh St,18103,PA
R82519,CHINA KING R82519,(770) 979-8175,(678) 860-3307,3050 Five Forks Trickum Rd,30047,GA
R82521,CHINATOWN R82521,(870) 739-0889,(870) 225-9163,2921 Hwy 77,72364,AR
R82523,DRAGON CITY R82523,(513) 908-9622,(917) 270-7748,4103 N Bend Rd,45211,OH
R82525,GREAT WIN R82525,(507) 517-9987,(585) 201-0003,2022 E Ridge Rd,14622,NY
R82527,*CHINA KING* R82527,(732) 886-6689,,1700 Madison Ave,8701,NJ
R82528,GRAND PEKING R82528,(513) 427-2180,(646) 467-0991,7123 Liberty Centre Dr.,45069,OH
R82529,NEW GREAT WALL R82529,(646) 595-8187,(646) 595-5372,237 Tarrytown Rd,10607,NY
R82531,*FOO HO KITCHEN* R82531,(609) 618-0356,(917) 856-9098,584 N Main St,8005,NJ
R82532,CHINA FOOD R82532,(225) 436-1152,(225) 202-6132,5201 Government St,70806,LA
R82535,CHINA GOURMET VI R82535,(347) 328-7869,(646) 204-7601,719 Kristine Way,32163,FL
R82537,CHINA TASTE R82537,(321) 946-9919,(407) 881-0704,1961 S Narcoossee Rd,34771,FL
R82538,LEE'S KITCHEN R82538,(210) 520-0023,(210) 291-9889,8181 Tezel Rd,78250,TX
R82539,BALLY DAR R82539,(973) 927-1229,(973) 866-9791,273 US-46,7803,NJ
R82552,LING'S EXPRESS R82552,(813) 661-8308,(813) 816-8888,803 E Bloomingdale Ave,33511,FL
R82553,*RICE BOWL* R82553,(813) 600-8839,(718) 666-7909,13947 Beach Blvd,32224,FL
R82555,GOOD TASTE R82555,(717) 509-9988,,910 S Duke St,17602,PA
R82556,UNCLE CHEN HOT WOK R82556,(219) 213-4946,(219) 318-0188,1908 N Main St,46307,IN
R82558,ASIAN BISTRO R82558,(479) 648-8011,(501) 749-0669,2503 Market Trace,72908,AR
R82559,*EMPIRE CHEN* R82559,(484) 616-4489,(484) 273-9604,14 E Broad St,18018,PA
R82561,CHINA WALL R82561,(504) 535-0263,(617) 230-7962,3700 S Claiborne Ave,70125,LA
R82563,^CHINA KING^ R82563,(917) 981-1816,(917) 981-1903,2744 North Lake Dr,29212,SC
R82565,PANDA KING R82565,(646) 552-2505,(917) 891-2492,1953 South Military Hwy,23320,VA
R82566,CHINA BROTHERS R82566,(407) 437-7916,(407) 517-8482,3020 Lamberton Blvd,32825,FL
R82567,CHINA ROYAL R82567,(814) 774-7168,(814) 434-3960,9139 Ridge Rd,16417,PA
R82568,KING'S WOK R82568,(262) 490-6585,(262) 686-1762,521 Cottonwood Ave,53029,WI
R82569,CHINA R82569,(785) 369-8220,(917) 225-9573,414 Main St,66538,KS
R82572,^GREEN TEA^ R82572,(978) 424-6088,(347) 781-3885,7 Village Square Plaza,1473,MA
R82573,DRAGON CITY R82573,(518) 489-4503,(347) 861-1883,1174 Western Ave,12203,NY
R82575,^CHIN'S KITCHEN^ R82575,(413) 374-0956,(910) 331-4284,12 Lakeview Ave,1056,MA
R82576,*BAMBOO WOK* R82576,(561) 218-6003,,9181 Glades Rd,33434,FL
R82577,CHINA TASTE R82577,(309) 737-1802,(646) 719-3099,4276 S Tamiami Trl,34293,FL
R82578,*SUNNY CHINA* R82578,(615) 302-3900,,4910 Main St,37174,TN
R82581,HONG KONG R82581,(301) 733-1292,(917) 336-0333,1075 Virginia Ave,21740,MD
R82582,PEKING HOUSE R82582,(646) 441-7305,(646) 620-3500,1216 Abercorn St,31401,GA
R82583,CHOPSTICKS R82583,(859) 282-5688,(859) 486-1768,216 Mt Zion Rd,41042,KY
R82585,EAST CHINA R82585,(315) 873-1507,(347) 759-3841,5480 141 St W.,55124,MN
R82586,CHINA STAR R82586,(636) 385-3020,(314) 556-2734,38 Harvester Square St,63303,MO
R82587,LEE LIN R82587,(518) 590-8024,(518) 903-3377,539 Pawling Ave,12180,NY
R82588,CHINA WOK R82588,(631) 921-5334,(631) 764-3103,157 Long Island Ave,11742,NY
R82589,CHINA EXPRESS I R82589,(806) 773-9123,(806) 786-1588,5510 4th St,79416,TX
R82591,CHINA WOK R82591,(609) 505-1138,(267) 306-7939,1150 Delsea Dr,8093,NJ
R82592,MING GARDEN R82592,(913) 553-1591,(816) 813-2738,4311 Chouteau Traffic Way,64117,MO
R82593,RISING SUN R82593,(949) 246-8126,(949) 363-3906,26761 Portola Pkwy,92610,CA
R82595,CHINA KING R82595,(917) 533-7653,(646) 915-7588,335 Saw Mill River Rd,10701,NY
R82597,EAST CHINA R82597,(319) 483-9999,(319) 237-6192,309 W Bremer Ave,50677,IA
R82598,*COTTAGE EXPRESS* R82598,(980) 225-2264,(917) 929-6516,7209 East W. T. Harris Blvd,28227,NC
R82599,*WAH HING KITCHEN* R82599,(347) 798-0036,(718) 738-2281,125-19 Rockaway Blvd,11420,NY
R82601,FORTUNE GARDEN R82601,(917) 470-4356,(718) 213-5889,195-12 47 Ave,11358,NY
R82602,GOLDEN PHOENIX R82602,(520) 732-8226,(928) 715-2810,1685 Mesquite Ave,86403,AZ
R82603,NO.1 R82603,(314) 808-5358,(314) 825-2202,509 E Landis Ave,8360,NJ
R82605,*LI LAI WOK* R82605,(401) 726-2036,(646) 269-1524,655 Central Ave,2861,RI
R82606,GOLDEN GATE RESTAURANT R82606,(262) 547-4883,(262) 366-8381,1427 East Racine Avenue,53186,WI
R82607,HAPPY HOUSE R82607,(863) 646-1888,(321) 315-2278,6856 S Florida Ave,33813,FL
R82608,LITTLE HONG KONG R82608,(440) 327-7633,(917) 369-0555,34137 Center Ridge Rd,44039,OH
R82611,ZHENG MECHANICSVILLE R82611,(804) 833-3651,(804) 988-1193,9363 Atlee Rd,23116,VA
R82612,CHINA GARDEN R82612,(773) 531-8649,(929) 666-8922,318 N Genesee St,60085,IL
R82613,CHINA TASTE R82613,(504) 595-9453,(917) 595-0155,7164 Hacks Cross Rd,38654,MS
R82615,NEW PANDA R82615,(607) 343-2369,(607) 722-7225,199 Robinson St,13904,NY
R82616,DRAGON CITY R82616,(937) 287-7368,(937) 478-0382,8394 Troy Pike,45424,OH
R82617,CHINA WOK R82617,(717) 869-7800,(646) 593-0383,54 N Kennedy Dr,18237,PA
R82618,TAIWAN 101 R82618,(347) 622-7047,(724) 728-5101,3945 Brodhead Rd,15061,PA
R82619,FLAMING WOK R82619,-,(212) 470-5604,4237 Lien Rd,53704,WI
R82621,CHINA KITCHEN R82621,(843) 873-9588,(843) 602-5885,1585 Central Ave,29483,SC
R82622,CHINA WOK R82622,(561) 859-9549,(347) 258-6063,3518 Broadway Blvd,33404,FL
R82623,GOLDEN STAR R82623,(757) 549-0888,(757) 844-9600,473 Kempsville Rd,23320,VA
R82625,SUNNY CHINA R82625,(913) 280-2678,(913) 777-8906,4633 Shawnee Dr,66106,KS
R82627,*LEE'S GARDEN* R82627,(860) 747-3346,,17 Farmington Avenue,6062,CT
R82628,HOT WOK R82628,(504) 237-7406,(504) 206-6068,901 Veterans Blvd,70005,LA
R82629,EMPIRE RESTAURANT R82629,(843) 973-2552,(917) 862-2283,59-92 West Jim Bilton Blvd,29477,SC
R82632,*HONG KONG* R82632,(321) 837-1333,(718) 314-1196,5270 Babcock St NE,32905,FL
R82633,LITTLE PANDA R82633,(410) 257-2545,,7863 Bayside Rd,20732,MD
R82635,^CHINA KITCHEN^ R82635,(262) 250-1188,(920) 602-6703,16560 Mequon Rd,53022,WI
R82636,WOKERY R82636,(863) 257-5929,(248) 399-0020,28079 John R Rd,48071,MI
R82637,CHINATOWN R82637,(815) 236-7441,(815) 307-9433,360 S Division St,60033,IL
R82638,FIRST WOK R82638,(929) 606-8897,(215) 800-2461,129 W Chelten Ave,19144,PA
R82639,CHINA KING R82639,(301) 440-1732,(239) 565-9422,7950 Dani Dr,33966,FL
R82652,CATHAY GOURMET R82652,(804) 320-0888,(347) 277-5449,8920 Forest Hill Ave,23235,VA
R82653,^CHINA SPRING^ R82653,(646) 727-6150,(917) 916-2772,1638 Middle Tennessee Blvd,37130,TN
R82655,LI'S GARDEN R82655,(520) 568-7588,(646) 821-6902,20928 N John Wayne Pkwy,85139,AZ
R82656,MR. WOK R82656,(484) 535-2820,(610) 425-0888,3937 Lincoln Hwy,19335,PA
R82659,COLUMBINE GARDENS R82659,(720) 380-3230,(917) 495-5108,481 Highway 105,80132,CO
R82661,PANDA HOUSE R82661,(865) 690-0788,(646) 961-5714,9209 Middlebrook Pike,37931,TN
R82662,HOT WOK R82662,-,(904) 319-3730,1615-155 County Rd 220,32003,FL
R82663,MAY FLOWER R82663,(863) 582-2158,(863) 337-1909,4676 E County Rd,33813,FL
R82665,*369 CHINESE RESTAURANT* R82665,(407) 695-3699,(917) 916-2772,1425 Tuskawilla Road,32708,FL
R82666,RED LANTERN HOUSE R82666,(272) 223-1483,(607) 398-8986,31 Main St,16901,PA
R82667,KING'S WOK R82667,(262) 691-8699,(917) 251-7775,1256 W. Capitol Drive Suite 200,53072,WI
R82668,CHINESE EXPRESS R82668,(763) 250-3958,(651) 387-6348,121 East Lake St,55408,MN
R82671,^DYNASTY CUISINE^ R82671,(281) 739-4114,(832) 318-3135,702 W Southmore Ave,77502,TX
R82672,GOOD KITCHEN R82672,(862) 213-4232,(646) 756-9976,498 East 30th Street,7504,NJ
R82673,RIYEN CHINESE R82673,(972) 352-8908,(646) 329-4204,2620 Gus Thomasson Rd,75150,TX
R82675,HAPPY HOUSE R82675,(917) 773-8666,(614) 886-4698,1267 W 5th Avenue,43212,OH
R82677,*PEKING* R82677,(478) 783-2828,,135-A Broad Street,31036,GA
R82678,PANDA HOUSE R82678,(201) 306-0859,(917) 202-1088,735 Montgomery St,7306,NJ
R82679,CHINA WOK R82679,(843) 424-6797,(843) 458-0473,524 8th Ave,29511,SC
R82681,CHINA WOK R82681,(832) 403-6605,(336) 473-9587,5085 Country Club Rd,27104,NC
R82682,LITTLE SZECHUAN R82682,(732) 395-0789,(917) 495-8266,485 Prospect Avenue,7739,NJ
R82683,GOOD CHINESE RESTAURANT R82683,(347) 353-5634,(917) 770-9955,663 Knickerbocker Ave,11221,NY
R82686,GREAT WALL R82686,(772) 320-8917,(330) 224-3215,5555 SE Federal Hwy,34997,FL
R82687,TONY CHEN R82687,(262) 930-9668,(262) 565-3030,4700 Washington Ave,53406,WI
R82688,CHINA LAKE R82688,(903) 413-8084,(903) 217-5972,8214 Lakeview Pkwy,75088,TX
R82689,EAST WOK R82689,(518) 683-8249,(518) 409-9588,175 Broad St,12801,NY
R82692,HUNAN EXPRESS R82692,(732) 525-2677,(646) 709-6522,520 Ernston Rd,8859,NJ
R82693,RICE KITCHEN R82693,(269) 910-5153,(646) 255-8522,811 West Michigan Ave,49007,MI
R82695,CHUNG WAH R82695,(443) 314-8113,(917) 775-3173,5820 Johnnycake Rd,21207,MD
R82696,CHINA WOK R82696,(352) 661-8791,(352) 455-9868,3337 N US Highway 441/27,34731,FL
R82697,YUMMY ASIAN R82697,(718) 476-2836,(646) 979-9888,90-21 31 Ave,11369,NY
R82698,PEKING R82698,(813) 475-1931,(718) 223-0356,6936 North 56 St,33617,FL
R82701,WING WAH EXPRESS R82701,(561) 412-6710,(561) 909-8399,115 N Congress Ave,33426,FL
R82702,*^HS CHINESE CAFE^* R82702,(832) 897-9618,(713) 294-3981,8402 Hillcroft St,77096,TX
R82705,FLAMING WOK R82705,(202) 710-5045,(646) 684-0961,2313 Cleanleigh Dr,21234,MD
R82706,CHINA CHEF R82706,(251) 928-3334,(251) 525-3894,333 S Greeno Rd,36532,AL
R82707,CHINA A R82707,(678) 687-8066,(678) 687-7800,8049 Tara Blvd,30236,GA
R82708,GOLDEN RICE BOWL R82708,-,(954) 804-0706,3276 N State Road 7,33319,FL
R82712,CHINA KING R82712,(803) 829-3939,(917) 873-0039,7115 Charleston Hwy,29018,SC
R82713,CHINA EXPRESS R82713,(724) 880-1057,(917) 692-3733,524 Morgantown St,15401,PA
R82715,LING LING R82715,(502) 741-6962,(502) 322-5975,10476 Shelbyville Rd,40223,KY
R82716,^LI GARDEN^ R82716,-,(646) 785-9630,468 US Hwy. 17-92 N,33844,FL
R82717,NO. 1 R82717,(302) 310-7214,(724) 813-3072,1708 E Lebanon Rd,19901,DE
R82718,WONG'S GARDEN R82718,(434) 632-0097,(646) 595-8783,301 Market Dr,23847,VA
R82719,GOLDEN DRAGON R82719,(646) 872-7926,(646) 472-9396,2060 Adam Clayton,10027,NY
R82722,CHINA GARDEN R82722,(330) 875-5568,(330) 205-0291,405 W Main Street,44641,OH
R82723,CHING'S CHINESE RESTAURANT R82723,-,(815) 260-6766,1101 N Main St,61761,IL
R82725,CHINA ONE R82725,(740) 425-2101,(740) 338-7327,201 S Chestnut St,43715,OH
R82726,*CHINA ONE* R82726,(478) 223-3217,(678) 510-8777,2804 E Atlanta Rd,30294,GA
R82727,NO. 1 R82727,-,(407) 683-3888,12317 South Orange Blossom Trail,32837,FL
R82728,GREAT CHINA R82728,(718) 442-2087,,2154 Forest Ave,10303,NY
R82729,GOLDEN RICE BOWL R82729,(862) 241-7643,(347) 882-4292,351 Hillside Ave,7205,NJ
R82731,GREAT WALL R82731,(864) 399-4099,(917) 376-9996,1527B Poinsett Hwy,29609,SC
R82732,NEW CHINA R82732,(770) 788-8915,,9162 Hwy 278 E,30014,GA
R82733,CHINA PAGODA R82733,(917) 455-8271,(646) 715-5678,47-20 30th Ave,11103,NY
R82735,CHINA KITCHEN R82735,(772) 692-8688,,4251 NW Federal Hwy,34957,FL
R82736,^TAI HO^ R82736,(313) 255-1888,(248) 508-3552,23720 W Seven Mile Rd,48219,MI
R82737,PANDA R82737,(847) 487-8628,(646) 250-4039,587 W Liberty St,60084,IL
R82738,*JOY'S VILLAGE* R82738,-,(304) 941-7970,574 W Central Ave,43015,OH
R82751,TOP CHINA R82751,(813) 259-1118,(813) 766-1006,3810 W Neptune St Union,33629,FL
R82752,GREAT WALL R82752,(405) 919-7404,(405) 916-7307,1020 N Santa Fe Ave,73003,OK
R82755,CHINA 1 R82755,(319) 752-3888,(319) 752-3888,411 West Agency Rd,52655,IA
R82756,CHINA HOUSE R82756,(954) 588-6661,(917) 496-3322,6517 Nova Dr,33317,FL
R82758,CHINA CHEF R82758,-,(616) 729-4709,4335 Lake Michigan DR NW,49534,MI
R82759,GOOD FRIENDS II R82759,(518) 377-0186,(520) 499-8638,2009 Broadway,12306,NY
R82761,GREAT WALL R82761,(917) 232-1736,(646) 861-9527,800 West 181 St,10033,NY
R82762,PANDA R82762,(917) 535-3873,(917) 535-3152,480 Washington Ave,7109,NJ
R82763,BEI JING R82763,Anonymous,(570) 709-9992,67 E Main St,18651,PA
R82765,*GREAT WALL* R82765,(413) 575-6352,(413) 822-9356,785 Burnett Rd,1020,MA
R82767,NEW CHINA MOON R82767,(269) 209-7802,(917) 518-8023,590 W Columbia Ave,49015,MI
R82768,CHOPSTIX R82768,(850) 428-0899,(850) 502-0589,4942 US Hwy 98 W,32459,FL
R82769,CHINA KING R82769,(330) 832-2928,(646) 417-4949,1409 Amherst Rd NE,44646,OH
R82771,JACK CHEN II R82771,(413) 782-5858,(413) 233-7274,1193 Sumner Ave,1118,MA
R82772,GREAT WALL R82772,(856) 443-2736,(347) 612-6104,365 Blackwood Clementon Rd,8021,NJ
R82773,KING'S WOK R82773,(317) 297-3636,(917) 256-9663,4915 W. 38th St,46254,IN
R82775,CHINA SEA R82775,(315) 725-2167,(917) 860-6778,16 W Park Row,13323,NY
R82776,TAKEE OUTEE R82776,(786) 301-0507,(305) 251-8188,20234 Old Cutler Rd,33189,FL
R82777,*HUNAN GARDEN* R82777,(941) 661-8388,(734) 263-8063,1120 NW 7th St,55901,MN
R82778,CHINA BOWL R82778,(407) 891-3688,(407) 516-3024,3306 Canoe Creek Rd,34772,FL
R82779,GREAT WALL R82779,(681) 389-0094,(681) 261-3014,176 Flowing Springs Rd,25414,WV
R82781,^ASIAN DELIGHT^ R82781,(864) 282-2388,(864) 373-8763,215 Pelham Rd,29615,SC
R82782,MULAN R82782,(856) 986-6181,(856) 986-0087,2999 E Evesham Rd,8043,NJ
R82783,COLORADO WOK R82783,(303) 926-9399,,385 Crossing Dr,80026,CO
R82786,SOUTHERN CHINA R82786,(704) 795-6244,,591 Warren C Coleman Blvd,28025,NC
R82788,NEW CHINA R82788,(845) 649-3958,(646) 266-0016,254 Route 211 East,10940,NY
R82789,HONG KONG R82789,(757) 817-0607,(917) 376-6323,3215 Bridge Road,23435,VA
R82791,^CHINA^ R82791,(803) 443-3812,(706) 833-3140,2595 Jefferson Davis Hwy,29851,SC
R82792,ROYAL WOK R82792,(917) 912-7826,(908) 233-8216,709 Mountain Ave,7081,NJ
R82793,CHINA HOUSE R82793,(405) 413-5881,(405) 802-5882,5921 S Sooner Rd,73135,OK
R82795,CHINA 1 EXPRESS R82795,(561) 697-9388,(561) 360-8168,964 N Congress Ave,33409,FL
R82797,CHINA KING R82797,(518) 731-9633,(518) 965-7568,2480 Rte 9W,12143,NY
R82798,88 CHINA R82798,(636) 272-8855,,1326 Sunburst Dr,63366,MO
R82801,KING'S CHEF R82801,(315) 474-1561,(845) 667-7301,911 Old Liverpool Rd,13088,NY
R82802,EMPIRE CHINESE RESTAURANT R82802,(212) 862-5660,(917) 285-6581,2419 7th Ave,10030,NY
R82803,*ASIAN WOK* R82803,(614) 260-7367,(646) 510-1592,3482 Sullivant Ave,43204,OH
R82805,*CHINA CITY* R82805,(336) 471-1003,(917) 495-4344,1447 National Hwy,27360,NC
R82806,FRESH WOK R82806,(614) 738-4291,(347) 886-6354,1353 Worthington Centre Dr,43085,OH
R82807,JIN JIN R82807,(910) 318-4360,(910) 534-7504,150 S Main St,28352,NC
R82808,CHINA ONE R82808,(214) 529-5345,(918) 219-3156,4112 N Josey Ln,75007,TX
R82809,ORIENTAL EXPRESS R82809,(646) 725-2118,(646) 520-9363,6063 Centreville Crest Lane,20121,VA
R82811,CHINA ONE R82811,(917) 816-5363,(917) 981-5522,22 Hoover Ave,15801,PA
R82813,LIN GARDEN R82813,(607) 972-8689,(814) 777-8241,2285 W Harrisburg Pike,17057,PA
R82815,HOWELL KITCHEN R82815,(215) 824-8374,(646) 575-5806,4130 Rt 9 South,7731,NJ
R82816,CHINA DRAGON R82816,(614) 216-0021,(502) 416-2693,8507 Terry Rd,40258,KY
R82817,HOP FENG II R82817,(704) 573-3644,(917) 860-8073,9229-G Lawyers Rd,28227,NC
R82819,HUNAN GARDEN R82819,(301) 249-0068,,15712 Mount Oak Rd,20716,MD
R82821,SUPER WOK R82821,(315) 788-5389,(917) 770-2895,20991 Arsenal St State Route 3,13601,NY
R82822,^CHOPSTICKS^ R82822,(254) 666-8880,(254) 640-3824,500 N Hewitt Dr,76643,TX
R82825,GREAT WALL R82825,(715) 797-0837,(715) 297-8788,120 Dehne Dr,54421,WI
R82826,CHINA 1 R82826,(941) 929-9888,(917) 287-9268,3610 Bee Ridge Rd,34233,FL
R82827,*CHINA FUN* R82827,(740) 706-4269,(740) 236-8490,442 Pike St,45750,OH
R82828,DRAGON KING R82828,(252) 659-1408,(252) 655-8220,1728 Live Oak Street,28516,NC
R82829,*CHINA GARDEN* R82829,(252) 326-4031,(252) 862-6632,611 E Main Street,27855,NC
R82831,CHINA EXPRESS R82831,(443) 425-0884,(443) 535-7278,3351 Corridor Market Place,20724,MD
R82832,^SUKI^ R82832,(419) 602-9876,(567) 805-1100,187 Milan Ave,44857,OH
R82835,CHINA HOUSE R82835,(646) 255-4993,(646) 525-8268,1555 Hyde Park Rd,21221,MD
R82836,NEW CHINA R82836,(256) 614-2592,(917) 826-2705,645 Hwy 72 W,35611,AL
R82837,^DOUBLE DRAGON 9^ R82837,(502) 210-9839,(502) 291-5481,9501 Taylorsville Rd,40299,KY
R82838,^HIBACHI CHINA 88^ R82838,(347) 685-3473,(917) 708-2056,239 Timber Dr,27529,NC
R82852,TASTE OF CHINA R82852,(252) 290-3289,(917) 861-9997,2801 Ward Blvd,27893,NC
R82853,^OISHI^ R82853,(205) 920-9490,(646) 209-6666,3506 Rainbow Dr,35906,AL
R82855,TASTE OF CHINA R82855,(407) 619-7902,(561) 839-0619,1783 Lakewood Ranch Blvd,34211,FL
R82857,^HIBACHI 88^ R82857,(712) 336-0973,(646) 269-1283,1821 18th St,51360,IA
R82859,^LIN'S ASIAN BISTRO^ R82859,(443) 299-2600,(646) 591-6398,13253 Rittenhouse Dr,23112,VA
R82861,BEAN CURD R82861,(917) 385-2769,(917) 743-8781,275 Main Street,7928,NJ
R82862,PEKING GARDEN R82862,(908) 608-1188,(646) 675-1398,529 Morris Ave,7901,NJ
R82863,RAINBOW GARDEN R82863,(347) 932-9251,(917) 524-8888,10581 E NC Hwy 97,27803,NC
R82865,*^BEIJING & TOKYO^* R82865,-,(603) 703-2851,61 S Main Street,3301,NH
R82867,^CHOPSTICKS^ R82867,(254) 426-1894,(214) 646-7053,628 N Robinson Dr,76706,TX
R82868,HONG KONG R82868,(832) 694-9944,(225) 603-4842,20377 Old Scenic Hwy,77091,LA
R82869,CHINA KING R82869,(240) 484-0253,(410) 231-1027,230 Town Square Dr,20657,MD
R82871,JIN JIN R82871,(704) 322-5962,(704) 290-7346,221 E Franklin St,28112,NC
R82872,*FU SHING* R82872,(704) 455-5399,(704) 906-5597,4341 School House Commons,28075,NC
R82873,EMERALD R82873,(717) 963-5314,(717) 645-5557,2300 North Third Street,17110,PA
R82875,*OCEAN CITY* R82875,(843) 708-7817,(917) 330-9266,5101 Ashley Phosphate Rd,29418,SC
R82876,^CHAN'S BUFFET^ R82876,(810) 841-7550,(567) 271-8282,4165 24th Ave,48059,MI
R82877,^NEW CHINA^ R82877,(504) 708-3204,(917) 346-1988,7020 East Shelby Drive,38125,TN
R82879,^MIKOSHI^ R82879,(864) 569-9836,(203) 444-1415,209 Hampton Ave,29671,SC
R82881,CHINA GARDEN R82881,(315) 802-3837,(646) 255-2283,8075 Oswego Road,13090,NY
R82882,CHINA CITY R82882,(919) 561-1776,(989) 980-3588,318 S Michigan Ave,48602,MI
R82883,^CHINA HOUSE^ R82883,(313) 831-1790,(586) 229-3794,550 E Warren Ave,48201,MI
R82885,SIZZLING WOK R82885,(860) 442-0888,(860) 694-8333,316 Boston Post Rd,6385,CT
R82886,HAPPY GARDEN R82886,(561) 598-2099,(561) 704-4923,6177 S. Jog Rd D12,33467,FL
R82887,FIRST WOK R82887,(217) 853-0495,(917) 216-8532,1683 W King St,62522,IL
R82888,GOLDEN DRAGON R82888,(205) 249-6710,(347) 610-8007,2227 Bessemer Rd,35208,AL
R82889,^TERIYAKI EXPRESS^ R82889,(704) 491-0977,(704) 491-0977,7008 E WT Harris Blvd,28215,NC
R82891,CHINA KING R82891,(843) 506-6480,(786) 875-9517,300 Hwy 301,29536,SC
R82892,^FUGU HIBACHI & SUSHI^ R82892,(609) 325-7956,(646) 309-0054,321 Jacaranda Blvd,34292,FL
R82893,MAIN MOON R82893,(330) 219-9823,(646) 286-1558,8218 E Market St,44484,OH
R82895,MING HING R82895,(252) 202-0013,(917) 371-2945,315 Ocean Hwy S,27944,NC
R82896,^OISHI JAPANESE FOOD^ R82896,(601) 616-0718,(917) 216-7881,2526 67th Ave Loop,39307,MS
R82897,CHINA KING R82897,(718) 413-0142,(419) 367-8748,4747 Suder Ave,43611,OH
R82898,^EAST WIND^ R82898,(662) 890-9358,(917) 432-9937,8230 Camp Creek,38654,MS
R82899,CHINA HOUSE R82899,(769) 572-5666,(917) 238-0889,3086 Hwy 80 East,39208,MS
R82902,HUA CHENG R82902,(917) 498-2728,,578 9th Ave,10036,NY
R82903,AMAZING WOK 2 R82903,(216) 409-2480,(216) 272-7230,2169 S Taylor Rd,44118,OH
R82905,CHINA WOK R82905,(561) 358-6558,(646) 410-1913,6901 W Okeechobee,33411,FL
R82906,BAMBOO GARDEN R82906,-,(615) 710-7305,121 S Edwardsville St.,62088,IL
R82907,^ASIA STAR^ R82907,(484) 300-5866,(646) 359-4600,39 Center St,18252,PA
