EXNAME,ENNAME,ADDRESS1,STATE,FORWARDEDPHONE,CONTACTPHONE2,BUSINESS_PHONE__C,STATUS,Found in List (Y/N),Matching Address?,Updated Address,Business Phone
R82706,CHINA CHEF,333 S Greeno Rd,AL,2519900999,,,open,Y,yes,333 S Greeno Rd,(251) 990-0999
R82707,^CHINA A^,8049 Tara Blvd,GA,7704714401,,,open,Y,yes,8049 Tara Blvd,(770)471-4401
R82708,GOLDEN RICE BOWL,3276 N State Road 7,FL,9544866868,,,open,Y,no,3276 SR-7,(954)716-2104
R82711,^HUNAN EAST^,5760 Silver Hill Rd,MD,3015686197,3477746966,(301) 568-6197,open,Y,yes,5760 Silver Hill Rd,(301)568-6197
R82712,CHINA KING,7115 Charleston Hwy,SC,8038293939,,,open,N,no
R82713,CHINA EXPRESS,524 Morgantown St,PA,7245504243,7245504243,,open,N,no
R82715,LING LING,10476 Shelbyville Rd,KY,5022452100,5029300286,,open,Y,yes,10476 Shelbyville Rd,(502)245-2100
R82716,^LI GARDEN^,468 US Hwy. 17-92 N,FL,8634210333,,,open,Y,no,468 US-17,(863)421-0333
R82717,NO. 1,1708 E Lebanon Rd,DE,3026771968,,,open,Y,yes,1708 E Lebanon Rd,(302) 677-1968
R83676,^PEKING GROTON^,565 Route 12,CT,8604496768,8605745564,,reject,Y,Y,565 CT-12,(860)449-6768
R82718,WONG'S GARDEN,301 Market Dr,VA,4343360888,,,open,Y,yes,301 Market Dr,(434) 336-0888
R221115,*HUI PRACTICE*,3030 Northern Blvd,GA,9178191188,,,new,N,no
R20221115,Ai Shan Practice,3030 Northern Blvd,NY,9172852221,,,new,N,no
R15875,Solitude,3030 Northern Blvd,NY,1111111111,,,reject,N,N
R11926,Serenity,3030 Northern Blvd,NY,1111111111,,,reject,N,N
R13159,The Zen Garden,3030 Northern Blvd,NY,1111111111,,,reject,N,N
R12312,Master Siomai,3030 Northern Blvd,NY,1111111111,,,reject,N,N
R12126,Miguel's Garden Kitchen Cafe,test,AL,1111111111,,,reject,N,N
R11894,Wok and Talk,3030 Northern Blvd,NY,1111111111,,,reject,N,N
R12127,Cafe by Riza,3030 Northern Blvd,NY,1111111111,,,reject,N,N
R13294,Josephine's,3030 Northern Blvd,NY,1111111111,,,reject,N,N
R13149,Cafe Agusta,3030 Northern Blvd,NY,1111111111,,,reject,N,N
R12637,Four Seasons,3030 Northern Blvd,NY,1111111111,,,reject,N,N
R12542,Four Seasons,3030 Northern Blvd,NY,1111111111,,,reject,N,N
R1234,Dan ROS,3030 Northern Blvd,NY,1111111111,,,reject,N,N
R82719,GOLDEN DRAGON,2060 Adam Clayton,NY,2128663988,,,open,Y,no,2060 Adam Clayton Powell Jr Blvd,(212) 866-3988
R82722,CHINA GARDEN,405 W Main Street,OH,3308755568,,,open,N,no
R82723,CHING'S CHINESE RESTAURANT,1101 N Main St,IL,3094511999,,,open,Y,yes,1101 N Main St,(309)451-1999
R82725,CHINA ONE,201 S Chestnut St,OH,7404252101,,,open,Y,yes,201 S Chestnut St,(740) 425-2101
R82726,*CHINA ONE*,2804 E Atlanta Rd,GA,7705061995,6785108777,,open,Y,no,2804 East Atlanta Rd,(770) 506-1995
R82727,NO. 1,12317 South Orange Blossom Trail,FL,4078269998,4076833888,,open,N,no
R82729,GOLDEN RICE BOWL,351 Hillside Ave,NJ,9732821888,9732821488,,open,Y,yes,351 Hillside Ave,(973)282-1888
R82731,GREAT WALL,1527B Poinsett Hwy,SC,8642716881,3473372603,,open,Y,no,1527 Poinsett Hwy,(864) 271-6881
R82732,NEW CHINA,9162 Hwy 278 E,GA,7707888915,6785595333,,suspended,N,no
R82733,^CHINA PAGODA^,47-20 30th Ave,NY,7186260388,,,open,Y,yes,47-20 30th Ave,(718)626-0388
R82735,CHINA KITCHEN,4251 NW Federal Hwy,FL,7726928688,7726928688,,suspended,Y,yes,4251 NW Federal Hwy,(772) 692-8688
R82736,^TAI HO^,23720 W Seven Mile Rd,MI,3132551888,,,suspended,Y,no,23720 7 Mile Rd W,(313)255-1888
R83863,*SUPER GOLDEN CHOPSTICKS*,77 Pearls St,NY,2128250314,9175628585,(212) 825-0314,reject,Y,Y,77 Pearl St,(212) 825-0314
R82737,PANDA,587 W Liberty St,IL,8474878628,6462504039,,new,Y,yes,587 W Liberty St,(847) 487-8628
R82738,JOY'S VILLAGE,574 W Central Ave,OH,7403636755,3049417970,,open,Y,yes,574 W Central Ave,(740)363-6755
R82751,^TOP CHINA^,3810 W Neptune St Union,FL,8132591118,,,open,Y,no,3810 W Neptune St,(813) 259-1118
R82752,*GREAT WALL*,1020 N Santa Fe Ave,OK,4053484888,4055353325,,open,N,no
R82756,CHINA HOUSE,6517 Nova Dr,FL,9543700088,9174963322,,open,Y,yes,6517 Nova Dr,(954) 370-0088
R82758,CHINA CHEF,4335 Lake Michigan DR NW,MI,6167914488,9178686988,,open,Y,yes,4335 Lake Michigan Dr NW,(616) 791-4488
R82759,GOOD FRIENDS II,2009 Broadway,NY,5183770186,,,open,Y,yes,2009 Broadway,(518)377-0186
R82761,GREAT WALL,800 West 181 St,NY,2127959373,6468619527,,open,N,no
R82762,PANDA,480 Washington Ave,NJ,9737599396,,,open,Y,yes,480 Washington Ave,(973)759-9396
R82763,BEI JING,67 E Main St,PA,5707792996,,,open,Y,yes,67 E Main St,(570) 779-2996
R82765,^GREAT WALL^,785 Burnett Rd,MA,4135924504,4138229356,,open,Y,yes,785 Burnett Rd,(413)592-4504
R82767,NEW CHINA MOON,590 W Columbia Ave,MI,2699642021,,,open,Y,no,590 Columbia Ave W,(269)964-2021
R82768,CHOPSTIX,4942 US Hwy 98 W,FL,8506622726,,,open,Y,no,4942 US Highway 98 W,(850) 622-2726
R82769,CHINA KING,1409 Amherst Rd NE,OH,3308322928,6466961573,,open,Y,yes,1409 Amherst Rd NE,(330) 832-2928
R82772,GREAT WALL,365 Blackwood Clementon Rd,NJ,8566270079,,,open,Y,yes,365 Blackwood Clementon Rd,(856)627-0079
R82773,KING'S WOK,4915 W. 38th St,IN,3172973636,,,open,N,no
R82775,CHINA SEA,16 W Park Row,NY,3158533836,,,open,Y,yes,16 W Park Row,(315) 853-3836
R82776,TAKEE OUTEE,20234 Old Cutler Rd,FL,3052518188,7863010507,,open,Y,yes,20234 Old Cutler Rd,(305)251-8188
R83829,^AKIRA^,2479 18 St NW,DC,2025881510,6465528558,,reject,N,N,2479 18th St NW,(202) 588-1510
R82777,*HUNAN GARDEN*,1120 NW 7th St,MN,5072851438,,,new,Y,no,1120 7th St NW,(507)285-1438
R82778,CHINA BOWL,3306 Canoe Creek Rd,FL,4078913688,4075209707,,open,Y,yes,3306 Canoe Creek Rd,(407) 891-3688
R82779,GREAT WALL,176 Flowing Springs Rd,WV,3047280898,6812613014,,open,Y,yes,176 Flowing Springs Rd,(304)728-0898
R12123,TEST CLONE ALLIANCE 3,606 N Wellwood Ave,NY,1111111111,,,test,N,N
R82781,^ASIAN DELIGHT^,215 Pelham Rd,SC,8642822388,8643496013,,open,Y,yes,215 Pelham Rd,(864)282-2388
R82782,MULAN,2999 Evesham Rd,NJ,8568741111,8569860087,,open,Y,no,2999 E Evesham Rd,(856) 874-1111
R82783,COLORADO WOK,385 Crossing Dr,CO,3039269399,,,suspended,Y,yes,385 Crossing Dr,(303) 926-9399
R82786,SOUTHERN CHINA,591 Warren C Coleman Blvd,NC,7047956244,,,suspended,Y,no,591 Warren Coleman Blvd,(704)795-6244
R82788,NEW CHINA,254 Route 211 East,NY,8453423228,,,open,Y,no,254 Route 211 E,(845) 343-1339
R82789,HONG KONG,3215 Bridge Road,VA,7576387788,,,open,N,no
R82791,^CHINA^,2595 Jefferson Davis Hwy,SC,8035938868,9173925158,,open,N,no
R777777,CLONE SUPER SET JAPANESE,TEST,AL,1211111111,,,reject,N,N
R82792,ROYAL WOK,709 Mountain Ave,NJ,9735648778,9179127868,,open,Y,yes,709 Mountain Ave,(973) 564-8778
R82793,CHINA HOUSE,5921 S Sooner Rd,OK,4056779000,4054135881,,open,Y,yes,5921 S Sooner Rd,(405) 677-9000
R82795,*CHINA 1 EXPRESS*,964 N Congress Ave,FL,5616979388,5616979388,,open,Y,yes,964 N Congress Ave,(561)697-9388
R82797,CHINA KING,2480 Rte 9W,NY,5187561550,,,open,N,no
R82798,88 CHINA,1326 Sunburst Dr,MO,6362728855,,,open,Y,yes,1326 Sunburst Dr,(636)272-8855
R82801,KING'S CHEF,911 Old Liverpool Rd,NY,3154519888,8456677301,,open,Y,yes,911 Old Liverpool Rd,(315) 451-9888
R82802,EMPIRE CHINESE RESTAURANT,2419 7th Ave,NY,2128625660,9172856581,,open,N,no
R82803,*ASIAN WOK*,3482 Sullivant Ave,OH,6142726882,6465101592,,open,Y,yes,3482 Sullivant Ave,(614) 272-6882
R82805,*CHINA CITY*,1447 National Hwy,NC,3368857588,9174954344,,open,Y,yes,1447 National Hwy,(336)885-7588
R82806,FRESH WOK,1353 Worthington Centre Dr,OH,6147851836,,,open,Y,yes,1353 Worthington Centre Dr,(614) 785-1836
R82807,JIN JIN,150 S Main St,NC,9102771616,9176588109,,open,Y,yes,150 S Main St,(910) 277-1616
R82808,CHINA ONE,4112 N Josey Ln,TX,9724928878,,,open,Y,yes,4112 N Josey Ln,(972) 492-8838
R82809,ORIENTAL EXPRESS,6063 Centreville Crest Lane,VA,7039689888,6465209363,,open,Y,no,6063 Centreville Crest Ln,(703) 968-9888
R82811,CHINA ONE,22 Hoover Ave,PA,8143712717,,,open,Y,yes,22 Hoover Ave,(814)371-2717
R82813,LIN GARDEN,2285 W Harrisburg Pike,PA,7179448224,,,open,Y,yes,2285 W Harrisburg Pike,(717)944-8224
R82815,*HOWELL KITCHEN*,4130 Rt 9 South,NJ,7323707800,6465755806,,open,Y,no,4130 US-9,(732)370-7800
R83796,*^GREAT WALL^*,87-12 Astoria Blvd,NY,7184786433,6463380030,,closed,Y,N,87-12 Astoria Blvd,(718) 478-6433
R82816,CHINA DRAGON,8507 Terry Rd,KY,5029959897,,,open,Y,yes,8507 Terry Rd,(502) 995-9897
R83789,^NEW CHINATOWN^,229 S White Horse Pike,NJ,8567688540,8563613683,,closed,Y,N,229 S White Horse Pike,(856) 768-8540
R82817,HOP FENG II,9229-G Lawyers Rd,NC,7045733644,9178608073,,open,Y,no,9229 Lawyers Rd,(704)573-3644
R82819,HUNAN GARDEN,15712 Mount Oak Rd,MD,3012490068,,,open,Y,yes,15712 Mount Oak Rd,(301)249-0068
R82821,^SUPER WOK^,20991 Arsenal St State Route 3,NY,3157885389,9177702895,,open,Y,no,20991 RT-3,(315)788-5389
R82822,^CHOPSTICKS^,500 N Hewitt Dr,TX,2546668880,2546408150,,open,Y,yes,500 N Hewitt Dr,(254)666-8880
R82825,GREAT WALL,120 Dehne Dr,WI,7152232988,,,open,Y,yes,120 Dehne Dr,(715) 223-2988
R82826,CHINA 1,3610 Bee Ridge Rd,FL,9419299888,6313596811,,open,Y,yes,3610 Bee Ridge Rd,(941) 929-9888
R82827,*CHINA FUN*,442 Pike St,OH,7403760233,,,open,Y,yes,442 Pike St,(740) 376-0233
R83779,^WILD ORCHID^,56 Center St,CT,8608635800,9176903300,,closed,Y,N,56 Center St,(860) 863-5800
R82828,*DRAGON KING*,1728 Live Oak Street,NC,2527282121,,,open,Y,no,1728 Live Oak St,(252)728-2121
R82829,*CHINA GARDEN*,611 E Main Street,NC,2523985950,2528626632,,open,Y,no,611 E Main St,(252) 398-5950
917.985.8867-7,*Sales (LISA)*,3030 Northern Blvd,NY,9179858867,,,test,N,N
R82831,CHINA EXPRESS,3351 Corridor Market Place,MD,3016170300,,,open,Y,no,3351 Corridor Marketplace,(301)617-0300
R82832,^SUKI^,187 Milan Ave,OH,4196688886,7026827982,,open,Y,yes,187 Milan Ave,(419) 668-8886
R82835,CHINA HOUSE,1555 Hyde Park Rd,MD,4102383188,6465258268,,open,Y,yes,1555 Hyde Park Rd,(410)238-3188
R82836,NEW CHINA,645 Hwy 72 W,AL,2568019388,9178262705,,open,N,no
R82837,^DOUBLE DRAGON 9^,9501 Taylorsville Rd,KY,5022675353,5022915481,,open,Y,yes,9501 Taylorsville Rd,(502)567-5353
R82838,^HIBACHI CHINA 88^,239 Timber Dr,NC,9842025880,9102612222,,open,Y,yes,239 Timber Dr,(984)202-5880
R82852,TASTE OF CHINA,2801 Ward Blvd,NC,2522918222,9179301861,,open,Y,yes,2801 Ward Blvd,(252)291-8222
R82853,^OISHI^,3506 Rainbow Dr,AL,2564138866,,,open,Y,yes,3506 Rainbow Dr,(256)413-8866
R82855,TASTE OF CHINA,1783 Lakewood Ranch Blvd,FL,9417508833,9415388752,,open,Y,yes,1783 Lakewood Ranch Blvd,(941)750-8833
R82857,^HIBACHI 88^,1821 18th St,IA,7123360973,6462691283,,open,Y,yes,1821 18th St,(712)336-0973
R82859,^LIN'S ASIAN BISTRO^,13253 Rittenhouse Dr,VA,8047442088,6465916398,,open,Y,yes,13253 Rittenhouse Dr,(804)744-2088
R82861,BEAN CURD,275 Main Street,NJ,9736355333,,,open,Y,no,275 Main St,(973)635-5333
R82862,PEKING GARDEN,529 Morris Ave,NJ,9086081188,6466751398,,open,Y,yes,529 Morris Ave,(908) 608-1188
R82863,RAINBOW GARDEN,10581 E NC Hwy 97,NC,2529777822,,,open,Y,no,10581 NC-97,(252)977-7822
R83757,HOP SHING KITCHEN,"444 Ocean Blvd., North",NJ,7322225551,6468123776,,closed,Y,Y,444 Ocean Blvd N,(732)222-5551
R83756,*^PANDA CAFE^*,5119-B Indian Head Highway,MD,3016861167,9176020899,,reject,N,N
R168168,*RAN HOUSE - CT USE*,3030 Northern Blvd,NY,7189285499,,,test,N,N
R82865,*^BEIJING & TOKYO^*,61 S Main Street,NH,6032280888,6037036329,,open,Y,no,61 S Main St,(603)228-0888
R82867,^CHOPSTICKS^,628 N Robinson Dr,TX,2546625555,2146467053,,open,Y,yes,628 N Robinson Dr,(254)662-5555
R82868,HONG KONG,20377 Old Scenic Hwy,LA,2256585858,2256542212,,open,Y,yes,20377 Old Scenic Hwy,(225) 658-5858
R82869,CHINA KING,230 Town Square Dr,MD,4103943688,,,open,Y,yes,230 Town Square Dr,(410) 394-3688
R82871,JIN JIN,221 E Franklin St,NC,7042834421,7043225962,,open,Y,yes,221 E Franklin St,(704) 283-4421
R82872,*FU SHING*,4341 School House Commons,NC,7044555399,,,open,Y,no,4341 School House CMNS,(704)455-5399
R82873,EMERALD,2300 North Third Street,PA,7179096600,,,open,N,no
R82875,OCEAN CITY,5101 Ashley Phosphate Rd,SC,8435529200,9173309266,,open,Y,yes,5101 Ashley Phosphate Rd,(843) 552-9200
R82876,^CHAN'S BUFFET^,4165 24th Ave,MI,8103853838,8102941480,,open,Y,yes,4165 24th Ave,(810)385-3838
R82877,^NEW CHINA^,7020 East Shelby Drive,TN,9017546777,,,open,N,no
R82879,^MIKOSHI^,209 Hampton Ave,SC,8648786900,2034441415,,open,Y,yes,209 Hampton Ave,(864)878-6900
R82881,CHINA GARDEN,8075 Oswego Road,NY,3156526677,3156526677,,open,Y,no,8075 Oswego Rd,(315) 652-6677
R82882,CHINA CITY,318 S Michigan Ave,MI,9892499999,9899803588,,open,Y,yes,318 S Michigan Ave,(989) 249-9999
R82883,^CHINA HOUSE^,550 E Warren Ave,MI,3138318888,5862293794,,open,Y,yes,550 E Warren Ave,(313) 831-8888
R82885,SIZZLING WOK,316 Boston Post Rd,CT,8604420888,,,suspended,Y,yes,316 Boston Post Rd,(860) 442-0888
R82886,HAPPY GARDEN,6177 S. Jog Rd D12,FL,5619650608,5617044923,,open,Y,no,6177 Jog Rd,(561) 877-8118
R82887,FIRST WOK,1683 W King St,IL,2174232900,9172168532,,open,Y,yes,1683 W King St,(217) 423-2900
R82888,GOLDEN DRAGON,2227 Bessemer Rd,AL,2057888730,3476108007,,open,Y,yes,2227 Bessemer Rd,(205)788-8730
R83721,*GREAT WALL*,1419 Gravesend Neck Rd,NY,7183765310,9179123281,,reject,N,N
R82889,^TERIYAKI EXPRESS^,7008 E WT Harris Blvd,NC,7045350228,7045350228,,open,Y,yes,7008 E WT Harris Blvd,(704) 535-0228
R82891,CHINA KING,300 Hwy 301,SC,8437742333,9177699997,,open,N,no
R83716,*RICE KING*,47 Stevens Street,CT,2038389218,9293219560,(203) 838-9218,closed,Y,Y,47 Stevens St,(203)838-9218
R83718,^SUSHI EXPRESS^,1165 Deer Park Avenue,NY,6312437888,3475797758,,reject,N,N
R82892,^FUGU HIBACHI & SUSHI^,321 Jacaranda Blvd,FL,9412203916,9296668810,,open,Y,yes,321 Jacaranda Blvd,(941)220-3916
R83715,*CHIN WONG*,2275 W. County Line Rd (Rt. 526) & Bennetts Mills Rd,NJ,7323672288,6462508917,,reject,Y,Y,2275 W County Line Rd,(732) 367-2288
917.985.8867-6,*Sales (Sandra)*,test,AL,9179858867,,,test,N,N
917.985.8867-5,*Sales (Ray Lei)*,test,AL,9179858867,,,test,N,N
917.985.8867-4,*Sales (Kelvin)*,test,AL,9179858867,,,test,N,N
R82893,^MAIN MOON^,8218 E Market St,OH,3308569388,6462861558,,open,Y,yes,8218 E Market St,(330) 856-9388
R82895,*MING HING*,315 Ocean Hwy S,NC,2524263397,9173712945,,open,Y,yes,315 Ocean Hwy S,(252) 426-3397
R83713,CHINA KING,9940 Belvedere Rd,FL,5617918858,3475568888,,reject,Y,N,9940 Belvedere Rd,(561) 791-8858
R83711,*CHINA STAR*,4202 Mormon Coulee Rd,WI,6087883088,9523887567,,reject,N,N
R82896,^OISHI JAPANESE FOOD^,2526 67th Ave Loop,MS,6014825558,9172167881,,open,Y,no,2526 Riverbirch Dr,(601)482-5558
R82897,CHINA KING,4747 Suder Ave,OH,4197298788,,,open,Y,yes,4747 Suder Ave,(419) 729-8788
R82898,^EAST WIND^,8230 Camp Creek,MS,6628909358,,,open,Y,no,8230 Camp Creek Blvd,(662) 890-9358
R82899,CHINA HOUSE,3086 Hwy 80 East,MS,7695725666,9172300889,,open,N,no
R82901,^UDON SUSHI NOODLES^,129 S. Bleachery Blvd,NC,8283786882,,(828) 378-6882,open,Y,no,129 Bleachery Blvd,(828)378-6882
R83703,*^HOP SING^*,214 Essex Street,NJ,2013436080,9172386172,,reject,Y,Y,214 Essex St,(201)343-6080
R83702,*^ATAMI SUSHI^*,100 Old Lackawanna Trl,PA,5705851250,7186879769,,reject,Y,N,100 Old Lackawanna Trl,(570) 585-1250
R82902,HUA CHENG,578 9th Ave,NY,6468691888,6465150869,,open,Y,yes,578 9th Ave,(646)869-1888
R82903,^AMAZING WOK 2^,2169 S Taylor Rd,OH,2163978282,,,open,Y,yes,2169 S Taylor Rd,(216)397-8282
R83697,*^JADE DRAGON^*,2920 Old Norcross Road,GA,7702798099,6787790383,,reject,N,N
R910909,ROS,123 STREET,AL,1111111111,,,reject,N,N
R911669,Test New,123 STREET,AL,1111111111,,,reject,N,N
R911638,Test Restaurant for ROS,123 STREET,AL,1111111111,,,reject,N,N
R82905,CHINA WOK,6901 W Okeechobee,FL,5616978368,6464101913,,open,N,no
R88088,** JAPANESE FOR TRAINING **,Testing,AL,0,,,template,N,N
R83695,*KING'S WOK CHINESE RESTAURANT*,1732 86 St.,NY,7182597160,9179578987,,reject,N,N
R82906,^BAMBOO GARDEN^,121 S Edwardsville St.,IL,6186357423,,,suspended,Y,no,121 S Edwardsville St,(618)635-7423
R82907,^ASIA STAR^,39 Center St,PA,5706685588,,,open,Y,yes,39 Center St,(570)668-5588
R82909,TC CHICKEN,206 W Little York Rd,TX,8322679098,6466330149,,open,Y,yes,206 W Little York Rd,(713)697-1415
R82911,*CHEF LI*,4013 Tampa Rd,FL,8138149988,7272713767,,open,Y,yes,4013 Tampa Rd,(813)814-9988
R82912,DRAGON STAR,160 Robinson St,NY,6077728877,9172087073,,open,Y,yes,160 Robinson St,(607)772-8877
R82915,*TASTE OF CHINA*,4956 Long Beach Rd,NC,9104571838,3475756285,,open,Y,no,4956 Long Beach Rd SE,(910) 457-9398
R82916,GOOD TASTE,756 N Wellwood Ave,NY,6312268266,7186660856,,open,Y,yes,756 N Wellwood Ave,(631) 226-8266
R82918,RUN & RUN,8560 Palm Pkwy,FL,4072380888,9172878356,,open,Y,yes,8560 Palm Pkwy,(407)238-0888
R82919,*MANNA*,441-A Springfield St,MA,4137468880,9179517782,,open,N,no
R82921,MAIN MOON,29E Main St,OH,4192898800,5672157137,,open,Y,no,29 E Main St,(419)289-8800
R82922,PANDA,104 Stanford Rd,NC,7047481600,6463219281,,open,Y,yes,104 Stanford Rd
R82923,KING'S WOK,14239 Powell Rd,FL,3526667399,3522387822,,open,Y,yes,14239 Powell Rd,(352) 544-2743
R82925,*KANG'S GARDEN*,12221 W Linebaugh Ave,FL,8138145830,9173025650,,open,Y,yes,12221 W Linebaugh Ave,(813)814-5830
R82926,^JOHN'S RESTAURANT^,4842 River Rd N,OR,5033931190,5039982718,,open,Y,yes,4842 River Rd N,(503) 393-1190
R82927,*MEI ZHEN*,1624 Laskin Rd,VA,7574258095,3475929599,,open,Y,yes,1624 Laskin Rd,(757)425-8095
R82928,GREAT WALL,113 First St NE,MN,3206321095,,,open,N,no
R82929,MING CHINA,3 S Main St,NH,6038637730,9179306692,,open,Y,yes,3 S Main St,(603)863-7730
R82933,*CHINA CAFE 7*,5436 Riverdale Rd,GA,7709077789,6463389316,,open,Y,yes,5436 Riverdale Rd,(770)907-7789
RXXXXX,XXXPEKING GROTON(old)XXX,565 Route 12,CT,0,0,,new,N,N
R82936,BIG WA,519 East Florence Blvd,AZ,5204217111,9287150821,,open,Y,no,519 E Florence Blvd,(520)421-7111
R82937,^FUJI CHINA^,4001 Widewater Pkwy,ND,9192178568,9194576681,,open,Y,no,4001 Wide Waters Pkwy,(919)217-8568
R82939,*CHINA TOWN*,405 Central Ave,NC,9195758455,9196372711,,suspended,N,no
R82951,*GREAT YUMMY*,153-29 Rockaway Blvd.,NY,7185255688,6462381199,,open,Y,no,153-29 Rockaway Blvd,(718)525-5688
R82952,PANDA CHINESE RESTAURANT,7645 State Road 54,FL,7273726263,7272719262,,open,Y,yes,7645 State Road 54,(727) 372-6263
R82953,^YANG GARDEN^,9561 Cliffdale Rd,NC,9108686618,9104966776,,open,Y,yes,9561 Cliffdale Rd,(910)868-6618
R82955,BAMBOO,3770 Carman Rd,NY,5183566878,5186057889,,open,Y,yes,3770 Carman Rd,(518) 356-6878
R82956,^ATAMI^,3600 Dallas Hwy,GA,7704797738,6469279283,,open,Y,no,3600 Dallas Hwy SW,(770) 693-8260
R83659,*^TOKYO JAPANESE RESTAURANT^*,3525 S Memorial Drive,NC,2522159038,4077735542,,reject,Y,N,3525 S Memorial Dr,(252) 215-9038
R82958,^YUMMY YUMMY^,5325 Park Forest Pkwy,SC,8437605586,,,open,Y,yes,5325 Park Forest Pkwy,(843)760-5586
R82959,HAPPY HOUSE,11063-C S. Memorial Drive,OK,9183699888,,,open,Y,no,11063 S Memorial Dr,(918)369-9888
R82961,*BAMBOO GARDEN*,2105 New Brunswick Ave,NJ,7329268708,9173656839,,open,Y,yes,2105 New Brunswick Ave,(732)926-8708
R82962,^JACK CHEN'S^,59 Maple St,MA,4135269828,9175173227,,open,Y,yes,59 Maple St,(413)526-9828
R82965,^CHINA EXPRESS^,816-A Elm St E,SC,8039439118,9175179213,,open,Y,no,816 Elm St E,(803)943-9118
R82966,^RONG HUA^,1530 Washington Ave,WI,2628988899,3475993006,,open,Y,yes,1530 Washington Ave,(262) 898-8899
R82967,^YURIHANA^,6525 Gunpark Dr,CO,3035300499,7203780488,,open,Y,yes,6525 Gunpark Dr,(303)530-0499
R82968,^ICHIBAN EXPRESS^,3350 Footbridge Lane,NC,9103395070,9105840409,,open,Y,no,3350 Footbridge Ln,(910)339-5070
R82969,*ASIA CAFE*,13981 Raised Antler Cir,VA,8047396688,,,open,Y,no,13981 Hull Street Rd,(804)739-6688
R82971,*^CG HIBACHI & WINGS^*,5050 Jimmy Carter Blvd,GA,6785800783,4044289812,,new,Y,yes,5050 Jimmy Carter Blvd,(678)580-0783
R82972,WEI'S CHINESE RESTAURANT,630 S Frontage Rd,WI,6088443534,3312222614,,open,Y,yes,630 S Frontage Rd,(608)844-3534
R82973,^YUKI^,1573 Georgia Hwy NE 20,GA,7706790980,3476853336,,open,N,no
R82975,*HUNAN GARDEN*,419 S Broadway,NJ,8567428800,6462515890,,open,Y,yes,419 S Broadway,(856) 742-8800
R82977,^ORIENTAL PEARL^,4520 S Sherwood Forest Blvd,LA,2252951919,2252022522,,open,Y,yes,4520 S Sherwood Forest Blvd,(225)295-1919
R83632,*^NEW YORK BUFFALO WINGS^*,4645 Jonesboro Rd A,GA,4043610086,6786878798,,closed,Y,Y,4645 Jonesboro Rd,(404)361-0086
R82978,GOLDEN WOK,159 Christopher St,NY,2124638182,,,suspended,Y,yes,159 Christopher St,(212) 463-8182
R82979,CHINA TASTE,7808 Bergenline Ave,NJ,2018697924,9173925897,,open,Y,yes,7808 Bergenline Ave,(201) 869-7924
R83628,18 WOK,6616 Dalby Dr #130,CO,7198846940,7193063822,,reject,Y,Y,6616 Dalby Dr,(719)884-6940
R82981,LI'S KITCHEN,2515 Williamsbridge Rd,NY,7185191881,3476543595,,open,Y,yes,2515 Williamsbridge Rd,(718)519-1881
R82982,^ASIAN WOK^,8221 Arbor Square Dr,OH,5137706788,9173534268,,open,Y,yes,8221 Arbor Square Dr,(513) 770-6788
R82983,*STAR ASIAN CAFE*,13830 Hwy 36,TX,9795533888,6265925535,,suspended,Y,no,13830 TX-36,(979)553-3888
R82985,*ORIENTAL CAFE*,549 W Highlands Ranch Pkwy,CO,3037910380,7203838005,,open,Y,yes,549 W Highlands Ranch Pkwy,(303) 791-0380
R82988,PANDA HOUSE,1703 Bergenline Ave,NJ,2018630063,,,open,Y,yes,1703 Bergenline Ave,(201) 863-0063
R82989,*CHINA PARK*,46 Maxcy Plaza Circle,FL,8633536848,8633536848,,open,Y,no,46 Maxcy Plaza Cir,(863)353-6848
R82991,^AOMI SUSHI^,3717 Airport Blvd NW,NC,2526747686,3042808033,,open,Y,yes,3717 Airport Blvd NW,(252)674-7686
R82992,*GREAT WALL*,300 Arsenal St,NY,3157887668,9172921103,,suspended,Y,yes,300 Arsenal St,(315) 788-7668
R82993,^ASIAN FUSION^,7827 Bergenline Ave,NJ,2015909017,,,open,Y,yes,7827 Bergenline Ave,(201) 590-9017
R82996,*HONG KONG*,1077 62nd Ave S,FL,7278679574,7862020756,,open,Y,yes,1077 62nd Ave S,(727) 867-9574
R82997,*NO.1 KITCHEN II*,3823 Kecoughtan Rd,VA,7577223388,,,open,Y,yes,3823 Kecoughtan Rd,(757) 722-3388
R82998,*GOLDEN WOK*,353 Colman St,CT,8604435829,8605150003,,open,Y,yes,353 Colman St,(860)443-5829
R82999,^BEIJING HUNAN^,82 Glocker Way,PA,6103239498,9179293338,,open,Y,yes,82 Glocker Way,(610)323-9498
R83001,*NORTH CHINA*,720 Jonestown Rd,PA,7172706049,,,open,Y,yes,720 Jonestown Rd,(717)270-6049
R83002,^GREEN GARDEN^,237 S 10th St,PA,2153511118,2672103078,,open,Y,yes,237 S 10th St,(215)351-1118
R83003,^HUNAN WOK^,86 Ridgedale Ave,NJ,3478844193,3478844193,,open,Y,yes,86 Ridgedale Ave,(973) 984-2828
R83006,*GREAT WALL*,"2800 NW 63rd St,",OK,4058425453,4056264023,,open,Y,no,2800 NW 63rd St,(405) 842-5153
R83008,^OISHI^,968 Barnes Crossing Rd,MS,6626902353,2124647124,,suspended,Y,yes,968 Barnes Crossing Rd,(662) 690-2353
