Created Date,Lead Source,Company / Account,Business Phone,Mobile - Primary,Street,Zip/Postal Code,State/Province (text only),Lead Status,Lead Owner,Unqualified Reason,Converted Date,Opportunity Name,Oppt Close Date
10/31/2022,Telemarketer,DEE KITCHEN,(208) 522-2636,NO,2994 S 25TH E,83404,ID,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,JADE GARDEN,(541) 276-5819,,502 SW EMIGRANT AVE,97801,OR,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,DING HO FAMILY RESTAURANT-Permanently closed,(541) 475-4610,,36 SW I ST,97741,OR,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Five Happiness,(415) 387-1234,,4142 Geary Blvd,94118,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
10/31/2022,Telemarketer,Far East Cafe,(415) 982-3245,,631 Grant Ave,94108,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Golden Gate Fortune Cookies,(415) 781-3956,,56 Ross Aly,94108,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Ming Tasty,(408) 734-1188,,1129 N Lawrence Expy,94089,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Shanghai Flavor Shop,(408) 738-3003,,888 Old San Francisco Rd,94086,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Fashion Wok,(408) 739-8866,,163 S Murphy Ave,94086,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Seto Japanese Cuisine,(408) 735-8280,,511 Borregas Ave,94085,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Sunny Sushi-Permanently closed,(650) 873-8518,,851 Cherry Ave Ste 34,94066,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Hair Japanese Restaurant,(650) 588-5559,,449 San Mateo Ave,94066,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Momoya Sushi,(650) 967-6166,,570 N Shoreline Blvd Ste J,94043,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Sushi 85,(650) 965-8898,,1350 Grant Rd Ste 6,94040,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,China Star-Permanently closed,(806) 359-4300,,6721 I-40 Frontage Rd,79106,TX,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,New China Cafe,(361) 854-3888,,4110 S Port Ave,78415,TX,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Quik wok,(210) 701-8505,,7126 Tezel Rd #101,78250,TX,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Sichuan House,(210) 509-9999,,3505 Wurzbach Rd #103,78238,TX,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Tran's Restaurant,(361) 972-1008,,1009 Henderson Ave,77465,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Grand Buffet,(979) 531-1818,,125 E Boling Hwy,77488,TX,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,Grand Buffet,(979) 476-3238,,4020 7th St,77414,TX,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,Vina Deli,(346) 233-1657,,7306 Louetta Rd,77379,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Thai Wok In,(936) 588-3411,,15917 Hwy 105 W Ste. F,77356,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Thang's Cajun,(713) 681-7779,,6410 Antoine Dr,77091,TX,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Ming Chinese & Sushi Restaurant - MING R83901,(832) 939-9618,,13500 W Airport Blvd H,77498,TX,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,Summer China Diner,(281) 406-8726,,14243 East Sam Houston Pkwy N #800,77044,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,DRAGON GARDEN CHINESE RESTAURANT,(770) 386-8000,,548 M.L.K. JR DR,30120,GA,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,CHINA STAR-Permanently closed,(678) 493-5888,,2060 CUMMING HWY,30114,GA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,HAPPY PANDA,(770) 426-9188,(678) 650-7887,4430 WADE GREEN RD NW,30102,GA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,KING DRAGON-Permanently closed,(770) 923-6110,,4650 JIMMY CARTER BLVD SUITE #117,30093,GA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,ASIAN GOURMET - Permanently closed,(470) 308-7112,,125 ERNEST W BARRETT PKWY NW SUITE 107,30066,GA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,JADE DRAGON,(770) 925-2188,,4230 LAWRENCEVILLE HWY,30047,GA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,GOLDEN PALACE,(770) 962-0616,,2100 RIVERSIDE PKWY #106,30043,GA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,ASIAN STAR,(678) 985-1968,,2133 LAWRENCEVILLE-SUWANEE RD,30024,GA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,CHINA RESTAURANT,(770) 360-1383,,13800 GA-9 SUITE G,30004,GA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,ASIAN FUSION CAFE,(678) 691-4986,,4957 WINTERS CHAPEL RD SUITE B,30340,GA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Wings & Chinese R81017,(770) 949-6666,(347) 247-6569,4300 CHAPEL HILL RD,30135,GA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,HAI AUTHENTIC CHINESE,(470) 225-7172,(347) 827-8710,2641 N DECATUR RD,30033,GA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,NEWPORT KUM YON,(541) 265-5330,,1006 SW COAST HWY,97365,OR,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,BAMBOO CAFE,(503) 516-2953,,8145 SE 82ND AVE #6501,97266,OR,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,MR Chen Restaurant,(650) 992-8889,,6860 Mission St,94014,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Momiji Ramen Japanese Restaurant,(650) 756-9888,,4931 Junipero Serra Blvd,94014,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Yolo Sushi Bar and Karaoke,(559) 374-5190,,4907 E Kings Canyon Rd,93727,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Hunan Chinese-Permanently closed,(559) 297-0336,,6716 N Cedar Ave,93710,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Ramen Ichiban,(559) 999-3580,,5730 N 1st St,93710,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Sarku Japan,(559) 244-0920,,521 E Shaw Ave Ste 104,93710,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,75 # 2 Oriental Restaurant,(559) 497-9261,NO,3127 E Mckinley Ave,93703,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Yan's Chinese Grill,(559) 297-0500,,1050 Shaw Ave Ste 1027,93612,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,China Gourmet Restaurant,(805) 238-9229,,153 Niblick Rd,93446,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Sushiya,(805) 595-1500,,11560 Los Osos Valley Rd Ste 160,93405,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Goshi Japanese Restaurant,(805) 543-8942,,570 Higuera St Ste 155,93401,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Love Sushi Blue,(661) 638-0442,,5620 California Ave,93309,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,China Garden,(661) 834-6462,,4721 Planz Rd,93309,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Great Castle Chinese Restaurant,(661) 325-3311,,410 Union Ave,93307,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Hong Kong Restaurant,(559) 734-5393,,417 E Center Ave,93291,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,China E Buffet,(512) 218-8881,,130 W Palm Valley Blvd,78664,TX,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,New China,(254) 442-2888,,715 Conrad Hilton Blvd,76437,TX,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Corsicana Garden-Permanently closed,(903) 872-5028,,111 Northwood Blvd,75110,TX,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,SEE YOU AGAIN 不见不散音乐主题串吧,(469) 626-0188,,930 W Parker Rd # 500,75075,TX,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,Wu's Super Bowl,(469) 332-9503,,1301 200 Custer Rd #300,75075,TX,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Jupiter China,(972) 881-0118,,2040 E President George Bush Hwy,75082,TX,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,King Buffet,(214) 904-0000,,10250 Technology Blvd W,75220,TX,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,Rice Box Express,(469) 397-4999,,430 E Interstate 30 Suite 200,75043,TX,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,Jia Modern Chinese-Permanently closed,(214) 888-0155,,8411 Preston Rd Ste 132,75225,TX,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Tea Palace II - Permanently closed,(719) 546-0099,,1212 W 4th St,81004,CO,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Haru Ramen,(719) 593-8249,,5975 N Academy Blvd Ste 209,80918,CO,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,LIN DYNASTY INC,(404) 431-0241,,34 BULLSBORO DR,30263,GA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,LUCKY CHINA RESTAURANT,(770) 428-9549,,3600 CHEROKEE ST NW,30144,GA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,CHOPSTIX CHINA BISTRO,(678) 902-1885,(678) 814-8250,100 N PEACHTREE PKWY,30269,GA,AE Assigned,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,LA THAI RESTAURANT,(770) 491-9948,,4880 LAWRENCEVILLE HWY,30084,GA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,ATHENS WOK LLC,(706) 850-2695,,493 E CLAYTON ST,30601,GA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,BIG BOSS CHINESE LLC,(404) 855-5889,,100 10th Street Northwest,30309,GA,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,Permanently closed,(770) 456-4646,,737 W BANKHEAD HWY,30180,GA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,CHOPSTICKS CUISINE,(770) 886-6738,,911 MARKET PLACE BLVD,30041,GA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,SHANGRILA,(678) 388-7878,,3545 CANTON RD STE 102,30066,GA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,EAT AT THAI INC,(770) 287-8811,,975 DAWSONVILLE HWY,30501,GA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,ORIENT GARDEN RESTAURANT CORP,(770) 932-6688,,2880 LAWRENCEVILLE SUWANE,30024,GA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,CHINA STAR SUPERBUFFET,(706) 316-3382,,3567 ATLANTA HWY,30606,GA,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,THAI FOOD GROUP LLC,(678) 336-2392,,6034 S NORCROSS TUCKER RD,30093,GA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,GOLDEN PANDA,(706) 743-0886,,777 ATHENS RD STE 105,30648,GA,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,MALAYA-Permanently closed,(404) 609-9991,,857 COLLIER RD NW STE 10,30318,GA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,MANDARIN EXPRESS-Permanently closed,(706) 353-7899,,3700 ATLANTA HWY STE FC3,30606,GA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Red Ginger,(770) 813-1319,,6575 SUGARLOAF PKWY,30097,GA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,New China Buffet,(229) 890-8608,,517 1st Ave SE,31768,GA,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,Itsuki Japanese Restaurant,(805) 968-1838,,7127 Hollister Ave,93117,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Kao Ramen,(805) 667-8393,,573 E Main St,93001,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Sushi House,(805) 643-5550,,1127 S Seaward Ave,93001,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Big Chopstick,(714) 771-9738,,3134 E Chapman Ave,92869,CA,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,Butaton Japanese Ramen,(714) 537-7098,,10130 Garden Grove Blvd Ste 107,92844,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Kura Sushi,(714) 582-5898,,1065 Brea Mall,92821,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,China Palace,(714) 544-7167,,13444 Newport Ave Ste C,92780,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Amy Sushi,(714) 567-0018,,1804 N Tustin Ave Ste C,92705,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Tasty Zone Szechwan Cuisine,(714) 788-4881,,3930 S Bristol St Ste 109,92704,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,M&P THAI NOODLE,(541) 982-6289,,1725 SW HIGHWAY 101,97367,OR,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,THAI VILLAGE,(503) 685-9852,,8633 SW MAIN ST STE 400,97070,OR,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,PACIFIC BREEZE,(503) 639-7988,,11525 SW DURHAM RD STE D3,97224,OR,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,THAI PORT LLC-Temporarily closed,(541) 574-5553,,859 SW BAY BLVD,97365,OR,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,SUSHI CHIYO CORPORATION,(503) 288-4858,,4029 NE SANDY BLVD,97212,OR,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
10/31/2022,Telemarketer,HAPPY BOWL LLC,(541) 778-1450,,1401 SISKIYOU BLVD STE 3,97520,OR,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,TASTY THAI,(541) 779-1148,,725 S CENTRAL AVE,97501,OR,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Ma's Restaurant,(541) 664-7700,,212 East Pine Street,97502,OR,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,CHA BA THAI,(503) 282-3970,,5810 NE SANDY BLVD,97213,OR,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Kanji Fusion Restaurant,(503) 841-6646,,3113 SE Division St,97202,OR,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Kim Red Rose Restaurant - Permanently closed,(503) 610-2002,,897 SW Oak St,97123,OR,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,DIM SUM PALACE INC,(646) 861-1910,,334 W 46TH ST,10036,NY,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,DE TASTY HOT POT RESTAURANT,(607) 821-2312,,422 EDDY ST,14850,NY,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,THAI LEAF INC,(646) 496-7370,,611 86TH ST,11209,NY,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,MICHAEL & PINGS MODERN CHINESE,(718) 788-0017,,437 3RD AVE,11215,NY,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,HANG GARDEN,(718) 833-2500,,7120 13TH AVE,11228,NY,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Sushi Yume-Permanently closed,(303) 439-7111,,10350 Federal Blvd Unit 400,80260,CO,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Tastes Of Asia,(303) 388-8982,,7505 E 35th Ave Unit 310,80238,CO,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Blue Ocean,(303) 220-0577,,8101 E Belleview Ave Unit A-90,80237,CO,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Marketing Inbound,Peking Tokyo Express - 有越南餐不能接,(303) 985-3040,(720) 308-4086,3355 S Wadsworth Blvd Unit H103,80227,CO,AE Assigned,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Tott Asian Grill,(303) 987-3360,,9208 W Alameda Ave,80226,CO,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Golden Village-Permanently closed,(303) 320-6646,,910 S Monaco Pkwy,80224,CO,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Sunny Gardens Restaurants,(303) 691-8830,,6460 E Yale Ave Unit G50,80222,CO,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Sweet Rice Cafe,(303) 377-7242,,942 Jersey St,80220,CO,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Ho Mei Chinese Restaurant,(303) 431-1268,,5280 W 38th Ave,80212,CO,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,Ginza Sushi Grill,(303) 778-1111,,2104 S University Blvd,80210,CO,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,New China Cafe,(303) 733-2833,,609 E Alameda Ave,80209,CO,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,Jasmine Chinese Asian Cafe-Permanently closed,(303) 858-8833,,9400 Heritage Hills Cir Ste 400,80124,CO,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Wangs Gourmet Inc,(303) 347-2323,,12 E Arapahoe Rd,80122,CO,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Sushi Basho,(303) 730-9999,,2700 W Bowles Ave,80120,CO,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Twin Dragon Restaurant-Permanently closed,(303) 781-8068,,3021 S Broadway,80113,CO,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,135 Chinese Restaurant,(303) 781-7328,,3494 S Federal Blvd,80110,CO,SDR Complete,Unqualified Lead Queue,Lead Does Not Have Phone Ordering Business
10/31/2022,Telemarketer,Tings Place - Permanently closed,(303) 666-9559,,1265 S Public Rd,80026,CO,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Ooka Asian Cuisine,(303) 438-6666,,6485 W 120th Ave,80020,CO,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Sunflower Asian Bistro,(303) 690-8888,,4510 S Reservoir Rd,80015,CO,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,9 Style Sushi,(646) 875-9831,,102 Avenida Victoria Ste E,92672,CA,SDR Complete,Unqualified Lead Queue,Current Client
10/31/2022,Telemarketer,Shanghai Pine Gardens Restaurant,(949) 673-3802,,300 Marine Ave,92662,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Kanpai Sushi,(949) 360-8883,,26601 Aliso Creek Rd Ste A,92656,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Maizuru Sushi Bar & Japanese Restaurant,(949) 551-6802,,5623 Alton Pkwy,92618,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Tasty Garden Irvine Inc,(949) 786-8000,,15315 Culver Dr Ste 140,92604,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Yoko Hama,(714) 557-0906,,115 Sapphire,92602,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Asia Seafood Buffet,(951) 600-5988,,39825 Alta Murrieta Dr Ste B1,92563,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Dragon House Riverside-Permanently closed,(951) 354-2080,,10466 Magnolia Ave,92505,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Teriyaki Plus,(951) 788-8337,,7120 Indiana Ave Ste A,92504,CA,SDR Complete,Unqualified Lead Queue,Not a Restaurant
10/31/2022,Telemarketer,Sachi Japanese Cuisine,(909) 798-3359,,474 Orange St,92374,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Kimi Grill,(760) 369-1122,,54850 29 Palms Hwy,92284,CA,SDR Complete,Unqualified Lead Queue,Cannot Service Geography
10/31/2022,Telemarketer,Emperor Buffet,(760) 328-9200,,69600 Highway 111,92270,CA,SDR Complete,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,Lee's Bakery,(404) 728-1008,,4005 Buford Hwy NE Suite C,30345,GA,SDR Complete,Unqualified Lead Queue,Cannot Service Cuisine/Menu
10/31/2022,Telemarketer,Great Wall,(678) 489-2082,(678) 451-7778,3600A Hwy 138 SE,30281,GA,AE Assigned,Unqualified Lead Queue,Duplicate
10/31/2022,Telemarketer,CHINA HOUSE,(770) 567-3366,(646) 684-8587,9221 HWY 19 N,30295,GA,AE Assigned,Unqualified Lead Queue,Cannot Service Time Zone/ Busy Hours
