ZIP_CODE,NUMBERS_OF_CLIENTS,NUMBER_OF_CHINESE_CLIENTS,NUMBER_OF_JAPANESE_CLIENTS,NUMBER_OF_CHINESE_JAPANESE_CLIENTS,NUMBER_OF_ADVANCED_CLIENTS,NUMBER_OF_UNKNOWN_CLIENTS,NUMBERS_OF_GMV_LEVEL_3,NUMBERS_OF_GMV_LEVEL_LOW,NUMBERS_OF_GMV_LEVEL_2,NUMBERS_OF_GMV_LEVEL_VIP,NUMBERS_OF_GMV_LEVEL_1,NUMBERS_OF_GMV_LEVEL_UNKNOWN
78664,1,1,0,0,0,0,1,0,0,0,0,0
30101,1,1,0,0,0,0,0,1,0,0,0,0
33774,1,0,0,0,0,1,1,0,0,0,0,0
11776,1,1,0,0,0,0,1,0,0,0,0,0
55407,1,1,0,0,0,0,1,0,0,0,0,0
15136,1,0,0,1,0,0,1,0,0,0,0,0
11429,1,0,0,0,0,1,0,0,0,0,1,0
46614,1,1,0,0,0,0,0,0,1,0,0,0
73135,1,1,0,0,0,0,1,0,0,0,0,0
39046,1,1,0,0,0,0,1,0,0,0,0,0
98036,1,0,0,0,1,0,0,1,0,0,0,0
20018,1,0,0,0,1,0,1,0,0,0,0,0
33024,1,0,1,0,0,0,1,0,0,0,0,0
62234,1,1,0,0,0,0,1,0,0,0,0,0
38663,1,1,0,0,0,0,1,0,0,0,0,0
40214,1,0,0,0,0,1,1,0,0,0,0,0
39307,1,0,1,0,0,0,0,0,0,0,1,0
08312,1,1,0,0,0,0,0,0,1,0,0,0
57006,1,0,0,0,0,1,1,0,0,0,0,0
14094,1,1,0,0,0,0,0,0,0,0,1,0
95407,1,1,0,0,0,0,0,0,0,0,0,1
54768,1,0,0,0,0,1,1,0,0,0,0,0
68850,1,1,0,0,0,0,0,1,0,0,0,0
08817,1,1,0,0,0,0,1,0,0,0,0,0
13790,1,1,0,0,0,0,1,0,0,0,0,0
63136,1,1,0,0,0,0,0,1,0,0,0,0
18936,1,0,0,0,1,0,0,1,0,0,0,0
14891,1,1,0,0,0,0,1,0,0,0,0,0
45714,1,1,0,0,0,0,1,0,0,0,0,0
60016,1,1,0,0,0,0,0,0,0,0,0,1
19703,1,1,0,0,0,0,0,0,1,0,0,0
06107,1,0,0,0,0,1,1,0,0,0,0,0
06770,1,1,0,0,0,0,0,0,0,0,1,0
17112,1,0,0,1,0,0,1,0,0,0,0,0
11368,1,0,0,0,0,1,1,0,0,0,0,0
32713,1,1,0,0,0,0,0,0,1,0,0,0
64054,1,0,0,0,0,1,0,0,1,0,0,0
45805,1,0,0,0,0,1,1,0,0,0,0,0
33914,1,1,0,0,0,0,1,0,0,0,0,0
80516,1,1,0,0,0,0,1,0,0,0,0,0
06615,1,0,0,0,0,1,1,0,0,0,0,0
17110,1,1,0,0,0,0,0,0,0,0,1,0
33825,1,1,0,0,0,0,0,0,0,0,1,0
11722,1,0,0,0,0,1,0,0,1,0,0,0
07661,1,1,0,0,0,0,1,0,0,0,0,0
48001,1,1,0,0,0,0,1,0,0,0,0,0
75226,1,1,0,0,0,0,1,0,0,0,0,0
39212,1,1,0,0,0,0,1,0,0,0,0,0
17078,1,1,0,0,0,0,0,0,0,0,1,0
06515,1,1,0,0,0,0,0,0,0,0,1,0
20136,1,1,0,0,0,0,1,0,0,0,0,0
56345,1,1,0,0,0,0,1,0,0,0,0,0
29649,1,1,0,0,0,0,0,1,0,0,0,0
06070,1,0,0,0,0,1,0,0,1,0,0,0
29851,1,1,0,0,0,0,0,0,1,0,0,0
06467,1,1,0,0,0,0,1,0,0,0,0,0
29730,1,0,0,1,0,0,1,0,0,0,0,0
07001,1,0,0,1,0,0,1,0,0,0,0,0
98632,1,0,0,0,1,0,0,1,0,0,0,0
34655,1,0,0,0,0,1,0,0,1,0,0,0
75601,1,1,0,0,0,0,0,1,0,0,0,0
43056,1,1,0,0,0,0,0,1,0,0,0,0
01588,1,1,0,0,0,0,1,0,0,0,0,0
08085,1,0,0,0,0,1,0,0,0,0,1,0
46235,1,0,0,0,1,0,0,0,1,0,0,0
28425,1,0,0,0,0,1,0,0,1,0,0,0
18322,1,0,0,0,0,1,0,0,1,0,0,0
68521,1,0,0,0,1,0,1,0,0,0,0,0
36066,1,1,0,0,0,0,1,0,0,0,0,0
31632,1,0,0,0,0,1,1,0,0,0,0,0
19137,1,1,0,0,0,0,1,0,0,0,0,0
53559,1,1,0,0,0,0,1,0,0,0,0,0
89031,1,1,0,0,0,0,1,0,0,0,0,0
12524,1,1,0,0,0,0,1,0,0,0,0,0
44270,1,1,0,0,0,0,0,0,1,0,0,0
48823,1,1,0,0,0,0,0,1,0,0,0,0
08052,1,0,0,0,0,1,1,0,0,0,0,0
63368,1,1,0,0,0,0,1,0,0,0,0,0
90630,1,0,1,0,0,0,0,1,0,0,0,0
53213,1,1,0,0,0,0,0,0,0,0,1,0
63026,1,1,0,0,0,0,0,0,1,0,0,0
35405,1,0,1,0,0,0,1,0,0,0,0,0
37821,1,0,0,1,0,0,0,0,1,0,0,0
12822,1,0,1,0,0,0,1,0,0,0,0,0
45449,1,0,0,0,0,1,0,0,1,0,0,0
01702,1,0,0,0,1,0,0,0,0,0,0,1
25705,1,0,0,0,0,1,0,0,1,0,0,0
12203,1,1,0,0,0,0,1,0,0,0,0,0
67207,1,0,0,0,1,0,0,1,0,0,0,0
03063,1,0,0,1,0,0,0,0,0,0,1,0
31903,1,0,0,0,0,1,1,0,0,0,0,0
72908,1,1,0,0,0,0,0,1,0,0,0,0
48323,1,0,0,0,0,1,1,0,0,0,0,0
34653,1,1,0,0,0,0,1,0,0,0,0,0
29477,1,1,0,0,0,0,0,0,1,0,0,0
80113,1,0,0,0,1,0,0,1,0,0,0,0
80226,1,0,0,0,1,0,1,0,0,0,0,0
33604,1,1,0,0,0,0,1,0,0,0,0,0
43081,1,0,0,0,0,1,0,1,0,0,0,0
27810,1,0,0,0,0,1,0,1,0,0,0,0
19053,1,0,0,0,1,0,0,1,0,0,0,0
29631,1,0,1,0,0,0,1,0,0,0,0,0
08863,1,1,0,0,0,0,0,0,0,0,1,0
29006,1,0,0,0,1,0,0,0,0,0,1,0
30349,1,1,0,0,0,0,1,0,0,0,0,0
32254,1,0,1,0,0,0,0,1,0,0,0,0
18014,1,0,0,1,0,0,0,1,0,0,0,0
80205,1,1,0,0,0,0,0,1,0,0,0,0
27823,1,1,0,0,0,0,0,0,1,0,0,0
77072,1,0,0,0,0,1,0,1,0,0,0,0
27502,1,1,0,0,0,0,1,0,0,0,0,0
24015,1,0,1,0,0,0,0,0,1,0,0,0
32935,1,0,0,0,0,1,1,0,0,0,0,0
14103,1,0,0,0,0,1,1,0,0,0,0,0
21842,1,1,0,0,0,0,1,0,0,0,0,0
34785,1,0,0,0,0,1,1,0,0,0,0,0
07650,1,1,0,0,0,0,0,0,1,0,0,0
44509,1,1,0,0,0,0,1,0,0,0,0,0
70068,1,0,0,0,1,0,0,0,1,0,0,0
11220,1,1,0,0,0,0,0,1,0,0,0,0
77450,1,1,0,0,0,0,0,1,0,0,0,0
75048,1,1,0,0,0,0,0,1,0,0,0,0
66538,1,1,0,0,0,0,1,0,0,0,0,0
30005,1,1,0,0,0,0,1,0,0,0,0,0
07660,1,1,0,0,0,0,0,0,1,0,0,0
19140,1,0,0,0,1,0,0,1,0,0,0,0
15001,1,0,0,0,0,1,0,0,0,0,0,1
03581,1,1,0,0,0,0,0,1,0,0,0,0
04457,1,0,1,0,0,0,1,0,0,0,0,0
23075,1,1,0,0,0,0,1,0,0,0,0,0
68128,1,0,0,1,0,0,1,0,0,0,0,0
10965,1,0,0,1,0,0,0,1,0,0,0,0
13212,1,1,0,0,0,0,0,0,1,0,0,0
59230,1,0,0,0,0,1,1,0,0,0,0,0
07936,1,0,0,1,0,0,0,0,0,0,1,0
74006,1,1,0,0,0,0,1,0,0,0,0,0
76140,1,1,0,0,0,0,0,1,0,0,0,0
32926,1,1,0,0,0,0,0,0,1,0,0,0
49007,1,1,0,0,0,0,1,0,0,0,0,0
34233,1,1,0,0,0,0,1,0,0,0,0,0
21061,1,0,0,1,0,0,0,0,1,0,0,0
34203,1,1,0,0,0,0,1,0,0,0,0,0
55902,1,0,0,0,0,1,1,0,0,0,0,0
74066,1,0,1,0,0,0,1,0,0,0,0,0
92057,1,1,0,0,0,0,0,1,0,0,0,0
48130,1,1,0,0,0,0,1,0,0,0,0,0
34957,1,0,0,0,0,1,0,0,1,0,0,0
53217,1,0,0,0,1,0,1,0,0,0,0,0
66067,1,1,0,0,0,0,1,0,0,0,0,0
28594,1,1,0,0,0,0,1,0,0,0,0,0
19382,1,1,0,0,0,0,1,0,0,0,0,0
30060,1,1,0,0,0,0,1,0,0,0,0,0
18073,1,1,0,0,0,0,1,0,0,0,0,0
32550,1,0,0,0,0,1,1,0,0,0,0,0
98103,1,1,0,0,0,0,0,0,0,0,0,1
70817,1,1,0,0,0,0,1,0,0,0,0,0
79424,1,1,0,0,0,0,1,0,0,0,0,0
23113,1,1,0,0,0,0,1,0,0,0,0,0
23505,1,0,0,0,0,1,1,0,0,0,0,0
11949,1,1,0,0,0,0,1,0,0,0,0,0
80905,1,0,0,0,0,1,1,0,0,0,0,0
25419,1,0,0,1,0,0,0,0,1,0,0,0
53406,1,1,0,0,0,0,1,0,0,0,0,0
33609,1,0,1,0,0,0,0,1,0,0,0,0
04103,1,1,0,0,0,0,0,0,1,0,0,0
21226,1,1,0,0,0,0,1,0,0,0,0,0
44281,1,1,0,0,0,0,1,0,0,0,0,0
27105,1,1,0,0,0,0,1,0,0,0,0,0
08824,1,0,1,0,0,0,1,0,0,0,0,0
46342,1,1,0,0,0,0,0,0,1,0,0,0
33584,1,0,0,0,0,1,0,1,0,0,0,0
08859,1,1,0,0,0,0,1,0,0,0,0,0
34667,1,1,0,0,0,0,1,0,0,0,0,0
02122,1,1,0,0,0,0,0,1,0,0,0,0
56387,1,1,0,0,0,0,0,0,0,0,0,1
02920,1,1,0,0,0,0,0,1,0,0,0,0
70058,1,0,0,0,1,0,0,0,0,0,1,0
60564,1,1,0,0,0,0,1,0,0,0,0,0
39209,1,1,0,0,0,0,0,0,1,0,0,0
32601,1,0,0,0,0,1,1,0,0,0,0,0
32714,1,1,0,0,0,0,0,0,1,0,0,0
62265,1,1,0,0,0,0,1,0,0,0,0,0
43227,1,1,0,0,0,0,0,0,1,0,0,0
60656,1,0,0,0,0,1,1,0,0,0,0,0
33316,1,0,0,0,0,1,1,0,0,0,0,0
33545,1,0,1,0,0,0,0,1,0,0,0,0
19130,1,0,0,0,0,1,1,0,0,0,0,0
07005,1,1,0,0,0,0,1,0,0,0,0,0
89117,1,0,1,0,0,0,0,0,0,0,0,1
27878,1,1,0,0,0,0,1,0,0,0,0,0
40229,1,1,0,0,0,0,0,0,1,0,0,0
91766,1,1,0,0,0,0,0,1,0,0,0,0
32459,1,1,0,0,0,0,1,0,0,0,0,0
10512,1,0,0,0,0,1,0,0,0,0,1,0
28384,1,0,0,0,0,1,1,0,0,0,0,0
49015,1,1,0,0,0,0,0,0,1,0,0,0
18510,1,0,0,0,0,1,1,0,0,0,0,0
29212,1,0,0,0,0,1,1,0,0,0,0,0
63080,1,1,0,0,0,0,1,0,0,0,0,0
19805,1,0,0,0,0,1,0,0,1,0,0,0
44136,1,0,0,0,0,1,1,0,0,0,0,0
7305,1,1,0,0,0,0,0,1,0,0,0,0
36830,1,0,1,0,0,0,0,1,0,0,0,0
44094,1,1,0,0,0,0,1,0,0,0,0,0
27864,1,1,0,0,0,0,1,0,0,0,0,0
07724,1,1,0,0,0,0,0,1,0,0,0,0
28711,1,1,0,0,0,0,1,0,0,0,0,0
98837,1,0,1,0,0,0,0,0,1,0,0,0
06438,1,1,0,0,0,0,1,0,0,0,0,0
80013,1,0,0,1,0,0,1,0,0,0,0,0
18651,1,0,0,0,0,1,1,0,0,0,0,0
73013,1,1,0,0,0,0,1,0,0,0,0,0
37130,1,1,0,0,0,0,1,0,0,0,0,0
35758,1,0,0,0,0,1,1,0,0,0,0,0
02359,1,1,0,0,0,0,1,0,0,0,0,0
64701,1,1,0,0,0,0,0,0,1,0,0,0
91108,1,1,0,0,0,0,0,1,0,0,0,0
37115,1,0,0,0,0,1,1,0,0,0,0,0
20874,1,0,0,1,0,0,1,0,0,0,0,0
25064,1,1,0,0,0,0,0,0,1,0,0,0
57201,1,1,0,0,0,0,0,0,1,0,0,0
44039,1,1,0,0,0,0,1,0,0,0,0,0
01536,1,1,0,0,0,0,0,0,1,0,0,0
60050,1,0,0,0,0,1,1,0,0,0,0,0
85021,1,1,0,0,0,0,0,1,0,0,0,0
23321,1,1,0,0,0,0,1,0,0,0,0,0
31907,1,0,0,0,1,0,0,1,0,0,0,0
91702,1,0,0,0,1,0,0,1,0,0,0,0
91303,1,1,0,0,0,0,1,0,0,0,0,0
46410,1,1,0,0,0,0,0,0,0,0,1,0
47933,1,0,0,0,1,0,1,0,0,0,0,0
98501,1,0,0,0,1,0,1,0,0,0,0,0
75088,1,1,0,0,0,0,1,0,0,0,0,0
42431,1,0,0,0,0,1,0,1,0,0,0,0
95409,1,0,0,0,1,0,0,1,0,0,0,0
32922,1,0,0,0,0,1,1,0,0,0,0,0
12542,1,1,0,0,0,0,1,0,0,0,0,0
34475,1,0,0,0,0,1,1,0,0,0,0,0
13612,1,0,0,0,0,1,0,1,0,0,0,0
21108,1,0,0,1,0,0,1,0,0,0,0,0
45885,1,1,0,0,0,0,1,0,0,0,0,0
23510,1,0,0,0,0,1,1,0,0,0,0,0
75150,1,1,0,0,0,0,1,0,0,0,0,0
63074,1,1,0,0,0,0,1,0,0,0,0,0
10022,1,0,0,0,0,1,0,0,1,0,0,0
43764,1,1,0,0,0,0,0,0,1,0,0,0
07041,1,1,0,0,0,0,1,0,0,0,0,0
89015,1,1,0,0,0,0,0,0,1,0,0,0
08201,1,1,0,0,0,0,1,0,0,0,0,0
22304,1,0,0,1,0,0,0,1,0,0,0,0
26505,1,1,0,0,0,0,1,0,0,0,0,0
33177,1,0,0,0,0,1,0,0,0,0,1,0
97333,1,0,0,0,1,0,0,1,0,0,0,0
77498,1,0,0,1,0,0,1,0,0,0,0,0
30096,1,0,0,0,1,0,0,0,0,0,0,1
08110,1,1,0,0,0,0,0,0,0,0,1,0
07502,1,0,0,0,0,1,1,0,0,0,0,0
68117,1,1,0,0,0,0,1,0,0,0,0,0
32162,1,0,0,0,0,1,0,0,1,0,0,0
23832,1,1,0,0,0,0,1,0,0,0,0,0
06002,1,1,0,0,0,0,0,0,1,0,0,0
32750,1,1,0,0,0,0,0,0,0,0,1,0
14450,1,1,0,0,0,0,0,0,1,0,0,0
07927,1,1,0,0,0,0,0,0,1,0,0,0
91101,1,0,0,0,1,0,0,1,0,0,0,0
37055,1,1,0,0,0,0,1,0,0,0,0,0
48234,1,1,0,0,0,0,0,1,0,0,0,0
27617,1,1,0,0,0,0,0,0,1,0,0,0
08611,1,1,0,0,0,0,0,0,1,0,0,0
22305,1,1,0,0,0,0,0,1,0,0,0,0
48059,1,0,0,0,0,1,0,1,0,0,0,0
82070,1,0,0,0,0,1,0,1,0,0,0,0
34287,1,1,0,0,0,0,1,0,0,0,0,0
39503,1,0,1,0,0,0,1,0,0,0,0,0
06051,1,0,0,0,0,1,0,0,1,0,0,0
19107,1,0,0,1,0,0,1,0,0,0,0,0
11065,1,1,0,0,0,0,1,0,0,0,0,0
33647,1,1,0,0,0,0,0,0,1,0,0,0
06098,1,0,0,0,0,1,1,0,0,0,0,0
43410,1,1,0,0,0,0,1,0,0,0,0,0
23188,1,1,0,0,0,0,0,0,0,0,1,0
34222,1,0,1,0,0,0,0,1,0,0,0,0
10522,1,1,0,0,0,0,1,0,0,0,0,0
07091,1,0,0,0,1,0,0,1,0,0,0,0
50701,1,1,0,0,0,0,0,1,0,0,0,0
64029,1,1,0,0,0,0,1,0,0,0,0,0
22030,1,0,1,0,0,0,0,1,0,0,0,0
41017,1,1,0,0,0,0,1,0,0,0,0,0
44047,1,0,0,0,0,1,0,0,0,0,0,1
29662,1,1,0,0,0,0,0,0,0,0,1,0
06477,1,0,1,0,0,0,0,1,0,0,0,0
94544,1,1,0,0,0,0,0,0,1,0,0,0
76227,1,1,0,0,0,0,1,0,0,0,0,0
15642,1,1,0,0,0,0,0,0,1,0,0,0
53545,1,0,0,0,0,1,1,0,0,0,0,0
32533,1,1,0,0,0,0,1,0,0,0,0,0
07424,1,1,0,0,0,0,1,0,0,0,0,0
33304,1,0,0,0,0,1,1,0,0,0,0,0
28602,1,1,0,0,0,0,0,0,1,0,0,0
07801,1,0,0,0,0,1,1,0,0,0,0,0
02669,1,1,0,0,0,0,1,0,0,0,0,0
48169,1,1,0,0,0,0,0,0,1,0,0,0
L7L 0B6,1,1,0,0,0,0,1,0,0,0,0,0
11550,1,1,0,0,0,0,1,0,0,0,0,0
41042,1,1,0,0,0,0,1,0,0,0,0,0
62088,1,0,0,1,0,0,1,0,0,0,0,0
70510,1,0,0,0,1,0,0,0,1,0,0,0
14814,1,0,0,0,0,1,0,0,1,0,0,0
44667,1,1,0,0,0,0,0,0,1,0,0,0
76180,1,0,0,0,1,0,1,0,0,0,0,0
45439,1,0,0,0,0,1,1,0,0,0,0,0
12803,1,1,0,0,0,0,1,0,0,0,0,0
08012,1,1,0,0,0,0,1,0,0,0,0,0
17361,1,1,0,0,0,0,1,0,0,0,0,0
11769,1,0,0,1,0,0,1,0,0,0,0,0
29420,1,0,0,0,0,1,1,0,0,0,0,0
20121,1,1,0,0,0,0,1,0,0,0,0,0
80209,1,1,0,0,0,0,0,1,0,0,0,0
60491,1,0,0,0,0,1,1,0,0,0,0,0
10538,1,1,0,0,0,0,0,1,0,0,0,0
63101,1,0,0,0,0,1,0,1,0,0,0,0
47331,1,0,0,0,0,1,0,0,1,0,0,0
14223,1,0,1,0,0,0,0,0,0,0,0,1
19530,1,1,0,0,0,0,1,0,0,0,0,0
43212,1,1,0,0,0,0,1,0,0,0,0,0
08066,1,0,0,0,0,1,0,0,1,0,0,0
35235,1,1,0,0,0,0,0,0,1,0,0,0
33157,1,0,0,0,0,1,0,0,0,0,1,0
21045,1,0,0,0,1,0,0,0,0,0,0,1
33435,1,1,0,0,0,0,0,0,1,0,0,0
02720,1,0,0,0,1,0,1,0,0,0,0,0
11419,1,0,0,0,0,1,0,0,1,0,0,0
16407,1,1,0,0,0,0,1,0,0,0,0,0
44140,1,1,0,0,0,0,1,0,0,0,0,0
22309,1,1,0,0,0,0,1,0,0,0,0,0
07604,1,0,0,0,1,0,0,0,1,0,0,0
19930,1,1,0,0,0,0,0,0,1,0,0,0
16055,1,1,0,0,0,0,0,0,1,0,0,0
80124,1,0,0,1,0,0,0,0,0,0,1,0
54552,1,1,0,0,0,0,1,0,0,0,0,0
43537,1,0,0,0,0,1,1,0,0,0,0,0
60467,1,1,0,0,0,0,1,0,0,0,0,0
10014,1,1,0,0,0,0,0,0,1,0,0,0
02878,1,1,0,0,0,0,1,0,0,0,0,0
45255,1,1,0,0,0,0,0,1,0,0,0,0
46637,1,0,0,1,0,0,0,0,0,0,0,1
37857,1,0,0,1,0,0,0,0,1,0,0,0
80212,1,0,1,0,0,0,0,0,0,0,0,1
08035,1,0,0,0,1,0,1,0,0,0,0,0
27518,1,0,1,0,0,0,1,0,0,0,0,0
45044,1,0,0,0,0,1,0,0,1,0,0,0
25438,1,0,0,0,1,0,0,0,0,0,0,1
75034,1,1,0,0,0,0,0,1,0,0,0,0
38060,1,1,0,0,0,0,1,0,0,0,0,0
29472,1,0,0,0,0,1,1,0,0,0,0,0
19966,1,1,0,0,0,0,1,0,0,0,0,0
20716,1,1,0,0,0,0,1,0,0,0,0,0
30534,1,1,0,0,0,0,0,0,1,0,0,0
29307,1,1,0,0,0,0,0,0,1,0,0,0
55430,1,0,0,0,0,1,1,0,0,0,0,0
48820,1,1,0,0,0,0,1,0,0,0,0,0
55033,1,0,1,0,0,0,0,1,0,0,0,0
93950,1,0,0,0,0,1,1,0,0,0,0,0
12037,1,1,0,0,0,0,0,1,0,0,0,0
02143,1,0,0,0,1,0,1,0,0,0,0,0
19608,1,1,0,0,0,0,0,0,1,0,0,0
33407,1,0,0,0,1,0,1,0,0,0,0,0
28572,1,1,0,0,0,0,1,0,0,0,0,0
10805,1,1,0,0,0,0,0,0,1,0,0,0
19150,1,1,0,0,0,0,0,0,1,0,0,0
38401,1,0,0,0,0,1,1,0,0,0,0,0
33558,1,0,0,0,0,1,0,0,1,0,0,0
21001,1,0,0,1,0,0,1,0,0,0,0,0
70005,1,1,0,0,0,0,1,0,0,0,0,0
02893,1,1,0,0,0,0,1,0,0,0,0,0
98033,1,0,1,0,0,0,0,1,0,0,0,0
14895,1,1,0,0,0,0,1,0,0,0,0,0
16510,1,0,0,0,0,1,1,0,0,0,0,0
49006,1,0,1,0,0,0,0,1,0,0,0,0
30263,1,0,0,0,1,0,0,1,0,0,0,0
33125,1,0,0,0,0,1,1,0,0,0,0,0
06776,1,1,0,0,0,0,0,0,1,0,0,0
44024,1,0,0,0,0,1,0,0,1,0,0,0
06757,1,0,0,1,0,0,0,0,1,0,0,0
33029,1,0,0,1,0,0,0,0,0,0,0,1
56601,1,1,0,0,0,0,0,0,1,0,0,0
06424,1,0,0,0,0,1,1,0,0,0,0,0
48192,1,0,0,0,0,1,0,0,1,0,0,0
21223,1,0,0,0,1,0,0,1,0,0,0,0
27589,1,1,0,0,0,0,0,0,1,0,0,0
48044,1,0,0,0,1,0,1,0,0,0,0,0
31329,1,1,0,0,0,0,0,0,1,0,0,0
60073,1,1,0,0,0,0,0,0,1,0,0,0
80224,1,1,0,0,0,0,1,0,0,0,0,0
44857,1,0,1,0,0,0,1,0,0,0,0,0
33404,1,1,0,0,0,0,0,0,1,0,0,0
39560,1,0,0,1,0,0,0,1,0,0,0,0
70634,1,0,0,1,0,0,0,1,0,0,0,0
19012,1,0,0,0,1,0,1,0,0,0,0,0
34698,1,0,0,0,0,1,0,0,0,0,0,1
38506,1,0,0,0,0,1,1,0,0,0,0,0
32129,1,0,0,0,0,1,0,1,0,0,0,0
60545,1,0,0,0,0,1,1,0,0,0,0,0
49036,1,1,0,0,0,0,0,1,0,0,0,0
98144,1,1,0,0,0,0,0,1,0,0,0,0
11951,1,1,0,0,0,0,0,0,1,0,0,0
70364,1,0,0,0,1,0,0,0,0,0,1,0
46526,1,0,1,0,0,0,0,0,1,0,0,0
39837,1,1,0,0,0,0,1,0,0,0,0,0
16508,1,0,0,1,0,0,0,0,1,0,0,0
46241,1,1,0,0,0,0,1,0,0,0,0,0
91941,1,1,0,0,0,0,0,0,1,0,0,0
43756,1,0,0,0,0,1,1,0,0,0,0,0
77096,1,0,0,0,1,0,0,1,0,0,0,0
91784,1,0,0,0,1,0,0,0,0,0,0,1
92220,1,0,0,0,0,1,1,0,0,0,0,0
70006,1,1,0,0,0,0,1,0,0,0,0,0
53120,1,1,0,0,0,0,0,1,0,0,0,0
18051,1,1,0,0,0,0,0,0,1,0,0,0
60452,1,0,0,0,1,0,1,0,0,0,0,0
55901,1,1,0,0,0,0,1,0,0,0,0,0
44483,1,0,0,0,0,1,1,0,0,0,0,0
29488,1,1,0,0,0,0,0,0,1,0,0,0
22025,1,1,0,0,0,0,0,1,0,0,0,0
10605,1,1,0,0,0,0,1,0,0,0,0,0
26104,1,1,0,0,0,0,0,0,1,0,0,0
28366,1,1,0,0,0,0,0,0,1,0,0,0
31321,1,1,0,0,0,0,1,0,0,0,0,0
60007,1,1,0,0,0,0,1,0,0,0,0,0
38801,1,1,0,0,0,0,1,0,0,0,0,0
94063,1,0,0,0,1,0,0,1,0,0,0,0
14530,1,1,0,0,0,0,0,0,1,0,0,0
44278,1,0,0,0,0,1,1,0,0,0,0,0
17055,1,1,0,0,0,0,0,1,0,0,0,0
53022,1,0,0,1,0,0,1,0,0,0,0,0
60140,1,1,0,0,0,0,1,0,0,0,0,0
89135,1,1,0,0,0,0,1,0,0,0,0,0
44906,1,1,0,0,0,0,0,1,0,0,0,0
33018,1,0,0,0,0,1,1,0,0,0,0,0
13495,1,1,0,0,0,0,1,0,0,0,0,0
08215,1,0,0,1,0,0,1,0,0,0,0,0
38058,1,1,0,0,0,0,0,0,1,0,0,0
34601,1,1,0,0,0,0,0,0,1,0,0,0
46268,1,1,0,0,0,0,1,0,0,0,0,0
48880,1,0,0,0,0,1,1,0,0,0,0,0
62821,1,1,0,0,0,0,0,1,0,0,0,0
21804,1,0,0,0,0,1,1,0,0,0,0,0
S7L 0V1,1,0,0,0,1,0,0,1,0,0,0,0
15202,1,0,0,0,1,0,0,1,0,0,0,0
05452,1,1,0,0,0,0,1,0,0,0,0,0
31539,1,1,0,0,0,0,1,0,0,0,0,0
33759,1,1,0,0,0,0,1,0,0,0,0,0
11103,1,0,0,0,0,1,1,0,0,0,0,0
03106,1,1,0,0,0,0,1,0,0,0,0,0
19713,1,0,1,0,0,0,0,1,0,0,0,0
62092,1,1,0,0,0,0,1,0,0,0,0,0
49090,1,1,0,0,0,0,1,0,0,0,0,0
80601,1,1,0,0,0,0,1,0,0,0,0,0
30904,1,1,0,0,0,0,0,0,0,0,1,0
21784,1,0,0,1,0,0,1,0,0,0,0,0
80920,1,1,0,0,0,0,1,0,0,0,0,0
37760,1,0,0,1,0,0,0,1,0,0,0,0
30004,1,1,0,0,0,0,1,0,0,0,0,0
53029,1,1,0,0,0,0,1,0,0,0,0,0
45122,1,1,0,0,0,0,0,1,0,0,0,0
20732,1,1,0,0,0,0,0,0,1,0,0,0
80132,1,1,0,0,0,0,1,0,0,0,0,0
70726,1,0,0,0,1,0,1,0,0,0,0,0
30165,1,1,0,0,0,0,1,0,0,0,0,0
28412,1,1,0,0,0,0,0,0,1,0,0,0
95129,1,0,0,0,1,0,0,1,0,0,0,0
95032,1,1,0,0,0,0,1,0,0,0,0,0
55106,1,1,0,0,0,0,1,0,0,0,0,0
06790,1,0,0,0,0,1,1,0,0,0,0,0
44144,1,0,0,0,0,1,1,0,0,0,0,0
98043,1,0,0,0,1,0,0,0,0,0,0,1
68949,1,1,0,0,0,0,1,0,0,0,0,0
24352,1,1,0,0,0,0,1,0,0,0,0,0
06604,1,1,0,0,0,0,0,0,1,0,0,0
30090,1,1,0,0,0,0,0,1,0,0,0,0
44683,1,1,0,0,0,0,0,0,0,0,1,0
70808,1,0,0,0,1,0,0,0,0,0,1,0
77076,1,1,0,0,0,0,0,1,0,0,0,0
80015,1,0,0,0,1,0,1,0,0,0,0,0
53404,1,0,0,0,0,1,1,0,0,0,0,0
81505,1,1,0,0,0,0,0,0,0,0,0,1
45107,1,1,0,0,0,0,1,0,0,0,0,0
13021,1,0,0,0,0,1,0,0,1,0,0,0
23847,1,1,0,0,0,0,0,0,1,0,0,0
01247,1,0,0,1,0,0,1,0,0,0,0,0
08053,1,0,1,0,0,0,0,1,0,0,0,0
12020,1,1,0,0,0,0,1,0,0,0,0,0
44203,1,1,0,0,0,0,1,0,0,0,0,0
95051,1,0,0,0,1,0,0,1,0,0,0,0
83705,1,0,0,1,0,0,0,1,0,0,0,0
62675,1,0,0,0,0,1,1,0,0,0,0,0
60051,1,0,0,0,0,1,1,0,0,0,0,0
63701,1,1,0,0,0,0,1,0,0,0,0,0
12590,1,1,0,0,0,0,1,0,0,0,0,0
02919,1,1,0,0,0,0,0,0,1,0,0,0
33436,1,1,0,0,0,0,1,0,0,0,0,0
28306,1,0,1,0,0,0,1,0,0,0,0,0
21047,1,0,0,0,0,1,1,0,0,0,0,0
85206,1,1,0,0,0,0,0,1,0,0,0,0
40218,1,0,0,0,0,1,1,0,0,0,0,0
28337,1,1,0,0,0,0,0,0,1,0,0,0
23124,1,1,0,0,0,0,0,0,1,0,0,0
