Snowball Map,List Source,Restaurant Name,Mailing Address,City Name,State,TELEPHONENUMBER,Zip Code,Contact First Name,Contact Last Name,Employee Count Est.,Small Business Entrepreneur Indicator,Year Established,Ethnic Code Desc
61931,Yelp Greendot (Q42022),FONG'S ASIAN MARKET,219 W WILSON ST,VILLA RICA,GA,(678) 941-3750,30180-1808,,,,,,Chinese
61932,Yelp Greendot (Q42022),FOO BAO ASIAN SLIDERS,713 BEACH AVE,CAPE MAY,NJ,(609) 884-3190,08204-2405,,,,,,Chinese
61933,Google API (Q42022),FOO CHOW RESTAURANT,137 MAIN ST,RICHFLD SPGS,NY,(315) 858-9988,13439-7791,XIANG RI,ZHANG,4,Y,,Chinese
61934,Yelp Greendot (Q42022),FOOD CART HEAVEN,15710 NE GLISAN ST STE 201,PORTLAND,OR,(971) 888-5267,97230-5598,,,6,Y,,Chinese
61935,Yelp Greendot (Q42022),FOOD ETC.,26101 MAGIC MOUNTAIN PKWY,VALENCIA,CA,(661) 255-4100,91355-1052,KEENEN,WYRE,2,N,,Japanese
61936,Yelp Greendot (Q42022),FOOD FOR LIFE,270 OLD RIVER RD,EDGEWATER,NJ,(201) 941-3977,07020-1934,,,,,,Japanese
61937,Yelp Greendot (Q42022),FOOD FOR LIFE,1605 LEMOINE AVE STE 5A,FORT LEE,NJ,(201) 944-9424,07024-5607,DIANE,DOBSON,3,Y,,Japanese
61938,Yelp Greendot (Q42022),FOOD INC,101 SHERMAN AVE,NEW YORK,NY,(646) 669-7738,10034-5626,,,,,,Cajun Seafood
61939,Yelp Greendot (Q42022),FOOD SYMPHONY RESTAURANT,4001 LAPALCO BLVD STE 5,HARVEY,LA,(504) 533-9966,70058-2389,,,,,,Cajun Seafood
61940,Yelp Greendot (Q42022),FOOD TERMINAL - ATLANTA,1000 MARIETTA ST NW STE 108,ATLANTA,GA,(678) 400-8155,30318-0524,ZHIWEI,EWE,2,Y,,Chinese
61941,Yelp Greendot (Q42022),FOOD TERMINAL - SANDY SPRINGS,6550 ARIA BLVD,SANDY SPRINGS,GA,(678) 691-7766,30328-3586,,,,,,Chinese
61942,Yelp Greendot (Q42022),FORBIDDEN CITY CHINESE RESTAURANT,2500 COBB PKWY,ATLANTA,GA,(770) 499-9991,30303,,,,,,Chinese
61943,Yelp Greendot (Q42022),FORMOSA,4920 PEARL ST STE C,BOULDER,CO,(303) 548-0049,80301-2467,,,,,,Chinese
61944,Yelp Greendot (Q42022),FORTE RESTAURANT,114 E 3RD ST,JAMESTOWN,NY,(716) 484-6063,14701-5402,MARGARET,KALTENMEIER,10,Y,,Japanese
61945,Yelp Greendot (Q42022),FORTUNE,55 HIGHWAY 50 MONTBLEU RESORT CASINO SPA,STATELINE,NV,(800) 648-3353,89449,,,,,,Chinese
61946,Yelp Greendot (Q42022),FORTUNE CASINO RENTON,111 S 3RD ST,RENTON,WA,(425) 228-3700,98057-2032,DARREN,NYGAARD,8,Y,,Japanese
61947,Google API (Q42022),FORTUNE CHEF,9353 CHERRY VALLEY AVE SE,CALEDONIA,MI,(616) 891-1388,49316-9506,SIMON,KUNG,9,Y,,Chinese
61948,Yelp Greendot (Q42022),FORTUNE CHINESE RESTAURANT,37 ROUTE 59 STE D,NYACK,NY,(845) 358-2501,10960-2959,BI,LIN,3,Y,,Chinese
61949,Google API (Q42022),FORTUNE COOKIE,306 WOOD AVE,BRIDGEPORT,CT,(203) 336-9000,06605-1433,YOU,ZHANG,9,Y,,Chinese
61950,Yelp Greendot (Q42022),FORTUNE COOKIE,155 DORSET ST STE F6,SOUTH BURLINGTON,VT,(802) 865-3376,05403-6283,SHEUN,POON,9,Y,,Chinese
61951,Yelp Greendot (Q42022),FORTUNE COOKIE,3744 ANDREWS HWY,ODESSA,TX,(432) 367-5906,79762-6303,DEBBIE,CHIU,10,Y,,Chinese
61952,Google API (Q42022),FORTUNE COOKIES 88,39 MILL PLAIN RD # B,DANBURY,CT,(203) 778-1111,06811-5191,PIK Y,WONG CHAN,4,Y,,Chinese
61953,Yelp Greendot (Q42022),FORTUNE GARDEN CHINESE & THAI RESTAURANT,5410 NC HIGHWAY 55,DURHAM,NC,(919) 544-6009,27713-7800,,,,,,Chinese
61954,Google API (Q42022),Fortune House,1800 MENDON RD STE F,CUMBERLAND,RI,(401) 333-9976,02864-4300,CHRISTINE,LOU,9,Y,,Chinese
61955,Yelp Greendot (Q42022),FORTUNE INN RESTAURANT,4520 NORTH WOODS TRL,HAMPSTEAD,MD,(410) 374-1888,21074-2354,,,,,,Chinese
61956,Yelp Greendot (Q42022),FORTUNE KITCHEN,1900 GRANT AVE STE D,PHILADELPHIA,PA,(215) 552-9388,19115-4370,,,,,,Chinese
61957,Yelp Greendot (Q42022),FORTUNE PALACE CHINESE RESTAURANT,5818 BIG TREE RD,LAKEVILLE,NY,(585) 346-0689,14480-9737,HAXU,LOI,4,Y,,Chinese
61958,Yelp Greendot (Q42022),FORTUNE STAR CHINESE AND THAI CUISINE,27379 E UNIVERSITY DR STE 800,AUBREY,TX,(972) 433-1056,76227,,,,,,Chinese
61959,Yelp Greendot (Q42022),FORTUNE SUSHI,18124 UNION TPKE,FRESH MEADOWS,NY,(718) 210-5475,11366-1621,,,,,,Japanese
61960,Yelp Greendot (Q42022),FORTUNE WOK,1821 UNIVERSITY AVE W STE S125,SAINT PAUL,MN,(651) 287-1881,55104-2881,,,,,,Chinese
61961,Yelp Greendot (Q42022),FOUR CORNERS,304 S LENA ST,RIDGWAY,CO,(970) 626-6853,81432-9337,,,6,Y,,Japanese
61962,Yelp Greendot (Q42022),FOUR PLUS 3 KOREAN BBQ,2130 W 11TH AVE,EUGENE,OR,(541) 505-8744,97402-3503,,,9,Y,,Japanese
61963,Google API (Q42022),Four Seas,1404 E COLLEGE DR,MARSHALL,MN,(507) 532-9999,56258-2027,XIA P,YU,9,N,,Chinese
61964,Yelp Greendot (Q42022),FOUR SEASONS ASIAN RESTAURANT,810 GRANT AVE,JUNCTION CITY,KS,(785) 579-6633,66441-4221,MELISSA,ADDINGTON,3,Y,,Chinese
61965,Yelp Greendot (Q42022),FOWL N OUT,407 W ELDORADO PKWY STE 140,LITTLE ELM,TX,(469) 579-5185,75068-5086,,,,,,Cajun Seafood
61966,Yelp Greendot (Q42022),FRANCOISGÇÖ GRILL AT BOURBON STREET BLUES,10001 PERKINS ROWE STE B100,BATON ROUGE,LA,(225) 256-2921,70810-2091,,,,,,Cajun Seafood
61967,Yelp Greendot (Q42022),FRANK'S HOT WOK,1605 F ST,SACRAMENTO,CA,(916) 442-3206,95814-1610,,,,,,Chinese
61968,Yelp Greendot (Q42022),FREDDIE BEE'S SOUL FOOD,2350 STE 46,SANFORD,FL,(407) 878-3578,32771,,,,,,Chinese
61969,Yelp Greendot (Q42022),FREEDOM SEAFOOD,840 PARK AVE,CRANSTON,RI,(401) 223-1010,02910-2026,SAI,LEUNG,2,Y,,Chinese
61970,Yelp Greendot (Q42022),FREMIN'S RESTAURANT,402 W 3RD ST,THIBODAUX,LA,(985) 449-0333,70301-3014,KEVIN,TEMPLET,5,Y,,Cajun Seafood
61971,Yelp Greendot (Q42022),FRENCH LALA CREOLE,1211 W VINE ST,OPELOUSAS,LA,(337) 418-9337,70570-3337,,,,,,Cajun Seafood
61972,Yelp Greendot (Q42022),FRENCH MARKET GRILLE,425 HIGHLAND AVE,AUGUSTA,GA,(706) 737-4865,30909-3742,CHARLES,BALDWIN,57,Y,,Cajun Seafood
61973,Yelp Greendot (Q42022),FRENCH QUARTER,49 N JACKSON ST,WINDER,GA,(470) 429-3497,30680-2144,,,,,,Cajun Seafood
61974,Yelp Greendot (Q42022),FRENCH QUARTER SEAFOOD BAR AND GRILL,105 E HALLANDALE BEACH BLVD,HALLANDALE BEACH,FL,(954) 367-6037,33009-5522,,,,,,Cajun Seafood
61975,Yelp Greendot (Q42022),FRENCHIEGÇÖS ON 3RD,319 N 3RD ST,MCCALL,ID,(208) 630-6104,83638-4469,THOMAS,SMITH,5,Y,,Cajun Seafood
61976,Yelp Greendot (Q42022),FRENCHY'S,10414 RICHMOND AVE,HOUSTON,TX,(713) 784-2117,77042-5114,ROSLIN,DUNN,9,Y,,Cajun Seafood
61977,Yelp Greendot (Q42022),FRENCHY'S CHICKEN,4646 SCOTT ST,HOUSTON,TX,(713) 748-2233,77004-6413,,,7,Y,,Cajun Seafood
61978,Yelp Greendot (Q42022),FRENCHY'S CHICKEN,1210 WEST RD STE H,HOUSTON,TX,(281) 645-8284,77038-2143,NELA,UZUM,2,N,,Cajun Seafood
61979,Yelp Greendot (Q42022),FRENCHY'S CHICKEN,12202 ALMEDA RD STE B,HOUSTON,TX,(713) 434-5410,77045-3738,NOSHABAH,SOHAIL,3,Y,,Cajun Seafood
61980,Yelp Greendot (Q42022),FRENCHY'S CHICKEN,1110 S VICTORY DR,HOUSTON,TX,(832) 598-2949,77088,,,,,,Cajun Seafood
61981,Yelp Greendot (Q42022),FRENCHY'S CHICKEN,16703 CHAMPION DR,SPRING,TX,(281) 645-4993,77379-6714,INAYATH,MOHAMMED,7,Y,,Cajun Seafood
61982,Yelp Greendot (Q42022),FRENCHY'S CHICKEN,122 ATASCOCITA RD STE G,HUMBLE,TX,(832) 995-5958,77396-4590,,,7,Y,,Cajun Seafood
61983,Yelp Greendot (Q42022),FRENCHY'S CHICKEN,7955 BARKER CYPRESS RD STE 1200,CYPRESS,TX,(832) 674-4943,77433-5329,PRESCILLA,WHITAKER,6,Y,,Cajun Seafood
61984,Yelp Greendot (Q42022),FRENCHY'S CHICKEN,3810 FRY RD,KATY,TX,(281) 206-7617,77449-6919,,,,,,Cajun Seafood
61985,Yelp Greendot (Q42022),FRENCHY'S CHICKEN - WILCREST/MURPHY,11631 SOUTHWEST FWY,HOUSTON,TX,(281) 495-4415,77031-3625,,,,,,Cajun Seafood
61986,Yelp Greendot (Q42022),FRENCHYGÇÖS CHICKEN,4646 SCOTT ST,HOUSTON,TX,(713) 748-2233,77004-6413,,,7,Y,,Cajun Seafood
61987,Yelp Greendot (Q42022),FRENCHYS,12062 VETERANS MEMORIAL DR,HOUSTON,TX,(281) 781-8719,77067-1002,,,,,,Cajun Seafood
61988,Yelp Greendot (Q42022),FRESA FUSION KITCHEN AND ALL ABOUT CHA,202 S CHEYENNE AVE STE A FL 1,TULSA,OK,(918) 591-3950,74103-3001,ALICE,YANG,7,Y,,Japanese
61989,Yelp Greendot (Q42022),FRESH & TASTY CHINESE RESTAURANT,949 BROADWAY,CHULA VISTA,CA,(619) 420-6444,91911-1703,,,10,Y,,Chinese
61990,Yelp Greendot (Q42022),FRESH BOWL,1812 N BROWN RD STE 40,LAWRENCEVILLE,GA,(678) 322-8222,30043-1801,,,,,,Chinese
61991,Yelp Greendot (Q42022),FRESH CATCH BISTREAUX,109 TUNICA DR E,MARKSVILLE,LA,(318) 253-6543,71351-3005,JONATHAN,KNOLL,8,Y,,Cajun Seafood
61992,Yelp Greendot (Q42022),FRESH CATCH RESTAURANT AND SUSHI BAR,30 CHAUNCY ST STE 4,MANSFIELD,MA,(508) 339-5187,02048-1958,BILL,SARRO,54,Y,,Japanese
61993,Yelp Greendot (Q42022),FRESH COAST BISTRO,10990 WILSHIRE BLVD,LOS ANGELES,CA,(424) 293-8998,90024-3913,,,,,,Japanese
61994,Yelp Greendot (Q42022),FRESH GARDEN,2812 COTTMAN AVE,PHILADELPHIA,PA,(215) 338-8808,19149-1419,,,7,Y,,Chinese
61995,Yelp Greendot (Q42022),FRESH POKE,4903 FOREST DR STE A,COLUMBIA,SC,(803) 995-6199,29206-5420,,,,,,Japanese
61996,Yelp Greendot (Q42022),FRESH SUSHI,4970 S ALMA SCHOOL RD,CHANDLER,AZ,(480) 799-9877,85248-5502,,,,,,Japanese
61997,Yelp Greendot (Q42022),FRESH TORTILLAS GRILL,196 MARKET ST,NEWARK,NJ,(973) 273-0910,07102-3708,,,,,,Japanese
61998,Google API (Q42022),Fresh Wok Of Lake City,209 S LAKESHORE DR,LAKE CITY,MN,(651) 345-5885,55041-1642,YUN,CHEN,4,N,,Chinese
61999,Google API (Q42022),FRESH WOK RESTAURANT LLC,5146 NINE MILE RD,RICHMOND,VA,(804) 737-1888,23223-3330,LIN,CXI,9,N,,Chinese
62000,Yelp Greendot (Q42022),FRESHE POKE,4903 FOREST DR,COLUMBIA,SC,(803) 995-6199,29206-5420,,,,,,Japanese
62001,Yelp Greendot (Q42022),FRESHIDO,151 W CHOCOLATE AVE STE 142,HERSHEY,PA,(717) 500-5335,17033-1651,,,,,,Japanese
62002,Yelp Greendot (Q42022),FRESHIDO,6455 CARLISLE PIKE STE 1,MECHANICSBURG,PA,(717) 790-2119,17050-2390,,,,,,Japanese
62003,Yelp Greendot (Q42022),FRESHIDO,300 MARKET ST STE 157-159,HARRISBURG,PA,(717) 603-3501,17101-2208,,,8,Y,,Japanese
62004,Yelp Greendot (Q42022),FRESNO GUMBO HOUSE,3259 W CLINTON AVE,FRESNO,CA,(559) 800-4631,93722-6749,,,,,,Cajun Seafood
62005,Yelp Greendot (Q42022),FREUND'S SUSHI GRILL,4305 15TH AVE,BROOKLYN,NY,(718) 851-1111,11219-1602,MARSH,FREUND,13,Y,,Japanese
62006,Yelp Greendot (Q42022),FRICE,15840 SOQUEL CANYON PKWY STE A,CHINO HILLS,CA,(909) 606-3200,91709-5872,,,,,,Chinese
62007,Yelp Greendot (Q42022),FRIED EVERYTHING,911 WEST RD,HOUSTON,TX,(832) 328-8521,77038-2301,,,,,,Cajun Seafood
62008,Yelp Greendot (Q42022),FRIEND RESTAURANT,11015 101ST AVE,SOUTH RICHMOND HILL,NY,(718) 441-5484,11419-1031,SATIE,RAMGANESA,8,Y,,Chinese
62009,Yelp Greendot (Q42022),FRIENDGÇÖS HOT POT,12699 W SUNRISE BLVD,SUNRISE,FL,(954) 838-9777,33323-0907,,,,,,Chinese
62010,Yelp Greendot (Q42022),FRIENDSHIP BBQ,33E MARYLAND AVE UNIT 345,ROCKVILLE,MD,(301) 251-5609,20850-2392,,,,,,Chinese
62011,Yelp Greendot (Q42022),FRIENDZ RESTAURANT,2021 FLATBUSH AVE,BROOKLYN,NY,(718) 513-4799,11234-3522,,,6,Y,,Cajun Seafood
62012,Yelp Greendot (Q42022),FRILLYS SEAFOOD & BARBECUE,401 NORTH LOOP 81/287,DECATUR,TX,(940) 627-1701,76234,,,,,,Cajun Seafood
62013,Yelp Greendot (Q42022),FROZEN PARADISE,4711 ENNIS ST,HOUSTON,TX,(713) 523-3769,77004-6131,BRYANT,BURNETT,10,Y,,Cajun Seafood
62014,Yelp Greendot (Q42022),FROZEN PIROGUE,515 BARKSDALE BLVD,BOSSIER CITY,LA,(318) 459-6672,71111-4409,,,,,,Cajun Seafood
62015,Google API (Q42022),FRY PAN,15941 MERIDIAN E STE E,PUYALLUP,WA,(253) 881-1501,98375-9503,JINGWEN,YANG,,N,,Chinese
62016,Yelp Greendot (Q42022),FRY'S JAPANESE FOOD EXPRESS SUSHI BAR,11203 S FRONTAGE RD,YUMA,AZ,(928) 305-1922,85367-7875,BEE,REAVIS,5,N,,Japanese
62017,Yelp Greendot (Q42022),FU HOUSE,1428 E COLORADO ST STE E,GLENDALE,CA,(818) 241-3988,91205-1596,,,,,,Chinese
62018,Google API (Q42022),FU HUA CHINESE RESTAURANT,4065 S GOLDENROD RD,ORLANDO,FL,(407) 208-9797,32822-5622,AMY,JIANG,4,N,,Chinese
62019,Google API (Q42022),FU LEEN RESTAURANT,1141 WALMART DR,WILLIAMSTON,NC,(252) 792-2283,27892-9746,KONG SONG,WANG,4,Y,,Chinese
62020,Yelp Greendot (Q42022),FU NOODLE HOUSE,2207 W 7TH ST,JOPLIN,MO,(417) 622-0123,64801-3253,,,,,,Chinese
62021,Google API (Q42022),FU STAR,1185 VESTAL AVE STE 3,BINGHAMTON,NY,(607) 722-5767,13903-1657,MANTING,LI,4,N,1991,Chinese
62022,Yelp Greendot (Q42022),FU WAH CARRYOUT,5924 YORK RD,BALTIMORE,MD,(410) 433-0358,21212-3029,SHE,SHEN,3,Y,,Chinese
62023,Google API (Q42022),FU YING,9709 QUEENS BLVD,REGO PARK,NY,(718) 897-5137,11374-2102,MEI CHAN,GAO,4,Y,,Chinese
62024,Yelp Greendot (Q42022),FUGAKYU CAFE - SUDBURY,621 BOSTON POST RD,SUDBURY,MA,(978) 443-1998,01776-3381,EDWARD,LEUNG,5,Y,,Japanese
62025,Yelp Greendot (Q42022),FUGU EXPRESS HIBACHI AND POKE,1165 PERIMETER CTR STE 303,ATLANTA,GA,(770) 393-8989,30338-5442,,,,,,Japanese
62026,Yelp Greendot (Q42022),FUJI,2255 W SUNSET AVE STE 412,SPRINGDALE,AR,(479) 927-2218,72762-5147,,,,,,Japanese
62027,Yelp Greendot (Q42022),FUJI AT HSP,100 HIGH ST,BOSTON,MA,(857) 239-8326,02110-2321,,,,,,Japanese
62028,Yelp Greendot (Q42022),FUJI BUFFET,1038 DUNN AVE STE 3,JACKSONVILLE,FL,(904) 696-8588,32218-6357,JACK,LIN,3,Y,,Japanese
62029,Yelp Greendot (Q42022),FUJI CAJUN,12376 DUNHAM DR,ROSCOE,IL,(224) 333-0019,61073-9096,,,,,,Cajun Seafood
62030,Yelp Greendot (Q42022),FUJI EXPRESS,302 PEARMAN DAIRY RD STE C3,ANDERSON,SC,(864) 224-0888,29625-3802,LEANNE,NGUYEN,11,Y,,Japanese
62031,Yelp Greendot (Q42022),FUJI EXPRESS,3201 E COLONIAL DR STE F3,ORLANDO,FL,(407) 896-5566,32803-5167,,,,,,Japanese
62032,Yelp Greendot (Q42022),FUJI EXPRESS JAPANESE STEAK HOUSE,1351 BOWENS MILL RD SE,DOUGLAS,GA,(912) 393-3991,31533-1531,BRANON,ASLEY,9,N,,Japanese
62033,Yelp Greendot (Q42022),FUJI GRILL,101 W IMPERIAL HWY STE D,BREA,CA,(714) 257-9110,92821-7902,,,27,N,,Japanese
62034,Yelp Greendot (Q42022),FUJI HIBACHI & ASIAN BISTRO,132 NORTHSIDE DR,BENNINGTON,VT,(802) 440-5911,05201-1722,JIN,CHEN,2,Y,,Japanese
62035,Yelp Greendot (Q42022),FUJI HIBACHI EXPRESS,3213 MAIN ST STE 7,BRYANT,AR,(501) 943-7221,72022-9197,,,,,,Japanese
62036,Yelp Greendot (Q42022),FUJI JAPAN,1800 L ST NW # 1820,WASHINGTON,DC,(571) 451-7842,20036-5148,,,,,,Japanese
62037,Yelp Greendot (Q42022),FUJI JAPAN,3405 CANDLERS MOUNTAIN RD STE FC5,LYNCHBURG,VA,(434) 582-4850,24502-2218,,,,,,Japanese
62038,Google API (Q42022),Fuji Japan Steak House,204 SW GREENVILLE BLVD,GREENVILLE,NC,(252) 353-4848,27834-6908,KEN,YUEN,19,N,,Chinese
62039,Yelp Greendot (Q42022),FUJI JAPANESE RESTAURANT,131 US 9,LACEY TOWNSHIP,NJ,(609) 693-8688,8734,,,,,,Japanese
62040,Yelp Greendot (Q42022),FUJI JAPANESE RESTAURANT,4900 APEX HWY,DURHAM,NC,(919) 361-0055,27707,,,,,,Japanese
62041,Yelp Greendot (Q42022),FUJI JAPANESE STEAK HOUSE,796 N 1ST ST,JESUP,GA,(912) 427-2130,31545-1608,,,,,,Japanese
62042,Yelp Greendot (Q42022),FUJI JAPANESE STEAK HOUSE,173 S LIVERNOIS RD,ROCHESTER HILLS,MI,(248) 652-0303,48307-1837,,,,,,Japanese
62043,Yelp Greendot (Q42022),FUJI JAPANESE STEAKHOUSE,147 LUNA LN,JOHNSTOWN,PA,(814) 266-5000,15904-3070,DOUG,PALKO,8,Y,,Japanese
62044,Yelp Greendot (Q42022),FUJI JAPANESE STEAKHOUSE,112 SUNSET DR,JOHNSON CITY,TN,(423) 328-9036,37604-2503,JIN,XU,6,Y,,Japanese
62045,Yelp Greendot (Q42022),FUJI RESTAURANT,1700 NORMAN DR SPC 1314,VALDOSTA,GA,(229) 242-6882,31601-7434,,,,,,Japanese
62046,Yelp Greendot (Q42022),FUJI STEAK HOUSE,199 AJK BLVD,LEWISBURG,PA,(570) 523-9999,17837-7491,MINDY,CHEN,8,Y,,Japanese
62047,Yelp Greendot (Q42022),FUJI STEAK HOUSE & SUSHI,4731 ECHO BAY DR,BAYTOWN,TX,(281) 747-7435,77523-2200,,,,,,Japanese
62048,Yelp Greendot (Q42022),FUJI SUSHI BAR & ASIAN BISTRO,6355 NAPLES BLVD STE 7,NAPLES,FL,(239) 593-5550,34109-2070,KITTI,AUGSONDTHUNG,13,Y,,Japanese
62049,Yelp Greendot (Q42022),FUJI SUSHI BAR & ASIAN BISTRO,8845 FOUNDERS SQUARE DR,NAPLES,FL,(239) 592-3200,34120-0734,,,,,,Japanese
62050,Yelp Greendot (Q42022),FUJI TEPPANYAKI RESTAURANT,97 SEA ISLAND PKWY,BEAUFORT,SC,(843) 524-2662,29907-4400,,,,,,Japanese
62051,Yelp Greendot (Q42022),FUJI YAMA,4511 W PACIFIC COAST HWY,NEWPORT BEACH,CA,(949) 548-7200,92663,,,11,N,,Japanese
62052,Yelp Greendot (Q42022),FUJI'S,1113A JEFFERSON RD,CHARLESTON,WV,(304) 744-0041,25309-9780,,,,,,Japanese
62053,Yelp Greendot (Q42022),FUJI'S HOUSE,3836 PAXTON AVE,CINCINNATI,OH,(513) 871-0500,45209-2399,MENG,WANG,3,N,,Japanese
62054,Yelp Greendot (Q42022),FUJISAN ASIAN BISTRO,11924 FOREST HILL BLVD STE 33,WELLINGTON,FL,(561) 513-8888,33414-6258,,,,,,Japanese
62055,Yelp Greendot (Q42022),FUJISAN SUSHI,8201 TOPANGA CANYON BLVD,CANOGA PARK,CA,(562) 404-2590,91304-3800,GELIN,TULIAO,11,N,,Japanese
62056,Yelp Greendot (Q42022),FUJISAN SUSHI,1536 BARTON RD,REDLANDS,CA,(909) 798-0072,92373-5439,BRIAN,ALESI,90,N,,Japanese
62057,Yelp Greendot (Q42022),FUJIYA RAMEN,425 MAIN ST STE 4,MIDDLETOWN,CT,(860) 852-5695,06457-3383,,,,,,Japanese
62058,Yelp Greendot (Q42022),FUJIYAMA,48 BURNT CHURCH RD STE 200DE,BLUFFTON,SC,(843) 706-9907,29910-6440,SHU,LU,9,Y,,Japanese
62059,Yelp Greendot (Q42022),FUJIYAMA,13141 CITY STATION DR STE 153,JACKSONVILLE,FL,(904) 374-2558,32218-7252,KAREN,BUCKMAN,10,Y,,Japanese
62060,Yelp Greendot (Q42022),FUJIYAMA HIBACHI & SUSHI,601 TRENTON RD STE A,MCALLEN,TX,(956) 618-9939,78504-2147,YANHAO,HUANG,7,Y,,Japanese
62061,Google API (Q42022),Fujiyama Japanese Steakhouse,5959 20TH ST,VERO BEACH,FL,(772) 564-8628,32966-4676,TAO,ZHAO,19,N,,Chinese
62062,Yelp Greendot (Q42022),FUJIYAMA JAPANESE STEAKHOUSE HOUSE,2571 EAST C 48,BUSHNELL,FL,(352) 569-1017,33513,,,,,,Japanese
62063,Yelp Greendot (Q42022),FUKANOYA,2040 PACIFIC COAST HWY STE L,LOMITA,CA,(310) 325-1461,90717-2660,SHIGERU,KEMI,11,Y,,Japanese
62064,Yelp Greendot (Q42022),FUKU JAPANESE GRILL,2118 E HIGHWAY 82,GAINESVILLE,TX,(940) 612-2266,76240-2331,CHUNYONG,LIN,8,Y,,Japanese
62065,Yelp Greendot (Q42022),FUKU RAMEN,2110 CLEMENT ST,SAN FRANCISCO,CA,(415) 683-5979,94121-2017,,,,,,Japanese
62066,Yelp Greendot (Q42022),FULL BELLY,5930 HIGHWAY 6 N STE A9,HOUSTON,TX,(281) 861-5318,77084-1855,,,,,,Cajun Seafood
62067,Yelp Greendot (Q42022),FULL HOUSE,86 SUSSEX AVE,NEWARK,NJ,(973) 624-7951,07103-3938,HIU,CIAO,2,Y,,Chinese
62068,Yelp Greendot (Q42022),FULL HOUSE,1620 FORT RILEY BLVD,MANHATTAN,KS,(785) 320-6366,66502-4231,CHRIS,BRUNNER,7,Y,,Chinese
62069,Yelp Greendot (Q42022),FULL HOUSE CHINESE RESTAURANT,751 ROUTE 37 W STE 6,TOMS RIVER,NJ,(448) 755-5032,08755-5032,SHENG,LU,10,Y,,Chinese
62070,Yelp Greendot (Q42022),FUN BOWL,24 N FRONT ST,WILMINGTON,NC,(910) 769-3794,28401-4482,,,,,,Japanese
62071,Yelp Greendot (Q42022),FUN NOODLE BAR,8900 VISCOUNT BLVD STE AG,EL PASO,TX,(915) 500-5519,79925-5836,,,,,,Japanese
62072,Yelp Greendot (Q42022),FUNG SING RESTAURANT,5603 8TH AVE STE 2,BROOKLYN,NY,(718) 851-8208,11220-4287,,,,,,Chinese
62073,Yelp Greendot (Q42022),FUNK DA FRIED FISH & CHICKEN,4353 SPRING AVE,DALLAS,TX,(469) 206-0997,75210-1670,,,,,,Cajun Seafood
62074,Yelp Greendot (Q42022),FUNK DA FRIED FISH & CHICKEN,9230 SKILLMAN ST STE 100,DALLAS,TX,(214) 238-3644,75243-7327,,,8,Y,,Cajun Seafood
62075,Yelp Greendot (Q42022),FUNKY JUNKY,106 N MAIN ST,CALDWELL,TX,(979) 218-4458,77836-1566,,,5,Y,,Cajun Seafood
62076,Yelp Greendot (Q42022),FUNNY NOODLE,209 S MAIN ST STE 1,AKRON,OH,(330) 805-4770,44308-1307,,,,,,Japanese
62077,Yelp Greendot (Q42022),FURIOUS SPOON LAKEVIEW,800 W BELMONT AVE,CHICAGO,IL,(773) 697-9085,60657-9021,ANSHUL,MANGAL,8,Y,,Japanese
62078,Yelp Greendot (Q42022),FUSHA ASIAN FUSION,27 SOUTH ST,FREEHOLD,NJ,(732) 761-3922,07728-2207,,,,,,Japanese
62079,Yelp Greendot (Q42022),FUSHIPOKE,128 N ORANGE AVE,SARASOTA,FL,(941) 330-1795,34236-8516,TYLER,FUSHIKOSHI,10,Y,,Japanese
62080,Yelp Greendot (Q42022),FUSIAN,7721 SAWMILL RD,DUBLIN,OH,(614) 376-0941,43016-7655,,,,,,Japanese
62081,Yelp Greendot (Q42022),FUSIAN,79 S STATE ST,WESTERVILLE,OH,(614) 426-4414,43081-2059,,,,,,Japanese
62082,Yelp Greendot (Q42022),FUSIAN,855 W 5TH AVE,COLUMBUS,OH,(614) 670-4323,43212-2632,,,7,N,,Japanese
62083,Yelp Greendot (Q42022),FUSIAN,4214 N HIGH ST,COLUMBUS,OH,(614) 826-2392,43214-3048,NICHOLE,LOWERY,311,N,,Japanese
62084,Yelp Greendot (Q42022),FUSIAN,4190 WORTH AVE,COLUMBUS,OH,(614) 532-8383,43219-1535,DISTRITAL,CLAUDINHO,10,Y,,Japanese
62085,Yelp Greendot (Q42022),FUSIAN,3504 SECOR RD STE 305,TOLEDO,OH,(419) 720-9500,43606-1545,,,7,Y,,Japanese
62086,Yelp Greendot (Q42022),FUSIAN,600 VINE ST,CINCINNATI,OH,(513) 421-7647,45202-2400,SEAN,HARTLEY,3,N,,Japanese
62087,Yelp Greendot (Q42022),FUSIAN,3780 PAXTON AVE,CINCINNATI,OH,(513) 321-2111,45209-2306,,,,,,Japanese
62088,Yelp Greendot (Q42022),FUSIAN,8060 MONTGOMERY RD STE 100,CINCINNATI,OH,(513) 745-9398,45236-1237,ALLY,HARGRABE,7,N,,Japanese
62089,Yelp Greendot (Q42022),FUSIAN,1200 BROWN ST STE 125,DAYTON,OH,(937) 223-5173,45409-2756,,,,,,Japanese
62090,Yelp Greendot (Q42022),FUSIAN,2733 FAIRFIELD COMMONS STE B THE MALL AT FAIRFIELD COMMONS,BEAVERCREEK,OH,(937) 999-2772,45431-3844,,,,,,Japanese
