Snowball Map,Dupe (Y/N),Match Brizo 1,Match Brizo 2,Match Print 1,Name,CBE Contact Last Name,CBE Contact First Name,Price,Category,Phone Number,Street,City,State,Zip,CBE Location Employment Size Description,CBE Vendor Ethnicity Description
97512,FALSE,-,-,-,Mi'hito Sushi Laboratory,,,$$,Japanese,(905) 565-1999,90 Courtneypark Drive E,Mississauga,ON,L5T 2Y3,,
97513,FALSE,-,-,-,Annapoorna,DABRIEO,REMORIS,$,Cajun Seafood,(905) 812-7600,5390 Terry Fox Way Unit 3,Mississauga,ON,L5V 0A5,5-9,Unknown
97514,FALSE,-,-,-,Silver Spoon,KHAN,ADEEL,$,Cajun Seafood,(905) 567-5677,816 Britannia Road W,Mississauga,ON,L5V 0A6,5-9,Arab
97515,FALSE,-,-,-,Fortune Dragon,,,$,Chinese,(905) 816-0988,6085 Creditview Road,Mississauga,ON,L5V 0B1,,
97516,FALSE,-,-,-,Guru's Classic Indian & Chinese Cuisine,,,$$,Chinese,(905) 567-7979,5955 Latimer Dr Unit 1,Mississauga,ON,L5V 0B7,,
97517,FALSE,-,-,-,Pho Mi 99,TRAN,DAVID,$,Chinese,(905) 542-8899,5955 Latimer Dr Unit 8,Mississauga,ON,L5V 0B7,10-19,Vietnamese
97518,FALSE,-,-,-,Avani Asian Indian Bistro,DHALIWAL,HARPREET,$$,Cajun Seafood,(905) 501-0021,801 Matheson Blvd W Unit 1,Mississauga,ON,L5V 2N6,20-49,Indian
97519,FALSE,-,-,-,Heart Sushi,,,$$$,Chinese,(905) 819-2888,815 Britannia Rd W Unit 2,Mississauga,ON,L5V 2X8,5-9,Unknown
97520,FALSE,-,-,-,Made in Japan Teriyaki Experience,,,$,Japanese,(),815 Britannia Road W,Mississauga,ON,L5V 2X8,,
,TRUE,800 Boyer Blvd,-,-,Noodle Street,,,$,Chinese,(),800 Boyer Blvd,Mississauga,ON,L5V 2Y1,,
97521,FALSE,-,-,-,Congee Queen,LI,ANSON,$$,Chinese,(905) 567-8818,800 Boyer Blvd Unit 5,Mississauga,ON,L5V 2Y1,20-49,Chinese
97522,FALSE,-,-,-,Hot and Sour,,,$$,Chinese,(905) 542-7900,1010 Dream Crest Rd Unit 2,Mississauga,ON,L5V 3A4,,
97523,FALSE,-,-,-,Hakka Khazana,,,$$,Chinese,(905) 956-6111,6-735 Twain Ave Unit 5,Mississauga,ON,L5W 1X1,5-9,Unknown
,TRUE,-,(905) 564-2660,-,Zen Gardens,,,$$,Chinese,(905) 564-2660,6980 Maritz Dr Ste 6,Mississauga,ON,L5W 1Z3,5-9,Unknown
97524,FALSE,-,-,-,Ginza,,,$$,Japanese,(905) 417-1733,"9960 Dufferin Street, Unit B",Vaughan,ON,L6A 1S2,,
97525,FALSE,-,-,-,Maple Garden Chinese Restaurant,SANG,LUC,$$,Chinese,(905) 832-9252,10065 Keele Street,Maple,ON,L6A 1W4,5-9,Vietnamese
97526,FALSE,-,-,-,Maple Sushi,HAUNG,MICHAEL,$$,Japanese,(905) 879-3888,2563 Major MacKenzie Drive,Vaughan,ON,L6A 2E8,5-9,Chinese
97527,FALSE,-,-,-,Maple Dragon Chinese Restaurant,,,$,Chinese,(905) 832-8855,2810 Major MacKenzie Dr Unit B9,Maple,ON,L6A 3L2,,
97528,FALSE,-,-,-,Taiga Japan House,,,null,Japanese,(905) 553-1855,1430 Major MacKenzie Dr Unit G1,Vaughan,ON,L6A 4H6,,
97529,FALSE,-,-,-,Shogi Sushi,,,$$,Japanese,(905) 553-3737,9461 Jane St Unit 108,Vaughan,ON,L6A 4H8,5-9,Unknown
97530,FALSE,-,-,-,Mandarin Restaurant,,,$$,Chinese,(905) 471-5000,88 Copper Creek Dr,Markham,ON,L6B 0P2,50-99,Unknown
97531,FALSE,-,-,-,Hanki Sushi,,,null,Japanese,(905) 294-9373,230 Copper Creek Dr,Markham,ON,L6B 1N6,,
97532,FALSE,-,-,-,Cha Kee,,,null,Chinese,(905) 534-5788,50 Bur Oak Ave Unit 9,Markham,ON,L6C 0A2,,
97533,FALSE,-,-,-,Sunplus Asian Kitchen,,,null,Chinese,(905) 887-1388,50 Bur Oak Ave Unit C-6,Markham,ON,L6C 0A2,,
97534,FALSE,-,-,-,HingÆs Kitchen,,,null,Chinese,(905) 887-8388,2890 Major MacKenzie Dr E Unit 2,Markham,ON,L6C 0G6,,
,TRUE,2910 Major MacKenzie Dr E,-,-,Kingsfield Chinese Cusine,,,null,Chinese,(905) 887-1988,2910 Major MacKenzie Dr E,Markham,ON,L6C 0G6,,
97535,FALSE,-,-,-,Koi Sakana Ramen,,,null,Japanese,(905) 882-8802,735 Markland St Unit 7,Markham,ON,L6C 0G6,,
97536,FALSE,-,-,-,Taro's Fish,,,null,Japanese,(905) 887-8363,735 Markland St Unit 8,Markham,ON,L6C 0G6,,
97537,FALSE,-,-,-,Xin Yi Time,,,null,Chinese,(905) 927-0666,9390 Woodbine Ave Unit 1cf3 King Square Shopping Centre,Markham,ON,L6C 0M5,,
97538,FALSE,-,-,-,Very Good Congee & Noodle,,,null,Chinese,(647) 847-8198,1cf8-9390 Woodbine Ave,Markham,ON,L6C 0M5,,
97539,FALSE,-,-,-,Mr Pancake,,,null,Chinese,(),9390 Woodbine Ave Unit 1fc1,Markham,ON,L6C 0M5,,
97540,FALSE,-,-,-,Diaosi Malatang,,,null,Chinese,(),9390 Woodbine Ave Unit 1fc17,Markham,ON,L6C 0M5,,
97541,FALSE,-,-,-,Sushi Taro,,,null,Japanese,(905) 887-8860,1sk7-9390 Woodbine Ave,Markham,ON,L6C 0M5,,
97542,FALSE,-,-,-,Chef Master,,,null,Chinese,(416) 289-3665,1tmp6-9390 Woodbine Ave,Markham,ON,L6C 0M5,,
97543,FALSE,-,-,-,Kungfu Hotpot Skewer,,,null,Chinese,(905) 887-5288,9390 Woodbine Ave Unit 2R3,Markham,ON,L6C 0M5,,
97544,FALSE,-,-,-,Kongfu Hotpot Skewer,,,null,Chinese,(),9390 Woodbine Ave Unit 2R3,Markham,ON,L6C 0M5,,
97545,FALSE,-,-,-,Rain or Shine Hotspot,,,null,Chinese,(905) 581-7360,9390 Woodbine Ave Unit 2R5,Markham,ON,L6C 0M5,,
97546,FALSE,-,-,-,Mr. Xu Duck Noodle Soup ???,,,null,Chinese,(289) 818-2308,9390 Woodbine Avenue,Markham,ON,L6C 0M5,,
97547,FALSE,-,-,-,Cafe Mozaiko,,,$$,Japanese,(905) 887-2014,1-60 Cathedral High St,Markham,ON,L6C 0P3,,
,TRUE,14 Nipigon Ave,(905) 927-9899,14 Nipigon Ave,Tanoshii Sushi,,,null,Japanese,(905) 927-9899,14 Nipigon Ave,Markham,ON,L6C 0X7,1-4,Unknown
,TRUE,9255 Woodbine Ave,-,-,Ho Garden Chinese Restaurant,HO,HEIDI,$,Chinese,(905) 927-9623,9255 Woodbine Ave,Markham,ON,L6C 1Y9,5-9,Vietnamese
97548,FALSE,-,-,-,Hana Don,,,null,Japanese,(905) 534-6666,9255 Woodbine Ave Unit 14,Markham,ON,L6C 1Y9,,
97549,FALSE,-,-,-,Fortune Villa,,,null,Chinese,(905) 883-1923,539 Bur Oak Avenue,Markham,ON,L6C 3E5,,
97550,FALSE,-,-,-,Ten Ren's Tea,,,$$,Chinese,(905) 534-8887,9570 McCowan Road,Markham,ON,L6C 3G5,,
97551,FALSE,-,-,-,Viet Kong,HUNG,SONNY,$,Chinese,(905) 554-0499,9909 Markham Rd Unit 15,Markham,ON,L6E 0B7,1-4,Chinese
97552,FALSE,-,-,-,Sushi Sushi,,,$$,Japanese,(905) 209-8288,"9830 Road, Unit R-03",Markham,ON,L6E 0H7,,
97553,FALSE,-,-,-,Komeya Cafe,,,$$,Japanese,(905) 554-8048,9506 Markham Rd Unit 102,Markham,ON,L6E 0S5,,
,TRUE,-,(905) 201-6492,-,Projects Sushi,,,$$,Japanese,(905) 201-6492,5-9275 Markham Rd,Markham,ON,L6E 1A1,,
97554,FALSE,-,-,-,The King's Kitchen,,,$,Chinese,(905) 201-9201,9275 Markham Rd Unit 11,Markham,ON,L6E 1A2,,
97555,FALSE,-,-,-,Sugar Marmalade,,,null,Chinese,(905) 554-0881,9275 Markham Rd Unit 7,Markham,ON,L6E 1A3,,
97556,FALSE,-,-,-,Mount Joy Station Cafe,,,$$,Chinese,(905) 554-1288,6-50 Anderson Ave,Markham,ON,L6E 1A6,,
97557,FALSE,-,-,-,Cafe De Hong Kong,,,$$,Chinese,(905) 604-8851,11 Fairburn Dr Unit 12-15,Markham,ON,L6G 0A4,,
97558,FALSE,-,-,-,Shisanyao Hotpot,,,null,Chinese,(),15-11 Fairburn Dr Unit 12,Markham,ON,L6G 0A4,,
97559,FALSE,-,-,-,Joy Noodle Cafe,,,null,Chinese,(905) 604-0882,11 Fairburn Dr Unit 16-17,Markham,ON,L6G 0A4,,Unknown
97560,FALSE,-,-,-,ALA Kitchen,DHANG,JAMES,$$,Chinese,(905) 946-7990,11 Fairburn Dr Unit 18,Markham,ON,L6G 0A4,5-9,Indian
97561,FALSE,-,-,-,IKON Sushi Bar & Lounge,,,null,Japanese,(905) 604-0286,11 Fairburn Dr Unit 20,Markham,ON,L6G 0A4,,
97562,FALSE,-,-,-,Draco Markham,,,$$,Cajun Seafood,(905) 489-1400,170 Enterprise Blvd,Markham,ON,L6G 0E6,,
97563,FALSE,-,-,-,Kiu Japanese Restaurant,MATSUBARA,JASON,$$,Japanese,(905) 513-6368,169 Enterprise Blvd 2nd Floor,Markham,ON,L6G 0E7,5-9,Japanese
97564,FALSE,-,-,-,Good Catch Cafe,CHAN,TONY,$$,Chinese,(905) 940-3232,179 Enterprise Blvd Unit 109,Markham,ON,L6G 0E7,20-49,Chinese
97565,FALSE,-,-,-,Good Catch Boil House,CHAN,TONY,$$,Cajun Seafood,(905) 940-2881,179 Enterprise Blvd Unit M-109,Markham,ON,L6G 0E7,20-49,Chinese
97566,FALSE,-,-,-,Little Saigon 88,,,null,Chinese,(905) 995-7979,2501 Prince Michael Dr,Oakville,ON,L6H 0E9,,
97567,FALSE,-,-,-,Sushi Hour,CAO,JACKY,$$,Japanese,(905) 257-3199,2525 Prince Michael Drive,Oakville,ON,L6H 0E9,1-4,Vietnamese
97568,FALSE,-,-,-,Wu Ji Xi'an Foods,,,null,Chinese,(289) 981-7140,117 B North Service Road E,Oakville,ON,L6H 1A3,,
,TRUE,376 Iroquois Shore Rd,(905) 338-8686,-,Little Tokyo Fast Food,,,$,Japanese,(905) 338-8686,376 Iroquois Shore Rd,Oakville,ON,L6H 1M4,,
97569,FALSE,-,-,-,M&E House sushi+ramen,,,null,Japanese,(905) 844-9209,1500 Sixth Line Unit 6,Oakville,ON,L6H 2P2,,
,TRUE,240 Leighland Ave,-,-,Mac's Sushi,JIN,YONG DE,null,Japanese,(),240 Leighland Ave,Oakville,ON,L6H 3H6,5-9,Chinese
97570,FALSE,-,-,-,Pearl,,,null,Chinese,(905) 339-1233,183A-240 Leighland Ave,Oakville,ON,L6H 3H6,,
97571,FALSE,-,-,-,Manchu Wok Fast Foods,YUNG,BENJAMIN,$$,Chinese,(905) 842-1098,240 Leighland Ave Unit Fc4,Oakville,ON,L6H 3H6,5-9,Chinese
97572,FALSE,-,-,-,Niwa Japanese Restaurant,,,$$,Japanese,(905) 339-3803,1011 Upper Middle Rd,Oakville,ON,L6H 4L1,,
97573,FALSE,-,-,-,China Chopsticks,LIU,QUENNIE,$,Chinese,(905) 337-8383,7-1011 Upper Middle Rd E,Oakville,ON,L6H 4L2,1-4,Chinese
97574,FALSE,-,-,-,KINTON RAMEN - Oakville,,,null,Japanese,(905) 582-2655,"2501 Hampshire Gate, 1 A 2",Oakville,ON,L6H 6C8,,
97575,FALSE,-,-,-,The Captain's Boil,,,$$$,Cajun Seafood,(905) 829-0112,2501 Hampshire Gate Unit 8C,Oakville,ON,L6H 6C8,,
97576,FALSE,-,-,-,Spoon & Fork,LAM,MATTHEW,$$,Japanese,(905) 257-8188,2345 Trafalgar Road,Oakville,ON,L6H 6N9,10-19,Vietnamese
97577,FALSE,-,-,-,K&B Sushi,,,$$,Japanese,(905) 829-3889,2045 Winston Park Dr,Oakville,ON,L6H 6P5,10-19,Unknown
97578,FALSE,-,-,-,Dragon House,,,$$,Chinese,(905) 257-2211,2530 Sixth Line Unit 13,Oakville,ON,L6H 6W5,,
97579,FALSE,-,-,-,Mika Sushi,LI,JOE,$$,Japanese,(905) 257-1288,575 River Glen Boulevard,Oakville,ON,L6H 6X6,1-4,Chinese
97580,FALSE,-,-,-,Spoon & Fork Plus,CHING,PAUL,$$,Japanese,(905) 257-6882,478 Dundas Street W,Oakville,ON,L6H 6Y3,10-19,Chinese
97581,FALSE,-,-,-,Mye Japanese Restaurant,,,$$$,Japanese,(905) 257-7747,360 Dundas Street E,Oakville,ON,L6H 6Z9,,
97582,FALSE,-,-,-,In A Bowl,,,$$,Japanese,(905) 257-6688,266 Hays Blvd Unit 2,Oakville,ON,L6H 7P3,,
97583,FALSE,-,-,-,Cynthia's,LAM,CYNTHIA,$$,Chinese,(905) 338-1818,2460 Neyagawa Boulevard,Oakville,ON,L6H 7P4,10-19,Vietnamese
97584,FALSE,-,-,-,Shanghai Alley Gourmet,,,null,Chinese,(416) 668-1818,191 Lakeshore Road E,Oakville,ON,L6J 1H5,,
97585,FALSE,-,-,-,Kibo Sushi House,,,null,Japanese,(905) 842-1196,221 Lakeshore Rd E,Oakville,ON,L6J 1H7,,
97586,FALSE,-,-,-,Hibachi,,,$$$,Japanese,(905) 844-3888,105 Cross Avenue,Oakville,ON,L6J 2W6,10-19,Unknown
97587,FALSE,-,-,-,Wasabi & Teriyaki,SO,YEONG,$$,Japanese,(905) 844-4672,117 Cross Ave Unit 1,Oakville,ON,L6J 2W7,1-4,Korean
97588,FALSE,-,-,-,Ami Sushi,JO,MIMI,$$,Japanese,(905) 849-3877,2-187 Cross Ave,Oakville,ON,L6J 2W7,5-9,Chinese
,TRUE,111 Trafalgar Rd,-,-,Orda Restaurant,,,null,Chinese,(905) 842-0000,111 Trafalgar Rd,Oakville,ON,L6J 3G3,,
97589,FALSE,-,-,-,Ramen Houzz,XU,ANNIE,null,Japanese,(289) 813-2912,511 Maple Grove Dr Unit 11,Oakville,ON,L6J 6X8,10-19,Chinese
97590,FALSE,-,-,-,Golden Palace Takeout,,,$,Chinese,(905) 829-8688,2828 Kingsway Drive,Oakville,ON,L6J 7M2,5-9,Unknown
97591,FALSE,-,-,-,Celadon House,ONG,GLENSON,$$,Cajun Seafood,(905) 257-5725,630 Ford Dr Unit 1,Oakville,ON,L6J 7V7,5-9,Chinese
97592,FALSE,-,-,-,Thai and Hakka,,,null,Cajun Seafood,(905) 337-8888,2318 Royal Windsor Dr,Oakville,ON,L6J 7Y1,,
,TRUE,128 Speers Rd,-,-,Oaks Gardens Restaurant,,,$,Chinese,(905) 845-6611,128 Speers Rd,Oakville,ON,L6K 2E7,,
,TRUE,339 Kerr St,-,-,Yame Sushi,KE,SAM,$$,Japanese,(905) 901-9090,339 Kerr St,Oakville,ON,L6K 3B7,5-9,Chinese
97593,FALSE,-,-,-,Mintiu,,,null,Chinese,(905) 339-1666,579 Kerr St Unit 6,Oakville,ON,L6K 3E1,,
97594,FALSE,-,-,-,Teriyaki Experience,ZHAO,ROBERT,null,Japanese,(905) 825-5155,3513 Wyecroft Road,Oakville,ON,L6L 0B6,1-4,Chinese
97595,FALSE,-,-,-,Bronte Chinese Food,YANG,JOANNE,$$,Chinese,(),2290 Lakeshore Rd W Unit 2,Oakville,ON,L6L 1H3,1-4,Chinese
97596,FALSE,-,-,-,Oakville China House,,,null,Chinese,(905) 338-1010,649 Fourth Line,Oakville,ON,L6L 5B3,,
,TRUE,1131 Nottinghill Gate,-,-,Red Chillie,MO,ETMUNT,$$,Chinese,(905) 827-1779,1131 Nottinghill Gate,Oakville,ON,L6M 1K5,5-9,Chinese
97597,FALSE,-,-,-,August 8,,,$$,Chinese,(905) 338-6228,280 N Service Road W,Oakville,ON,L6M 2S2,5-9,Unknown
97598,FALSE,-,-,-,Teriyaki Experience,,,$$,Japanese,(905) 338-7312,"240 N Service Road W, Suite 200",Oakville,ON,L6M 2Y1,,Unknown
97599,FALSE,-,-,-,Kenzo,,,null,Japanese,(905) 842-8333,1122 Dorval Dr Unit 4,Oakville,ON,L6M 3E4,,
97600,FALSE,-,-,-,Halton Dragon,LIN,JACK,null,Chinese,(905) 469-5511,2501 Third Line Unit 11,Oakville,ON,L6M 5A9,1-4,Chinese
97601,FALSE,-,-,-,On The Rocks restaurant and Bar,,,null,Cajun Seafood,(905) 794-3344,31-8887 The Gore Rd,Brampton,ON,L6P 2K9,,
97602,FALSE,-,-,-,Streetside Munchies,,,null,Chinese,(905) 794-7800,8920 Highway 50 Unit 5A,Brampton,ON,L6P 3A3,,
97603,FALSE,-,-,-,Red Chili Chinese Cuisine,,,null,Chinese,(905) 494-9494,,Brampton,ON,L6R 2X1,,
97604,FALSE,-,-,-,Dalchini Hakka Chinese,VASNET,TEK,$$,Chinese,(905) 799-8700,1098 Peter Robertson Blvd Suite 10,Brampton,ON,L6R 3A5,5-9,Korean
97605,FALSE,-,-,-,Tropical Escape Restaurant & Lounge,,,null,Chinese,(905) 458-4559,2260 Bovaird Drive E,Brampton,ON,L6R 3J5,5-9,Unknown
97606,FALSE,-,-,-,Kibo Sushi,,,null,Japanese,(905) 789-6172,47-490 Chrysler Dr,Brampton,ON,L6S 0C1,,
97607,FALSE,-,-,-,China Palace,,,$$,Chinese,(905) 230-1868,60 Cottrelle Blvd Suite 20,Brampton,ON,L6S 0E1,5-9,Unknown
97608,FALSE,-,-,-,Golden Palace Restaurant,TRIEU,QUAN,$$,Chinese,(905) 791-7700,9886 Torbram Road,Brampton,ON,L6S 3L9,5-9,Vietnamese
97609,FALSE,-,-,-,Hakka Wakka,,,null,Chinese,(905) 499-9157,375 Howden Blvd Unit 3A,Brampton,ON,L6S 4L6,,
97610,FALSE,-,-,-,Hakka Flavours,,,$$,Chinese,(905) 789-8788,2880 Queen St E Unit 13,Brampton,ON,L6S 6E8,,
97611,FALSE,-,-,-,T.O.'s Kathi Roll Eatery,,,null,Cajun Seafood,(905) 791-8573,2880 Queen St E Unit 3,Brampton,ON,L6S 6E8,,
97612,FALSE,-,-,-,Holy Shakes,,,null,Cajun Seafood,(905) 791-8573,2880 Queen St E Unit 3,Brampton,ON,L6S 6E8,,
97613,FALSE,-,-,-,Chicken Ball,,,$$,Cajun Seafood,(905) 793-0011,700 Balmoral Dr,Brampton,ON,L6T 1X2,,
97614,FALSE,-,-,-,August 8,TRIEU,RITA,$$,Chinese,(905) 791-1080,25 Peel Centre Dr Unit 513,Brampton,ON,L6T 3R5,20-49,Vietnamese
97615,FALSE,-,-,-,Hakka No.1,KUMAR,SUNIL,$,Chinese,(905) 595-2233,2 Melanie Dr Unit 10,Brampton,ON,L6T 4K9,5-9,Indian
97616,FALSE,-,-,-,Teriyaki Experience,HUANG,SHI CHUAN,null,Japanese,(905) 460-8646,148 West Dr Unit 102,Brampton,ON,L6T 5P1,1-4,Chinese
97617,FALSE,-,-,-,Singapore Garden Chinese Restaurant,,,$$,Chinese,(905) 459-8610,226 Queen St E,Brampton,ON,L6V 1B8,1-4,Unknown
,TRUE,-,(905) 457-6593,-,520 Sushi,,,$$,Japanese,(905) 457-6593,"252 Queen Street E, Suite 7",Brampton,ON,L6V 1B9,,
97618,FALSE,-,-,-,Qila Bar & Grill,,,null,Chinese,(905) 459-5559,378 Queen St E,Brampton,ON,L6V 1C3,,
97619,FALSE,-,-,-,Fresh Tandoori,,,null,Cajun Seafood,(905) 874-0111,3 Charles St,Brampton,ON,L6V 1E7,,
,TRUE,63 Kennedy Rd N,-,-,Sunlight Chinese Food,SAM,TRUNG,$,Chinese,(905) 487-3388,63 Kennedy Rd N,Brampton,ON,L6V 1X6,1-4,Vietnamese
97620,FALSE,-,-,-,Green Bites Dumpling & Tea Bar,,,$$,Chinese,(905) 455-2221,35 Resolution Dr Suite B10,Brampton,ON,L6W 0A6,,
,TRUE,3 Stafford Dr,-,-,Blue Colada Restaurant and Bar,,,null,Cajun Seafood,(905) 216-0802,3 Stafford Dr,Brampton,ON,L6W 1L3,,
97621,FALSE,-,-,-,9 Queen Chinese,,,null,Chinese,(905) 874-8688,9 Queen St E,Brampton,ON,L6W 2A7,,
97622,FALSE,-,-,-,Chan's Chinese Buffet,,,null,Chinese,(905) 457-6688,239 Queen Street E,Brampton,ON,L6W 2B6,,
97623,FALSE,-,-,-,Hakka Village Chinese Restaurant,HSIUNG,DENNIS,$,Chinese,(905) 456-8882,144 Kennedy Road S,Brampton,ON,L6W 3G4,1-4,Chinese
97624,FALSE,-,-,-,168 Sushi Japan Buffet,TENG,FEI,$$,Japanese,(905) 456-1681,168 Kennedy Road S,Brampton,ON,L6W 3G6,5-9,Chinese
97625,FALSE,-,-,-,Calypso Hut,PITAMBER,JAY,null,Chinese,(905) 790-3648,263 Queen Street East,Brampton,ON,L6W 3J3,1-4,Indian
97626,FALSE,-,-,-,Calypso Gardens,YING,YUE,$,Chinese,(905) 454-4477,83 Kennedy Rd S Unit 29,Brampton,ON,L6W 3P3,1-4,Chinese
97627,FALSE,-,-,-,Tokyo Maki Sushi,LI,DANNY,$$,Japanese,(905) 456-3988,2 Bartley Bull Pky,Brampton,ON,L6W 3P9,5-9,Chinese
97628,FALSE,-,-,-,Palm Palace,,,$,Chinese,(905) 497-8882,50 Kennedy Rd S Suite 10,Brampton,ON,L6W 3R7,,
97629,FALSE,-,-,-,Caribbean Desire,,,$$,Chinese,(),2 County Court Blvd Ste 190,Brampton,ON,L6W 3W8,,
,TRUE,1 Steeles Ave E,-,-,Golden Palace Restaurant,TRIEU,HA,null,Chinese,(905) 796-3500,1 Steeles Ave E,Brampton,ON,L6W 4J6,1-4,Vietnamese
97630,FALSE,-,-,-,Radica's Hot & Spicy,SMITH,SHIVA,$,Cajun Seafood,(905) 487-0888,263 Queen St E Unit 2,Brampton,ON,L6W 4K6,1-4,English
97631,FALSE,-,-,-,Calypso Hut Family Restaurant and Bar,PITAMBER,JAY,null,Chinese,(905) 790-3648,263 Queen Street E,Brampton,ON,L6W 4K6,1-4,Indian
,TRUE,-,(905) 796-7988,-,New China Garden,CHUNG,PHILLIP,$$,Chinese,(905) 796-7988,200 County Court Blvd Unit 8-9,Brampton,ON,L6W 4K7,5-9,Chinese
97632,FALSE,-,-,-,Mandarin Restaurant,CHEN,ALVIN,$$,Chinese,(905) 451-2222,238 Biscayne Cres,Brampton,ON,L6W 4S1,100-249,Chinese
97633,FALSE,-,-,-,Mandarin Restaurant,SENJARDA,DANIEL,$$,Chinese,(905) 450-3000,165 Fletchers Creek Blvd,Brampton,ON,L6X 0Y7,50-99,Unknown
97634,FALSE,-,-,-,Flower Garden Restaurant,YANG,YI QUIN,$,Chinese,(905) 456-7788,10 Flowertown Ave,Brampton,ON,L6X 2J9,1-4,Chinese
97635,FALSE,-,-,-,Asian Hakka Chinese & Indian Restaurant,,,null,Chinese,(905) 456-2002,550 Queen St W Unit 3,Brampton,ON,L6X 3E1,,
97636,FALSE,-,-,-,Bong Manchurian Garden,,,null,Chinese,(905) 451-6555,550 Queen Street W,Brampton,ON,L6X 3E1,,
,TRUE,10 Gillingham Dr,-,-,Toshi Japanese Restaurant,TAKEUCHI,TOSHI,$$,Japanese,(905) 451-1428,10 Gillingham Dr,Brampton,ON,L6X 5A5,5-9,Japanese
97637,FALSE,-,-,-,Red Chilli Hakka Chinese Cuisine,,,null,Chinese,(905) 456-2332,8285 Financial Dr Unit 1,Brampton,ON,L6Y 1M1,,
97638,FALSE,-,-,-,Edo Japan,CHU,KERRY,null,Japanese,(905) 450-2936,499 Main Street S,Brampton,ON,L6Y 1N7,1-4,Chinese
97639,FALSE,-,-,-,Fusia Asian Kitchen,,,null,Cajun Seafood,(905) 450-2811,499 Main Street S,Brampton,ON,L6Y 1N7,1-4,Chinese
97640,FALSE,-,-,-,Fook Hing Restaurant,,,$$,Chinese,(905) 216-1588,499 Ray Lawson Blvd Unit 26,Brampton,ON,L6Y 4E6,,
97641,FALSE,-,-,-,Wok Of Fame,,,$$,Chinese,(905) 230-1318,7700 Hurontario St Unit 602,Brampton,ON,L6Y 4M3,20-49,Unknown
97642,FALSE,-,-,-,Bento Sushi,,,$$,Japanese,(),7700 Hurontario Street,Brampton,ON,L6Y 4M3,,
97643,FALSE,-,-,-,EN Sushi,,,$$,Chinese,(905) 796-8880,7694 Hurontario St,Brampton,ON,L6Y 5B5,,
97644,FALSE,-,-,-,Chopsticks n Grill,,,null,Chinese,(905) 452-7907,"50 Sky Harbour Drive, Unit 3",Brampton,ON,L6Y 6B8,,
97645,FALSE,-,-,-,Noodle To Go Chinese Food,,,$$,Chinese,(905) 970-9988,3068 Mayfield Rd Suite 11,Brampton,ON,L6Z 0E3,5-9,Unknown
97646,FALSE,-,-,-,Caribbean Heat,,,null,Chinese,(905) 495-3288,180 Sandalwood Parkway E,Brampton,ON,L6Z 1Y4,,
97647,FALSE,-,-,-,Golden Lake Restaurant Chinese Food,,,null,Chinese,(905) 840-1188,380 Bovaird Dr E Unit 16,Brampton,ON,L6Z 2S7,,
97648,FALSE,-,-,-,Chinese Delicacies,,,null,Chinese,(905) 840-7779,220 Wexford Rd,Brampton,ON,L6Z 4N7,,
97649,FALSE,-,-,-,Golden Empire Chinese Take-Out & Delivery,,,null,Chinese,(905) 495-8288,10886 Hurontario St Unit A12,Brampton,ON,L7A 3R9,5-9,Unknown
97650,FALSE,-,-,-,Paper Crane,LEE,JIN,$$,Japanese,(647) 693-5831,12975 Keele St Unit 1,King City,ON,L7B 1G2,5-9,Chinese
,TRUE,2118 King Rd,-,-,Kenji Sushi Restaurant,,,null,Japanese,(905) 833-2555,2118 King Rd,King City,ON,L7B 1L1,,
97651,FALSE,-,-,-,Ume Sushi,,,$$,Japanese,(905) 857-1771,1 Queen St N,Bolton,ON,L7E 1C2,10-19,Unknown
,TRUE,18 King St E,(905) 857-8989,-,Sushi Date,HUANG,JOE,$$,Japanese,(905) 857-8989,18 King St E,Bolton,ON,L7E 1E8,5-9,Chinese
97652,FALSE,-,-,-,Sushi Hama,,,$$,Japanese,(905) 857-2888,12566 Hwy 50,Bolton,ON,L7E 1M7,,
97653,FALSE,-,-,-,Panda Garden,,,null,Chinese,(905) 951-1688,"301 Queen Street S, Unit 3A",Caledon,ON,L7E 2B2,,Unknown
97654,FALSE,-,-,-,Wah Wi Chinese Food,YANG,PETER,$,Chinese,(905) 857-8388,1 Queensgate Boulevard,Bolton,ON,L7E 2X7,1-4,Chinese
97655,FALSE,-,-,-,Lily Thai Cuisine,WESTON,SYDNEY,$$,Chinese,(905) 702-1688,126 Main St S,Georgetown,ON,L7G 3E6,5-9,English
,TRUE,53 Main St S,-,-,House of Buddha,CHOU,TSAN CHUAN,null,Chinese,(905) 873-1669,53 Main St S,Georgetown,ON,L7G 3G2,10-19,Chinese
97656,FALSE,-,-,-,Choy's Chinese Restaurant,,,$$$$,Chinese,(905) 873-9688,118 Guelph Street,Georgetown,ON,L7G 4A3,,
97657,FALSE,-,-,-,Bibab Express,YUK,MIYEONG,null,Japanese,(905) 702-2562,280 Guelph Street,Halton Hills,ON,L7G 4B1,1-4,Filipino (Philippine)
97658,FALSE,-,-,-,Kung Pao Wok,,,null,Cajun Seafood,(),"27 Mountainview Road S, Georgetown Market Place",Halton Hills,ON,L7G 4B1,,
97659,FALSE,-,-,-,Yoyo Japanese Restaurant,,,$$,Japanese,(905) 877-7846,348 Guelph Street,Georgetown,ON,L7G 4B6,,
