UID,FT/PT,Q4'21,Q1'22,Q2'22,Q3'22,Q4'22,Q1'23,Q2'23,Q3'23,Q4'23,Q1'24,Q2'24,Q3'24,Q4'24
R82599,PT,"16,623","54,773","56,032","62,883","29,678","32,096","14,712","16,096","11,703","13,086","14,300","13,413","12,670"
R82601,PT,"9,578","8,614","8,677","9,617","8,243","8,288","6,922","6,786","6,744","6,748","7,548",0,0
R82602,FT,"15,583","20,321","12,663","14,036","14,929","15,298","14,134","12,570","11,493","14,239","14,314","11,452",0
R82603,PT,"4,535","18,656","19,452","18,145","17,185","16,941","16,335","16,769","15,661","18,937","17,858","16,435","15,691"
R82605,PT,"16,391","12,028","10,582",0,"14,875",0,0,0,542,0,0,0,228
R82606,FT,0,"34,090","34,968","33,778","30,986","29,198","29,005","32,406","33,422","27,836","33,083","31,383","29,358"
R82607,FT,"6,381","13,567","12,454","14,670","13,664","15,643","13,819","12,985","12,952","15,970","14,883","14,825","15,399"
R82608,FT,"33,261","19,444","18,759","20,563","22,611","16,959","18,384","17,531","19,282","16,676","20,070","17,472","17,834"
R82611,PT,"42,664","32,344","28,633","28,309","28,277","25,560","20,274","23,994",0,0,0,0,0
R82612,FT,"21,808","49,337","45,148","43,655","47,885","43,588","45,388","43,948","51,382","50,344","50,430","42,675","43,944"
R82613,FT,"20,601","21,316","20,844","17,265","17,561","19,828","19,150","15,869","18,404","17,564","15,725","17,899","15,238"
R82615,FT,0,"49,476","45,937","53,682","42,897","58,165","55,305","51,423","49,453","54,301","51,670","52,532","49,032"
R82616,FT,"1,548","8,698",653,"14,168","6,087","17,946","18,158","19,045","17,869","17,692","24,706","18,854","18,304"
R82617,FT,"39,649","41,882","38,546","42,404","38,846","44,317","42,042","42,318","37,974","42,740","42,903","41,310","39,532"
R82618,FT,0,"13,748","17,340","11,386","22,677","17,720","3,191","7,308","5,037","9,899","7,774","8,478","5,540"
R82619,FT,"10,272","9,067","10,085","7,841","7,454","5,994","7,486","7,575","10,064","7,548","7,479","5,925","7,495"
R82621,PT,"25,667","19,473","26,164","49,297","51,041","46,308","46,996","47,539","47,074","45,704","48,849","57,543","55,893"
R82622,FT,"11,601","23,972","27,086","24,417","26,510","25,135","24,065","24,326","22,248","23,444","25,507","20,717","21,355"
R82623,FT,"22,794","17,788","19,201","17,099","18,485","15,635","17,549","17,557","17,207","16,915","16,600","18,265","16,742"
R82625,PT,"20,870","31,398","30,310","28,861","32,795","30,396","30,141","11,847",0,0,0,0,0
R82628,FT,0,"24,995",653,"9,155","11,088","18,244","9,794","14,978","17,027","12,029","12,434","11,124","8,795"
R82629,PT,"14,348","15,901",0,"1,284","17,047","18,722","18,174","18,869","16,993","17,827","26,927","31,425","24,560"
R82635,FT,91,"11,182","12,599","13,318","14,684","10,464","10,404","11,374","13,001","8,485","8,695","7,327","6,464"
R82636,FT,142,"18,554","19,513","17,457","20,923","20,464","20,701","17,214","20,712","18,151","18,658","17,462","23,169"
R82637,PT,"22,797","25,100","23,966","26,503","24,563","22,218","22,015","23,166","17,620","18,522","19,877","20,569","13,200"
R82638,FT,183,"54,268","55,623","61,544","40,663","62,394","60,185","58,205","64,539","61,636","59,255","60,541","57,090"
R82639,FT,"18,838","29,548","23,343","23,009","24,032","22,159","24,060","20,608","19,566","19,152","19,485","17,382","15,367"
R82652,PT,943,"25,112","22,249","19,241","20,965","15,975","18,516","18,156","17,339","16,732","16,701","18,028","16,242"
R82653,FT,183,"30,284","31,203","38,776","31,419","31,579","33,157","33,327","43,037","32,909","35,256","34,128","31,424"
R82655,FT,0,"43,412","38,634","38,017","36,828","45,390","45,153","39,606","43,489","32,933","33,266","30,371","29,530"
R82656,PT,0,"15,678","11,501","10,839","30,415","8,692","10,514","1,103","10,660","6,649",0,0,0
R82659,FT,"23,791","12,782","14,432","13,494","18,797","11,819","13,392","11,250","14,932","11,989","13,559","12,672","15,807"
R82661,PT,183,"7,557","7,536","11,588","17,843","12,770","13,139","11,952","10,864","11,680","11,929","11,368","11,131"
R82662,FT,91,"18,014","18,943","13,497","16,551","20,463","19,303","19,723","29,243","17,135",973,"1,060","1,160"
R82663,PT,"37,195","50,153","35,149","14,477","22,651","12,118",91,91,91,91,0,0,0
R82666,FT,0,"13,223","12,007","12,831","11,761","12,084","13,334","12,834","11,781","11,990","12,198","12,843","12,609"
R82667,FT,"4,696","18,764","19,479","19,121","25,247","20,143","20,287","21,246","23,198","19,964","22,905","21,637","25,107"
R82668,FT,91,"17,848","14,668","17,845","18,667","17,367","14,945","15,962","14,417","13,958","13,782","14,822","13,074"
R82671,FT,66,"20,281","21,871","15,161","14,246","15,278","14,478","15,588","15,265","16,182","15,136","14,934","13,388"
R82672,PT,"11,578","18,504","21,025","18,255","13,604","17,531","17,170","16,650","13,237","16,222","16,803","14,561","13,932"
R82673,FT,0,"16,625","16,648","16,146","14,893","14,137","14,308","16,181","13,374","13,451","13,648","12,682","12,302"
R82675,PT,0,"7,676","7,346","11,563","11,754","8,395","6,761","5,881","12,534","8,808","9,154","10,891","11,183"
R82678,FT,0,"7,725","5,808","9,481","8,232","9,722","8,481","8,803","7,574","7,140","20,067","6,955","6,597"
R82679,PT,0,"10,810","22,854","2,496","20,383","23,425","22,655","13,214","16,390","23,217","18,332","24,339","23,338"
R82681,PT,0,"36,577","39,158","35,961","34,417","37,494","33,369","36,223","34,515","34,034","31,199","31,169","29,841"
R82682,FT,0,"59,690","60,339","62,745","87,119","56,211","61,290","65,524","74,653","49,845","41,524",0,0
R82683,PT,0,"5,046","2,491","11,594","6,464","4,782","2,491","2,491","2,491","5,470","2,491","4,823","5,273"
R82686,FT,0,"51,444","45,652","42,985","49,073","41,894","39,818","42,419","43,213","43,354","45,958","43,858","49,802"
R82687,PT,0,"23,204","19,034","18,889","23,654","20,980","21,541","22,446","22,114","21,052","20,345","21,666","20,640"
R82688,PT,0,"12,542","14,952","14,515","11,791","13,156","12,934","12,959","12,361","12,696","13,117","1,792","10,182"
R82689,FT,0,"21,050","28,768","28,030","26,392","24,655","28,553","26,319","37,305","23,348","23,658","22,293","22,887"
R82692,FT,0,"19,708","21,886","20,849","16,579","18,762","19,102","22,374","18,938","17,934","19,900","22,903","20,129"
R82693,PT,0,"6,628","9,240","9,004","7,241","8,574","7,736","8,393","7,837","8,355","7,798","7,612","7,602"
R82695,FT,0,"18,923","19,383","18,407","15,357","17,867","19,391","24,931","21,055","24,525","24,803","29,275","26,671"
R82696,FT,0,"30,174","27,323","23,559","25,512","24,624","24,334","21,256","19,009","14,083","13,185","12,251","12,087"
R82697,PT,0,"19,548","22,768","23,475","18,021","20,790","8,748",0,0,0,0,0,0
R82698,FT,0,"14,479","13,134","14,927","14,150","13,437","12,337","12,599","11,538","13,023","13,679","12,910","9,084"
R82701,FT,0,"28,441","27,742","25,512","24,911","25,247","23,950","25,528","24,435","26,421","26,339","26,621","26,722"
R82702,FT,0,"5,123","7,887","9,131","9,533","9,433","10,457","10,643","9,937","9,793","9,539","8,944","8,611"
R82705,FT,0,"11,939","10,940","11,312","9,595","11,194","11,957","11,921","9,335","9,518","8,950","11,329","8,574"
R82706,PT,0,"22,910","24,997","22,188","18,260","21,769","14,235","19,809","2,491","19,449",0,0,0
R82707,FT,0,"24,554","23,808","20,705","25,764","20,921","20,819",0,0,0,0,0,0
R82708,FT,0,"15,736","16,397","13,750","11,673","10,968","13,534","12,699","8,239","8,664","7,794","7,354","6,092"
R82711,PT,0,0,0,0,0,"42,903","41,783",0,0,0,0,0,0
R82712,FT,0,"10,701","13,333","17,832","12,124","13,891","15,521","23,560","21,417","22,017","24,929","27,184","22,058"
R82713,PT,0,"14,333","13,019","11,866","12,416","9,413","14,593","12,326","12,310","2,491",0,0,0
R82715,PT,0,"24,803","22,921","20,884","16,717","14,405","15,021","13,808","17,874","13,115","13,382","1,296","1,296"
R82716,FT,0,"70,448","52,705","64,984","68,345",240,211,"39,445","15,851","21,854","12,298","37,795","61,701"
R82717,PT,0,"7,368","7,926","6,624","6,299","6,165","7,087","7,617","6,988","26,405","18,635","17,484","26,926"
R82718,PT,0,"20,644","18,743","18,546","20,930","23,281","21,095","27,757","24,875","37,118","31,681","34,286","24,620"
R82719,FT,0,"31,193","36,131","38,861","34,284","45,180","50,767","46,167","44,231","47,201","53,479","46,955","44,308"
R82722,PT,0,"16,565","13,961","2,400","2,557","14,460","3,666","10,766","4,657","10,905","9,563","7,900","4,300"
R82723,FT,0,"11,176","9,586","10,986","8,956","9,677","7,997","7,843","8,831","6,543","6,620","7,864","8,072"
R82725,FT,0,"18,797","18,320","15,775","19,057","20,190","18,032","18,490","18,945","19,180","20,944","16,460","15,814"
R82726,FT,0,"18,448","19,326","17,088","14,043","14,534","12,793","13,740","13,069","14,303","13,918","13,525","11,107"
R82727,PT,0,"19,723","15,299","20,128","22,754","17,662","17,387","16,080","14,486","22,982","22,334","1,441","15,867"
R82729,PT,0,"2,583","2,583","7,171","36,055","20,334","23,513","13,777","10,910","11,642","11,621","2,400",696
R82731,PT,0,"16,184","11,046","10,504","10,893","10,999","9,591","9,929","9,005","11,032","8,704","5,263","9,080"
R82733,FT,0,"21,852","21,446","21,304","18,765","17,270","16,185","17,680","15,191","19,414","16,742","16,274","16,331"
R82736,FT,0,"13,819","11,617","8,530","10,737",0,509,509,509,509,509,504,504
R82737,PT,0,"7,356","4,833","5,978","5,344","4,278","2,491","1,291","5,289","4,819","4,615","4,827","5,070"
R82738,FT,0,"29,263","32,071","32,567","30,075","31,181","28,429","24,717","22,659","18,810","21,679","20,047","18,854"
R82751,PT,0,"9,016","7,228","6,161","6,456","3,522","2,491","2,491","2,491",0,0,0,0
R82752,FT,0,"14,325","15,340","11,917","9,958","9,920","11,442","9,015","7,689","5,808","5,545",6,0
R82756,PT,0,"12,417","12,756","2,064","14,253","18,627","11,672","10,646","12,801","13,754","2,583","5,019","6,135"
R82758,PT,0,"13,952","12,162","15,745","17,129","12,953","5,839","13,087","12,231","12,453","10,184","11,143","12,779"
R82759,PT,0,"17,624","15,388","15,761","13,577","12,251","15,081","15,601","13,138","12,875","13,491","12,573","12,010"
R82761,PT,0,"2,400","2,400","2,400","2,400","2,400","2,400","11,079","4,817","7,740",0,0,0
R82762,PT,0,"39,657","38,498","40,805","36,717","35,911","38,725","40,680","40,562","39,028","40,415","38,841","33,112"
R82763,PT,0,"9,137","10,943","12,348","8,865","13,329","2,491","12,599","11,578","12,688","14,345","13,803","13,949"
R82765,FT,0,"28,362","27,654","26,509","32,312","6,415","26,687","23,569","36,445","21,995","23,208","20,229","23,712"
R82767,PT,0,"19,104","16,346","14,947","19,891","18,169","16,036","17,430","18,026","16,590","13,801","18,178","15,158"
R82768,PT,0,"16,721","22,868","21,243","19,829","18,961","19,724","16,651","13,964","17,393","16,588","19,656","15,109"
R82769,PT,0,"12,430","13,439","16,337","16,600","17,337","16,221","15,948","15,731","15,990","15,886","16,681","16,850"
R82771,FT,0,"28,980","28,040","32,765","40,072","32,884","34,559",0,"29,640","31,972","35,737","34,681","40,550"
R82772,FT,0,"24,260","24,509","21,438","20,166","30,622","31,403","30,796","32,409","34,005","34,693","29,576","31,934"
R82773,FT,0,"12,880","12,384","13,422","11,597","13,742","12,727","13,552","13,571","13,115","15,792","13,321","13,180"
R82775,FT,0,"21,762","21,323","22,892","16,789","21,467","21,831","22,007","21,287","19,705","19,747","19,488","16,855"
R82776,FT,0,"34,544","53,188","50,462","42,706","51,063","54,656","43,525","54,421","36,352","39,228","35,996","32,765"
R82777,PT,0,0,0,0,0,0,0,0,"4,581","1,371","1,423","2,070","3,540"
R82778,FT,0,"13,998","11,801","13,676","12,958","11,912","10,609","12,636","12,075","14,691","15,790","13,218","12,635"
R82779,PT,0,"28,278","25,804","25,556","26,272","23,916","23,476","24,488","16,930","17,981","14,748","17,245","16,178"
R82781,FT,0,"15,953","12,541","12,549","10,481","13,088","12,173","12,662","18,816","11,763","11,447","14,083","11,969"
R82782,FT,0,"42,758","44,060","45,299","50,502","36,207","40,952","40,341","59,528","38,373","32,055","31,772","33,651"
R82788,FT,0,"49,381","50,655","55,396","48,939","51,964","55,838","61,880","58,073","61,180","60,679","58,762","66,941"
R82789,FT,0,"19,399","21,502","17,383","20,144","17,806","17,367","16,522","17,302","15,075","15,593","15,274","15,631"
R82791,FT,0,"24,858","26,866","26,595","30,644","25,280","26,232","26,115","30,206","23,145","24,928","22,338","24,007"
R82792,PT,0,"10,871","12,802","13,449","11,041","13,216","36,553","15,696",745,0,0,0,0
R82793,FT,0,"12,010","11,494","9,657","8,953","9,835","9,982","10,325","9,003","9,109","9,548","9,920","8,363"
R82795,FT,0,"25,968","26,594","22,583",120,240,120,120,120,0,0,0,0
R82797,FT,0,"16,032","14,689","21,418","23,045","21,914","25,305","23,707","21,555","21,808","20,968","26,153","23,118"
R82798,PT,0,"8,642",818,"17,323","14,907","2,400",0,"2,400","2,400","2,400",0,0,0
R82801,FT,0,"45,766","38,068","39,380","38,641","33,136","33,452","33,626","33,082","27,915","30,327","29,267","36,763"
R82802,FT,0,"28,672","26,752","14,032","12,366","12,625","12,464","13,406","11,705","11,853","12,663","12,387","11,475"
R82803,FT,0,"11,884","9,818","10,646","9,486","11,892","10,312","11,620","11,202","8,965","4,551","10,333","10,154"
R82805,FT,0,"51,669","44,840","45,999","46,330","46,367","42,781","42,026","47,871","43,779","39,619","42,582","38,685"
R82807,PT,0,"41,342","26,791","16,412","27,586","29,789","9,816","10,831","9,900","16,663","38,100","39,504","36,312"
R82808,FT,0,"39,849","39,705","38,337","35,479","37,395","39,238","35,808","34,574","33,938","32,023","33,430","33,819"
R82809,PT,0,"9,168","8,735","8,036","8,817","7,787","7,876","8,112","8,390","8,018","7,642","7,638","6,436"
R82811,PT,0,"28,599","32,415","31,299","32,968","30,516","30,702","30,452","30,655","28,936","28,184","29,898","29,405"
R82813,PT,0,"9,943","10,219","12,225","9,870","10,622","10,109","10,131","9,629","10,721","10,911","9,374","10,859"
R82815,FT,0,"10,321","9,742","10,196","2,491","9,128","17,640","18,805","20,837","22,631","26,135","31,292","15,783"
R82816,FT,0,"24,008","29,199","27,371","22,999","26,523","26,451","25,274","32,033","24,647","25,186","21,364","23,557"
R82817,FT,0,"24,096","27,254","25,311","24,542","26,173","27,969","26,269","30,547","24,152","25,402","26,216","24,828"
R82821,PT,0,"17,125","16,986","15,513","11,061","16,365","17,264","16,768",183,"14,815","12,996",420,828
R82822,FT,0,"11,947","10,005","10,701","11,194","9,267","8,842","11,007","8,673","8,416","15,752","9,229","7,517"
R82825,FT,0,"16,095","12,371","14,558","12,594","16,331","13,501","15,136","12,900","15,205","13,970","13,861","12,940"
R82826,PT,0,"15,539","12,835","12,405","23,111","14,231","8,759","12,808","10,697","12,000","11,765","11,749","19,760"
R82827,FT,0,0,"26,692","23,570","25,689","24,033","21,629","20,564","27,110","19,698","22,743","19,141","21,001"
R82828,FT,0,"25,088","24,741","27,229","27,854","27,007","31,056","30,001","25,803","28,091","31,238","31,498","26,738"
R82829,PT,0,"13,756","9,377","10,775","8,585","7,459","7,488","7,657","5,706","5,277","5,593","5,279","8,329"
R82831,FT,0,"25,808","25,871","25,578","25,243","27,489","36,480","36,149","32,901","33,145","34,927","24,496","20,366"
R82832,PT,0,"2,661","16,135","15,389","16,558","18,387","17,243","4,947","13,713","14,792","20,017","13,452","13,538"
R82835,PT,0,"16,846","18,280","19,804","19,724","20,570","17,705","19,194","18,808","17,887","18,866","21,019","19,885"
R82836,FT,0,"12,187","13,380","14,383","10,263","13,215","13,656","13,958","16,337","13,591","12,867","13,394","13,554"
R82837,FT,0,"22,253","20,577","18,847","17,482","21,802","20,219","16,913","25,102","15,986","16,530","17,410","17,363"
R82838,FT,0,"32,575","26,888","24,354","21,504","26,870","22,662","24,257","26,599","21,852","21,910","19,174","19,618"
R82852,PT,0,"28,173","26,832","16,632","21,984","28,454","24,545","19,897","17,426","21,267","22,941","23,511","22,684"
R82853,FT,0,"21,024","22,427","21,996","23,293","21,479","23,376","21,685","20,999","20,546","22,902","19,895","19,020"
R82855,PT,0,"23,256","20,341","16,075","49,795","46,966","42,687","42,399","44,057","39,352","38,142","36,160",0
R82857,FT,0,"17,218","15,813","14,191",120,"13,378","15,271","14,064","12,361","10,750","13,878","12,894","8,665"
R82859,FT,0,"25,800","25,318","24,307","24,178","22,855","22,845","23,052","25,023","21,917","19,498","19,801","30,526"
R82861,PT,0,"12,062","5,266","5,036","9,963","8,066","7,777","8,451","8,150","5,050","5,115","13,195",96
R82862,FT,0,"9,328","10,162","12,480","7,764","12,695","8,659",0,0,0,0,0,0
R82863,PT,0,"18,109","14,351","15,867","14,960","12,939","11,629","11,294","12,785","12,714","12,910","11,892",648
R82865,PT,0,0,0,0,"59,549","17,734","22,017","15,680","3,666",0,0,0,0
R82867,FT,0,"19,984","18,523","19,053",0,"18,604","18,005","18,653","16,934","16,946","17,893","16,289","15,281"
R82868,FT,0,"30,658","27,123","27,242","24,694","30,094","29,169","29,254","24,611","28,619","30,149","30,996","26,756"
R82869,PT,0,"2,090","15,321","15,666","30,004","14,346",0,"16,145","13,088","14,977","7,482","9,463","7,949"
