Date,Extension Channel,Channel Collected,Campaign Sent,Campaign_by_Month,Campaign_Tags,Extension Number,Phone,Lead Status,Rejected Reason,Unqualified Reason,SDR,Owner Name,Restaurant Name,Restaurant Number,Cuisine Type,"Pickup/
Delivery",State,前台情况,SF Link
2023-12-21,SMS,"Telemarketer, DM",Mkt_SMS_Internal_General,dec-drop2,NA,,,Rejected,No interest to talk to sales,NA,Kelvin,,HONG KONG EXPRESS CHINESE FOOD,,中餐快餐,Pickup,CA,余老板，中餐快餐，来取，说了6.99%，网络订单qmenu而已，前台自己接，一天电话大概20-30，周末没开因为太忙了，来不及做。说了我们能够提供价值，周末帮忙接多一点增加生意。简单介绍我们的操作和服务。说了可以代刷信用卡。老板说他会考虑，留了号码，发了短信，需要可以联系,https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000022FlYSEA0/view
2023-12-21,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop2,dec-drop2,dec-Drop2,,,Inbound Qualified,NA,NA,Kelvin,,Hunan King,,中餐,Delivery,OH,"老板名字：林老板
联系方式： (330) 940-9901
回拨时间：ASAP
餐类型：中餐，外卖
电话订单：每天average 40-50
前台情况：自己接
送餐情况： 2个送餐师傅，online order都让doordash,ubereat送
客户来源： Inbound
促销活动： 30 Days Free Trial for VP+DE
note: 老板说朋友的餐馆在用着，不确定有没有开通送餐服务。用得不错。想要试看。简单介绍我们的操作和服务。说了可以代刷信用卡，可以match rate。让经理回电告知收费",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b000021NaDvEAK/view
2023-12-21,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop2,dec-drop2,dec-Drop2,,,Inbound Qualified,NA,NA,Yannie,,NA,,中餐+wings,Pickup,MO,"老板名字：Vicky
联系方式：4178258030 (MO)
回拨时间：ASAP
餐类型：中餐+wings
电话订单：20-30个电话
前台情况：自己接，
送餐情况：来取，doordash
客户来源：Inbound
促销活动：30 Days Free Trial -VP+DE
Notes (痛点等）：老板娘说广告，但是要2月份1才上线，因为要更改menu价格。现在PT前台已经怀孕了，估计2月就不会在餐馆做了，2-4月是报税季节，担心自己忙不过来，过后要招一个人打包电话让我们接。午餐不接外卖，自己接电话和打包都没问题。建议晚餐时间2.30-3pm开始帮忙接前台电话。老板娘说想锁着现在的优惠先因为看到广告说优惠到12月31号而已。",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo00000341FAMAY/view
2023-12-20,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop2,dec-Drop1,,,Unqualified,NA,Not a Restaurant,Eelin,,NA,,NA,NA,NA,询问合作， refer他到我们网站， contact media,NA
2023-12-20,SMS,DM,Mkt_SMS_Internal_General,dec-drop2,NA,,,Inbound Qualified,NA,NA,Yannie,,NA,,美式中餐,Pickup,Boston,"老板名字 : 陈老板
联系方式： 8327564898（Boston）
回拨时间：ASAP
餐类型：美式中餐
电话订单：-
前台情况：有2个前台
送餐情况：来取，doordash,ubereat
客户来源：Inbound
促销活动：30 Days Free Trial -VP+DE
Notes (痛点等）：老板收到广告想了解我们的服务，之前餐馆停业了现在要再次营业，需要再发广告给新客户，想了解如果不忙的时候能不能暂停送餐的服务，然后让客人在doordash online order ,就暂时不接送餐服务，想了解收费先再看怎么合作。",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKNf1EAG/view
2023-12-20,NA,DM,Campaign Name,dec-drop2,NA,,,Inbound Qualified,NA,NA,Kelvin,,Oishi | Poke Ramen Cajun Seafood,,拉面+poke+手抓,Pickup,KS,"老板名字：刘老板
联系方式： (917) 528-8077
回拨时间：ASAP
餐类型：拉面+Poke+手抓，来取
电话订单：-
前台情况：有前台接
送餐情况： 都让doordash,ubereat送
客户来源： Inbound
促销活动： 30Days Free Trial
note: 老板说主要是堂吃，打算扩张生意做外卖。有另外一家是外卖店，如果用得不错可以考虑。简单介绍我们的操作，需要2-3打印机，厨房比较远，有网线。说了打印机的租和买的费用。说了需要看一下我们是否能接没。想知道收费和流程",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKO6uEAG/view
2023-12-20,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop2,dec-drop2,dec-Drop2,,,Inbound Qualified,NA,NA,Kelvin,,LO'S CHINESE RESTAURANT,,中餐,Delivery,PA,"老板名字：李老板娘
联系方式： (267) 230-6015
回拨时间：9pm EST 
餐类型：中餐，外卖
电话订单：没算，但是都超过20-30单
前台情况：自己接
送餐情况： 老板自己送
客户来源： Inbound 
促销活动： 30 Days Free Trial for VP+DE
note: 老板娘说餐馆在杂区。有朋友在用着我们的服务，侄女在我们公司上班。对我们的服务口碑很好。简单介绍我们服务和操作。想试看周五，周六帮忙。有说了可以代刷信用卡。说了打印机需要连接网线而已，不需要电脑。老板娘说他有备注一些客人的电话不接，会block他们，说了技术部开始前会先拿资料。想知道送餐和接电话收费，如果不贵可以合作。说了需要一起绑定。",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKJTlEAO/view
2023-12-20,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop2,dec-drop2,dec-Drop2,,,Rejected,No interest to talk to sales,NA,Yannie,,NA,,中餐,NA,NA,老板娘只是做简单咨询送餐服务，有兴趣会联系。,NA
2023-12-20,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop2,dec-drop2,dec-Drop2,,,Inbound Qualified,NA,NA,Yannie,,NA,,中餐,Pickup,NJ,"老板名字：江老板娘
联系方式：6096649210 (NJ)
回拨时间：ASAP
餐类型：中餐
电话订单：-
前台情况：自己接
送餐情况：来取，自己送
客户来源：Inbound
促销活动：30 Days Free Trial -VP+DE
Notes (痛点等）：收到广告想了解我们的服务，目前前台自己接忙不过来，想了解收费。",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000000gR3pMAE/view
2023-12-20,SMS,DM,Mkt_SMS_Internal_General,dec-drop2,NA,,,Inbound Qualified,NA,NA,Eelin,,Wongs Gourmet,,NA,NA,NA,"老板名字：林小姐
回拨时间; 2点过后
州：Minnesota
联系方式：(917) 328-6096
餐类型：美式中餐 （外卖+堂吃）
电话订单：40-50
前台情况：自己+儿子接
送餐情况： 来取+送餐 （自己外卖员）
客户来源：Inbound
促销活动：30 days free trial
NOTE：之前是女儿帮他接电话，女儿现在上大学了，就需要自己接，可是有点接不及，也叫儿子帮忙，可是儿子经验不足，处理得慢。看到我们广告有兴趣了解VP+DE, 虽然老板娘两个都问，可是明显他比较兴趣VP
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKL5dEAG/view",NA
2023-12-20,DM,Shang Hai CHINESE RESTAURANT R85589,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop2,dec-Drop1,,,Unqualified,NA,Current Client,Eelin,,NA,,NA,NA,NA,"customer complain not receive the free gift, pass to csm chloe wong",NA
2023-12-19,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop2,dec-Drop1,,,Inbound Qualified,NA,NA,Eelin,,Tokyo Sushi Wh,,日餐,Pickup,Connecticut,"老板名字：陈老板
回拨时间; 1小时内
州：Connecticut
联系方式：9174996254
餐类型：日餐
电话订单：30-40
前台情况：自己接+PT (5-8PM)
送餐情况： 来取
客户来源：Inbound
促销活动：30 days free trial
NOTE：老板目前在用growhub, 老板有兴趣VP+ 我们推广，老板注重怎样增加生意额
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKEhfEAG/view",NA
2023-12-19,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop2,dec-drop2,dec-Drop2,,,Rejected,Is ICP but Interested in DE Only,NA,Eelin,,NA,,NA,NA,NA,"只兴趣DE, 不要VP",NA
2023-12-19,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop2,dec-drop2,dec-Drop2,,,Inbound Qualified,NA,NA,Kelvin,,HAPPY CRAB,,手抓,Pickup,FL,"老板名字：Lina罗
联系方式： (917) 562-9071
回拨时间：9-9.30pm EST
餐类型：手抓,来取
电话订单：-
前台情况：自己接
送餐情况： doordash,ubereat送
客户来源： Inbound
促销活动： -
note: 收到DM. 朋友介绍，侄女餐馆也有在用着。简单介绍我们的操作和服务。他想了解具体的收费，让他和老板商量",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000002uqkMMAQ/view
2023-12-19,SMS,DM,Mkt_SMS_Internal_General,dec-drop2,NA,,,Inbound Qualified,NA,NA,Kelvin,,Golden China,,中餐,Pickup,TX,"老板名字：Kelvin
联系方式： (832) 671-0168
回拨时间：ASAP, 5点之前都得空
餐类型：中餐，来取
电话订单：一天大概20-30
前台情况：自己接
送餐情况： doordash,ubereat 网络平台送
客户来源： Inbound
促销活动： 30 Days Free Trial for VP+DE
note: 有自己的website。简单介绍我们的服务。老板想要做多一点生意。以前咨询过说我们按照小时收费，解释了是按照单子。说了打印机租$6.99/month, 购买$99。介绍了pt服务可以挑忙的时间，说了需要最少4.5小时。说了收费6.99%, 对送餐有兴趣，说了需要绑定电话服务。说了需要看平均单和送餐距离。老板想知道送餐收费。",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000002vHSpMAM/view
2023-12-19,DM,Client Referral;DM,Mkt_DM_Snowflake_2023ChristmasUSDrop2,dec-drop2,dec-Drop2,,,Inbound Qualified,NA,NA,Yannie,,NA,,中餐+手抓海鲜,Pickup,Maryland,"老板名字：Cindy Lin
联系方式：6465781905 (Maryland)
回拨时间：ASAP
餐类型：中餐+手抓海鲜
电话订单：4w-5w
前台情况：自己接
送餐情况：来取，doordash,ubereat,grubhub
客户来源：Inbound
促销活动：30 Days Free Trial -VP+DE
Notes (痛点等）：每天都收到广告，看了都有点心动就打电话来咨询了，身边很多朋友用着食客通，老板娘说自己英文不太好，最近生意一直上不来，想看看和我们合作生意是否会有好转，简单咨询机器收费，怎么操作，PT&FT。想了解收费。",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000002vURfMAM/view
2023-12-18,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop2,dec-Drop1,,,Unqualified,NA,Current Client,Eelin,,NA,,NA,NA,NA,"customer call in again, due to havent receive csm call",NA
2023-12-18,Influencer,DM,Mkt_Influencer_Youtube_General,dec-drop2,NA,,,Inbound Qualified,NA,NA,Eelin,,KUMO SIX 888 INC,,日餐,Pickup,GA,"老板名字：陈老板
回拨时间; 1小时
州：GA
联系方式：(770) 557-6850
餐类型：日餐
电话订单：10-20
前台情况：自己接
送餐情况：来取 
客户来源：Inbound
促销活动：30 days free trial
NOTE：老板收到广告，看见说30天免费试用，和提高百分20生意额，有兴趣了解VP+DE
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKH2fEAG/view",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKH2fEAG/view
2023-12-18,https://getskt.com/,DM,Mkt_SEO_Internal_AllTraffic,dec-drop2,NA,,,Inbound Qualified,NA,NA,Eelin,,NA,,日餐,Pickup,Minnesota,"老板名字：TAI
回拨时间; within 1 hour
州：Minnesota
联系方式： (952) 923-3933 (mobile ) 9522229680 (shop)
餐类型：JAPANESE
电话订单：10-20
前台情况：LADY BOSS
送餐情况： PICK UP
客户来源：Inbound
促销活动：30 days free trial
NOTE：new opening, havent do any advertising, so she not sure skt can help her or not. she currently also survey ubereat  and doordash as well
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000002qJINMA2/view",NA
2023-12-18,SMS,DM,Mkt_SMS_Internal_General,dec-drop2,NA,,,Inbound Qualified,NA,NA,Eelin,,EGG ROLL YEH'S,,中餐,Delivery,TEXAS,"老板名字：林小姐
回拨时间; 1小时内
州：TEXAS
联系方式：(469) 422-5786
餐类型：中餐
电话订单：20-30
前台情况：自己接
送餐情况： 来取+送餐（自己员工）
客户来源：Inbound
促销活动：30 days free trial
NOTE：老板娘头疼送餐问题，想要找我们接电话+送餐， 麻烦联系VP+DE
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKIF5EAO/view",NA
2023-12-18,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop2,dec-Drop1,,,Rejected,No interest to talk to sales,NA,Eelin,,China Express,,中餐,Pickup,NA,"老板名字：吴
回拨时间;
州：
联系方式：(626) 689-8897
餐类型：中餐外卖
电话订单：10-20
前台情况：员工
送餐情况： 来取
客户来源：Inbound
促销活动：30 days free trial
NOTE：刚开张1-2个月，老板要询问服务和价钱，不要回电。
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Account/0018b00002XIThnAAH/view",NA
2023-12-18,Google SEM,DM,Mkt_PaidSearch_Google_AllCampaigns,dec-drop2,NA,,,Inbound Qualified,NA,NA,Kelvin,,CHINA STIX,,中餐,Delivery,TX,"老板名字：胡老板
联系方式： (210) 725-3288 
回拨时间：ASAP
餐类型：中餐，外卖
电话订单：一天大概50-60，周末更多
前台情况：自己接
送餐情况： 有请师傅送
客户来源： Inbound
促销活动： 30 Days Free Trial for VP+DE
note: 老板说他想要试用我们的服务。简单说了送外卖服务，需要绑定接电话服务。想了解收费",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKI4UEAW/view
2023-12-17,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop2,dec-Drop1,,,Unqualified,NA,Current Client,Eelin,,NA,,NA,NA,NA,enquiry for DE,NA
2023-12-17,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop2,dec-Drop1,,,Abandoned,NA,NA,Eelin,,NA,,NA,NA,NA,CALL BACK VOICEMAIL,NA
2023-12-17,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop2,dec-Drop1,,,Inbound Qualified,NA,NA,Eelin,,STAR KITCHEN,,中餐,Delivery,NY,"老板名字：曹老板
回拨时间; ASAP
州：NY
联系方式：(929) 339-5389
餐类型：中餐
电话订单：40-50
前台情况：自己接
送餐情况： 来取+送餐（自己员工）
客户来源：Inbound
促销活动：30 days free trial
NOTE：老板打来时电话背景有点吵，听得不清楚。在谈话中，了解老板有兴趣VP+DE，他目前也有请人在帮他送餐。老板提到来取的会比送餐多。老板也问送餐可以送多远
SFDC LINK: https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKErSEAW/view",NA
2023-12-17,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop2,dec-Drop1,,,Inbound Qualified,NA,NA,Eelin,,HOT WOK,,中餐,Pickup,Michigan,"老板名字：林老板
回拨时间; 1 小时内
州：Michigan
联系方式：9173256695
餐类型：中餐
电话订单：3w多
前台情况：自己接
送餐情况： 来取
客户来源：Outbound
促销活动：30 days free trial
NOTE：老板接到有点累，想找方便一点的方式，可以让他们做得轻松点，有兴趣VP 
SFDC LINK:https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKFzMEAW/view",NA
2023-12-15,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop2,dec-Drop1,,,Inbound Qualified,NA,NA,Kelvin,,PINEAPPLE RESTAURANT,,中餐,Delivery,NJ,"老板名字：林老板娘
联系方式： (917) 293-5570
回拨时间：ASAP
餐类型：中餐，外卖
电话订单：没算过，一天大概都有20-30
前台情况：有请ft接
送餐情况： doordash,ubereat送。自己也有请师傅送
客户来源： Inbound
促销活动： -
note: 老板娘说没听说过我们的服务。简单介绍了我们的服务，说了可以用app查每一天的单子。只是链接网线，需要自己打到电脑。说了送餐只送我们接的单，online order都让他们自己送。老板娘一般都很少去餐馆。想知道收费",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKIxGEAW/view
2023-12-15,DM,NA,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop2,dec-Drop1,,,Unqualified,NA,Duplicate,Kelvin,,CHINA CLUB,,NA,NA,NA,老板娘让经理回电给他。他想试用我们的服务，之前没接电话因为家里有事。Slack to notify JiaXin,https://wondersco.lightning.force.com/lightning/r/Account/001Uo000000esrJIAQ/view
2023-12-15,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop2,dec-Drop1,,,Inbound Qualified,NA,NA,Kelvin,,GREAT WALL CHINESE RESTAURANT,,中餐,Delivery,PA,"老板名字：张老板娘
联系方式： (646) 775-1666
回拨时间：ASAP
餐类型：中餐，外卖
电话订单：一天最少大概20-30
前台情况：自己接
送餐情况： 自己请师傅送
客户来源： Inbound
促销活动： -
note: 老板娘没听过我们的服务。收到广告，简单介绍我们的服务。没有和网络平台合作，自己请师傅送餐而已。餐馆营业时间是周一-周六，电话单的起伏不会太大，晚上时间会比较忙而已。想知道收费",https://wondersco.lightning.force.com/lightning/r/Lead/00Q8b00001xKJKCEA4/view
2023-12-15,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop2,dec-Drop1,,,Inbound Qualified,NA,NA,Sean,,NA,,美式中餐外卖,NA,FL,"老板名字：林老板
联系方式：6462840032
回拨时间：晚上8.30pm - 9.30pm
餐类型：美式中餐外卖 FL
电话订单：70-80单 一天
前台情况：夫妻一起接
送餐情况： 第三方平台 - doordash uber
客户来源：inbound
促销活动：DM - 送餐服务，礼篮
Notes (痛点等）：对送餐有兴趣 ，想询问费率，但是说不想代接电话，已经解释送餐服务需要绑定接电话 是一起的 介绍了PT 。老板说晚上打给他让他知道费率 还有问是不是有送礼篮",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000002l85qMAA/view
2023-12-15,DM,DM,Mkt_DM_Snowflake_2023ChristmasUSDrop1,dec-drop2,dec-Drop1,,,Inbound Qualified,NA,NA,Yannie,,JJ Hawaiian BBQ,,Hawaiian BBQ,Pickup,California,"老板名字：Mia
联系方式：3468120495 (California)
回拨时间：下周二12/19-早上9am
餐类型：Hawaiian BBQ
电话订单：20-30通
前台情况：有前台
送餐情况：来取，dooreat,grubhub,ubereat
客户来源：Inbound  5597934088
促销活动：30 Days Free Trial -VP
Notes (痛点等）：老板娘收到广告，简单咨询了怎么操作，什么机器。如果试用期间能不能取消，客人投诉电话，如果我们order错了食物是会怎么去处理，大概和她说了可以随时取消没有任何的违约金，order错食物的话会听回录音看当时的情况去处理，也有提到PT&FT的区别，要怎么付款给我们？用支票吗？ 想咨询收费先。",https://wondersco.lightning.force.com/lightning/r/Lead/00QUo000002l85qMAA/view
