Snowball Map,List Source,Restaurant Name,Address,City,State,Phone,Zipcode,First Name,Last Name,Employee Count Est.,Small Business Entrepreneur Indicator,Year Established,Ethnic Code Desc
85393,Yelp Greendot (Q42022),GYU,9821 S EASTERN AVE,LAS VEGAS,NV,7029719466,89183-6961,NA,NA,NA,NA,NA,Japanese
85394,Google API (Q42022),Gyu Kaku Japanese Bbq,265 18TH ST NW STE 4130,ATLANTA,GA,4042532989,30363-1126,SANDY,LU,4,N,2017,Chinese
85395,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,85 MIDDLESEX TPKE STE 3010,BURLINGTON,MA,7813651139,01803-5381,NA,NA,NA,NA,NA,Japanese
85396,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,23 DISTRICT AVE,DORCHESTER,MA,8573093812,02125-1683,NA,NA,NA,NA,NA,Japanese
85397,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,"16 ELIOT ST # 18, FL 2",CAMBRIDGE,MA,8572596666,02138-5706,SONYA,RITTER,9,Y,NA,Japanese
85398,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,1002 BEACON ST,BROOKLINE,MA,6172646190,02446-4001,ZADIA,LEE,10,Y,NA,Japanese
85399,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,34 COOPER SQ,NEW YORK,NY,2124752989,10003-7110,RYO,TOZU,8,Y,NA,Japanese
85400,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,805 3RD AVE FRNT 2,NEW YORK,NY,2127028816,10022-7513,JOJI,UEMATSU,7,Y,NA,Japanese
85401,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,620 AMSTERDAM AVE,NEW YORK,NY,6468502989,10024-1337,NA,NA,NA,NA,NA,Japanese
85402,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,321 W 44TH ST UNIT 103,NEW YORK,NY,6466929115,10036-5404,EDDIE,SCHATZ,9,Y,NA,Japanese
85403,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,1901 CALLOWHILL ST STE 1,PHILADELPHIA,PA,2676039482,19130-4150,ANGIE,PAN,8,Y,NA,Japanese
85404,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,8865 STANFORD BLVD STE 109,COLUMBIA,MD,8044914134,21045-5420,NA,NA,NA,NA,NA,Japanese
85405,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,1119 N HUDSON ST,ARLINGTON,VA,5715270445,22201-5013,NA,NA,7,Y,NA,Japanese
85406,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,650 E BROOKLYN VILLAGE AVE UNIT A,CHARLOTTE,NC,9805853012,28202-3400,NA,NA,NA,NA,NA,Japanese
85407,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,7858 TURKEY LAKE RD STE 100,ORLANDO,FL,4076135056,32819-7438,DAVID,PEREZ,9,Y,NA,Japanese
85408,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,34 SW 13TH ST STE R1,MIAMI,FL,3054008915,33130-4367,LUIS,CASTRO,11,Y,NA,Japanese
85409,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,11327 S DIXIE HWY,PINECREST,FL,7867327866,33156-4442,NA,NA,NA,NA,NA,Japanese
85410,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,5901 E GALBRAITH RD STE 216,CINCINNATI,OH,5138887879,45236-2230,NA,NA,NA,NA,NA,Japanese
85411,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,3025 LYNDALE AVE S,MINNEAPOLIS,MN,6122249888,55408-2935,NA,NA,NA,NA,NA,Japanese
85412,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,47 E CHICAGO AVE STE 108,NAPERVILLE,IL,6305368270,60540-5682,NA,NA,NA,NA,NA,Japanese
85413,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,210 E OHIO ST,CHICAGO,IL,3122668929,60611-3268,GAREEY,RUAN,12,Y,NA,Japanese
85414,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,2813 N BROADWAY ST,CHICAGO,IL,7736878110,60657-6016,NA,NA,6,Y,NA,Japanese
85415,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,7865 W 159TH ST,OVERLAND PARK,KS,9136819788,66223-3115,NA,NA,NA,NA,NA,Japanese
85416,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,400 LAFAYETTE ST STE 101,NEW ORLEANS,LA,5045078800,70130-3348,NA,NA,NA,NA,NA,Japanese
85417,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,8240 PRESTON RD STE 155,PLANO,TX,9727043450,75024-2382,NA,NA,NA,NA,NA,Japanese
85418,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,5290 BELT LINE RD STE 115,DALLAS,TX,4695673237,75254-7512,WINSTON,PHAN,8,Y,NA,Japanese
85419,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,7748 CYPRESS CREEK PKWY,HOUSTON,TX,8326888395,77070-5704,NA,NA,NA,NA,NA,Japanese
85420,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,11301 KATY FWY,HOUSTON,TX,8327670753,77079-2014,NA,NA,NA,NA,NA,Japanese
85421,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,1531 HIGHWAY 6 STE 130,SUGAR LAND,TX,8328864329,77478-4950,NA,NA,NA,NA,NA,Japanese
85422,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,1211 E 5TH ST STE 100,AUSTIN,TX,7372090351,78702-4048,NA,NA,NA,NA,NA,Japanese
85423,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,1998 18TH ST,DENVER,CO,7207264068,80202-6316,NA,NA,NA,NA,NA,Japanese
85424,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,100 STEELE ST STE 100,DENVER,CO,7208263214,80206-5250,NA,NA,NA,NA,NA,Japanese
85425,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,514 W 7TH ST,LOS ANGELES,CA,2139887178,90014-2502,NA,NA,NA,NA,NA,Japanese
85426,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,10925 W PICO BLVD,LOS ANGELES,CA,3102348641,90064-2111,AKI,YAMAGUCHI,11,N,NA,Japanese
85427,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,163 N LA CIENEGA BLVD,BEVERLY HILLS,CA,3106595760,90211-2206,TIRZA,ANDITTA,8,N,NA,Japanese
85428,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,231 ARIZONA AVE,SANTA MONICA,CA,4247448220,90401-1203,NA,NA,NA,NA,NA,Japanese
85429,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,70 W GREEN ST,PASADENA,CA,6264054842,91105-2008,BRIAN,TERAYAMA,7,N,NA,Japanese
85430,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,6600 TOPANGA CANYON BLVD UNIT 1010B,CANOGA PARK,CA,8188884030,91303-2651,DARRYL,AGORILLA,8,Y,NA,Japanese
85431,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,27025 MCBEAN PKWY,VALENCIA,CA,6612542355,91355-5145,NATWADEE,SANGMANEE,23,Y,NA,Japanese
85432,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,14457 VENTURA BLVD,SHERMAN OAKS,CA,8185015400,91423-2606,REY,UEHARA,9,Y,NA,Japanese
85433,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,116 S SAN FERNANDO BLVD,BURBANK,CA,8188460779,91502-1321,NA,NA,NA,NA,NA,Japanese
85434,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,801 5TH AVE,SAN DIEGO,CA,6193105782,92101-6107,NA,NA,NA,NA,NA,Japanese
85435,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,9844 HIBERT ST STE G-1,SAN DIEGO,CA,8586933790,92131-1000,ABEL,ALHAMBRA,10,Y,NA,Japanese
85436,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,7862 WARNER AVE STE 109,HUNTINGTON BEACH,CA,7148428333,92647-7364,WENDY,HO,13,N,NA,Japanese
85437,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,14181 NEWPORT AVE,TUSTIN,CA,7147311719,92780-5173,CHARLIE,NGUYEN,11,Y,NA,Japanese
85438,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,120 S BREA BLVD UNIT 1,BREA,CA,7146719378,92821-4991,TED,KIM,2,Y,NA,Japanese
85439,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,855 HOWARD ST,SAN FRANCISCO,CA,4157570905,94103-3009,NA,NA,NA,NA,NA,Japanese
85440,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,329 S ELLSWORTH AVE,SAN MATEO,CA,6503433255,94401-4023,NA,NA,7,Y,NA,Japanese
85441,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,459 8TH ST STE A,OAKLAND,CA,5103610117,94607-3936,NAVEED,MERCHANT,5,Y,NA,Japanese
85442,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,19620 STEVENS CREEK BLVD STE 150,CUPERTINO,CA,4088650149,95014-2487,DEAN,ZHANG,14,Y,NA,Japanese
85443,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,28 N ALMADEN AVE STE 70,SAN JOSE,CA,4083202811,95110-2545,NA,NA,NA,NA,NA,Japanese
85444,Yelp Greendot (Q42022),GYU-KAKU JAPANESE BBQ,14506 NE 20TH ST STE 2,BELLEVUE,WA,4252968818,98007-3764,CECILIA,GAO,7,Y,NA,Japanese
85445,Yelp Greendot (Q42022),H & K CHINESE RESTAURANT,7252 STATE FAIR BLVD,SYRACUSE,NY,3156384673,13209-1867,AARON,LI,8,Y,NA,Chinese
85446,Yelp Greendot (Q42022),H K CAF+Ź,4410 SE 82ND AVE STE 1000,PORTLAND,OR,5037718866,97266-2955,DANNY,WU,9,Y,NA,Chinese
85447,Yelp Greendot (Q42022),H MART - TROY,2963 E BIG BEAVER RD,TROY,MI,2486892222,48083-2467,NA,NA,NA,NA,NA,Chinese
85448,Yelp Greendot (Q42022),H2O,12 VIA DE LUNA DR,PENSACOLA BEACH,FL,8509162999,32561-2004,KIM,BEGLEY,270,N,NA,Japanese
85449,Yelp Greendot (Q42022),H2O POKE & GRILL,"13262 JAMBOREE RD, (THE MARKET PLACE)",IRVINE,CA,7145440066,92602-2309,JIM,HONG,9,Y,NA,Japanese
85450,Yelp Greendot (Q42022),HA AHN KOREAN RESTAURANT,3030 SUPERIOR AVE E,CLEVELAND,OH,2166641152,44114-4360,MICHAELEK,DONALD,8,Y,NA,Japanese
85451,Yelp Greendot (Q42022),HA LONG BAY & THE SPOT,10500 ULMERTON RD STE 288,LARGO,FL,7273033233,33771-3536,NA,NA,NA,NA,NA,Japanese
85452,Yelp Greendot (Q42022),HAANG'S BISTRO,225 E WALLED LAKE DR,WALLED LAKE,MI,2489261100,48390-3555,KA,YANG,8,Y,NA,Chinese
85453,Google API (Q42022),HAANGS BISTRO,225 E WALLED LAKE DR,WALLED LAKE,MI,6168937889,48390-3555,KA,YANG,9,Y,NA,Chinese
85454,Yelp Greendot (Q42022),HABACHI GRILL,409 ROYAL LINKS DR,BLYTHEWOOD,SC,8034195535,29016-8390,YIMEI,NI,11,Y,NA,Japanese
85455,Yelp Greendot (Q42022),HABACHIHANA GRILL,17221 BEACH BLVD,HUNTINGTON BEACH,CA,7145890214,92647-5904,NA,NA,NA,NA,NA,Japanese
85456,Yelp Greendot (Q42022),HACHI EXPRESS,107 CHURCH ST,CENTRAL,SC,8646397787,29630-4234,HERACLIO,PEREZ,8,Y,NA,Japanese
85457,Yelp Greendot (Q42022),HACHI HACHI,1255 CASH RD SW,CAMDEN,AR,8706750089,71701-5317,NA,NA,NA,NA,NA,Chinese
85458,Yelp Greendot (Q42022),HACHIDORI RAMEN,8222 NE 2ND AVE,MIAMI,FL,7864095963,33138-3802,NA,NA,2,Y,NA,Japanese
85459,Yelp Greendot (Q42022),HACIENDA HIBACHI,1445 S MAIN ST,SANTA ANA,CA,6572528450,92707-1716,NA,NA,NA,NA,NA,Japanese
85460,Yelp Greendot (Q42022),HAHA GRILL,1930 PACIFIC COAST HWY STE A,LOMITA,CA,3109336777,90717-2603,NA,NA,NA,NA,NA,Chinese
85461,Google API (Q42022),Hahns Hibachi,1710 POLK ST,SAN FRANCISCO,CA,4157761095,94109-3617,MICHAEL,KANG,9,Y,1978,Chinese
85462,Yelp Greendot (Q42022),HAI CANG HARBOR SEAFOOD RESTAURANT,11768 BELLAIRE BLVD,HOUSTON,TX,2815644288,77072-2452,HAI,CWANG,10,Y,NA,Chinese
85463,Yelp Greendot (Q42022),HAI HAI JAPANESE STEAKHOUSE & SUSHI,5157 JIMMY LEE SMITH PKWY,HIRAM,GA,6783840096,30141-2785,JOSEPH,LEE,14,Y,NA,Japanese
85464,Yelp Greendot (Q42022),HAI MASTER KITCHEN,24401 RIDGE ROUTE DR STE B102,LAGUNA HILLS,CA,9492997369,92653-7903,NA,NA,7,Y,NA,Chinese
85465,Yelp Greendot (Q42022),HAI POK+Ź,647 N HIGH ST,COLUMBUS,OH,6148171406,43215-1549,NA,NA,9,Y,NA,Japanese
85466,Yelp Greendot (Q42022),HAI'S SUSHI & PHO,2617 8TH AVE S STE 112,NASHVILLE,TN,6157605800,37204-2485,NA,NA,7,Y,NA,Japanese
85467,Yelp Greendot (Q42022),HAIKU SUSHI,4430 MAGAZINE ST,NEW ORLEANS,LA,5043010850,70115-1541,NA,NA,7,Y,NA,Japanese
85468,Yelp Greendot (Q42022),HAIKU TAMPA,808 N FRANKLIN ST,TAMPA,FL,8136445787,33602-3859,NA,NA,NA,NA,NA,Japanese
85469,Yelp Greendot (Q42022),HAIKU TOKYO,2224 E WILLIAMS FIELD RD STE 108,GILBERT,AZ,4809993299,85295-0782,NA,NA,2,Y,NA,Japanese
85470,Yelp Greendot (Q42022),HAJIMARU FISHTOWN,200 E GIRARD AVE,PHILADELPHIA,PA,2154268700,19125-3992,NA,NA,1,Y,NA,Japanese
85471,Yelp Greendot (Q42022),HAJIME RAMEN,334 VALLEYTREE PL,ESCONDIDO,CA,7603005820,92026-1411,NA,NA,NA,NA,NA,Japanese
85472,Yelp Greendot (Q42022),HAK BOX,"88 E BROADWAY, UNIT 106, LOCATED OUTSIDE ON FORSYTH STREET",NEW YORK,NY,6465900535,10002-6017,NA,NA,NA,NA,NA,Chinese
85473,Yelp Greendot (Q42022),HAK HEANG RESTAURANT,2041 E ANAHEIM ST,LONG BEACH,CA,5624340296,90804-3401,JIMMY,KHONG,10,Y,NA,Chinese
85474,Yelp Greendot (Q42022),HAKACHA RESTAURANT,311 3RD ST,ITHACA,NY,6073194006,14850-3458,NA,NA,NA,NA,NA,Japanese
85475,Yelp Greendot (Q42022),HAKASHI JAPANESE SUSHI BAR & GRILL,474 3RD ST,SAN FRANCISCO,CA,4158729589,94107-1223,NA,NA,NA,NA,NA,Japanese
85476,Yelp Greendot (Q42022),HAKATA JAPANESE STEAK & SEAFOOD HOUSE,2553 ONSLOW DR,JACKSONVILLE,NC,9104558180,28540-5609,NICHOLE,SEALE,27,Y,NA,Japanese
85477,Yelp Greendot (Q42022),HAKKA HOUSE CHINESE CUISINE,677 120TH AVE NE,BELLEVUE,WA,4256796922,98005-3045,NA,NA,NA,NA,NA,Chinese
85478,Yelp Greendot (Q42022),HAKKA KITCHEN,14474 BEACH BLVD,JACKSONVILLE,FL,9043791291,32250-2002,WENXIA,RAITI,10,Y,NA,Chinese
85479,Yelp Greendot (Q42022),HAKO JAPANESE RESTAURANT,2603 GLENWOOD AVE STE 155,RALEIGH,NC,9192350589,27608-1044,YONGXING,FANG,9,Y,NA,Japanese
85480,Yelp Greendot (Q42022),HALAL XPRESS,7524 18TH AVE,BROOKLYN,NY,7184169090,11214-1178,NA,NA,10,Y,NA,Chinese
85481,Yelp Greendot (Q42022),HALE STREET TAVERN OYSTER BAR,717 HALE ST,BEVERLY,MA,9789229232,01915-2138,JESS,CALA,6,Y,NA,Japanese
85482,Yelp Greendot (Q42022),HALF SHELL OYSTER HOUSE,"2408 PELHAM PKWY, 215 & 225",PELHAM,AL,2057305566,35124-1319,NA,NA,NA,NA,NA,Cajun Seafood
85483,Yelp Greendot (Q42022),HALF SHELL OYSTER HOUSE,218 MAIN ST,TRUSSVILLE,AL,2055985009,35173-1475,NA,NA,NA,NA,NA,Cajun Seafood
85484,Yelp Greendot (Q42022),HALF SHELL OYSTER HOUSE,616 29TH ST S,BIRMINGHAM,AL,2058828080,35233-2808,NA,NA,NA,NA,NA,Cajun Seafood
85485,Yelp Greendot (Q42022),HALF SHELL OYSTER HOUSE,2325 UNIVERSITY BLVD,TUSCALOOSA,AL,2058607001,35401-1543,NA,NA,NA,NA,NA,Cajun Seafood
85486,Yelp Greendot (Q42022),HALF SHELL OYSTER HOUSE,"30500 HIGHWAY 181, STE 800",SPANISH FORT,AL,2512068768,36527,NA,NA,NA,NA,NA,Cajun Seafood
85487,Yelp Greendot (Q42022),HALF SHELL OYSTER HOUSE,3654 AIRPORT BLVD STE F,MOBILE,AL,2513389350,36608-1616,HEATHER,WOODWORTH,1,N,NA,Cajun Seafood
85488,Yelp Greendot (Q42022),HALF SHELL OYSTER HOUSE,115 LAUREL PARK CV STE 105,FLOWOOD,MS,7692577586,39232-8054,BOB,TAYLOR,1,N,NA,Cajun Seafood
85489,Yelp Greendot (Q42022),HALF SHELL OYSTER HOUSE,6555 U S HIGHWAY 98 STE A,HATTIESBURG,MS,6012967901,39402-8440,WAYNE,MCQUEEN,1,N,NA,Cajun Seafood
85490,Yelp Greendot (Q42022),HALF SHELL OYSTER HOUSE,2500 13TH ST,GULFPORT,MS,2288677001,39501-1913,STEPHEN,VALLETTE,1,N,NA,Cajun Seafood
85491,Yelp Greendot (Q42022),HALF SHELL OYSTER HOUSE,125 LAMEUSE ST,BILOXI,MS,2284325050,39530-4209,NA,NA,NA,NA,NA,Cajun Seafood
85492,Yelp Greendot (Q42022),HALF SHELL OYSTER HOUSE,777 BEACH BLVD,BILOXI,MS,2282073330,39530-4300,DANIEL,MOTTOLA,8,N,NA,Cajun Seafood
85493,Yelp Greendot (Q42022),HALF SHELL OYSTER HOUSE,70367 HIGHWAY 21 STE 100,COVINGTON,LA,9852764500,70433-7150,ROBERT,TAYLOR,7,Y,NA,Cajun Seafood
85494,Yelp Greendot (Q42022),HALF SHELL OYSTER HOUSE,109 OLD CAMP RD STE 114,LAFAYETTE,LA,3374841120,70508-7299,MEGAN,EZELL,7,Y,NA,Cajun Seafood
85495,Yelp Greendot (Q42022),HALF SHELL OYSTER HOUSE OF MADISON,100 MERCHANT ST,MADISON,MS,6017901801,39110-1810,NA,NA,NA,NA,NA,Cajun Seafood
85496,Yelp Greendot (Q42022),HALUWA,44 GUSABEL AVE,NASHUA,NH,6038648348,03063-3237,NA,NA,NA,NA,NA,Chinese
85497,Yelp Greendot (Q42022),HAMA SUSHI,2415 CENTREVILLE RD STE B2,HERNDON,VA,7037130088,20171-3029,YOUNG,SON,7,Y,NA,Japanese
85498,Yelp Greendot (Q42022),HAMACHI SUSHI,9861 DYER ST STE 24,EL PASO,TX,9157555180,79924-4747,NA,NA,NA,NA,NA,Japanese
85499,Google API (Q42022),HAMADA OF JAPAN,18310 NORTH CREEK DR,TINLEY PARK,IL,7084152371,60477-6280,DAN,CHIANG,49,N,2002,Chinese
85500,Yelp Greendot (Q42022),HAMADA ORIENT EXPRESS,380 WORLD WAY,LOS ANGELES,CA,3106418595,90045-5800,NA,NA,NA,NA,NA,Japanese
85501,Yelp Greendot (Q42022),HAMAKAZE SUSHI IZAKAYA,13327 W WASHINGTON BLVD,LOS ANGELES,CA,3108229900,90066-5107,NICK,NISHI,8,Y,NA,Japanese
85502,Google API (Q42022),Hamako Asian Sushie Bar,9789 CHARLOTTE HWY,FORT MILL,SC,8038023303,29707-7177,NANCY,CHOU,4,Y,NA,Chinese
85503,Google API (Q42022),Han dynasty,260 N POTTSTOWN PIKE STE 12,EXTON,PA,6105244002,19341-2227,HAN M,CHIANG,9,Y,NA,Chinese
85504,Yelp Greendot (Q42022),HAN DYNASTY,404 MARLTON PIKE E STE 1,CHERRY HILL,NJ,8564280088,08034-2412,NA,NA,11,Y,NA,Chinese
85505,Yelp Greendot (Q42022),HAN DYNASTY,215 W 85TH ST,NEW YORK,NY,2128589060,10024-3901,NA,NA,9,Y,NA,Chinese
85506,Yelp Greendot (Q42022),HAN DYNASTY,4356 MAIN ST,PHILADELPHIA,PA,2155082066,19127-1468,TAO,CHIANG,14,Y,NA,Chinese
85507,Yelp Greendot (Q42022),HAN FUSION,3 LEBANON ST STE 15,HANOVER,NH,6036438888,03755-2158,TOM,LIANG,10,Y,NA,Chinese
85508,Yelp Greendot (Q42022),HAN IL GWAN RESTAURANT,9477 DYER ST,EL PASO,TX,9157597911,79924-6439,YONG,KIM,8,Y,NA,Chinese
85509,Yelp Greendot (Q42022),HAN KANG,7446 ORANGETHORPE AVE,BUENA PARK,CA,7142660037,90621-3315,NA,NA,NA,NA,NA,Japanese
85510,Yelp Greendot (Q42022),HAN KEE 2 RESTAURANT,2017 TULLY RD,SAN JOSE,CA,4082544665,95122-1801,SHUN,ZHU,1,Y,NA,Chinese
85511,Yelp Greendot (Q42022),HAN PALACE,2649 CONNECTICUT AVE NW,WASHINGTON,DC,2029690018,20008-1659,NA,NA,NA,NA,NA,Chinese
85512,Yelp Greendot (Q42022),HAN PALACE BARRACKS ROW,522 8TH ST SE,WASHINGTON,DC,2024812506,20003-2834,NA,NA,NA,NA,NA,Chinese
85513,Yelp Greendot (Q42022),HAN SUSHI,12201 E MISSISSIPPI AVE,AURORA,CO,7204006228,80012-3467,NA,NA,NA,NA,NA,Japanese
85514,Yelp Greendot (Q42022),HAN WOO RI,371 S LIMESTONE STE 110,LEXINGTON,KY,8592582208,40508-3064,JAEKEUM,NAM,3,Y,NA,Japanese
85515,Yelp Greendot (Q42022),HANA GRILL,250 S BEVERLY DR,BEVERLY HILLS,CA,3102743200,90212-3831,NA,NA,NA,NA,NA,Japanese
85516,Yelp Greendot (Q42022),HANA GRILL,401 NEWPORT CENTER DR STE A105,NEWPORT BEACH,CA,9497197785,92660-6963,WESTON,SUH,4,Y,NA,Japanese
85517,Yelp Greendot (Q42022),HANA HIBACHI & SUSHI,1201 BELT LINE RD,GARLAND,TX,9724969500,75040-3246,NA,NA,8,Y,NA,Japanese
85518,Yelp Greendot (Q42022),HANA HIBACHI & SUSHI,1151 S PRESTON RD STE 30,PROSPER,TX,4694816600,75078-5112,NA,NA,NA,NA,NA,Japanese
85519,Yelp Greendot (Q42022),HANA JAPANESE RESTAURANT,7 CONTINENTAL BLVD,MERRIMACK,NH,6033777253,03054-4339,NA,NA,7,Y,NA,Japanese
85520,Yelp Greendot (Q42022),HANA JAPANESE STEAKHOUSE,20 SHERATON DR,WOLCOTT,CT,2037564262,06716-2325,CARLOS,ZUNIGA,12,Y,NA,Japanese
85521,Yelp Greendot (Q42022),HANA JAPANESE STEAKHOUSE,1015 N BRIDGE ST,CHILLICOTHE,OH,7407799009,45601-1777,NA,NA,NA,NA,NA,Japanese
85522,Yelp Greendot (Q42022),HANA JAPANESE SUSHI BAR & GRILL,750 FRONT ST,NATCHITOCHES,LA,3183560989,71457-4680,RICK,NOWLIN,4,Y,NA,Japanese
85523,Google API (Q42022),Hana Japenese Restaurant,21 OAKLAND AVE,PRT JEFFERSON,NY,6314739264,11777-2171,SUNNY,YUN,4,Y,NA,Chinese
85524,Google API (Q42022),Hana Maki Sushi,2725 EL CAMINO REAL STE 101,SANTA CLARA,CA,4085540852,95051-3000,HANA,CHUNG,4,Y,NA,Chinese
85525,Yelp Greendot (Q42022),HANA MOON SUSHI,11531 SAN JOSE BLVD STE 9,JACKSONVILLE,FL,9044230071,32223-7911,NA,NA,NA,NA,NA,Japanese
85526,Yelp Greendot (Q42022),HANA RAMEN SUSHI,7450 BRIDGEWOOD BLVD STE 205,WEST DES MOINES,IA,5152229998,50266-8161,JOHN,BOUSLOG,1,Y,NA,Japanese
85527,Google API (Q42022),Hana Sushi,1101 E MARCH LN STE M,STOCKTON,CA,2094771667,95210-4500,JAMES,FUJII,9,Y,1970,Japanese
85528,Google API (Q42022),Hana Sushi,397 E ALTAMONTE DR STE 1200,ALTAMONTE SPG,FL,8456394062,32701-4406,DON,KIKUCHI,9,Y,NA,Japanese
85529,Yelp Greendot (Q42022),HANA SUSHI - JACKSON,1363 UNION UNIVERSITY DR STE H,JACKSON,TN,7313000777,38305-3863,PAUL,WILSON,2,Y,NA,Japanese
85530,Yelp Greendot (Q42022),HANA SUSHI & HIBACHI,530 SUSQUEHANNA BLVD,HAZLE TOWNSHIP,PA,5707510088,18202-3226,NA,NA,NA,NA,NA,Japanese
85531,Yelp Greendot (Q42022),HANA SUSHI & PHO,2667 PASS RD,BILOXI,MS,2286099116,39531-2625,NA,NA,NA,NA,NA,Japanese
85532,Yelp Greendot (Q42022),HANA SUSHI HIBACHI POKE BOWL,1363 UNION UNIVERSITY DR STE H,JACKSON,TN,7313003777,38305-3863,JU,CHEN,10,Y,NA,Japanese
85533,Yelp Greendot (Q42022),HANA TSUBAKI RESTAURANT,5006 J ST,SACRAMENTO,CA,9164562849,95819-3831,KATSUMI,TAKASHIBA,6,Y,NA,Japanese
85534,Google API (Q42022),Hanabi,1450 2ND AVE FRNT 1,NEW YORK,NY,2125701228,10021-3005,SHU LING,JIANG,19,N,NA,Chinese
85535,Yelp Greendot (Q42022),HANABI,3954 BEVERLY BLVD,LOS ANGELES,CA,2133222131,90004-3434,NA,NA,NA,NA,NA,Japanese
85536,Yelp Greendot (Q42022),HANABI JAPANESE RESTAURANT,11276 MERRITT ST,CASTROVILLE,CA,8316334262,95012-3421,YEONG,JANG,9,Y,NA,Japanese
85537,Yelp Greendot (Q42022),HANABI JAPANESE STEAK HOUSE,15302 LADY LAUREN LN,BRANDYWINE,MD,3016691999,20613-7714,NA,NA,NA,NA,NA,Japanese
85538,Yelp Greendot (Q42022),HANABI RAMEN - CARROLLTON,2540 OLD DENTON RD STE 120,CARROLLTON,TX,9722450100,75006-1447,JAIME,SALUDES,5,Y,NA,Japanese
85539,Yelp Greendot (Q42022),HANABI RAMEN & IZAKAYA - FORT WORTH,3204 CAMP BOWIE BLVD STE 106,FORT WORTH,TX,8174206703,76107-2761,DANIELLE,NGUYEN,10,Y,NA,Japanese
85540,Yelp Greendot (Q42022),HANAGASA,8TH AVE,CARMEL,CA,8316254470,93921,NA,NA,NA,NA,NA,Japanese
85541,Yelp Greendot (Q42022),HANAMARU JAPANESE MART,140 JERICHO TPKE,SYOSSET,NY,5169210600,11791-4514,NA,NA,NA,NA,NA,Japanese
85542,Yelp Greendot (Q42022),HANAMI,7934 GA HIGHWAY 21 STE 300,PORT WENTWORTH,GA,9129642888,31407-9806,YU,ZHAO,7,Y,NA,Japanese
85543,Yelp Greendot (Q42022),HANAMI JAPANESE CUISINE,525 AVENUE OF THE AMERICAS,NEW YORK,NY,2122559981,10011-8413,NA,NA,NA,NA,NA,Japanese
85544,Google API (Q42022),HANAMI RESTAURANT,301 CENTER AVE STE 4,WESTWOOD,NJ,2016668508,07675-1618,ERIC,CHAN,9,Y,NA,Chinese
