Snowball Map,Mapping Correction,Name,Business Type,Amenities,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,URL,Established,Estimated Employees,Phone,Contact Count,Most Common Email,Vitality Score,Reputation Score,Cuisines (Regional),Price Range,Website Technology Vendors,Ordering Solutions
60163,54577,S & W Pepper House,Restaurant,Groups; Seating; Reservations; Contactless Delivery; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,Kingsway,Burnaby,BC,V5H 2A9,Canada,,,,,,,,,,(604) 620-2117,0,,16,61,Chinese,$$,,
60162,48075,Mimimi,Restaurant,Counter Seating; Wi-Fi; Gift Cards; Online Ordering; TV; Reservations; Catering; Takeout,1 Millidge Ave,Saint John,NB,E2K 2N7,Canada,,,,,,,https://www.mimimi.ca/#home,2018,,(506) 631-8062,0,,46,97,Chinese,,Acuity Scheduling; Google Analytics; Squarespace,
60161,48785,Restaurant Pigor,Restaurant; Drinking Place,Groups; Wi-Fi; Table Service; Online Ordering; TV; Seating; Reservations; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Delivery; Takeout,3780 Rue Wellington,Montréal,QC,H4G 1V2,Canada,Julie,Pilote,Proprietor,Owner,,,restaurantpigor.com,,,(514) 907-0816,1,info@restaurantpigor.com,58,94,French; Japanese,$$,Wix Restaurants,Wix Restaurants
60160,,Prima Luna,Restaurant,Groups; Wheelchair Accessible; Table Service; Parking; Online Ordering; TV; Seating; Reservations; Delivery; Catering; High Chairs; Dine-in; Outdoor Seating; Takeout,7301 Boulevard Henri-Bourassa E,Montréal,QC,H1E 2Z6,Canada,Andrea Dell',Orefice,President and Member of the Board of Directors,Owner,,,primaluna.com,,,(514) 494-6666,1,info@primaluna.com,32,89,Japanese; Chinese; Italian,$$$,Google Analytics; Uber Eats,
60159,54542,Takara Sushi,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; Seating; Reservations; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,3726 Canada Way,Burnaby,BC,V5G 1G4,Canada,,,,,eat.takara@hotmail.com,,takarasushi.ca,,,(604) 439-0026,0,eat.takara@hotmail.com,48,89,Japanese,$$,DoorDash; Skip the Dishes; Squarespace; Uber Eats,
60158,53734,Rockwood Cafe,Restaurant,Groups; Table Service; Parking; TV; Seating; Bike Parking; Reservations; Outdoor Seating; Takeout,15292 HWY-3A,Central Kootenay,BC,V0B 1E0,Canada,Ben,Shiu,Proprietor,Owner,,,,,,(250) 227-6840,1,,13,91,Chinese; Thai,$$,,
60157,55331,Wu Han Spicy Duck Wu Yi Ya Bo,Restaurant,Online Ordering; Reservations; Delivery; Contactless Delivery; Curbside Pickup; Debit Cards; Dine-in; Takeout,8260 Westminster Hwy,Richmond,BC,V6X 3Y2,Canada,,,,,,,,,,(604) 447-8686,0,,19,85,Chinese,$,Skip the Dishes; Uber Eats,
60156,52117,Shanghai Restaurant,Restaurant,Groups; Gift Cards; Table Service; Seating; Reservations; Catering; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,907 Colborne St,Brantford,ON,N3S 3T3,Canada,,,,,info@communityof.com,,communityof.com,,,(519) 753-1767,0,cmtyof@gmail.com,60,86,Chinese,$,Eventbrite; Weebly,
60155,53476,Chow Lucky Noodle Bar,Restaurant,Groups; Debit Cards; Dine-in; TV; Takeout,8882 170 St NW,Edmonton,AB,T5T 4J2,Canada,,,,,,,,,,(587) 460-2427,0,,22,71,Chinese,$,,
60154,55451,Sushi jin,Restaurant,Delivery; Online Ordering; Takeout,1346 Burrard St,Vancouver,BC,V6Z 2B7,Canada,,,,,,,,,,(604) 688-2033,0,,2,90,Japanese,$$,DoorDash,
60153,52281,New Kirin Eatery,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Reservations; Bike Parking; Catering; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,2466 Dougall Ave,Windsor,ON,N8X 1T2,Canada,,,,,,,,,,(519) 966-9369,0,,26,81,Chinese,$$,,
60152,54450,Maguroguy Sushi & Grill Asian Cuisine,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; Seating; Bike Parking; Reservations; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,2670 152 St,Surrey,BC,V4P 1M8,Canada,Ellen,Kuo,Proprietor,Owner,,,maguroguy.ca,,,(604) 560-1424,1,contact@maguroguy.com,25,73,Korean; Japanese,$$,Google Analytics; Skip the Dishes; Uber Eats,
60151,54585,MaD Chicken,Restaurant,Delivery; Contactless Delivery; Online Ordering; Debit Cards; Takeout,4500 Kingsway,Burnaby,BC,V5H 2A9,Canada,,,,,,,,,,(604) 428-8600,0,,15,,Chinese,,Skip the Dishes; Uber Eats,
60150,,Top Shanghai Cuisine Restaurant,Restaurant,Delivery; QR Codes; Online Ordering; Takeout,5880 No 3 Rd,Richmond,BC,V6X 2E1,Canada,Tatsuo,Linuma,General Manager,Operations,,,http://www.topshanghaicuisine.com/index.htm,,,(604) 278-8790,1,,45,89,Chinese,$$,BC Restaurants; DoorDash,
60149,55443,Dim Sum Master,Restaurant,Delivery; Online Ordering; Takeout,1149 Granville St,Vancouver,BC,V6Z 1M1,Canada,,,,,,,,,,(604) 566-1666,0,,11,17,Chinese,$,Uber Eats,
60148,,East Place Chinese Restaurant,Restaurant,Groups; Wheelchair Accessible; Online Ordering; TV; Seating; Reservations; Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,48 Centennial Pkwy N,Hamilton,ON,L8E 1H6,Canada,,,,,,,eastplace.ca,1979,,(905) 560-2127,0,info@eastplace.ca,54,64,Cantonese; Chinese,$$,Google Analytics; Uber Eats,
60147,52535,Dim Sum Pembina Restaurant,Restaurant,Delivery; Online Ordering; Takeout,2677 Pembina Hwy,Winnipeg,MB,R3T 2H5,Canada,,,,,,,,,,(204) 269-7799,0,,12,85,Chinese,$$,Uber Eats,
60146,50392,Meet Noodles,Restaurant,Groups; Delivery; Online Ordering; Debit Cards; Dine-in; TV; Takeout,1900 Fowler Dr,Mississauga,ON,L5K 0A1,Canada,,,,,,,,,,(905) 916-8666,0,,24,92,Chinese,$,DoorDash; Skip the Dishes; Uber Eats,
60145,,South Silk Road Chinese restaurant Yun Zhi Nan Zhong Can Guan Ai Cheng Dian,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Reservations; Bike Parking; Delivery; Contactless Delivery; High Chairs; Debit Cards; Dine-in; Takeout,5552 Calgary Trl NW,Edmonton,AB,T6H 4K1,Canada,,,,,,,southsilkroadcuisine.com,,,(780) 760-2222,0,,37,85,Chinese,$$,Ecwid; TouchBistro Dine; TouchBistro Reservations; Uber Eats; Wix Restaurants,Wix Restaurants
60144,,Restaurant Wakai,Restaurant,Wi-Fi; Wheelchair Accessible; Table Service; Parking; Online Ordering; Seating; Reservations; Catering; Debit Cards; Dine-in; Outdoor Seating; Delivery; Takeout,5178 Rue du Président-Kennedy,Sherbrooke,QC,J1N 1H9,Canada,,,,,julie.wakai@hotmail.com,,restaurantwakai.ca,2019,,(819) 791-8067,0,julie.wakai@hotmail.com,46,87,Chinese,$$$,Google Analytics; UEAT; WooCommerce,UEAT
60143,,Little Tokyo Sushi,Restaurant,Wheelchair Accessible; Online Ordering; TV; Seating; Debit Cards; Dine-in; Outdoor Seating; Delivery; Takeout,152 Chadwick Ct,North Vancouver,BC,V7M 3K2,Canada,,,,,,,little-tokyo.ca,,,(604) 980-3365,0,,34,74,Japanese,$,Google Analytics,
60142,53991,Golden Plate,Restaurant,Delivery; Online Ordering; Debit Cards; Dine-in; Takeout,3328 15th Ave,Prince George,BC,V2M 0A1,Canada,,,,,,,goldenplate-bc.com,,,(250) 363-9701,0,,26,,Korean; Japanese; Vietnamese; Chinese; Thai,,DI develop; Skip the Dishes; Uber Eats,DI develop
60141,49981,Sakana - Sushi to Go,Restaurant,Wheelchair Accessible; Online Ordering; Reservations; Delivery; Curbside Pickup; Catering; Debit Cards; Takeout,7509 Yonge St,Markham,ON,L3T 2B4,Canada,,,,,,,https://sakana-sushi-takeaway.business.site,,,(647) 544-7655,0,,42,90,Japanese; Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,
60140,52322,Tai Pan China Cafe,Cafe; Restaurant,Seating; Groups; Wheelchair Accessible; High Chairs; Debit Cards; Dine-in; Takeout,385 Main St,Mattawa,ON,P0H 1V0,Canada,,,,,,,,,,(705) 744-1250,0,,16,88,Chinese,$$,,
60139,52344,Lee's China Garden Restaurant,Restaurant,Groups; Table Service; Seating; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,337 McIntyre St E,North Bay,ON,P1B 1C9,Canada,Kieu,Ly,Proprietor,Owner,,,,,,(705) 474-1334,1,,27,81,Chinese,$,,
60138,55008,Saku,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Parking; Eco-friendly Tableware; Online Ordering; Seating; Delivery; Debit Cards; Dine-in; Outdoor Seating; Takeout,1588 Robson St,Vancouver,BC,V6G 1C2,Canada,,,,,,,sakuvancouver.com,,,(778) 379-5872,0,,74,85,Japanese,$$,DoorDash; Uber Eats; Wix Restaurants,Wix Restaurants
60137,50157,Kookjae Sushi(gugjesigdang),Restaurant,Seating; Delivery; High Chairs; Online Ordering; Debit Cards; Dine-in; Takeout,155 Wellington St E,Aurora,ON,L4G 1J4,Canada,,,,,,,kookjaesikdang.com,,,(905) 750-8949,0,,35,98,Japanese,,Skip the Dishes; Uber Eats; Wix Restaurants,Wix Restaurants
60136,,TSUJIRI Halifax,Restaurant,Wi-Fi; Wheelchair Accessible; Online Ordering; Fresh Ingredients; Delivery; Debit Cards; Dine-in; Takeout,1605 S Park St,Halifax,NS,B3J 0J1,Canada,,,,,,,,,,(902) 429-9922,0,,14,84,Japanese,$$,Uber Eats,
60135,51991,Super Happy Garden,Restaurant; Quick Service,Groups; Wheelchair Accessible; Online Ordering; Seating; Reservations; Delivery; Contactless Delivery; Fast Service; Debit Cards; Dine-in; Takeout,259 Grange Rd,Guelph,ON,N1E 6R5,Canada,John,Harcourt,General Manager,Operations,,,super-happy-garden.com,,,(519) 822-8889,1,,33,85,Szechuan; Chinese,$$,DI develop; DoorDash,DI develop
60134,54081,China Kitchen Restaurant,Restaurant; Quick Service,Groups; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Reservations; Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,22805 Lougheed Hwy,Maple Ridge,BC,V2X 2V7,Canada,Michael,Tam,Proprietor,Owner,,,chinakitchenmapleridge.com,,,(604) 463-0001,1,,67,80,Canadian; American; Chinese,$$,DoorDash; Ecwid; Skip the Dishes; Wix Restaurants,Wix Restaurants
60133,,Bangkok Express,Restaurant,Groups; Wheelchair Accessible; Table Service; Seating; Reservations; Delivery; Parking; Online Ordering; TV; Contactless Delivery; High Chairs; Catering; Debit Cards; Dine-in; Outdoor Seating; Takeout,5645 Avenue de Monkland,Montréal,QC,H4A 1E2,Canada,,,,,,,bangkok-express.ca,2006,,(514) 223-4552,0,,29,86,Chinese,$$,Atomic Kitchens; DoorDash; Google Analytics; Skip the Dishes; TastyBoom; Uber Eats,TastyBoom
60132,52977,New Dynasty Buffet,Restaurant,Groups; Wheelchair Accessible; Online Ordering; TV; Seating; Reservations; Bike Parking; Delivery; Catering; High Chairs; Debit Cards; Dine-in; Takeout,575 28 St SE,Calgary,AB,T2A 6X1,Canada,Zeng,Guang,Principal,Owner,,,newdynastybarcalgary.com,,,(403) 248-0061,1,,24,75,Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,
60131,53953,Lu Yuan Chinese Restaurant,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Online Ordering; Seating; Reservations; High Chairs; Debit Cards; Dine-in; Delivery; Takeout,765 Columbia St W,Kamloops,BC,V2C 1K9,Canada,,,,,,,chineserestaurantbc.com,,,(250) 372-0852,0,,64,73,Chinese,$$$,,
60130,48108,Kwan's Cantonese Restaurant,Restaurant,Groups; Seating; Reservations; Curbside Pickup; Catering; High Chairs; Debit Cards; Dine-in; Takeout,3 Winter St,Sussex,NB,E4E 2H9,Canada,,,,,,,,,,(506) 433-2332,0,,21,79,Cantonese,$$,,
60129,50212,Szechuan Szechuan,Restaurant,Groups; Wheelchair Accessible; Table Service; Seating; Reservations; Bike Parking; Delivery; Parking; Online Ordering; TV; Fresh Ingredients; Contactless Delivery; Catering; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,1 Bass Pro Mills Dr,Vaughan,ON,L4K 5W4,Canada,,,,,express@szechuanszechuan.com,,szechuanszechuan.com,,,(905) 738-8398,0,thai@szechuanszechuan.com,82,75,Korean; Japanese; Thai,$,Qooway; Uber Eats; Wix Restaurants,Qooway; Wix Restaurants
60127,50305,Vegan Thai by Spoon and Fork Corner,Restaurant,Delivery; Online Ordering; Takeout,1225 Dundas St E,Mississauga,ON,L4Y 2C5,Canada,,,,,,,,,,(905) 803-1100,0,,5,98,Chinese; Thai,,Skip the Dishes; Uber Eats,
60126,48005,Bonsai Restaurant,Restaurant,Debit Cards; Takeout,118 Main St,Souris,PE,C0A 1H5,Canada,Lewis,Tung,Proprietor,Owner,,,,,,(902) 687-4118,1,,2,71,Chinese,$$,,
60125,50117,Diao Yu Tai Guo Yan,Restaurant,Delivery; Online Ordering; Takeout,9019 Leslie St,Richmond Hill,ON,L4B 4A3,Canada,,,,,,,http://www.bahnthaigroup.com,,,(905) 709-1759,0,,82,,Cantonese; Chinese,$$$,GlobalFood; Oracle GloriaFood; Uber Eats,GlobalFood; Oracle GloriaFood
60124,54367,Sushi Topia,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Bike Parking; Reservations; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,6350 120 St,Surrey,BC,V3X 3K1,Canada,,,,,,,sushi-topia.ca,,,(604) 592-2490,0,,28,88,Japanese,$$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats,
60123,55380,Cloud 9 Delicacy,Food Court; Restaurant,Wheelchair Accessible; Dine-in; Takeout,4540 No 3 Rd,Richmond,BC,V6X 4E4,Canada,,,,,,,,,,(604) 889-6612,0,,25,96,Chinese,$,,
60122,51002,Xin Ban Mu Yuan Backyard Garden Restaurant,Restaurant,Seating; Groups; Reservations; High Chairs; Dine-in; Delivery; Takeout,200 Silver Star Blvd,Toronto,ON,M1V 5H4,Canada,,,,,,,,,,(905) 415-8988,0,,2,53,Chinese,,,
60120,51559,Tenon Vegetarian Cuisine,Restaurant,Delivery; Online Ordering; Takeout,487 Bloor St W,Toronto,ON,M5S 1Y2,Canada,,,,,,,,,,(416) 975-5555,0,,2,96,Japanese,$$,DoorDash,
60119,49532,Burning Grill Korean Cuisine,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Reservations; Delivery; High Chairs; Debit Cards; Dine-in; Takeout,1399 Princess St,Kingston,ON,K7M 3E9,Canada,,,,,burninggrillkorea@gmail.com,,,,,(613) 544-2666,0,burninggrillkorea@gmail.com,20,87,Korean; Japanese,$$,DoorDash; Skip the Dishes; Uber Eats,
60118,52657,Ying Ying Chinese Food,Restaurant,Dine-in; Takeout,146 Bridge Rd,Headingley,MB,R4H 1G8,Canada,Ross,Kennedy,Proprietor,Owner,,,,,,(204) 888-8865,1,,11,90,Chinese,,,
60117,50990,Shaxian Delicacies,Restaurant,Groups; Table Service; Online Ordering; TV; Bike Parking; Reservations; Delivery; Takeout,3280 Midland Ave,Toronto,ON,M1V 4W8,Canada,,,,,,,,,,(416) 754-3248,0,,16,76,Chinese,$,Uber Eats,
60116,51744,Metsuyan Sushi,Restaurant,Delivery; Online Ordering; Takeout,3011 Bathurst St,Toronto,ON,M6B 3B5,Canada,,,,,,,,,,(416) 646-2277,0,,2,96,Japanese,,Skip the Dishes; Uber Eats,
60114,52929,Nori Bento & Udon,Restaurant,Delivery; Wheelchair Accessible; Contactless Delivery; Online Ordering; Debit Cards; Dine-in; Takeout,501 1 Ave S,Lethbridge,AB,T1J 4L9,Canada,,,,,,,,,,(403) 929-6126,0,,9,93,Japanese,,Skip the Dishes; Uber Eats,
60113,51597,PanPan Noodle Bar,Restaurant,Groups; Wi-Fi; Table Service; Parking; Online Ordering; Reservations; Bike Parking; Delivery; Catering; Debit Cards; Dine-in; Takeout,23 Baldwin St,Toronto,ON,M5T 1L1,Canada,,,,,,,,,,(647) 350-1666,0,,25,83,Chinese,$,Uber Eats,
60112,49455,Liu's Cuisine,Restaurant,Groups; Wheelchair Accessible; Parking; Online Ordering; TV; Reservations; Delivery; Contactless Delivery; Catering; Debit Cards; Dine-in; Takeout,3570 Strandherd Dr,Ottawa,ON,K2J 5L4,Canada,Nick,Liu,Proprietor,Owner,,,liuscuisine.com,,,(613) 843-0212,1,,32,81,Vietnamese; Chinese; Thai,$,Skip the Dishes; Uber Eats,
60111,,Sushi Ah Lin Tokyo Restaurant Mont-Tremblant,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Seating; Reservations; High Chairs; Debit Cards; Dine-in; Outdoor Seating; Takeout,1072 Rue de St-Jovite,Mont-Tremblant,QC,J8E 3J9,Canada,,,,,,,sushiahlin.com,,,(819) 717-3918,0,,65,77,Japanese,$$$,GoDaddy Sites,
60110,55291,Suhang Restaurant,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; TV; Seating; Reservations; Bike Parking; Delivery; Contactless Delivery; High Chairs; Debit Cards; Dine-in; Takeout,8291 Ackroyd Rd,Richmond,BC,V6X 3K5,Canada,Yukie,Shi,Proprietor,Owner,,,suhangrestaurant.ca,,,(604) 278-7787,1,,43,81,Chinese,$$,DoorDash; Uber Eats; Wix Restaurants,Wix Restaurants
60109,,Indochine Kitchen,Restaurant,Groups; Online Ordering; Seating; Reservations; Delivery; Dine-in; Outdoor Seating; Takeout,1 E Broadway,Vancouver,BC,V5T 1V4,Canada,,,,,,,indochinekitchen.ca,,,(604) 568-0828,0,info@indochinekitchen.ca,40,69,Malaysian; Vietnamese; Chinese,$$,Skip the Dishes; Uber Eats,
60108,54362,Apna Chaat House,Restaurant; Quick Service,Groups; Wheelchair Accessible; Online Ordering; TV; Seating; Reservations; Delivery; Fast Service; Catering; Debit Cards; Dine-in; Takeout,7500 120 St,Surrey,BC,V3W 3N1,Canada,Komal,Shaikh,President,General,,,apnachaat.com,,,(604) 502-8081,2,,34,82,Indian; American; Chinese,$$,DoorDash; DoorDash Storefront; Google Analytics; Skip the Dishes; Uber Eats,DoorDash Storefront
60107,50108,Li Ji *Chuan Cai *Shao Kao Lee Brothers BBQ,Restaurant,Delivery; Online Ordering; Takeout,222 HWY-7,Richmond Hill,ON,L4b 3z4,Canada,,,,,,,,,,(905) 237-9749,0,,3,100,Korean; Japanese,$,Uber Eats,
60106,49772,Banh Mi N' Rice,Restaurant,Delivery; Contactless Delivery; Online Ordering; Debit Cards; Dine-in; Takeout,44 Livingston Ave,Grimsby,ON,L3M 1L1,Canada,,,,,,,,,,(905) 309-0101,0,,18,98,Korean; Vietnamese; Chinese,,Skip the Dishes,
60105,52980,Forbidden City,Restaurant,Groups; Wheelchair Accessible; Table Service; Seating; Reservations; Bike Parking; Delivery; Parking; Online Ordering; TV; Contactless Delivery; High Chairs; Catering; Debit Cards; Dine-in; Takeout,999 36 St NE,Calgary,AB,T2A 7X6,Canada,C.,Orr,Proprietor,Owner,,,,,,(403) 250-1848,1,,22,79,Chinese,$$,Skip the Dishes; Uber Eats,
60104,53920,Bluetail Sushi,Restaurant,Groups; Wheelchair Accessible; Table Service; Online Ordering; Seating; Reservations; Delivery; High Chairs; Dine-in; Takeout,1873 Spall Rd,Kelowna,BC,V1Y 4R2,Canada,,,,,,,bluetailsushi.ca,,,(236) 420-2290,0,,36,88,Japanese,$$,Skip the Dishes; Uber Eats; Wix Restaurants,Wix Restaurants
60103,47889,May Garden Chinese Restaurant Dartmouth,Restaurant,Groups; Wheelchair Accessible; Table Service; Seating; Reservations; Delivery; Curbside Pickup; Parking; Online Ordering; TV; Fresh Ingredients; Contactless Delivery; Fast Service; Catering; High Chairs; Debit Cards; Dine-in; Takeout,136 Portland St,Halifax,NS,B2Y 1J1,Canada,,,,,,,maygarden.ca,1976,,(902) 469-2226,0,,26,83,Canadian; Chinese,$$,DoorDash; Skip the Dishes; Uber Eats,
60102,55656,Vicexpress Teriyaki & Roll,Restaurant,Delivery; Wheelchair Accessible; Online Ordering; Debit Cards; Dine-in; Takeout,1701 Douglas St,Victoria,BC,V8W 0C1,Canada,,,,,,,vicexpressteriyakiroll.ca,,,(778) 265-8374,0,,38,84,Japanese,$,Skip the Dishes,
60101,52378,Choy See & Cantonese Cuisine,Restaurant,Groups; Reservations; Debit Cards; Dine-in; Delivery; Takeout,246 Algonquin Blvd W,Timmins,ON,P4N 2R7,Canada,Ricky,Lee,President,General,,,,,,(705) 264-6200,1,,16,80,Chinese,$$,,
60100,52291,Shin Shin Chinese Restaurant,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Gift Cards; Table Service; Seating; Reservations; Bike Parking; Delivery; Curbside Pickup; Online Ordering; TV; Contactless Delivery; Fast Service; Catering; High Chairs; Debit Cards; Dine-in; Takeout,978 University Ave W,Windsor,ON,N9A 5S2,Canada,Cai,He,General Manager,Operations,,,shinshinrestaurant.com,,,(519) 252-1449,3,info@shinshinrestaurant.com,30,87,Chinese,$,GlobalFood; Oracle GloriaFood; Skip the Dishes; Uber Eats,GlobalFood; Oracle GloriaFood
60099,54140,Kisso Sushi & Ramen,Restaurant,Groups; Delivery; Online Ordering; Fresh Ingredients; Takeout,Prairie Ave,Port Coquitlam,BC,V3B 1T3,Canada,,,,,,,https://kissosushi.ca,,,(604) 461-0442,0,,29,91,Japanese,$,DoorDash; Google Analytics; Skip the Dishes; Uber Eats,
60098,52874,Gourmet China,Restaurant,Groups; Wheelchair Accessible; Table Service; Seating; Reservations; Debit Cards; Dine-in; Delivery; Takeout,52 Highway Ave,Fox Creek,AB,T0H 1P0,Canada,,,,,gourmetchinaab@gmail.com,,gourmetchina.ca,,,(780) 622-2288,0,gourmetchinaab@gmail.com,53,77,Chinese,$$,,
60097,47994,Dekies Restaurant,Restaurant; Quick Service,Groups; Wheelchair Accessible; Online Ordering; Seating; Delivery; Fast Service; High Chairs; Debit Cards; Dine-in; Takeout,720 Sackville Dr,Halifax,NS,B4E 3A4,Canada,Kwok,Tse,Director,General,,,dekiesrestaurant.ca,,,(902) 252-4100,1,,35,67,Chinese,,Skip the Dishes; Wix Restaurants,Wix Restaurants
60096,50473,Cafe Mozaiko,Restaurant,Seating; Delivery; Curbside Pickup; Online Ordering; Dine-in; Outdoor Seating; Takeout,60 Cathedral High St,Markham,ON,L6C 0P3,Canada,,,,,,,,,,(905) 887-2014,0,,17,93,Japanese,$$,Skip the Dishes; Uber Eats,
60095,,Milan Gatineau,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Table Service; Non-Smoking; Seating; Reservations; Delivery; Curbside Pickup; Counter Seating; Parking; Online Ordering; TV; High Chairs; Catering; Debit Cards; Dine-in; Outdoor Seating; Takeout,740 Boulevard Maloney O,Gatineau,QC,J8T 8K7,Canada,Fadi Abou,Assi,President,General,,,milangatineau.com,2017,,(819) 561-4000,4,info@milangatineau.com,27,77,Mexican; Japanese; Italian,$$,DoorDash; Skip the Dishes; Uber Eats,
60094,,The Hungry Sumo,Restaurant,Groups; Gift Cards; Table Service; TV; Seating; Reservations; Curbside Pickup; High Chairs; Debit Cards; Dine-in; Takeout,188 1st St,Collingwood,ON,L9Y 1A7,Canada,Sarah,Sabbe,General Administrator,Owner,,,thehungrysumo.com,2010,,(705) 293-1037,1,info@thehungrysumo.com,35,83,Japanese,$$,Squarespace,
60093,54584,Han Ju Restaurant (Han Zhou Can Ting ),Restaurant,Delivery; Online Ordering; Takeout,4500 Kingsway,Burnaby,BC,V5H 2A9,Canada,,,,,,,,,,(604) 434-8098,0,,9,88,Chinese; Taiwanese,$,DoorDash; Uber Eats,
60092,53435,Panda Hut Express,Restaurant,Groups; Wi-Fi; Wheelchair Accessible; Online Ordering; TV; Seating; Delivery; Contactless Delivery; Catering; Drive-Thru; High Chairs; Debit Cards; Dine-in; Takeout,14204 118 Ave NW,Edmonton,AB,T5L 2M5,Canada,,,,,admin@pandahutexpress.net,,pandahutexpress.net,,,(587) 473-3663,0,southorders@pandahutexpress.net,46,74,Chinese,$,DoorDash; Facebook Pixel; Google Analytics; Skip the Dishes; Square; Uber Eats,Square
60091,51264,Attosushi,Restaurant,Delivery; Online Ordering; Takeout,2231 Danforth Ave,Toronto,ON,M4C 1K4,Canada,,,,,,,https://atto-sushi.business.site,,,(416) 792-2231,0,,31,95,Japanese,,Ritual; Skip the Dishes; Uber Eats,
60090,49095,Restaurant chong qing,Restaurant,Reservations; Debit Cards; Dine-in; Takeout,5625 Boulevard Grande-Allée,Brossard,QC,J4Z 3G3,Canada,,,,,,,,,,(450) 443-3092,0,,8,81,Chinese,$$,,
