Snowball.Map,Name,Contact.Last.Name,Contact.First.Name,Contact.Salutation,Contact.Gender.Code,Contact.Title.Description,Price,Reviews,Category,Phone.Number,FullAddress,Street,City,State,Zip,Location.Sales.Volume.Description,Location.Employment.Size.Description,Small.Business.Entrepreneur.Indicator,Vendor.Ethnicity.Description,infoUSA.ID,Franchise.Specialty.Description1,True.Franchise.Indicator
68530,Lee's Kitchen,,,,,,null,2,Chinese,(613) 341-8686,"['2523 Parkedale Avenue', 'Unit B', 'Brockville, ON K6V 3H2', 'Canada']",2523B Parkedale Ave,Brockville,ON,K6V 3H2,,,,,NA,,
68531,Island Delight,GUAN,EDWARD,MR,M,OWNER,$$,11,Chinese,(613) 342-3628,"['140 King Street W', 'Brockville, ON K6V 3R4', 'Canada']",140 King St W,Brockville,ON,K6V 3R5,"LESS THAN $500,000",4-Jan,Y,Chinese,13938139,,
68532,Golden Gate Restaurant,CAO,LEON,MR,M,OWNER,$$,3,Chinese,(613) 342-0408,"['172 King Street W', 'Brockville, ON K6V 3R5', 'Canada']",172 King St W,Brockville,ON,K6V 3R5,"LESS THAN $500,000",4-Jan,Y,Vietnamese,14352884,,
68533,Kazuko,,,,,,null,1,Japanese,(613) 345-5164,"['10 Broad Street', 'Brockville, ON K6V 4T7', 'Canada']",10 Broad St,Brockville,ON,K6V 4T7,,,,,NA,,
68534,Kochi Sushi,WANG,CHUNKAI,MR,M,OWNER,$$,14,Chinese,(613) 345-3699,"['160 Stewart Boulevard', 'Brockville, ON K6V 4W6', 'Canada']",160 Stewart Blvd,Brockville,ON,K6V 4W6,"LESS THAN $500,000",9-May,Y,Chinese,62009055,,
68535,King Star Buffets,CAI,SUSAN,MS,F,OWNER,null,1,Chinese,(613) 283-5798,"['15 Greig Street', 'Smiths Falls, ON K7A 1M1', 'Canada']",15 Greig St,Smiths Falls,ON,K7A 1M1,"LESS THAN $500,000",9-May,Y,Chinese,14884076,,
68536,Fisherman Palace,,,,,,$$,1,Chinese,(613) 257-1888,"['45 Munro Street', 'Carleton Place, ON K7C 1H6', 'Canada']",45 Munro St,Carleton Place,ON,K7C 1H6,"LESS THAN $500,000",9-May,N,Unknown,439924920,,
68537,Good Companion Restaurant,LI,SUE,MS,F,MANAGER,null,7,Chinese,(613) 253-3288,"['15 Allan Street', 'Carleton Place, ON K7C 1T1', 'Canada']",15 Allan St,Carleton Place,ON,K7C 1T1,"LESS THAN $500,000",4-Jan,N,Chinese,51696870,,
68538,Hing Wah Restaurant,CHEN,CHO,MS,F,OWNER,$$,3,Chinese,(613) 253-1818,"['1 Bell Street', 'Carleton Place, ON K7C 1V8', 'Canada']",1 Bell St,Carleton Place,ON,K7C 1V8,"LESS THAN $500,000",9-May,Y,Chinese,24782237,,
68539,Sushi Sun,,,,,,$$$,11,Japanese,(613) 463-9118,"['80 King Street E', 'Gananoque, ON K7G 1G1', 'Canada']",80 King St E,Gananoque,ON,K7G 1G1,"LESS THAN $500,000",9-May,N,Unknown,707897093,,
68540,Boston Chinese Restaurant,GUO,JENNY,MS,F,MANAGER,$$,16,Chinese,(613) 382-3338,"['146 King Street E', 'Gananoque, ON K7G 1G2', 'Canada']",146 King St E,Gananoque,ON,K7G 1G2,"LESS THAN $500,000",9-May,N,Chinese,36480473,,
68541,House of Dragon Restaurant,HUI,LAINA,MS,F,OWNER,$$,16,Chinese,(613) 382-3636,"['790 King Street E', 'Gananoque, ON K7G 1H3', 'Canada']",790 King St E,Gananoque,ON,K7G 1H3,"LESS THAN $500,000",4-Jan,Y,Chinese,14558084,,
68542,Kothu Labs,,,,,,null,3,Cajun Seafood,(613) 201-5227,"['40 Foster Street', 'Perth, ON K7H 1R7', 'Canada']",40 Foster St,Perth,ON,K7H 1R7,,,,,NA,,
68543,Skye Dragon Restaurant,LA,PHUONG,MS,F,OWNER,$$,1,Chinese,(613) 267-2828,"['70 Foster Street', 'Perth, ON K7H 1S1', 'Canada']",70 Foster St,Perth,ON,K7H 1S1,"LESS THAN $500,000",9-May,Y,Vietnamese,16084584,,
68544,Skye Dragon,LA,PHUONG,MS,F,OWNER,null,1,Chinese,(613) 267-2828,"['70 Foster Street', 'Perth, ON K7H 1R9', 'Canada']",70 Foster St,Perth,ON,K7H 1S1,"LESS THAN $500,000",9-May,Y,Vietnamese,16084584,,
68545,The Hot Wok - Asian Fusion,LE,TAM,MR,M,OWNER,$$,5,Chinese,(613) 264-9994,"['41 Wilson Street W', 'Perth, ON K7H 2N1', 'Canada']",41 Wilson St W,Perth,ON,K7H 2N1,"LESS THAN $500,000",4-Jan,Y,Vietnamese,436378106,,
68546,Silver Wok,LEE,DON,MR,M,OWNER,$$,29,Chinese,(613) 544-6634,"['373 King Street E', 'Kingston, ON K7K 2Y1', 'Canada']",373 King St E,Kingston,ON,K7K 2Y1,"$500,000-1 MILLION",19-Oct,N,English,16067027,,
68547,Sunflower Chinese Restaurant,,,,,,$$,18,Chinese,(613) 507-2688,"['41 Montreal Street', 'Kingston, ON K7K 3E7', 'Canada']",41 Montreal St,Kingston,ON,K7K 3E7,,,,,NA,,
68548,East Side Village,HUANG,JIAN,MR,M,OWNER,$$,12,Chinese,(613) 542-2228,"['7-472 Division Street', 'Kingston, ON K7K 4B1', 'Canada']",7-472 Division St,Kingston,ON,K7K 4B1,"LESS THAN $500,000",4-Jan,Y,Chinese,56999519,,
68549,New Garden Restaurant,DONG,WILBERT,MR,M,OWNER,$$,6,Chinese,(613) 542-5664,"['779 Division Street', 'Kingston, ON K7K 4C2', 'Canada']",779 Division St,Kingston,ON,K7K 4C2,"LESS THAN $500,000",9-May,Y,Vietnamese,15333453,,
68550,Maki Sushi & Noodle,,,,,,null,1,Japanese,(613) 545-5656,"['1218 15 Kingston', 'Kingston, ON K7K 7J8', 'Canada']",1218 15,Kingston,ON,K7K 7J8,,,,,NA,,
68551,Sushi Ya Zen,KIM,HONG,MR,M,PRESIDENT,$$,25,Japanese,(613) 530-2546,"['49 Princess Street', 'Kingston, ON K7L 1A3', 'Canada']",49 Princess St,Kingston,ON,K7L 1A3,"LESS THAN $500,000",4-Jan,Y,Korean,57002123,,
68552,Sima Sushi,,,,,,$$,99,Japanese,(613) 542-8040,"['66 Princess St', 'Kingston, ON K7L 1A5', 'Canada']",66 Princess St,Kingston,ON,K7L 1A5,"LESS THAN $500,000",9-May,N,Unknown,58847955,,
68553,Northern Chinese Barbeque,,,,,,null,13,Chinese,(613) 531-8188,"['185 Princess Street', 'Kingston, ON K7L 1A9', 'Canada']",185 Princess St,Kingston,ON,K7L 1A9,,,,,NA,,
68554,Sophie's Noodle House,,,,,,null,2,Chinese,(613) 531-3111,"['160 Princess Street', 'Kingston, ON K7L 1B1', 'Canada']",160 Princess St,Kingston,ON,K7L 1B1,,,,,NA,,
68555,Miss B?o,,,,,,null,1,Japanese,(613) 545-0123,"['286 Princess Street', 'Kingston, ON K7L 1B5', 'Canada']",286 Princess St,Kingston,ON,K7L 1B5,,,,,NA,,
68556,Choi's Roll,,,,,,null,17,Japanese,(613) 546-8800,"['326 Princess Street', 'Kingston, ON K7L 1B6', 'Canada']",326 Princess St,Kingston,ON,K7L 1B6,"LESS THAN $500,000",4-Jan,N,Unknown,439993760,,
68557,Meet Cuisine,,,,,,null,16,Chinese,(613) 531-8788,"['371 Princess St', 'Kingston, ON K7L 1B9', 'Canada']",371 Princess St,Kingston,ON,K7L 1B9,,,N,Unknown,781943416,,
68558,Dim Sum Kingston,LEE,ANDY,MR,M,MANAGER,$,22,Chinese,(613) 766-0194,"['501 Princess Street', 'Kingston, ON K7L 1C5', 'Canada']",501 Princess St,Kingston,ON,K7L 1C3,"LESS THAN $500,000",9-May,N,English,61959664,,
68559,Izumo Sushi,KATAYAMA,YOSHI,MS,F,OWNER,$$,17,Japanese,(613) 549-0956,"['499 Princess Street', 'Kingston, ON K7L 1C3', 'Canada']",499 Princess Street,Kingston,ON,K7L 1C3,"LESS THAN $500,000",4-Jan,Y,Japanese,30442537,,
68560,Vip Chinese Restaurant,LI,JIN,MS,F,OWNER,$$,12,Chinese,(613) 530-2828,"['528 Princess St', 'Kingston, ON K7L 1C5', 'Canada']",528 Princess St,Kingston,ON,K7L 1C5,"LESS THAN $500,000",4-Jan,Y,Chinese,30442685,,
68561,Yellow River Chinese Buffet,,,,,,null,5,Chinese,(613) 549-7685,"['842 Princess Street', 'Kingston, ON K7L 1G3', 'Canada']",842 Princess St,Kingston,ON,K7L 1G3,,,,,NA,,
68562,Jina Sushi Campus,,,,,,$$,19,Japanese,(613) 766-7026,"['409 Johnson Street', 'Kingston, ON K7L 1Z1', 'Canada']",409 Johnson St,Kingston,ON,K7L 1Z1,"LESS THAN $500,000",9-May,N,Unknown,63923585,,
68563,Sushibar Da,,,,,,$$,24,Japanese,(613) 544-6278,"['354 King Street E', 'Kingston, ON K7L 1A4', 'Canada']",354 King St E,Kingston,ON,K7L 3B6,,,,,NA,,
68564,O My Sushi,HAN,DON,MR,M,OWNER,null,8,Japanese,(613) 766-2444,"['272 Bagot Street', 'Kingston, ON K7L 3G5', 'Canada']",272 Bagot St,Kingston,ON,K7L 3G5,"LESS THAN $500,000",4-Jan,Y,Chinese,707687530,,
68565,Ta-Ke Sushi,KIM,WOO CHANG,MR,M,OWNER,$$,16,Japanese,(613) 544-1376,"['120 Princess St', 'Kingston, ON K7L 5M6', 'Canada']",120 Princess St,Kingston,ON,K7L 5M6,"LESS THAN $500,000",4-Jan,Y,Korean,43587070,,
68566,Kai's Delight,,,,,,$,17,Chinese,(613) 547-5888,"['Portsmouth Village', '680 King Street W', 'Kingston, ON K7M 2E8', 'Canada']",680 King St W Portsmouth Village,Kingston,ON,K7M 2E8,"LESS THAN $500,000",9-May,N,Unknown,63392732,,
68567,Eunice Sushi,,,,,,$$,8,Japanese,(613) 776-9999,"['682 King Street W', 'Unit 1', 'Kingston, ON K7M 2G1', 'Canada']",682 King St W Unit 1,Kingston,ON,K7M 2E8,,,,,NA,,
68568,Sapporo Kingston Japanese Restaurant,WON,MARK,MR,M,OWNER,$$,11,Japanese,(613) 531-2662,"['277 Bath Road', 'Kingston, ON K7M 2X6', 'Canada']",277 Bath Road,Kingston,ON,K7M 2X6,"LESS THAN $500,000",4-Jan,Y,Chinese,33496837,,
68569,Mandarin Restaurant,,,,,,$$,36,Chinese,(613) 546-2000,"['1300 Bath Road', 'Kingston, ON K7M 4X4', 'Canada']",1300 Bath Rd,Kingston,ON,K7M 4X4,$2.5-5 MILLION,50-99,N,Unknown,439606091,,Y
68570,Sakura,LIN,HUI,MS,F,OWNER,$$,32,Japanese,(613) 531-8882,"['1350 Bath Road', 'Kingston, ON K7L 1H2', 'Canada']",1350 Bath Rd,Kingston,ON,K7M 4X4,"LESS THAN $500,000",9-May,Y,Chinese,55013379,,
68571,Lechee Garden,,,,,,null,7,Chinese,(613) 389-8480,"['1758 Bath Road', 'Kingston, ON K7M 4Y2', 'Canada']",1758 Bath Rd,Kingston,ON,K7M 4Y2,,,,,NA,,
68572,The Jade Garden,CHENG,WEI,MR,M,OWNER,null,4,Chinese,(613) 389-0086,"['1757 Bath Road', 'Kingston, ON K7M 4Y3', 'Canada']",1757 Bath Rd,Kingston,ON,K7M 4Y3,"LESS THAN $500,000",9-May,Y,Chinese,47290713,,
68573,Chinese Palace,PSE,WAI,MS,F,OWNER,null,3,Chinese,(613) 389-0222,"['2151 Bath Road', 'Kingston, ON K7M 4Y3', 'Canada']",2151 Bath Rd,Kingston,ON,K7M 4Y3,"$500,000-1 MILLION",19-Oct,N,Chinese,13655980,,
68574,Akira Restaurant,SHIN,YOUNG,MR,M,OWNER,$$,47,Japanese,(613) 767-7664,"['6-83 Aberfoyle Road', 'Kingston, ON K7M 7B5', 'Canada']",6-83 Aberfoyle Rd,Kingston,ON,K7M 7B5,"LESS THAN $500,000",4-Jan,Y,Korean,53395521,,
68575,Bento Sushi,,,,,,null,1,Japanese,(613) 389-8549,"['945 Gardiners Road', 'Cataraqui Town Centre', 'Kingston, ON K7M 7H4', 'Canada']",945 Gardiners Rd Cataraqui Town Centre,Kingston,ON,K7M 7H4,,,,,NA,,
68576,Beijing Garden Buffet,,,,,,null,1,Chinese,(613) 384-0720,"['494 Gardiners Road', 'Kingston, ON K7M 7W8', 'Canada']",494 Gardiners Rd,Kingston,ON,K7M 7W8,,,,,NA,,
68577,Little Kitchen,,,,,,null,7,Chinese,(613) 389-6826,"['1146 Clyde Court', 'Kingston, ON K7P 2E4', 'Canada']",1146 Clyde Crt,Kingston,ON,K7P 2E4,"LESS THAN $500,000",9-May,N,Unknown,439606090,,
68578,Sushi Nori,,,,,,$,6,Japanese,(613) 354-5888,"['42 Dundas Street E', 'Unit 2', 'Napanee, ON K7R 1H8', 'Canada']",42 Dundas St E Unit 2,Napanee,ON,K7R 1H8,"LESS THAN $500,000",,N,Unknown,763270453,,
68579,New York Cafe,,,,,,$$,1,Chinese,(613) 354-5392,"['52 Dundas Street E', 'Napanee, ON K7R 1H8', 'Canada']",52 Dundas St E,Napanee,ON,K7R 1H8,"LESS THAN $500,000",4-Jan,N,Blank,14133912,,
68580,Steve & Denni's Restaurant,,,,,,$$,5,Chinese,(613) 623-0344,"['129 John Street N', 'Arnprior, ON K7S 2N5', 'Canada']",129 John St N,Arnprior,ON,K7S 2N5,,,,,NA,,
68581,Asia Garden,LAU,SAYFONG,MS,F,OWNER,null,3,Chinese,(613) 623-8773,"['39 Winners Circle Drive', 'RR 3', 'Arnprior, ON K7S 3G9', 'Canada']",39 Winner's Circle Dr,Arnprior,ON,K7S 3G9,"LESS THAN $500,000",4-Jan,Y,German,25861964,,
68582,Shanloon Chinese Cuisine House,KONG,SUN,MR,M,OWNER,$$,5,Chinese,(613) 432-8807,"['41 Raglan Street S', 'Renfrew, ON K7V 1P8', 'Canada']",41 Raglan St S,Renfrew,ON,K7V 1P8,"$500,000-1 MILLION",19-Oct,N,Chinese,16256422,,
68583,Kung PO House Chinese Cuisine,JIANG,SUNNY,MS,F,MANAGER,$$,7,Chinese,(613) 432-3880,"['32 Duke Avenue', 'Renfrew, ON K7V 3B9', 'Canada']",32 Duke Avenue,Renfrew,ON,K7V 3B9,"LESS THAN $500,000",9-May,N,Chinese,25790072,,
68584,Sumo Sushi,,,,,,$$,10,Japanese,(613) 629-7866,"['69 Pembroke Street W', 'Pembroke, ON K8A 5M6', 'Canada']",69 Street W,Pembroke,ON,K8A 5M6,,,,,NA,,
68585,The Sushi House,,,,,,$$$,2,Japanese,(613) 599-0808,"['157 Pembroke Street W', 'Pembroke, ON K8A 5N1', 'Canada']",157 Street W,Pembroke,ON,K8A 5N1,,,,,NA,,
68586,Fijisan Sushi,,,,,,$$,12,Japanese,(613) 687-8888,"['3477 Petawawa Boulevard', 'Petawawa, ON K8H 1X2', 'Canada']",3477 Boulevard,Petawawa,ON,K8H 1X2,,,,,NA,,
68587,Sushi Maru,,,,,,null,1,Japanese,(613) 689-1529,"['117 Mineral Road', 'Belleville, ON K8N 0M7', 'Canada']",117 Mineral Road,Belleville,ON,K8N 0M7,,,,,NA,,
68588,Toro Sushi,PARK,DANIEL,MR,M,OWNER,$$,33,Japanese,(613) 967-6478,"['338 Pinnacle Street', 'Belleville, ON K8N 3B4', 'Canada']",338 Pinnacle St,Belleville,ON,K8N 3B4,"LESS THAN $500,000",9-May,Y,Korean,43570142,,
68589,Aji Sai,,,,,,$$,28,Japanese,(613) 966-3939,"['32 Dundas St W', 'Belleville, ON K8P 1A3', 'Canada']",32 Dundas St W,Belleville,ON,K8P 1A3,,,,,NA,,
68590,Buffet Garden,WANG,JIAN,MR,M,OWNER,$$,21,Chinese,(613) 967-7888,"['365 North Front Street', 'Belleville, ON K8P 5A5', 'Canada']",365 North Front Street,Belleville,ON,K8P 5A5,"LESS THAN $500,000",9-May,Y,Chinese,32047136,,
68591,Queens Wok,,,,,,null,2,Chinese,(613) 779-0888,"['150 Sidney Street', 'Unit 12B', 'Belleville, ON K8P 5E2', 'Canada']",150 Sidney St Unit 12B,Belleville,ON,K8P 5E2,,,,,NA,,
68592,North China Buffet,SHI,ANITA,MS,F,OWNER,$$,21,Chinese,(613) 771-9988,"['300 Bell Boulevard', 'Belleville, ON K8P 5H7', 'Canada']",300 Bell Blvd,Belleville,ON,K8P 5H7,$1-2.5 MILLION,20-49,N,Chinese,38936373,,
68593,Golden Wok Chinese & Szechwan,CHO,KEN,MR,M,OWNER,$,10,Chinese,(613) 392-8688,"['241 Dundas Street E', 'Trenton, ON K8V 1L8', 'Canada']",241 Dundas St E,Trenton,ON,K8V 1L8,"LESS THAN $500,000",4-Jan,Y,Korean,16409096,,
68594,Trenton Sushi,HONG,HING CHUNG,MR,M,OWNER,null,7,Japanese,(613) 392-7066,"['263 Dundas Street E', 'Quinte West, ON K8V 1M1', 'Canada']",263 Dundas St E,Quinte West,ON,K8V 1M1,"LESS THAN $500,000",9-May,Y,Chinese,13654546,,
68595,China Gardens (the),,,,,,$$,1,Chinese,(613) 392-7066,"['263 Dundas Street E', 'Trenton, ON K8V 1M1', 'Canada']",263 Dundas St E,Trenton,ON,K8V 1M1,,,,,NA,,
68596,7 BAO Chinese Cuisine,,,,,,null,1,Chinese,(613) 701-1070,"['79 Davis Street E', 'Unit 10', 'Trenton, ON K8V 4K9', 'Canada']","79 Davis Street E, Unit 10",Trenton,ON,K8V 4K9,,,,,NA,,
68597,Taishan Gardens,HUNG,ALANA,MS,F,MANAGER,null,2,Chinese,(613) 392-1566,"['214 Front Street', 'Quinte West, ON K8V 4N9', 'Canada']",214 Front St,Quinte West,ON,K8V 4N9,"$500,000-1 MILLION",19-Oct,N,Chinese,16297756,,
68598,Thai Sushi,CHEN,KEN,MR,M,MANAGER,$$,13,Cajun Seafood,(613) 965-6688,"['22 Front Street', 'Trenton, ON K8V 6C5', 'Canada']",22 Front Street,Trenton,ON,K8V 6C5,"LESS THAN $500,000",4-Jan,N,Chinese,58672007,,
68599,123 Restaurant,LI,TRACY,MS,F,OWNER,null,2,Chinese,(905) 377-8164,"['441 King Street E', 'Cobourg, ON K9A 1M5', 'Canada']",441 King St E,Cobourg,ON,K9A 1M5,"LESS THAN $500,000",4-Jan,Y,Chinese,31014103,,
68600,Golden Chopsticks,,,,,,null,8,Japanese,(905) 373-9033,"['20king Street W', 'Cobourg, ON K9A 2L9', 'Canada']",20 King St W,Cobourg,ON,K9A 2L9,,,,,NA,,
68601,Five Star Chinese Restaurant,YU,CHARLES,MR,M,MANAGER,$,6,Chinese,(905) 373-9288,"['500 Division Street', 'Unit B5', 'Cobourg, ON K9A 3S4', 'Canada']",500 Division St Unit B5,Cobourg,ON,K9A 3S4,"LESS THAN $500,000",4-Jan,N,Chinese,439715518,,
68602,Wok And Roll,LANG,MAY,MS,F,OWNER,$$,11,Chinese,(905) 377-8080,"['900 Division Street', 'Cobourg, ON K9A 5V2', 'Canada']",900 Division St,Cobourg,ON,K9A 5V2,"LESS THAN $500,000",9-May,Y,Hungarian,438277946,,
68603,Matsu Sushi,KIM,NAM BOK,MS,F,OWNER,$$,35,Japanese,(705) 760-9484,"['107 Hunter St E', 'Peterborough, ON K9H 1G7', 'Canada']",107 Hunter St E,Peterborough,ON,K9H 1G7,"$500,000-1 MILLION",19-Oct,N,Korean,52112505,,
68604,Madoi Sushi Restaurant,KIM,JIMAN,MR,M,OWNER,$$,16,Japanese,(705) 874-8882,"['437 George Street', 'Peterborough, ON K9H 3R4', 'Canada']",437 George St N,Peterborough,ON,K9H 3R4,"$500,000-1 MILLION",19-Oct,N,Korean,64135080,,
68605,LOON HO BUFFET,,,,,,$,11,Chinese,(705) 745-9901,"['3-871 Chemong Road', 'Peterborough, ON K9H 5Z5', 'Canada']",3-871 Chemong Rd,Peterborough,ON,K9H 5Z5,,,,,NA,,
68606,Dragon Yan,,,,,,null,1,Chinese,(705) 750-1888,"['422 Braidwood Avenue', 'Peterborough, ON K9J 1V8', 'Canada']",422 Braidwood Ave,Peterborough,ON,K9J 1V8,,9-May,N,Unknown,782142348,,
68607,Daisy Restaurant,YU,JIN YING,MS,F,OWNER,$$,4,Chinese,(705) 876-8678,"['1200 Lansdowne Street W', 'Peterborough, ON K9J 2A1', 'Canada']",1200 Lansdowne Street W,Peterborough,ON,K9J 2A1,"$500,000-1 MILLION",19-Oct,N,Chinese,35183359,,
68608,Tora Bistro,KIM,G MAN,,,OWNER,null,2,Japanese,(705) 876-7559,"['172 Charlotte Street', 'Peterborough, ON K9J 2T8', 'Canada']",172 Charlotte St,Peterborough,ON,K9J 2T8,"LESS THAN $500,000",4-Jan,Y,Korean,30534457,,
68609,Wee Wok Express,,,,,,$$,17,Chinese,(705) 748-3388,"['337 George Street S', 'Peterborough, ON K9J 3C8', 'Canada']",337 George St S,Peterborough,ON,K9J 3C8,"LESS THAN $500,000",9-May,N,Unknown,436688005,,
68610,Matsu Sushi,,,,,,$$,8,Japanese,() ,"['733 Park Street S', 'Peterborough, ON K9J 3T3', 'Canada']",733 Park Street S,Peterborough,ON,K9J 3T3,,,,,NA,,
68611,China Chef,,,,,,null,4,Chinese,(705) 876-8000,"[""""Mac's Plaza"""", '1079 Clonsilla Avenue, Unit 2', 'Peterborough, ON K9J 5Y6', 'Canada']","1079 Clonsilla Ave Unit 2 """"Macs Plaza""""",Peterborough,ON,K9J 5Y6,,,,,NA,,
68612,Golden Wheel Restaurant,,,,,,null,4,Chinese,(705) 749-6838,"['6725 Highway 7', 'Peterborough, ON K9J 6Z9', 'Canada']",6725 Highway 7,Cavan Monaghan,ON,K9J 6Z9,,,,,NA,,
68613,Hockey Sushi,,,,,,$$,22,Japanese,(705) 876-3337,"['1840 Lansdowne Street W', 'Peterborough, ON K9K 1R5', 'Canada']",1840 Lansdowne Street W,Peterborough,ON,K9K 1R5,,,,,NA,,
68614,Country Garden Chinese Restaurant,HUANG,SAM,MR,M,OWNER,$,13,Chinese,(705) 745-1818,"['400 Lansdowne Street E', 'Unit 14', 'Peterborough, ON K9J 6X9', 'Canada']",400 Lansdowne St E Unit 14,Peterborough,ON,K9L 0B2,"LESS THAN $500,000",4-Jan,Y,Chinese,55379580,,
68616,Teriyaki Town,,,,,,$$,8,Japanese,(705) 320-8945,"['Whitney Town Centre', '370 Kent Street W', 'Kawartha Lakes, ON K9V 4Z1', 'Canada']","Whitney Town Centre, 370 Kent Street W",Kawartha Lakes,ON,K9V 4Z1,,,,,NA,,
68617,Six Flags Chinese,,,,,,null,1,Chinese,(705) 328-0003,"['449 Kent Street W', 'Kawartha Lakes, ON K9V 6C3', 'Canada']",449 Kent St W,Lindsay,ON,K9V 6C3,,,,,NA,,
68618,Teriyaki Town,JEON,ISAAC,MR,M,OWNER,null,5,Japanese,(705) 320-8945,"['370 Kent Street West', 'Unit 1', 'Lindsay, ON K9V 6G8', 'Canada']",370 Kent St W Unit 1,Lindsay,ON,K9V 6G8,"LESS THAN $500,000",9-May,Y,Korean,60292984,,
68619,Royal Garden Restaurant,,,,,,null,1,Chinese,(705) 277-1777,"['226 John Street', 'Kawartha Lakes, ON L0A 1K0', 'Canada']",226 John Street,Kawartha Lakes,ON,L0A 1K0,,,,,NA,,
68620,Greenbank Resaurant,,,,,,$$$,2,Japanese,(905) 985-1188,"['19990 Highway 12', 'Scugog, ON L0C 1BO', 'Canada']",19990 Hwy 12,Greenbank,ON,L0C 1B0,,,,,NA,,
68621,Ho Ho Ho Chinese Food,,,,,,$$,5,Chinese,(905) 722-4448,"['20815 Dalton Road', 'Georgina, ON L0E 1R0', 'Canada']",20815 Dalton Road,Georgina,ON,L0E 1R0,,,,,NA,,
68622,Asia 1,,,,,,null,2,Chinese,(905) 722-9977,"['20887 Dalton Road', 'Georgina, ON L0E 1R0', 'Canada']",20887 Dalton Road,Georgina,ON,L0E 1R0,,,,,NA,,
68623,Four Seasons Chinese Restaurant,PHAN,PHUC,MR,M,OWNER,$$$,1,Chinese,(905) 729-4445,"['50 Main Street E', 'Beeton, ON L0G 1A0', 'Canada']",50 Main St E,Beeton,ON,L0G 1A0,"LESS THAN $500,000",4-Jan,Y,Vietnamese,43895234,,
68624,Chen's Restaurant,CHEN,YONGSHENG,MR,M,OWNER,null,4,Chinese,(905) 473-9148,"['19135 Centre Street', 'Mount Albert, ON L0G 1M0', 'Canada']",19135 Centre St,Mount Albert,ON,L0G 1M0,"LESS THAN $500,000",4-Jan,Y,Chinese,46990396,,
68625,Noble Wok,LAMARRE,RACHELLE,MS,F,OWNER,null,8,Chinese,(905) 859-9997,"['13065 Highway 27', 'Unit 4', 'King, ON L0G 1N0', 'Canada']",13065 Highway 27 Unit 4,Nobleton,ON,L0G 1N0,"LESS THAN $500,000",9-May,Y,French,39394911,,
68626,Misoya Sushi,GUKOH,J,MR,M,OWNER,$,16,Japanese,(905) 558-1833,"['5888 King Road', 'Unit 1', 'Nobleton, ON L0G 1N0', 'Canada']",5888 King Rd Unit 1,Nobleton,ON,L0G 1N0,"LESS THAN $500,000",9-May,Y,Unknown,727727742,,
68627,Koharu,,,,,,null,5,Japanese,(905) 590-2888,"['50 Dr Kay Drive', 'Unit 5', 'Schomberg, ON L0G 1T0', 'Canada']",50 Dr Kay Dr Unit 5,Schomberg,ON,L0G 1T0,,,,,NA,,
68628,Sharon House Tap & Kitchen,,,,,,null,6,Cajun Seafood,(905) 478-8966,"['19103 B Leslie Street', 'East Gwillimbury, ON L0G 1V0', 'Canada']",19103B Leslie St,Sharon,ON,L0G 1V0,,,,,NA,,
68629,Blue Sky Eatery,,,,,,null,2,Japanese,(905) 936-2088,"['11 Mill Street W', 'Tottenham, ON L0G 1W0', 'Canada']",11 Mill St W,Tottenham,ON,L0G 1W0,,,,,NA,,
68630,China Garden,SHIH,MING,MS,F,OWNER,null,5,Chinese,(905) 936-6188,"['2 Queen Street S', 'Tottenham, ON L0G 1W0', 'Canada']",2 Queen St S,Tottenham,ON,L0G 1W0,"LESS THAN $500,000",9-May,Y,Chinese,13654504,,
68631,Golden Star Restaurant,,,,,,null,4,Chinese,(705) 426-7400,"['306 Simcoe Street', 'Beaverton, ON L0K 1A0', 'Canada']",306 Simcoe St,Beaverton,ON,L0K 1A0,"LESS THAN $500,000",4-Jan,N,Unknown,14355671,,
68632,Uncle Tom's Kitchen,,,,,,null,1,Chinese,(705) 484-5553,"['2279 ON-12', 'Brechin, ON L0K 1B0', 'Canada']",2279 On-12,Brechin,ON,L0K 1B0,,,,,NA,,
68633,Canton Restaurant,LIU,LEA,MS,F,MANAGER,$$,2,Chinese,(705) 728-1228,"['1179 Bayfield Street', 'Midhurst, ON L0L 1X1', 'Canada']",1179 Bayfield Street,Midhurst,ON,L0L 1X1,"LESS THAN $500,000",4-Jan,N,Chinese,32318875,,
68634,The Sushi Chef,,,,,,null,9,Japanese,(705) 291-0078,"['4171 Innisfil Beach Road', 'Unit 3', 'Thornton, ON L0L 2N0', 'Canada']",4171 Innisfil Beach Rd Unit 3,Thornton,ON,L0L 2N0,,,,,NA,,
68635,Sakana Sushi,CHEN,AMY,MS,F,OWNER,$$,4,Japanese,() ,"['2 Massey Street', 'Angus, ON L0M 1B0', 'Canada']",2 Massey St,Angus,ON,L0M 1B0,"LESS THAN $500,000",9-May,Y,Chinese,59100115,,
68636,Go 4 Sushi,,,,,,null,1,Japanese,(705) 424-9988,"['2 Massey Street', 'Unit 3', 'Angus, ON L0M 1B0', 'Canada']",2 Massey St Unit 3,Angus,ON,L0M 1B0,,,,,NA,,
68637,Honey Monster Fried Chicken & Ramen,,,,,,null,6,Japanese,(705) 517-0071,"['7304 Highway 26', 'Stayner, ON L0M 1S0', 'Canada']",7304 Hwy 26,Stayner,ON,L0M 1S0,,,,,NA,,
