Snowball Map,Map Correction,Last Activity Date,Mobile - Primary,Business Phone,Company / Account,First Name,Last Name,Email,Street,Zip/Postal Code,City,State/Province,Country
62284,45683,11/1/2022,(508) 888-2212,(508) 888-2212,ASIAN ESSENCE,,ASIAN ESSENCE,,2291 STATE RD STE 9,2360,PLYMOUTH,MA,USA
62283,45665,11/3/2022,,(508) 842-0880,BAUHINIA INC,,BAUHINIA INC,,271 GRAFTON ST,1545,SHREWSBURY,MA,USA
62282,45678,11/2/2022,NO,(617) 442-5555,BANGKOK PINTO INC,,BANGKOK PINTO INC,,1041 TREMONT ST,2120,ROXBURY CROSSING,MA,USA
62281,,11/23/2022,,(806) 359-5884,China Max,,China Max,,7701 I-40 Frontage Rd,79121,Amarillo,TX,USA
62280,46468,3/8/2023,,(719) 546-2675,CHINA MOON,,CHINA MOON,,1016 CONSTITUTION RD,81001,PUEBLO,CO,USA
62279,,4/13/2023,,(719) 254-6898,CHINA KITCHEN,,CHINA KITCHEN,,1150 ELM AVE,81067,ROCKY FORD,CO,USA
62278,,4/6/2023,,(615) 617-3617,WOK N ROLL,,WOK N ROLL,,2924 S CHURCH ST,37127,MURFREESBORO,TN,USA
62277,46158,2/19/2023,,(615) 896-5933,TASTE OF CHINA,,TASTE OF CHINA,,1730 W NORTHFIELD BLVD,37129,MURFREESBORO,TN,USA
62276,46183,2/14/2023,,(865) 579-0889,SZECHUAN GARDEN CHINESE RESTAURANT,,SZECHUAN GARDEN CHINESE RESTAURANT,,4211 CHAPMAN HWY,37920,KNOXVILLE,TN,USA
62275,46467,4/13/2023,,(970) 419-3388,LULU ASIAN BRISTRO,,LULU ASIAN BRISTRO,,117 S COLLEGE AVE,80524,FORT COLLINS,CO,USA
62274,46064,2/27/2023,,(706) 910-0083,Bamboo Kitchen,,Bamboo Kitchen,,2801 Washington Rd #105,30909,Augusta,GA,USA
62273,46067,3/1/2023,,(912) 877-6753,First Asia Express,,First Asia Express,,300 W General Screven Way,31313,Hinesville,GA,USA
62272,,12/16/2022,,(830) 752-1661,JADE PALACE RESTAURANT,,JADE PALACE RESTAURANT,,2076 N VETERANS BLVD A,78852,EAGLE PASS,TX,USA
62271,45877,2/28/2023,,(717) 624-7166,CHINA SUN RESTAURANT,,CHINA SUN RESTAURANT,,6115 YORK RD #3,17350,NEW OXFORD,PA,USA
62270,46269,2/23/2023,,(440) 974-8838,IMPERIAL DRAGON - Permanently closed,,IMPERIAL DRAGON,,8310 TYLER BLVD,44060,MENTOR,OH,USA
62269,46267,1/19/2023,,(740) 635-1828,HUNAN WOK Business cloused,,HUNAN WOK,,56104 NATIONAL RD #109,43912,BRIDGEPORT,OH,USA
62268,46415,3/10/2023,,(620) 506-5008,Golden Bamboo,,Golden Bamboo,,316 S Summit St,67005,Arkansas City,KS,USA
62267,45870,2/28/2023,,(814) 438-2688,GOLDSTAR CHINESE RESTAURANT,,GOLDSTAR CHINESE RESTAURANT,,31 N MAIN ST #1328,16438,UNION CITY,PA,USA
62266,45883,1/19/2023,,(610) 534-8888,GOLDEN STAR AMERICAN & CHINESE FOOD,,GOLDEN STAR AMERICAN & CHINESE FOOD,,520 MAIN ST,19023,DARBY,PA,USA
62265,45740,2/13/2023,,(856) 467-0788,GREEN TEA RESTAURANT,,GREEN TEA RESTAURANT,,120 CENTER SQUARE RD #201,8085,SWEDESBORO,NJ,USA
62264,,2/13/2023,,(856) 589-8888,NEW BAMBOO GARDEN,,NEW BAMBOO GARDEN,,421 HURFFVILLE - CROSS KEYS RD,8080,SEWELL,NJ,USA
62263,46457,3/9/2023,,(210) 509-9999,Sichuan House,,Sichuan House,,3505 Wurzbach Rd #103,78238,San Antonio,TX,USA
62262,46451,2/23/2023,,(409) 356-4289,Peking Buffet,,Peking Buffet,,6125 Central City Blvd,77551,Galveston,TX,USA
62261,45964,4/10/2023,,(336) 318-7677,Jade Express,,Jade Express,,1437 E Dixie Dr Ste 310,27203,Asheboro,NC,USA
62260,46497,2/10/2023,,(775) 626-8878,CJ PALACE,,CJ PALACE,,129 LOS ALTOS PKWY #119,89436,SPARKS,NV,USA
62259,46417,3/10/2023,,(620) 423-3914,Chinese Chef,,Chinese Chef,,900 N 16th St,67357,Parsons,KS,USA
62258,46242,2/14/2023,,(606) 789-5313,PEKING DRAGON CHINESE RESTAURANT,,PEKING DRAGON CHINESE RESTAURANT,,507 S MAYO TRAIL,41240,PAINTSVILLE,KY,USA
62257,46388,1/19/2023,,(773) 588-6764,Hiromis Oriental Restaurant,,Hiromis Oriental Restaurant,,25 NW Point Blvd Ste 625,60007,Elk Grove Village,IL,USA
62256,45962,1/17/2023,,(336) 712-1009,Mandarin Chinese Restaurant,,Mandarin Chinese Restaurant,,6000 Meadowbrook Mall Ct Ste 17,27012,Clemmons,NC,USA
62255,45961,4/13/2023,(336) 925-8397,(336) 548-2199,CHINA YUMMY,,林老板,,131 COMMERCE DR F,27027,MAYODAN,NC,USA
62254,,4/10/2023,,(910) 582-3339,PEKING WOK,,PEKING WOK,,722 E US-74,28379,ROCKINGHAM,NC,USA
62253,46021,2/27/2023,,(704) 752-7772,BAMBOO 7 ASIAN CUISINE,,BAMBOO 7 ASIAN CUISINE,,15025 LANCASTER HWY,28277,CHARLOTTE,NC,USA
62252,45985,1/20/2023,,(704) 544-3111,ASIAN WOK,,ASIAN WOK,,10715 C PARK RD,28210,CHARLOTTE,NC,USA
62251,45786,1/6/2023,(646) 852-8228,(914) 963-9059,CHINA INN,,Ms.陈,,295 S BROADWAY,10705,YONKERS,NY,USA
62250,46057,3/1/2023,,(478) 289-0066,Dragon Loco,,Dragon Loco,,537 S Main St,30401,Swainsboro,GA,USA
62249,46182,2/21/2023,,(865) 560-8878,Makino Japanese Buffet,,Makino Japanese Buffet,,8217 Kingston Pike,37919,Knoxville,TN,USA
62248,46181,2/16/2023,,(865) 540-3977,Osaka Hibachi & Sushi,,Osaka Hibachi & Sushi,,3349 Sutherland Ave,37919,Knoxville,TN,USA
62247,46180,2/17/2023,,(865) 908-0555,Little Tokyo Japanese Restaurant,,Little Tokyo Japanese Restaurant,,2430 Teaster Ln Ste 212,37863,Pigeon Forge,TN,USA
62246,46177,2/17/2023,,(423) 283-8888,Hibachi Grill & Supreme Buffet,,Hibachi Grill & Supreme Buffet,,205 E Mountcastle Dr,37601,Johnson City,TN,USA
62245,46176,1/26/2023,,(423) 283-4633,Cafe 111,,Cafe 111,,111 Broyles Dr Ste 1,37601,Johnson City,TN,USA
62244,45967,2/27/2023,,(336) 446-6838,CHINA 1,,CHINA 1,,6307 BURLINGTON RD J,27377,WHITSETT,NC,USA
62243,45984,2/27/2023,,(704) 841-7955,CHIN CHIN,,CHIN CHIN,,9856 MONROE RD,28270,CHARLOTTE,NC,USA
62242,45963,1/23/2023,,(336) 434-1888,BAMBOO GARDEN II,,BAMBOO GARDEN II,,10106-C S MAIN ST,27263,ARCHDALE,NC,USA
62241,45983,1/20/2023,,(704) 509-2323,ASIAN GARDEN,,ASIAN GARDEN,,2925 E W.T. HARRIS BLVD A,28213,CHARLOTTE,NC,USA
62240,46069,2/8/2023,,(912) 367-9151,Jins Chinese Buffet & Takeout,,Jins Chinese Buffet & Takeout,,395 W Parker St Ste 6,31513,Baxley,GA,USA
62239,,2/10/2023,,(912) 884-3388,Yummy House,,Yummy House,,150 Buster Dr,31320,Midway,GA,USA
62238,,3/13/2023,(215) 833-0525,(215) 860-8879,Duck Sauce,,Ms.赵,,127 S State St Ste 1,18940,Newtown,PA,USA
62237,45770,3/13/2023,(917) 292-2571,(718) 901-4350,Hop Wong Restaurant,,郑,,1791 Monroe Ave,10457,Bronx,NY,USA
62236,45937,2/28/2023,,(804) 556-9700,CHINA KING RESTAURANT,,CHINA KING RESTAURANT,,1940 SANDY HOOK RD # C,23063,GOOCHLAND,VA,USA
62235,45930,2/28/2023,,(540) 548-3087,CHINA KING,,CHINA KING,,4191 PLANK RD,22407,FREDERICKSBURG,VA,USA
62234,45927,2/27/2023,(646) 374-9977,(703) 522-0707,CHINA EXPRESS,,CHINA EXPRESS,,3303 LEE HWY,22207,ARLINGTON,VA,USA
62233,45842,2/21/2023,,(516) 882-0328,Casa Asia,,Casa Asia,,23 Broadway,11758,Massapequa,NY,USA
62232,45841,2/8/2023,,(516) 932-1733,Genji Express,,Genji Express,,429 N Broadway,11753,Jericho,NY,USA
62231,45840,4/4/2023,,(631) 471-1688,Red Apple Restaurant,,Red Apple Restaurant,,3318 Veterans Memorial Hwy,11716,Bohemia,NY,USA
62230,46379,11/17/2022,,(320) 253-3583,Super Buffet Chinese,,Super Buffet Chinese,,1022 4th St SE,56304,Saint Cloud,MN,USA
62229,46065,12/14/2022,,(478) 804-0083,Lieu Peking Restaurant,,Lieu Peking Restaurant,,2485 N Columbia St Ste 101,31061,Milledgeville,GA,USA
62228,46063,2/21/2023,,(706) 736-9191,Takosushi,,Takosushi,,437 Highland Ave,30909,Augusta,GA,USA
62227,45890,1/20/2023,,(610) 925-3700,Lily Asian Cuisine,,Lily Asian Cuisine,,104 W State St,19348,Kennett Square,PA,USA
62226,46449,3/24/2023,,(979) 578-0800,GOLDEN PHOENIX CHINESE RESTAURANT,,GOLDEN PHOENIX CHINESE RESTAURANT,,1258 N MECHANIC ST,77437,EL CAMPO,TX,USA
62225,45876,3/3/2023,,(717) 246-2222,RIVER HOUSE,,RIVER HOUSE,,2621 CRALEY RD,17368,WRIGHTSVILLE,PA,USA
62224,46398,1/26/2023,,773-799-8868,bopNgrill,,bopNgrill,,921 West Belmont Avenue,60657,Chicago,IL,USA
62223,,2/19/2023,,(770) 476-1275,China Delight,,china delight,,1160 Old Peachtree Road Northwest,30097,Duluth,GA,USA
62222,45765,4/5/2023,,(718) 273-2900,Island Wok,,Island Wok,,953 Jewett Ave,10314,Staten Island,NY,USA
62221,45749,2/9/2023,,(212) 722-3388,Good Taste 360,,Good Taste 360,,360 E 116th St,10029,New York,NY,USA
62220,45748,4/12/2023,,(917) 262-0842,OLLIE’S TO GO - UES,,OLLIE’S TO GO - UES,,307 E 77th St,10075,New York,NY,USA
62219,46215,1/19/2023,,(228) 388-0025,King Buffet Chinese Restaurant,,King Buffet Chinese Restaurant,,227 Eisenhower Dr,39531,Biloxi,MS,USA
62218,46212,1/25/2023,,(601) 399-0600,Tokyo Restaurant,,Tokyo Restaurant,,2031 Highway 15 N,39440,Laurel,MS,USA
62217,46211,1/23/2023,,(601) 736-0408,Osaka Japanese Express,,Osaka Japanese Express,,103 Walter Payton Dr,39429,Columbia,MS,USA
62216,46210,4/9/2023,,(601) 268-0833,Super King,,Super King,,4591 Hardy St,39402,Hattiesburg,MS,USA
62215,46208,1/25/2023,,(601) 683-0099,Japanese Express,,Japanese Express,,203 Eastside Dr,39345,Newton,MS,USA
62214,46117,3/9/2023,,(954) 783-8888,MAY'S KITCHEN,,MAY'S KITCHEN,,19 N FEDERAL HWY,33062,POMPANO BEACH,FL,USA
62213,46022,3/2/2023,,(803) 275-9388,HONG KONG CHINESE RESTAURANT,,HONG KONG CHINESE RESTAURANT,,520 CALHOUN ST,29832,JOHNSTON,SC,USA
62212,46423,2/16/2023,,(479) 996-9096,LIN'S HOUSE,,LIN'S HOUSE,,400 W CENTER ST,72936,GREENWOOD,AR,USA
62211,45699,4/6/2023,,(401) 728-8288,GREAT TASTE CHINESE RESTAURANT,,GREAT TASTE CHINESE RESTAURANT,,856 NEWPORT AVE,2861,PAWTUCKET,RI,USA
62210,45698,1/16/2023,,(401) 683-6688,Mindy's Restaurant,,Mindy's Restaurant,,3351 E Main Rd,2871,Portsmouth,RI,USA
62209,45712,3/16/2023,,(860) 739-3385,DIAMOND RESTAURANT,,DIAMOND RESTAURANT,,53 PENNSYLVANIA AVE,6357,NIANTIC,CT,USA
62208,46078,2/22/2023,,(386) 238-8887,NEW CHINA KING,,NEW CHINA KING,,1500 BEVILLE RD #701,32114,DAYTONA BEACH,FL,USA
62207,46013,3/3/2023,,(864) 603-3133,Red Bowl Asian Bistro,,Red Bowl Asian Bistro,,64 BEACON DR,29615,GREENVILLE,SC,USA
62206,46003,2/23/2023,,(864) 599-9888,CHINA EXPRESS,,CHINA EXPRESS,,4026 HIGHWAY 9,29316,BOILING SPRINGS,SC,USA
62205,,4/11/2023,,(718) 478-0241,MING WOK,,MING WOK,,89-84 Northern Boulevard,11372,Queens,NY,USA
62204,45785,1/19/2023,,(914) 437-8688,Ichiro,,Ichiro,,80 Mamaroneck Ave,10601,White Plains,NY,USA
62203,45839,4/13/2023,,(631) 257-3831,MÓGŪ Modern Chinese Kitchen - Farmingdale,,MÓGŪ Modern Chinese Kitchen - Farmingdale,,1006 Broadhollow Rd Space 2ABuilding #4,11735,Farmingdale,NY,USA
62202,45782,4/5/2023,,(914) 939-7288,China House,,China House,,170B North Main Street,10573,Port Chester,NY,USA
62201,45854,4/13/2023,,(845) 896-8008,Hudson Buffet,,Hudson Buffet,,18 Westage Dr suite 10,12524,Fishkill,NY,USA
62200,,4/11/2023,,(718) 351-1999,LI'S HAPPY FAMILY,,LI'S HAPPY FAMILY,,8 New Dorp Lane,10306,Staten Island,NY,USA
62199,45769,4/11/2023,,(718) 588-4002,LIN'S GARDEN,,LIN'S GARDEN,,317 E 170TH ST,10456,THE BRONX,NY,USA
62198,,3/27/2023,,(203) 348-8855,KING BUFFET,,KING BUFFET,,4610 48 6TH STREET,6905,STAMFORD,CT,USA
62197,45793,4/11/2023,,(718) 622-1685,NEW NO. 1,,NEW NO. 1,,1011 BEDFORD AVE,11205,BROOKLYN,NY,USA
62196,45768,4/11/2023,,(718) 585-9095,NEW KIN WAH,,NEW KIN WAH,,628 COURTLANDT AVE,10451,THE BRONX,NY,USA
62195,46101,2/1/2023,,(352) 493-1555,MYA'S CHINESE RESTAURANT,,MYA'S CHINESE RESTAURANT,,2202 North Young Boulevard,32626,Chiefland,FL,USA
62194,46094,1/17/2023,,(850) 796-2898,CHINA TASTE,,CHINA TASTE,,255 MIRACLE STRIP PKWY SE,32548,FORT WALTON BEACH,FL,USA
62193,46103,1/26/2023,,(407) 333-0099,Chengs Chinese Restaurant,,Chengs Chinese Restaurant,,3705 Lake Emma Road,32746,Lake Mary,FL,USA
62192,46093,2/1/2023,,(850) 689-1391,Bamboo Sushi Bar & Hibachi,,Bamboo Sushi Bar & Hibachi,,2511 S Ferdon Blvd,32536,Crestview,FL,USA
62191,,1/31/2023,,(850) 674-9441,King House,,King House,,20118 Central Ave W Ste 3,32424,Blountstown,FL,USA
62190,46020,2/27/2023,,(803) 366-6116,CHINA KITCHEN,,CHINA KITCHEN,,1998 CHERRY RD,29732,ROCK HILL,SC,USA
62189,46012,2/27/2023,,(864) 366-2655,CHINA KITCHEN,,CHINA KITCHEN,,101 WASHINGTON ST,29620,ABBEVILLE,SC,USA
62188,,2/27/2023,,(843) 537-8980,CHINA KING,,CHINA KING,,157 2ND ST,29520,CHERAW,SC,USA
62187,,2/27/2023,,(843) 759-2868,CHINA KING,,CHINA KING,,207 N KEMPER ST,29563,LAKE VIEW,SC,USA
62186,46019,2/27/2023,,(803) 547-1935,CHINA II,,CHINA II,,757 CROSSROADS PLAZA,29708,FORT MILL,SC,USA
62185,45996,2/27/2023,,(803) 532-9088,CHINA HOUSE,,CHINA HOUSE,,147 E CHURCH ST E,29070,BATESBURG-LEESVILLE,SC,USA
62184,45995,2/27/2023,,(803) 749-2668,CHINA HOUSE,,CHINA HOUSE,,7241 BROAD RIVER RD STE 60,29063,IRMO,SC,USA
62183,,2/24/2023,,(843) 889-0028,CHINA FUN II,,CHINA FUN II,,6336 SC-162,29449,HOLLYWOOD,SC,USA
62182,46007,2/24/2023,,(843) 766-8588,CHINA DRAGON CHINESE TAKE OUT,,CHINA DRAGON CHINESE TAKE OUT,,65 SYCAMORE AVE,29407,CHARLESTON,SC,USA
62181,,2/24/2023,,(843) 352-2577,CHINA DRAGON CHINESE RESTAURANT,,CHINA DRAGON CHINESE RESTAURANT,,1039 JOHNNIE DODDS BLVD,29464,MT PLEASANT,SC,USA
62180,,2/24/2023,,(843) 272-1988,CHINA DRAGON,,CHINA DRAGON,,2909 HWY 17 S,29582,NORTH MYRTLE BEACH,SC,USA
62179,46000,2/24/2023,,(803) 783-3338,CHINA CHEF,,CHINA CHEF,,2900 LEESBURG RD # A,29209,COLUMBIA,SC,USA
62178,46009,2/23/2023,,(843) 626-8886,CHINA CHEF,,CHINA CHEF,,1470 S KINGS HWY,29577,MYRTLE BEACH,SC,USA
62177,,2/23/2023,,(843) 747-9388,CHINA CHEF,,CHINA CHEF,,4400 DORCHESTER RD #116,29405,CHARLESTON,SC,USA
62176,45994,2/23/2023,,(803) 407-1886,CHINA 1,,CHINA 1,,11107 BROAD RIVER RD,29063,IRMO,SC,USA
62175,,2/23/2023,,(864) 456-3222,CHINA 1,,CHINA 1,,713 N S GREENWOOD AVE,29692,WARE SHOALS,SC,USA
62174,46011,2/23/2023,,(864) 543-9955,5·24,,CHINA 1,,125 MAIN ST E,29666,NINETY SIX,SC,USA
62173,45697,4/6/2023,,(401) 463-8202,Happy Garden,,Happy Garden,,959 Namquid Dr,2888,Warwick,RI,USA
62172,46092,1/31/2023,,(850) 674-7188,KING HOUSE,,KING HOUSE,,20118 W CENTRAL AVE # 3,32424,BLOUNTSTOWN,FL,USA
62171,46087,1/18/2023,,(850) 663-8799,CHINA KING RESTAURANT,,CHINA KING RESTAURANT,,218 W WASHINGTON STRET,32324,CHATTAHOOCHEE,FL,USA
62170,46086,1/26/2023,,(850) 219-1680,CHOPSTIX CHINESE RESTAURANT,,CHOPSTIX CHINESE RESTAURANT,,3539 APALACHEE PKWY,32311,TALLAHASSEE,FL,USA
62169,46085,4/6/2023,,(850) 553-9292,CHINA SUPER BUFFET,,CHINA SUPER BUFFET,,2698 N MONROE ST,32303,TALLAHASSEE,FL,USA
62168,46084,1/19/2023,,(850) 656-2882,CHINA FIRST,,CHINA FIRST,,400 CAPITAL CIR SE,32301,TALLAHASSEE,FL,USA
62167,46077,4/6/2023,,(386) 677-1288,KING RESTAURANT,,KING RESTAURANT,,3768 ROSCOMMON DR,32174,ORMOND BEACH,FL,USA
62166,46076,1/27/2023,,(386) 439-3388,CHINA CAFE,,CHINA CAFE,,426 BEACH VILLAGE DR,32136,FLAGLER BEACH,FL,USA
62165,46025,2/23/2023,,(843) 846-9800,CHINA WOK,,CHINA WOK,,350 SHANKLIN RD,29906,BEAUFORT,SC,USA
62164,45993,2/23/2023,,(803) 532-0555,CHINA ONE,,Yang,,245 W COLUMBIA AVE,29006,BATESBURG-LEESVILLE,SC,USA
62163,,2/23/2023,,(843) 821-2898,CHINA CHEF,,CHINA CHEF,,1672 N MAIN ST #1,29483,SUMMERVILLE,SC,USA
62162,,2/23/2023,,(843) 623-2288,LITTLE CHINA,,LITTLE CHINA,,1307 WEST BLVD STE A,29709,CHESTERFIELD,SC,USA
62161,46002,2/23/2023,,(864) 316-7474,CHINA EXPRESS,,CHINA EXPRESS,,190 CRENSHAW RD,29330,COWPENS,SC,USA
62160,45999,1/23/2023,,(803) 782-0716,WATER DRAGON INC/BASIL THAI,,WATER DRAGON INC/BASIL THAI,,702 CROSS HILL RD STE 300,29205,COLUMBIA,SC,USA
62159,46018,2/27/2023,,(803) 328-2555,HONG KONG,,HONG KONG,,2365 CHERRY RD,29732,ROCK HILL,SC,USA
62158,46131,3/21/2023,,(727) 538-9888,China Wok,,China Wok,,7749 Ulmerton Rd,33771,Largo,FL,USA
62157,46091,1/16/2023,,(850) 238-5857,Jin Jin Fusion,,Jin Jin Fusion,,7901 Front Beach Rd,32407,Panama City Beach,FL,USA
62156,,4/5/2023,,(850) 639-3999,Golden Dragon,,Golden Dragon,,237 FL-71,32465,Wewahitchka,FL,USA
62155,45696,1/16/2023,,(401) 949-9888,China Garden,,China Garden,,37 Village Plaza Way,2857,North Scituate,RI,USA
62154,45695,3/20/2023,,(401) 848-2588,Yumi Garden Buffet,,Yumi Garden Buffet,,872 W Main Rd,2842,Middletown,RI,USA
62153,45694,4/6/2023,,(401) 658-1298,GREAT TASTE CHINESE RESTAURANT,,GREAT TASTE CHINESE RESTAURANT,,3450 MENDON RD UNIT F,2864,CUMBERLAND,RI,USA
62152,46075,3/15/2023,,(352) 750-9998,Bamboo Bistro,,Ms Amy,,700 N US Highway 441,32159,Lady Lake,FL,USA
62151,,3/10/2023,,(352) 291-1758,CHINA STAR,,CHINA STAR,,8075 SW STATE RD 200 #123,34481,OCALA,FL,USA
62150,,3/7/2023,,(843) 761-8999,NO 1 KITCHEN,,NO 1 KITCHEN,,608 US-52 BYP,29461,MONCKS CORNER,SC,USA
62149,46132,3/30/2023,(678) 707-2228,(863) 816-8187,King's Wok,,Ms.刘,,5363 N Socrum Loop Rd,33809,Lakeland,FL,USA
62148,46124,3/13/2023,,(813) 653-9633,NewChina (Brandon 33511),,NewChina (Brandon 33511),,727 W Lumsden Rd,33511,Brandon,FL,USA
62147,46081,1/26/2023,,(904) 363-1866,Pei Wei Asian Express,,Pei Wei Asian Express,,10300 Southside Blvd Ste 303,32256,Jacksonville,FL,USA
62146,46080,1/18/2023,,(904) 721-8188,CHINA HOUSE,,CHINA HOUSE,,9585 N REGENCY SQUARE BLVD #4,32225,JACKSONVILLE,FL,USA
62145,46079,1/17/2023,,(904) 721-8908,GOLDEN EGG ROLL,,GOLDEN EGG ROLL,,7900 ATLANTIC BLVD,32211,JACKSONVILLE,FL,USA
62144,46024,3/2/2023,,(843) 681-8200,SUNNY CHINA,,SUNNY CHINA,,95 MATHEWS DR E6,29926,HILTON HEAD ISLAND,SC,USA
62143,,2/28/2023,,,May Lee Chinese Restaurant,王,unknown,,1256 7th Avenue,94122,San Francisco,CA,USA
62142,54386,4/5/2023,(778) 687-2838,(604) 535-2978,7786872838 - Mr. 林-加拿大,,林,,12308 Beecher Street,V4A 3A6,Surrey,BC,CAN
62141,49610,4/11/2023,(416) 666-1788,(905) 892-8501,4166661788 -Mr. 袁-加拿大,,袁,,"2291 Hwy 20,",LOS 1E6,Fonthill,ON,CAN
62140,,3/9/2023,(917) 975-8730,,9179758730-Mr. 林-日餐来取,,Mr. 林,,NY,,,NY,USA
62139,,3/7/2023,(646) 258-3656,,6462583656-Ms.陈-送餐,,Ms.陈,,NY,,,NY,USA
62138,,3/30/2023,(917) 861-8909,,9178618909-Mr. 郑,,Mr. 郑,,NY,,,NY,USA
62137,,3/27/2023,(718) 856-6173,,7188566173-林老板娘-来取,,林老板娘,,NY,,,NY,USA
62136,,3/16/2023,(917) 519-0912,,9175190912 -陈老板男 -送餐,,陈老板男,,NY,,,NY,USA
62135,,3/13/2023,(646) 717-2866,(252) 641-1000,China Eight - 6467172866 -來取,,陳,,1418 WESTERN BLVD,27886,TARBORO,NC,USA
62134,,3/29/2023,(917) 667-1100,,9176671100-Ms.陈-CJ来取,,Ms.陈,,NY,,,NY,USA
