,,Total ARR,,,,,,,,,,,,,,,,,Voice ARR,,,,,,,,,,,,,,WP ARR,,,,,,,,,,,,,,DE ARR,,,,,,,,,,,,,,H/W Rental ARR,,,,,,,,,,,,,,Comments,,,,
R81987,FT,"13,483","10,616","10,896","9,197","10,431",0,0,0,0,0,0,0,0,0,,,,"13,483","10,616","10,896","9,197","10,431",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81987,R81987
R81988,FT,"18,266","24,608","20,343","20,159","17,960","23,090","22,706","19,746","21,157","23,595","22,871","29,641","23,293","-6,348",30%,,,"18,266","24,608","20,343","20,159","17,960","23,090","22,706","19,746","21,157","23,550","22,871","29,641","23,293",,0,0,0,0,0,0,0,0,0,28,0,0,0,,0,0,0,0,0,0,0,0,0,17,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81988,R81988
R81991,FT,"18,540","14,178","14,188","13,205","13,545","10,841","11,210","10,143","10,110","10,965","9,896","10,740","8,115","-2,625",9%,,,"18,540","14,178","14,188","13,205","13,545","10,841","11,210","10,143","10,110","10,965","9,896","10,740","8,115",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81991,R81991
R81993,FT,"24,867","30,436","38,462","31,573","22,450","31,858","33,897","33,272","30,090","30,962","33,067","30,655","29,208","-1,447",-7%,,,"24,867","30,436","38,462","31,573","22,450","31,858","33,897","33,272","30,090","30,962","33,067","30,655","29,208",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81993,R81993
R81995,PT,"12,092","10,520","10,100","7,393","16,332","12,875","12,289","12,811","13,000","12,517","7,792","12,238","11,165","-1,073",57%,,,"12,092","10,520","10,100","7,393","16,332","12,875","12,289","12,811","13,000","12,517","7,792","12,238","11,165",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81995,R81995
R81996,FT,"7,506","5,599","7,750","9,664","10,123","9,522","12,672","12,257","9,628","10,973","10,171","42,372","42,604",232,317%,,,"7,506","5,599","7,750","9,664","10,123","9,522","12,672","12,257","9,628","10,973","10,171","42,372","42,604",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,"No order since March, CSM no further notice, still charge PT fee",,R81996,R81996
R81997,FT,"13,187","11,966","14,103","12,782","13,183","17,346","12,814","12,726","17,523","11,180","17,869","15,910","15,290",-620,-11%,Aug'24 Reactivate,,"13,187","11,966","14,103","12,782","13,183","17,346","12,814","12,726","17,523","11,180","17,869","15,910","15,290",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81997,R81997
R81999,PT,"14,520","11,404","13,404","13,568","14,260","2,400","4,386","19,243","2,770","2,426",653,"3,115","2,829",-286,377%,Sep'24 Reactivate,,"14,520","11,404","13,404","13,568","14,260","2,400","4,386","16,810","2,400","2,400",653,"3,115","2,400",,0,0,0,0,0,0,0,"2,433",370,26,0,0,429,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R81999,R81999
R82001,PT,"12,088","8,095","12,452","9,011","8,020","7,412","7,440","6,466","6,763","6,101","10,484","4,114","5,097",983,-61%,,,"12,088","8,095","12,452","9,011","8,020","7,412","7,440","6,466","6,763","6,101","10,484","4,114","5,097",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82001,R82001
R82002,PT,"9,795","13,324","13,875","10,631","12,015","5,502","4,969","13,932","7,483","12,137","6,806","6,105","8,666","2,561",-10%,,,"9,795","13,324","13,875","10,631","12,015","5,502","4,969","13,932","7,483","12,137","6,806","6,105","8,666",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82002,R82002
R82003,FT,"6,777","8,455","6,295","11,230","10,667","10,213","9,360","9,663","14,884","8,885","9,136","10,330","7,719","-2,611",13%,,,"6,777","8,455","6,295","11,230","10,667","10,213","9,360","9,663","14,879","8,885","9,136","10,330","7,719",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82003,R82003
R82005,FT,"8,358","6,511","9,187","11,975","14,010","10,513","15,262","10,903","11,037","14,084","13,331","19,047","15,166","-3,881",43%,,,"8,358","6,511","9,187","11,975","14,010","10,513","15,262","10,903","11,037","14,084","13,331","19,047","15,166",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,canceled on May device returned ,R82005,R82005
R82007,PT,"42,127","46,811","46,538","46,261","41,436","42,626","60,908","60,286","51,585","53,695","52,764","44,876","42,907","-1,969",-15%,,,"42,127","46,811","46,538","46,261","41,436","42,506","60,908","60,286","51,585","53,695","52,764","44,876","42,907",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R82007,R82007
R82008,FT,"39,689","27,754","27,719","34,007","38,749","26,622","24,766","24,592",120,120,0,0,0,0,,,,"39,689","27,754","25,789","26,450","31,851","26,073","24,522","24,495",120,120,0,0,0,,0,0,"1,930","7,557","6,898",429,244,97,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R82008,R82008
R82009,FT,"16,792","17,397","17,290","16,817","13,463","16,540","15,920","14,993","18,662","16,515","13,921","14,385","11,436","-2,949",3%,,,"16,792","16,438","15,325","14,783","11,560","14,629","14,001","13,301","16,519","14,049","12,310","12,954","10,644",,0,959,"1,965","2,034","1,903","1,911","1,919","1,692","2,143","2,466","1,611","1,431",792,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82009,R82009
R82011,FT,"19,558","12,622","12,413","11,794","13,681","9,637","9,571","9,142","9,317","8,506","9,400","8,646","10,933","2,287",-8%,,,"19,558","12,622","12,413","11,794","13,681","9,637","9,571","9,142","9,317","8,471","8,997","8,331","10,795",,0,0,0,0,0,0,0,0,0,35,333,193,132,,0,0,0,0,0,0,0,0,0,0,70,122,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82011,R82011
R82013,FT,"15,155","19,533","17,827","17,774","17,944","15,156","16,416","14,219","21,618","13,919","15,007","14,853","9,505","-5,348",-1%,,,"15,155","19,533","17,827","17,774","17,944","15,156","16,416","14,219","21,618","13,919","15,007","14,853","9,505",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82013,R82013
R82015,FT,"16,980","17,578","15,668","15,391","14,895","16,831","18,237","1,126","13,979","12,890","16,418","14,917","14,748",-169,-9%,,,"15,491","15,970","14,307","13,367","13,119","15,211","16,317","1,102","12,219","11,463","14,902","13,334","13,417",,"1,489","1,608","1,361","2,024","1,776","1,620","1,920",24,"1,760","1,427","1,516","1,583","1,246",,0,0,0,0,0,0,0,0,0,0,0,0,85,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82015,R82015
R82016,FT,"29,324","23,120","22,354","19,845","19,583","18,588","18,799","16,925","29,716","16,204","15,261","15,713","16,828","1,115",3%,,,"29,324","23,120","22,354","19,845","19,583","18,588","18,799","16,925","26,340","16,204","15,261","15,713","16,828",,0,0,0,0,0,0,0,0,"2,252",0,0,0,0,,0,0,0,0,0,0,0,0,"1,124",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82016,R82016
R82018,FT,"25,328","26,829","24,751","24,254","21,062","27,818","23,644","23,921","21,400","29,410","24,276","27,230","23,991","-3,239",12%,,,"25,328","26,829","24,751","24,254","21,062","27,818","23,644","23,921","21,400","29,410","24,276","27,230","23,991",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82018,R82018
R82019,FT,"17,539","16,541","18,184","17,620","13,958","17,928","20,028","23,129","18,621","20,860","21,885","22,969","18,883","-4,086",5%,,,"17,539","16,541","18,184","17,620","13,958","17,928","20,028","23,129","18,621","20,860","21,885","22,969","18,883",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82019,R82019
R82021,PT,"6,648","5,728","6,703","3,320","5,289","1,853","2,833","3,588","3,677",0,0,0,0,0,,,,"6,648","5,728","6,703","3,320","5,289","1,853","2,833","3,588","3,677",0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82021,R82021
R82022,FT,"5,564","7,506","9,686","9,863","7,834","6,450","6,018","5,989","10,549","8,604","8,807","7,833","6,449","-1,384",-11%,,,"5,564","7,506","9,686","9,863","7,834","6,450","6,018","5,989","9,233","7,959","7,689","7,346","6,396",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,"1,316",645,"1,118",487,53,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82022,R82022
R82023,PT,"16,200","13,140","11,979","14,272","17,039","10,057","12,554","12,068","12,038","10,169","9,149","11,426","11,102",-324,25%,,,"16,200","13,140","11,979","14,272","17,039","10,057","12,554","12,068","12,038","10,169","9,149","11,426","11,102",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82023,R82023
R82025,FT,"36,986","29,065","24,098","32,742","21,385","21,064","16,920","22,955","21,179","16,624","15,776","15,111","20,927","5,816",-4%,,,"36,986","29,065","24,098","32,742","21,385","21,064","16,920","22,955","21,179","16,624","15,776","15,111","20,927",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82025,R82025
R82026,FT,"24,380","18,467","20,197","21,449","20,964","16,828","18,471","19,001","20,916","17,542","19,806","20,651","22,654","2,003",4%,,,"24,380","18,467","20,197","21,449","20,964","16,828","18,471","19,001","20,916","17,542","19,806","20,651","22,654",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82026,R82026
R82028,PT,"14,682","17,296","15,693","16,881","13,842","15,584","16,883","16,664","13,614","16,267","16,235","14,241","14,636",395,-12%,,,"14,682","17,296","15,693","16,881","13,842","15,584","16,883","16,664","13,614","16,267","16,235","14,241","14,636",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82028,R82028
R82029,PT,"17,448","10,734","10,517","9,648","12,793","9,427","9,153","9,569","9,806","9,504","16,438","10,493","8,746","-1,747",-36%,,,"16,275","9,945","9,841","8,980","11,816","8,882","8,723","9,075","9,168","8,837","15,398","10,060","8,014",,"1,173",789,676,668,977,545,430,494,638,667,"1,040",433,732,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82029,R82029
R82031,FT,"19,939","13,794","6,758",120,"14,239","11,189","2,400",0,"14,310","9,167","13,620","2,147","7,512","5,365",-84%,,,"19,939","13,794","6,758",120,"13,369","10,154","2,400",0,"13,578","8,346","11,298","1,922","7,221",,0,0,0,0,870,"1,035",0,0,732,753,"1,362",146,270,,0,0,0,0,0,0,0,0,0,68,960,79,21,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82031,R82031
R82032,PT,"28,063","21,000","11,631","14,870","23,609","17,946","16,539","13,669","17,309","16,288","13,288",636,"14,337","13,701",-95%,,,"28,063","21,000","11,631","14,870","23,609","17,946","16,539","13,669","17,309","16,288","13,288",636,"14,337",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82032,R82032
R82033,PT,"7,271","6,767","5,618","7,001","6,508","6,291","5,056","5,391","4,342","4,998","2,400","2,400",72,"-2,328",0%,,,"7,271","6,767","5,618","7,001","6,508","6,291","5,056","5,391","4,342","4,998","2,400","2,400",72,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82033,R82033
R82035,FT,"47,037","39,689","34,917","34,198","35,072","38,441","37,917","38,886","34,864","28,720","38,666","29,815","28,262","-1,553",-23%,,,"47,037","39,689","34,917","34,198","35,072","38,441","37,917","38,886","34,864","28,720","38,666","29,815","28,262",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"suspend since June till August 1st - 2 Month Vacation, decision to return ARR to prior level",R82035,R82035
R82036,FT,"30,014","27,206","31,239","26,870","30,708","31,371","32,477","28,947","26,901","23,533","27,885","24,759","25,373",614,-11%,,,"30,014","27,206","31,239","26,870","30,708","31,251","32,477","28,947","26,901","23,533","27,885","24,759","25,373",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,business slow down so reduced open days for Jun (13 days) compare to previous month of 18 or 20,R82036,R82036
R82051,PT,"10,930","11,187","11,140","10,144","8,346","11,740","13,217","10,873","10,278","10,767","10,767","10,767","10,767",0,0%,Aug'24 Reactivate,,"10,930","11,187","11,140","10,144","8,346","11,740","13,217","10,873","10,278","10,767",0,"8,920","8,551",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82051,R82051
R82053,PT,"50,307","42,644","27,969","48,054","53,404","44,717","44,682","46,531","47,917","32,826","15,463","26,316","25,175","-1,141",70%,,,"50,307","42,644","27,969","43,286","47,251","40,037","40,521","42,012","42,898","29,463","13,368","23,930","22,925",,0,0,0,"4,768","6,153","4,680","4,161","4,519","5,019","3,363","2,095","2,386","2,250",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82053,R82053
R82055,FT,"3,953","5,209","5,919","4,381","1,838","5,123","5,760","4,163","3,187","3,777","4,587","4,273",768,"-3,505",-7%,,,"3,953","5,209","5,919","4,381","1,838","5,003","5,760","4,163","3,176","3,764","4,556","4,247",768,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11,13,31,26,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R82055,R82055
R82056,FT,"14,569","27,572","33,510","28,639","25,241","26,426","28,796","29,269","29,465","30,692","30,484","30,276","32,945","2,669",-1%,,,"13,125","25,500","30,466","25,967","22,754","24,495","26,166","26,482","26,334","28,299","28,021","27,862","30,227",,"1,444","2,072","3,044","2,672","2,487","1,931","2,630","2,787","3,131","2,393","2,463","2,414","2,718",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82056,R82056
R82059,PT,"38,209","13,323","11,343","12,955","64,424","12,700","11,780","12,972","13,799","12,690","13,862","13,270","12,895",-375,-4%,,,"38,209","13,323","11,343","12,955","64,424","12,700","11,780","12,972","13,799","12,690","13,862","13,270","12,895",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82059,R82059
R82061,FT,"23,566","18,793","17,960","18,532","22,196","20,368","21,777","21,752","23,303","22,684","23,950","28,533","28,502",-31,19%,,,"23,566","18,793","17,960","18,532","22,196","20,368","21,777","21,752","23,303","22,684","23,950","28,533","28,502",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82061,R82061
R82063,PT,"39,806","42,068","42,316","40,738","36,971","47,767","42,918","40,212","37,370","36,042","35,237","36,240","34,007","-2,233",3%,,,"39,806","42,068","42,316","40,738","36,971","47,767","42,918","40,212","37,370","36,042","35,237","36,240","34,007",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82063,R82063
R82065,FT,"22,406","20,632","19,917","20,820","18,682",0,0,653,0,0,0,0,0,0,,,,"22,406","20,632","19,917","20,820","18,682",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,653,0,0,0,0,0,,,,,R82065,R82065
R82066,FT,"24,993","23,082","27,013","24,140","20,745","22,226","21,693","21,620","19,361","20,179","21,374","18,058",648,"-17,410",-16%,,,"24,993","23,082","27,013","24,140","20,745","22,226","21,693","21,620","19,361","20,179","21,374","18,058",648,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82066,R82066
R82068,FT,"11,475","8,694","8,335","8,191","8,575","5,885","8,885","6,769","7,994","7,068","7,145",0,0,0,-100%,,,"11,475","8,694","8,335","8,191","8,575","5,885","8,885","6,769","7,994","7,068","7,145",0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82068,R82068
R82069,PT,"32,175","18,742","18,223","15,442","15,336","11,611",0,0,0,0,0,0,0,0,,,,"32,175","18,742","18,223","15,442","15,336","11,611",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82069,R82069
R82072,FT,"21,881","20,365","19,705","20,735","21,647","21,903","21,748","23,037","20,752","21,346","21,784","22,100","21,007","-1,093",1%,,,"21,881","20,365","19,705","20,735","21,647","21,903","21,748","23,037","20,752","21,346","21,784","22,100","21,007",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82072,R82072
R82073,PT,"15,358","14,543","13,846","14,051","13,172","13,621","14,548","13,331","11,643","13,493","13,398","14,246","12,251","-1,995",6%,,,"15,358","14,543","13,846","14,051","13,172","13,621","14,548","13,331","11,643","13,493","13,398","14,246","12,251",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82073,R82073
R82076,PT,"25,546","24,750","29,071","31,323","30,347","30,978","32,224","30,780","29,847","26,873","26,009","25,929","28,810","2,881",0%,,,"25,546","24,750","26,568","28,769","27,521","28,190","29,746","28,378","27,431","24,677","24,106","24,205","26,670",,0,0,"2,503","2,554","2,826","2,788","2,478","2,402","2,416","2,196","1,903","1,724","2,140",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"cl have a tech issue with the phone line and services provider in March and April, daily GMV also seem to be smaller than before ",R82076,R82076
R82078,FT,"26,188","23,475","26,408","25,525","23,772","22,933","22,901","23,402","20,246","19,042","21,747","21,604","20,509","-1,095",-1%,,,"26,188","23,475","26,408","25,525","23,772","22,813","22,901","23,402","20,246","19,042","21,747","21,604","20,509",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R82078,R82078
R82079,PT,"8,924","6,303","17,839","16,507","16,137","16,622","15,797","16,550","16,694","8,028","11,908","11,763","12,940","1,177",-1%,,,"8,924","6,303","17,839","16,507","16,137","16,622","15,797","16,550","16,694","8,028","11,908","11,763","12,940",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82079,R82079
R82081,FT,"28,977","31,045","32,633","39,997","31,856","35,440","34,727","34,897","31,393","33,107","29,450","30,348","27,910","-2,438",3%,,,"28,977","31,045","32,633","35,973","27,865","31,905","31,489","31,281","27,615","29,463","26,197","27,318","25,302",,0,0,0,"4,024","3,991","3,535","3,238","3,616","3,778","3,644","3,253","3,030","2,608",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82081,R82081
R82082,FT,"18,655","16,351","17,403","17,240","16,490","17,097","18,617","18,020","19,158","18,347","15,850","16,440","16,868",428,4%,,,"18,655","16,351","17,403","17,240","16,490","17,097","18,617","18,020","19,158","18,347","15,850","16,440","16,868",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82082,R82082
R82083,FT,"27,922","25,299","25,175","24,105","26,890",0,0,0,0,"22,563","22,142","22,081","26,907","4,826",0%,,,"27,922","25,299","25,175","24,105","26,890",0,0,0,0,"18,962","18,360","19,042","24,053",,0,0,0,0,0,0,0,0,0,"2,442","2,012","2,148","2,617",,0,0,0,0,0,0,0,0,0,"1,159","1,770",891,237,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82083,R82083
R82086,PT,"36,339","48,454","55,424","46,765","35,287","43,792","48,167","47,329","44,199","43,256","36,688","46,232","43,003","-3,229",26%,,,"36,339","48,454","55,424","46,765","35,287","43,672","48,167","47,329","44,199","43,256","36,688","46,232","43,003",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,,R82086,R82086
R82088,FT,"23,599","27,385","30,806","33,028","29,885","37,174","40,598","42,515","38,162","37,638","40,477","33,138","29,511","-3,627",-18%,,,"23,599","27,385","25,866","27,590","24,453","31,023","33,568","35,531","31,600","30,728","33,132","26,570","23,980",,0,0,"4,940","5,438","5,432","6,151","7,030","6,984","6,562","6,910","7,345","6,568","5,531",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82088,R82088
R82089,FT,"33,179","31,743","29,084","34,225","36,509","33,147","28,543","29,812","39,404","30,358","31,114","33,525","29,588","-3,937",8%,,,"33,179","31,743","29,084","34,225","36,509","33,027","28,543","29,812","39,404","30,358","31,114","33,525","29,588",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,120,0,0,0,0,0,0,0,,,,"suspended since May, back on 7/15/2024 - Decision to revert ARRAY to prior levels",R82089,R82089
R82091,FT,"61,287","69,933","58,883","55,137","54,726","72,390",0,0,0,0,0,0,0,0,,,,"52,549","60,265","51,348","49,780","45,014","61,976",0,0,0,0,0,0,0,,"8,738","9,668","7,535","5,357","9,712","10,414",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82091,R82091
R82092,FT,"54,140","37,810","36,632","35,900","41,781","31,462","29,931","28,697","55,372","27,144","27,144","27,144","27,144",0,0%,Jul'24 Reactivate,,"54,140","37,810","36,632","35,900","41,781","31,462","29,931","28,697","55,372","27,144",653,"24,010","28,130",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82092,R82092
R82093,PT,"24,877","25,947","25,969","28,439","24,198","24,473","26,473","27,302","23,885","21,275","18,626","16,911","23,854","6,943",-9%,,,"24,877","25,947","25,969","28,439","24,198","24,473","26,473","27,302","23,885","21,275","18,626","16,911","23,854",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82093,R82093
R82095,PT,"16,159","12,051","16,957","18,988","12,016","16,787","18,031","18,878","13,404","17,674","15,054","18,048","16,555","-1,493",20%,,,"16,159","12,051","16,957","18,988","12,016","16,787","18,031","18,878","13,404","17,674","15,054","18,048","16,555",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82095,R82095
R82096,FT,"24,903","20,309","24,733","24,560","25,099","25,815","27,391","27,180","25,356","25,857","25,686","27,811","28,159",348,8%,,,"24,903","20,309","24,733","24,560","25,099","25,815","27,391","27,180","25,356","25,857","25,686","27,811","28,159",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82096,R82096
R82097,FT,"10,332","6,660","7,802","9,493","10,005","7,703","9,273","8,509","9,190","7,252","6,749","5,784","8,625","2,841",-14%,,,"10,332","6,660","7,802","9,493","10,005","7,703","9,273","8,509","9,141","7,252","6,749","5,784","8,625",,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,49,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,R82097,R82097
