Snowball Map,ID,Name,Business Type,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Contact Email,Contact Phone,Established,Phone,Most Common Email,Cuisines (Regional),Price Range
44320,c3eaf97c310ed16a,Momoville,Restaurant,1770 W Shawnigan Lake Rd,Cowichan Valley,BC,V0R 2W3,Canada,,,,,,,momoville.restaurant@gmail.com,American; Chinese,
44321,c883dba9c89df750,Kung Pao Wok,Restaurant,2102 11th Ave,Regina,SK,S4P 3Y6,Canada,,,,,,,,Chinese,$
44322,c3c9cff34cd0a7b2,Wah Bo Food,Restaurant,7055 Victoria Dr,Vancouver,BC,V5P 3Y9,Canada,,,,,,,,Chinese,$
44323,c34865a130fca89c,Zen Gardens,Restaurant,104 Surrey St E,Guelph,ON,N1H 3P9,Canada,,,,,,,,Japanese; Thai,$$
44324,c3a3c53969381902,Ah-So Sushi,Restaurant,4869 Dundas St W,Toronto,ON,M9A 1B2,Canada,,,letstalk@ah-sosushi.com,,,,letstalk@ah-sosushi.com,Japanese,$
44325,c887275047dd2ea2,Mandarin Restaurant,Restaurant,6712 50 Ave,Red Deer,AB,T4N 4E1,Canada,,,,,,,,Chinese,$
44326,c833cdb012e4f03f,Shogun Fusion,Restaurant,10125 121 St NW,Edmonton,AB,T5N 3W9,Canada,,,,,,,,Japanese; Vietnamese,$$
44327,b3ee989b227fecd4,The Daily Dumpling Wonton Co,Restaurant,792 College St,Toronto,ON,M6G 1C6,Canada,,,hello@thedailydumpling.com,,,,hello@thedailydumpling.com,Chinese,$$
44328,b5c1dd132f355105,Noodle Legend,Restaurant,5289 Yonge St,Toronto,ON,M2N 5R3,Canada,,,,,,,,Chinese,
44329,b5bd146cb36eeb84,Coconut Seasons,Restaurant,668 Silver Star Blvd,Toronto,ON,M1V 5N1,Canada,,,,,,,,Chinese,$$
44330,b1deba338f3bae10,New City Restaurant,Restaurant,210 Pennywell Rd,St John's,NL,A1C 2L6,Canada,,,,,,,,Chinese,$
44331,b63b05317e21a0a1,OBEY POKE,Restaurant,3224 St Johns St,Port Moody,BC,V3H 2C9,Canada,,,,,,,,Japanese,$
44332,b36b8fa636afb180,Dagu Rice Noodle,Restaurant,1177 Central Pkwy W,Mississauga,ON,L5C 4P3,Canada,,,,,,,,Chinese,$$
44333,b63c9ae48411859e,Shinyi Dumplings Express,Hotel/Resort; Restaurant,641 Yonge St,Toronto,ON,M4Y 1Z9,Canada,,,,,,,,Chinese,
44334,b808f4b256292d31,Creekside Chinese Restaurant,Restaurant,91 E Lake Cres NE,Airdrie,AB,T4A 2H6,Canada,,,,,,,,Chinese,$
44335,b6ce72891a0e9921,Golden Panda Restaurant,Restaurant,6355 152 St,Surrey,BC,V3S 3K8,Canada,,,,,,,,Chinese,$
44336,c4ba6a7e3d6c3c9d,Cantonese BBQ Seafood Restaurant,Restaurant,3320 Kingsway,Vancouver,BC,V5R 5L1,Canada,,,,,,,,Cantonese,
44337,c302d00b8e6329bc,Little Tibet Restaurant,Restaurant,1498 Queen St W,Toronto,ON,M6R 1A4,Canada,,,littletibettoronto@gmail.com,,,,littletibettoronto@gmail.com,Tibetan; Chinese,$
44338,c57c626c3269f252,Bao Bao,Restaurant,1193 Granville St,Vancouver,BC,V6Z 1M1,Canada,,,,,,,,Chinese,
44339,c54556ae4a060f2c,May Wong,Restaurant,895 Main St,Lillooet,BC,V0K 1V0,Canada,,,,,,,,Chinese,$
44340,c42332c0394b7bf6,Pho Hoai Vietnamese Noodle House,Restaurant,132 3 Ave SE,Calgary,AB,T2G 0B6,Canada,,,phohoaichinatown@gmail.com,,,,phohoaichinatown@gmail.com,Vietnamese; Chinese,$
44341,c6efccb55f13c77e,Brant Pump & Patio,Restaurant; Drinking Place,455 Brant St,Burlington,ON,L7R 2G3,Canada,,,alicia@thepumponbrant.com,,1990,,alicia@thepumponbrant.com,American; Creole; Cajun,$$
44342,bc83185f9cd94165,Tang Dynasty Restaurant Shi Jian Jiu Jia,Restaurant,730 St Anne's Rd,Winnipeg,MB,R2N 0A2,Canada,,,,,,,,Chinese,$$
44343,c09b654a7aa3bc74,Biryanis and More,Restaurant,45 Dusk Dr,Brampton,ON,L6Y 5Z6,Canada,,,nfo@biryanis.com,,,,info@biryanis.com,Indian; Chinese,$$
44344,c075f8e46e7b85f2,Chef Hung Noodle Express Brentwood,Restaurant,4567 Lougheed Hwy,Burnaby,BC,V5C 3Z6,Canada,,,,,,,,Chinese,
44345,bfc96025d5d3485b,Waka Sushi,Restaurant,20090 91A Ave,Langley,BC,V1M 3Y9,Canada,,,,,2015,,,Korean; Japanese,$$
44346,bee501d9914ede93,Yunxi Handmade Noodles | 20% OFF (SC),Restaurant,4002 Sheppard Ave E,Toronto,ON,M1S 4R5,Canada,,,,,,,,Chinese,
44347,c5e7208cc644f0c3,Wong's Cafe,Restaurant,Main St,Canora,SK,S0A 0L0,Canada,,,,,,,,Chinese,$
44348,c5b388fdd82abbb8,816.Cuisine,Restaurant,180 Steeles Ave W,Vaughan,ON,L4J 2L1,Canada,Gang,Y,,,2019,,816.cuisine@gmail.com,Chinese,$$$
44349,ad56d70ff91e99ec,Mega Sushi,Restaurant,3131 Chatham St,Richmond,BC,V7E 2Y4,Canada,,,,,,,,Korean; Japanese,$$
44350,abc4a3a9e4eaf9c1,Woking Chinese Restaurant,Restaurant,20531 Douglas Cres,Langley,BC,V3A 4B6,Canada,,,,,,,,Chinese,$
44351,adfbd9139062a0f2,C'est Bon,Restaurant,2685 Yonge St,Toronto,ON,M4N 2H8,Canada,,,,,,,,Chinese,$$
44352,adcdb5a036eb64e5,Ikkoi,Restaurant,5084 Dundas St W,Toronto,ON,M9A 1C2,Canada,,,,,,,,Japanese,$
44353,ac0aaa4e90b1f477,Sakana,Restaurant,7509 Yonge St,Markham,ON,L3T 2B4,Canada,,,,,,,,Japanese; Chinese,$$
44354,ac2edf1dc6a5475e,Suhang Restaurant,Restaurant,8291 Ackroyd Rd,Richmond,BC,V6X 3K5,Canada,,,suhang_restaurant@hotmail.com,,,,suhang_restaurant@hotmail.com,Chinese,$$
44355,ac4de786c2116b65,BALA FOODS ASIAN BENTO KING 百樂台式便當王,Restaurant,6311 Graybar Rd,Richmond,BC,V6W 0C4,Canada,,,,,,,,Chinese,
44356,9c0b1cbc91c52ffe,Maru Japanese Bistro,Restaurant,1402 Queen St E,Toronto,ON,M4L 1C9,Canada,Joseph,Kang,,,,,marubistrotoronto@gmail.com,Japanese,
44357,9d813cf520968f8d,Smilie's Village,Restaurant; Drinking Place,981 Fir St,Strathcona County,AB,T8A 4N5,Canada,,,,,1995,,info@smiliesvillage.ca,American; Chinese,$$
44358,9ea5e2ba4bd38470,Osaka Sushi by Mr. Lu,Restaurant,1800 4 St SW,Calgary,AB,T2S 2S5,Canada,,,,,,,,Japanese,
44359,b32742a51ccb9dd5,Kin Sushi,Restaurant,1760 Marine Dr,West Vancouver,BC,V7V 1J4,Canada,,,,,,,,Japanese,$$
44360,b2d5a4a904d109ed,Sushi Hanabi,Restaurant,1542 W 2nd Ave,Vancouver,BC,V6J 1H2,Canada,,,,,,,,Japanese,$
44361,b4050e1827f5aa1c,Shanghai 360,Restaurant,120 Adelaide St W,Toronto,ON,M5H 1T1,Canada,,,,,,,,Chinese,$$
44362,b442358933392535,Toji Sushi,Restaurant,5088 Dundas St W,Toronto,ON,M9A 1C2,Canada,,,,,2009,,,Canadian; Japanese,$$
44363,b9167f614af80d56,Yukiguni 2,Restaurant,660 Garrison Rd,Fort Erie,ON,L2A 6E2,Canada,,,,,,,,Japanese,$
44364,ac11f4aafd6fb2d0,Mr. Luo Noodle House (Downtown) Luo Guan Zhong Mi Fen,Hotel/Resort; Restaurant,24 Wellesley St W,Toronto,ON,M4Y 2X6,Canada,,,,,,,,Chinese,$
44365,aebdcc7264fc3640,Chopstick House,Restaurant,734 Adelaide St N,London,ON,N5Y 2L5,Canada,,,,,,,,Chinese,$$
44366,aedd198a746f7817,Himalayan Village,Restaurant,2331 66 St NW,Edmonton,AB,T6K 4B4,Canada,,,himalayanvillage66@gmail.com,,,,himalayanvillage66@gmail.com,Indian; Chinese,$$
44367,aed194cbdf2e444a,Seoul House,Restaurant,3220 Dufferin St,Toronto,ON,M6A 2T3,Canada,,,,,2003,,,Korean; Japanese,$$
44368,b4fea2aaaaebd11c,Buffet Yangtze,Restaurant; Quick Service,901 64 Ave NE,Calgary,AB,T2E 7P4,Canada,,,,,,,,Chinese,$$
44369,bbab7fdaafb0ba9e,Shang Palace Hakka Cuisine,Restaurant,18 Rambler Dr,Brampton,ON,L6W 1E2,Canada,,,,,,,,Chinese,
44370,bc011f6af3de294a,Li-Ao Sushi,Restaurant; Quick Service,8 Nolan Hills Blvd NW,Calgary,AB,T3R 0J4,Canada,,,,,,,,Japanese,$$
44371,bd2200bc8df46f20,Hawk & Chick,Hotel/Resort; Restaurant,1426 Dundas St W,Toronto,ON,M6J 1Y5,Canada,,,hawkandchick.to@gmail.com,,,,hawkandchick.to@gmail.com,Korean; Japanese,
44372,d1ef4f3137a9c5d3,Mr. Gao,Restaurant,1561 Main St W,Hamilton,ON,L8S 1E6,Canada,,,gaolaozhuang668@gmail.com,,,,gaolaozhuang668@gmail.com,Chinese,$$
44373,cbb053244b49df51,Hojo's Sushi Burrito,Restaurant,6 Prince St,Charlottetown,PE,C1A 4P5,Canada,,,info@hojosjapanese.com,,,,info@hojosjapanese.com,Japanese,
44374,d2939f27b04d8e7d,Bellamy,Restaurant,17 Mansur Ter,Toronto,ON,M3J 3R2,Canada,,,,,,,,Japanese,
44375,d45f65345627d55d,Potoba,Restaurant,839 Henderson Hwy,Winnipeg,MB,R2K 2L4,Canada,,,,,,,,Indian; Chinese,
44376,d3dd278fca7da82b,Lotus Garden Restaurant,Restaurant,31 Broadway St S,Kensington,PE,C0B 1M0,Canada,,,,,,,,Chinese,$$
44377,d2efcf7129fe13b9,Pho 99,Restaurant,120 Lebreton St N,Ottawa,ON,K1R 7H6,Canada,,,,,1997,,,Vietnamese; Chinese,$
44378,d4e7c1c4920c3bf7,Jade Garden,Restaurant,601 Water St E,Summerside,PE,C1N 4H8,Canada,,,,,,,,Chinese,$$
44379,d3bfb4326f1e0f53,Shanghai Restaurant,Hotel/Resort; Restaurant,907 Colborne St,Brantford,ON,N3S 3T3,Canada,,,cmtyof@gmail.com,,,,cmtyof@gmail.com,Chinese,$
44380,cdbf281bf498d0c7,Craig Henry Chinese Food,Restaurant,3 Chartwell Ave,Ottawa,ON,K2G 4K3,Canada,,,,,,,,Chinese,$
44381,cd66e8e4a609d6e0,Mang Tomas Lechon,Restaurant,3366 Keele St,Toronto,ON,M3J 1L5,Canada,,,,,,,,Chinese,
44382,ce39c06c0fb9b500,Kings Lodge Pub,Hotel/Resort; Restaurant,379 Main St,Grandview,MB,R0L 0Y0,Canada,,,,,,,,Chinese,
44383,cd6a85c11f8afa05,grill it up!,Restaurant,5100 Erin Mills Pkwy,Mississauga,ON,L5M 4Z5,Canada,,,,,,,,Chinese,$
44384,cdde70030fc8b3ef,Honeymoon Dessert | $5 off (SC Chartwell Center),Restaurant,2301 Brimley Rd,Toronto,ON,M1S 5B8,Canada,,,,,,,,Taiwanese,$$
44385,ce9ad076b1c7b643,Cynthia's Chinese Restaurant,Restaurant,7700 Bathurst St,Vaughan,ON,L4J 7Y3,Canada,,,info@cynthiaschinese.com,,,,info@cynthiaschinese.com,Chinese,$$
44386,c9cb8421ad5d4e01,Orient Restaurant,Restaurant,900 Lasalle Blvd,Greater Sudbury,ON,P3A 5W8,Canada,,,,,,,,Chinese,$$$
44387,c9bceb129306815e,The Peoples Eatery,Restaurant,891 Bay St,Toronto,ON,M5S 3K6,Canada,,,,,,,,Korean; Japanese,$
44388,cd0f6117a971778c,Eng's Chinese Restaurant,Restaurant,606 Concession St,Hamilton,ON,L8V 1B3,Canada,,,,,,,,Chinese,$
44389,dd24abfe6ca370af,Chi & Em Asian Bistro,Restaurant,10542 82 Ave NW,Edmonton,AB,T6E 2A4,Canada,,,,,,,,Japanese; Vietnamese,
44390,df328e1b43cbe6b9,Narita Sushi,Restaurant,100 Schoolhouse St,Coquitlam,BC,V3K 6V9,Canada,,,,,,,,Japanese,$$
44391,d803d62783c89f1d,Menkatsu,Hotel/Resort; Restaurant,7181 Yonge St,Markham,ON,L3T 0C7,Canada,,,tokyoramentoronto@gmail.com,,,,tokyoramentoronto@gmail.com,Japanese,$$
44392,d7ee33900badf353,Chilli Peppers,Restaurant,6847 Ellerslie Rd SW,Edmonton,AB,T6X 2A1,Canada,,,chillipeppersyeg@gmail.com,,,,chillipeppersyeg@gmail.com,Indian; Chinese; Thai,$
44393,d467832124cb7b06,Gimli Garden Chinese Food,Restaurant,78 7th Ave,Gimli,MB,R0C 1B0,Canada,,,,,,,,Chinese,
44394,d57f9a7af9cb2684,Zen House,Hotel/Resort; Restaurant,1463 Brenton St,Halifax,NS,B3J 3S7,Canada,,,,,,,,Japanese; Thai,
44395,ce260432ad606dc9,Hamachi Kita,Restaurant,5537 Young St,Halifax,NS,B3K 1Z7,Canada,,,contact@hamachikita.com,,,,hk@hamachirestaurants.com,Japanese,$$
44396,cfccfee16d47711b,Kiyo,Restaurant,1384 Bathurst St,Toronto,ON,M5R 3J1,Canada,,,,,2018,,kiyojapanesecuisine@gmail.com,Japanese,$$
44397,cfe57e7bc47a3efa,Bluebird Restaurant and Tavern,Restaurant; Drinking Place,43 Levack Dr,Greater Sudbury,ON,P0M 2C0,Canada,,,,,,,,Chinese,$$
44398,e3052b3c9675fe4f,The Bean Sprout,Restaurant,219 Connie Cres,Vaughan,ON,L4K 1L4,Canada,,,info.beansprout@gmail.com,,2009,,info.beansprout@gmail.com,Chinese,$$
44399,e4bc0683cfccf111,Chosabi,Restaurant,1194 Taylor Ave,Winnipeg,MB,R3M 3Z4,Canada,,,,,,,king@chosabi.com,Japanese,$
44400,e63d03b388770eb9,Sehmi Japanese Restaurant,Restaurant,2404 Timberlane Rd,Alberni-Clayoquot,BC,V9Y 8P2,Canada,,,,,2007,,,Japanese,$$
44401,e5781a98cb2df823,Ocean King Restaurant,Restaurant,1800 Main St,Winnipeg,MB,R2V 2A3,Canada,,,,,,,,Chinese,$$
44402,e4f8614447941322,Newfound Sushi,Restaurant; Drinking Place,117 Broadway,Corner Brook,NL,A2H 4E3,Canada,,,info@newfoundsushi.com,,,,info@newfoundsushi.com,Japanese,$$
44403,e0771b940fe1014a,Golden House Restaurant,Restaurant,843 Conception Bay Hwy,Conception Bay South,NL,A1X 7T7,Canada,,,,,,,,Chinese,$
44404,e2520474f6324834,Yoshi Express,Restaurant,10443 82 Ave NW,Edmonton,AB,T6E 2A1,Canada,,,,,,,,Japanese,$
44405,e230fa9b410316be,Royal Garden Restaurant,Hotel/Resort; Restaurant,139 Regent Ave W,Winnipeg,MB,R2C 1R1,Canada,,,royalgarden139@gmail.com,,,,royalgarden139@gmail.com,Chinese,$$$
44406,e220d2ae75418c04,Perfect Meat Bowl | ?满35减5 (DT),Restaurant,512 Yonge St,Toronto,ON,M4Y 1X9,Canada,,,,,,,,Korean; Vietnamese; Chinese; Thai,
44407,e302ccb880220ce4,Karma's Cuisine,Restaurant,9699 Jane St,Vaughan,ON,L6A 0A4,Canada,,,,,2018,,,Indian; Chinese,
44408,d6e751f67bd41541,Good Bites Eatery,Cafe; Restaurant,110 2 St W,Brooks,AB,T1R 0S3,Canada,,,goodbitesbrooks@gmail.com,,2016,,goodbitesbrooks@gmail.com,Chinese,$
44409,d5a5222f11e15a6a,Enmore Nanking Restaurant,Restaurant,3300 Steeles Ave W,Vaughan,ON,L4K 2Y4,Canada,,,,,,,,Chinese,$
44410,d5b4f54b355a85ae,Happy Noodle House,Hotel/Resort; Restaurant,630 Davie St,Vancouver,BC,V6B 2G5,Canada,,,,,2018,,,Chinese,$$
44411,da87eb37dac041eb,Chickaron,Restaurant,3250 Midland Ave,Toronto,ON,M1V 0C4,Canada,,,heqi.015@gmail.com,,,,heqi.015@gmail.com,Taiwanese,
44412,da5c9bb37dfe87fb,Hong Sheng,Restaurant,72 2nd Ave S,Williams Lake,BC,V2G 3Z1,Canada,,,,,,,,Chinese,$$
44413,d96ca2db6244d8e4,Sushiwa,Restaurant,32750 George Ferguson Way,Abbotsford,BC,V2T 4V6,Canada,,,jjokko77@hotmail.com,,,,jjokko77@hotmail.com,Japanese,$$
44414,eb23786f24cf891a,Greta Global Street Food,Restaurant,213 10 Ave SW,Calgary,AB,T2R 0A4,Canada,,,,,,,,Korean; Japanese; Greek,
44415,e6a48e194a19c96d,Kyoto Sushi,Restaurant,13651 72 Ave,Surrey,BC,V3W 2P2,Canada,,,,,2000,,,Japanese,$
44416,e7fbbd60f0a8b08a,Oriental Chinese Restaurant,Restaurant,453 King St E,Hamilton,ON,L8N 1C5,Canada,,,,,,,,Chinese,
44417,e8898237671cb932,Broadway Chinese Restaurant,Hotel/Resort; Restaurant,1410 W Broadway,Vancouver,BC,V6H 1H4,Canada,,,,,,,,Chinese,$$
44418,e831b9b843e31394,Isshin Sushi Bar and Asian Dining,Restaurant,151 Front St,Penticton,BC,V2A 1H3,Canada,,,myisshinsushi@gmail.com,,,,iyoda@shaw.ca,Japanese,$$
44419,e770e74b2559a970,Joyfulness Xi Le Bu Gei Zhan,Bakery; Hotel/Resort; Restaurant,10475 82 Ave NW,Edmonton,AB,T6E 3R7,Canada,,,,,,,,Jamaican; Caribbean; Chinese,
44420,e93342692b5a6201,Toss Thai,Restaurant,1120 Steeles Ave E,Milton,ON,L9T 6C8,Canada,,,info@tossthai.com,,,,info@tossthai.com,Chinese; Thai,$$
44421,ea332b3704290d54,Orchid Garden,Restaurant,489 2nd Ave N,Saskatoon,SK,S7K 2C1,Canada,,,orchidgardensask@gmail.com,,,,orchidgardensask@gmail.com,Chinese,$$
44422,f02f171adc05d8da,St James Restaurant,Restaurant,338 Stuart Dr W,Fort St James,BC,V0J 1P0,Canada,,,,,,,,Chinese,$
44423,ed2fd1e0ed6cbac1,Oriental Wok Restaurant,Restaurant,4924 49 Ave,St Paul,AB,T0A 3A0,Canada,,,,,,,,Chinese,$$
44424,edeacb8f39132873,Liwan Kitchen,Restaurant,4271 Sheppard Ave E,Toronto,ON,M1S 1T6,Canada,,,,,,,,Chinese,$$
44425,ebe7f5731ce6feb0,Canton Restaurant,Restaurant,17477 Old HWY-2,Quinte West,ON,K8V 0N7,Canada,,,,,,,,Chinese,
44426,efba033b78ceaa69,Golden Pond Restaurant,Restaurant,73 Henry Hensey Dr,Queens,NS,B0T 1K0,Canada,,,,,,,,Chinese,$$
44427,ed1e83f4798bd40e,Sushi & Co.,Restaurant,6520 Fraser St,Vancouver,BC,V5X 3T3,Canada,,,,,,,,Japanese,$$
44428,ec1acd95d81201de,Jade Inn,Hotel/Resort; Restaurant,535 Osborne St,Winnipeg,MB,R3L 2B2,Canada,,,royhu23@gmail.com,,1965,,royhu23@gmail.com,Chinese,$
44429,ec176e85f73bb0f7,Uptown Cafe,Hotel/Resort; Restaurant,325 Main St N,Moose Jaw,SK,S6H 0W2,Canada,,,,,,,,Chinese,$
44430,eca1076aac586530,The Wellington Diner,Restaurant; Quick Service,1385 Wellington St W,Ottawa,ON,K1Y 2X1,Canada,,,,,2006,,,Indian; Japanese; Mediterranean,$$
44431,ec8e069c84deb7a0,Mr. Bowl & Sushi,Restaurant,5102 46 Ave,Olds,AB,T4H 1E6,Canada,,,,,,,,Japanese,$$
44432,ecd23a867ccf6646,Dumpling House,Hotel/Resort; Restaurant; Quick Service,328 Spadina Ave,Toronto,ON,M5T 2E7,Canada,,,,,,,,American; Chinese,$
44433,f130da4135e8958d,Akedo Showten,Restaurant,20218 Fraser Hwy,Langley,BC,V3A 4E6,Canada,,,,,1926,,,Japanese,$
44434,f266847f26e93f5c,Jade Garden,Hotel/Resort; Restaurant,471 Main St N,Moose Jaw,SK,S6H 0W5,Canada,,,story-ljy@hotmail.com,,,,story-ljy@hotmail.com,Chinese,$$
44435,f406e5cc5e175b43,New Dragon Express,Restaurant,17743 98A Ave NW,Edmonton,AB,T5T 5W8,Canada,,,,,,,,Chinese,$$
44436,f43c0a5478032b47,Lucky's,Restaurant,949 Topsail Rd,Mt Pearl,NL,A1N 3K1,Canada,,,,,,,,Chinese,$$
44437,f3a57591c2b5b3f5,Chung Moi Chinese Restaurant,Restaurant,2412 Eglinton Ave E,Toronto,ON,M1K 2P3,Canada,,,,,,,,Chinese,$
44438,ee8f405b90e3d788,Yokohama Japanese Restaurant,Restaurant,12251 No 1 Rd,Richmond,BC,V7E 1T6,Canada,,,,,,,,Japanese,$
44439,ef633a59744dc59a,Kushi Mura Izakaya,Hotel/Resort; Restaurant,800 Carnarvon St,New Westminster,BC,V3M 0G3,Canada,,,,,,,,Japanese,$$
44440,ef4bb31c6aeb0115,Lotus Vietnamese Noodle House,Restaurant,1032 MacLeod Trl SE,Calgary,AB,T2G 2M7,Canada,,,lotusnoodlehouse@gmail.com,,,,lotusnoodlehouse@gmail.com,Chinese,$$
44441,f509c623e72cc91d,The Katsu Cutlet House,Hotel/Resort; Restaurant,5576 204 St,Langley,BC,V3A 1Z5,Canada,,,,,2019,,,Japanese,$
44442,f60e89105ebd9c18,M&E House sushi+ramen,Restaurant,1500 6th Line,Oakville,ON,L6H 2P2,Canada,,,,,,,,Japanese,$$$$
44443,f588d9294ae12008,Ming's Garden,Restaurant,128 Lock St E,Haldimand,ON,N1A 1J7,Canada,,,,,,,,Chinese,
44444,f4c43617daa18e74,Umai Sushi & Grill,Restaurant,40437 Tantalus Rd,Squamish,BC,V0N 1T0,Canada,,,,,,,,Japanese,$$
44445,f7d94d6437e6096f,WOKIN Express,Restaurant,31 Baldwin St N,Whitby,ON,L1M 0A7,Canada,,,,,,,,Chinese,$$
44446,f8fe4516a4dd710e,KL Sushi,Restaurant,1100 Concordia Ave,Winnipeg,MB,R2K 4B8,Canada,,,,,,,,Japanese,$
44447,fa71a7e88d05c5f9,TASTE AAA,Restaurant,7181 Yonge St,Markham,ON,L3T 0C7,Canada,,,,,,,,Chinese,
44448,fbaae630aef3b617,Saku,Restaurant,548 W Broadway,Vancouver,BC,V5Z 1E9,Canada,,,,,,,,Japanese,$$
44449,fd17fceb00be4f33,May Mei Chinese Restaurant,Restaurant,116 Saskatchewan Ave E,Portage la Prairie,MB,R1N 0L1,Canada,,,,,,,,Chinese,$
44450,faeb3a5e4981f235,Home Garden Taste of Taiwan,Restaurant,160 University Ave W,Waterloo,ON,N2L 3E9,Canada,,,,,2003,,,Taiwanese,$
44451,fa635aa478703ce5,Shoushin,Restaurant,3328 Yonge St,Toronto,ON,M4N 2M4,Canada,,,,,2015,,info@shoushin.ca,Japanese,$$$$
44452,fba9474ba3021c61,Noodle Fans,Restaurant,1177 Central Pkwy W,Mississauga,ON,L5C 4P3,Canada,,,,,,,,Chinese,$
44453,faff1d4ac2654eec,Nations Fresh Food,Restaurant; Grocery Store,2933 Eglinton Ave W,Mississauga,ON,L5M 6J3,Canada,Frank,Ho,frank.ho@nationsfreshfoods.ca,,,,cs_m@nationsfreshfoods.ca,Chinese,$$
44454,fae439590f910c30,Thanh Huong Restaurant,Restaurant,534 Sargent Ave,Winnipeg,MB,R3B 1W2,Canada,,,,,,,,Japanese; Vietnamese; Chinese,$
44455,faaa15039ef5ae1d,Sushi Sooshimi,Hotel/Resort; Restaurant,25 Kingsbridge Garden Cir,Mississauga,ON,L5R 4B1,Canada,,,sushisooshimi@gmail.com,,,,sushisooshimi@gmail.com,Japanese,$$
44456,fd19a5c7a9289864,Japas,Restaurant; Drinking Place,692 Bloor St W,Toronto,ON,M6G 1L4,Canada,,,,,,,,Japanese; Vietnamese,$$
44457,fdcd4f01d1d0f9e9,Dim Sum Hut,Restaurant,7880 Keele St,Vaughan,ON,L4K 4G7,Canada,,,dimsumhut.5@gmail.com,,,,dimsumhut.5@gmail.com,Cantonese; Chinese,
44458,fd60aca3c72fe125,Western Lake Chinese Seafood Restaurant,Restaurant,4989 Victoria Dr,Vancouver,BC,V5P 3T7,Canada,,,,,,,,Chinese,$$
44459,fe54597c2e52c3a5,Man Wah House Chinese & Canadian Food,Restaurant,24 Amanda St,Greater Sudbury,ON,P0M 1M0,Canada,,,,,,,,Chinese,$
44460,ffd9388c7645b907,Kamamarui,Restaurant; Quick Service,6514 Royal Oak Ave,Burnaby,BC,V5H 3P4,Canada,,,,,,,,Japanese; Vietnamese,$$
44461,ff890f5f81530e46,Sun Sushi,Restaurant,267 Torbay Rd,St John's,NL,A1A 4A2,Canada,,,,,,,,Japanese,$$
44462,07bb63d5320129a6,Puffsey Cafe,Cafe; Restaurant,350 3rd Ave N,Saskatoon,SK,S7K 6G7,Canada,,,,,,,,Japanese,
44463,02b6f197f966f58d,Jin Noodles,Hotel/Resort; Restaurant,5024 50 Ave,Alberta Beach,AB,T0E 0A0,Canada,,,,,,,,Chinese,
44464,0760275d3a2303df,Sun Sui Wah Seafood Restaurant,Restaurant,4940 No 3 Rd,Richmond,BC,V6X 3A5,Canada,,,,,,,,Cantonese,$$
44465,062ebff36caf5aff,Japanese Express,Restaurant,616 St James St,Winnipeg,MB,R3G 3J5,Canada,,,,,,,,Japanese,$
44466,092bb48168d9b3b6,Osaka Sushi,Restaurant,5024 51 Ave,Bonnyville,AB,T9N 2G3,Canada,Jim,S,,,2014,,,Japanese,$$
44467,0aac0af93dcecfcf,O Sushi,Restaurant,6 Coxwell Ave,Toronto,ON,M4L 3A7,Canada,,,,,,,,Japanese,$$
44468,0c45157ec2e71ecf,Midori Ramen,Restaurant,3255 Rutherford Rd,Vaughan,ON,L4K 5Y5,Canada,,,,,,,,Japanese,
44469,150429b7eb080650,Silver Star Chinese Food,Hotel/Resort; Restaurant,100 Lupin Dr,Whitby,ON,L1N 1X8,Canada,,,,,,,,Chinese,$
44470,14f1cff13a4fe8e5,Boiling Point,Restaurant,4148 Main St,Vancouver,BC,V5V 3P7,Canada,,,cs@bpgroupusa.com,,2004,,cs@bpgroupusa.com,Taiwanese,$$
44471,11c60d88d4ac03ad,Champion Bbq,Restaurant,2190 McNicoll Ave,Toronto,ON,M1V 0B3,Canada,,,,,,,,Chinese,$$
44472,1224cd1baab2df7e,Tsui King Lau Restaurant,Restaurant,208 Ave H N,Saskatoon,SK,S7L 6B6,Canada,,,,,,,,Cantonese,$$
44473,14816a40645ed5bd,Rock Paper Scissors,Restaurant,181 Lester St,Waterloo,ON,N2L 0C2,Canada,,,rockpaperscissors.restaurant@gmail.com,,2016,,rockpaperscissors.restaurant@gmail.com,Chinese,$
44474,1353b1dbefe566b2,Mi'Korner,Restaurant,93 Winchester Rd E,Whitby,ON,L1M 1B4,Canada,,,mi.korner.info@gmail.com,,,,mi.korner.info@gmail.com,Chinese,
44475,133ccf690a19aa33,Beef Broccoli,Restaurant,3041 Louie Dr,West Kelowna,BC,V4T 3E2,Canada,,,,,,,,Korean; Chinese,
44476,00fa916acbeba20c,Kanichi,Restaurant,19 Milliken Blvd,Toronto,ON,M1V 4A2,Canada,,,,,,,,Japanese,$$
44477,0f8a775f0618d145,East One Seafood Restaurant,Restaurant,2800 E 1st Ave,Vancouver,BC,V5M 4P3,Canada,,,,,,,,Japanese; Vietnamese,$$
44478,0f12d760d5c04d20,Donly Kitchen,Restaurant,829 Big Bay Point Rd,Barrie,ON,L4M 2N5,Canada,,,,,,,,Japanese; Chinese; Thai,$$
44479,0f6430e10a5a17a3,J&A Chinese Restaurant,Restaurant,18 Southridge Dr,Okotoks,AB,T1S 1N1,Canada,,,,,,,,Chinese,$$
44480,01c99ae962126ff4,Utage Maple Sushi,Restaurant,1198 Jefferson Ave,Winnipeg,MB,R2P 0C7,Canada,,,,,2016,,,Japanese,$$
