,Snowball Map,Restaurant Name,Address,City,Zipcode,State,Country,Phone Number(s),Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
11565,65573,Cafe Soriah,384 W 13th Ave,Eugene,97401,OR,US,5413424410.0,5415137740.0,,,,,,,
11566,65574,Legend West Village,82 W 3rd St,New York,10012,NY,US,6469186216.0,6462002839.0,,,,,,,
11567,65575,Mr Kam,6342 Veterans Av,Brooklyn,11234,NY,US,7185317100.0,9175350806.0,7185311138.0,7185317101.0,,,,,
11568,65576,China Cafe,10805 Birmingham Way,Woodstock,21163,MD,US,6509682298.0,4085694266.0,4085155500.0,,,,,,
11569,65577,Wild Ginger Asian Bistro,3655 Edwards Rd,Cincinnati,45208,OH,US,4809077717.0,4808894818.0,,,,,,,
11570,65578,AJ's Burger & Peruvian Chicken,422 Semple St,Pittsburgh,15213,PA,US,4126888880.0,4124522719.0,4129533060.0,4123778008.0,4129532850,,,,
11571,65579,Chopstix,1320 Lees Chapel Rd,Greensboro,27455,NC,US,8313359770.0,6507408903.0,,,,,,,
11572,65580,Big Bowl,9679 Folsom Blvd,Sacramento,95827,CA,US,9169175666.0,2672623401.0,,,,,,,
11573,65581,Kome,2407 S Hiawassee Rd.,Orlando,32835,FL,US,2055027221.0,2055027221.0,,,,,,,
11574,65582,Eastern Chinese Restaurant,21-05 Broadway,Astoria,11106,NY,US,7182787333.0,6462677080.0,,,,,,,
11575,65583,Burrito Shop,5975 Broadway,Bronx,10471,NY,US,7187086885.0,,,,,,,,
11576,65584,Aburi Sushi,769 Grand St,Brooklyn,11211,NY,US,7183878815.0,9176690218.0,7183878816.0,6464170703.0,,,,,
11577,65585,How Wok Kitchen,580 Medford Ave,Patchogue,11772,NY,US,6316542010.0,9179168185.0,,,,,,,
11578,65586,Andrew's Restaurant,6407 Suitland Road,Suitland,20746,MD,US,3017359320.0,2022578220.0,,,,,,,
11579,65587,China Inn Kitchen,346 Broadway,Bethpage,11714,NY,US,5169351835.0,5167100968.0,2016626126.0,7186742139.0,,,,,
11580,65588,New Mainland China,884 E Oakland Park Blvd,Oakland Park,33334,FL,US,9545636896.0,5615636674.0,,,,,,,
11581,65589,JK's Dumpling & Teriyaki,2151 Lemoine Ave,Fort Lee,7024,NJ,US,2019446388.0,3477615967.0,,,,,,,
11582,65590,Cafe 101,11950 Jones Bridge Rd #112,Johns Creek,30005,GA,US,7706805462.0,6785222264.0,6785572850.0,6787937688.0,,,,,
11583,65591,Reshmi Sweets & Cafe,12170 conant st,Hamtramck,48212,MI,US,3133662425.0,2487590061.0,,,,,,,
11584,65592,The Green Papaya,160 Albany Turnpike,Canton,6019,CT,US,8606939322.0,2035123119.0,,,,,,,
11585,65593,Cheng's Buffet & Grill,1271 Log Pond Dr,Newark,43055,OH,US,7403660813.0,6159731220.0,9176574688.0,,,,,,
11586,65594,Wasabi Sushi,724 Red Lion Rd,Philadelphia,19115,PA,US,9737319888.0,3479681189.0,9733683099.0,,,,,,
11587,65595,Ho-Lee Wok,1600 E Saint Georges Ave,Linden,7036,NJ,US,9089256298.0,6267592600.0,9089256098.0,9172513755.0,6463302857,,,,
11588,65596,Sunrise House,343 Washington Street,Stoughton,2072,MA,US,7813449980.0,8572254956.0,7813441555.0,9177701260.0,7813632507,6175050016.0,7813631183.0,8574987051.0,
11589,65597,China Lee,3815 Dayton Blvd,Chattanooga,37415,TN,US,4238776917.0,,,,,,,,
11590,65598,Rickshaw Chinese,1483 Broadway,Redwood City,94063,CA,US,6503648218.0,,,,,,,,
11591,65599,Winchell's Donut,1301 S Broadway,Denver,80210,CO,US,3037779361.0,3039937922.0,,,,,,,
11592,65600,Asian Cafe,200 Marshall Dr,Christiansburg,24073,VA,US,6106155197.0,6463276389.0,,,,,,,
11593,65601,My Bento Asian Diner,8640 University City Blvd,Charlotte,28213,NC,US,7045470320.0,9802136900.0,9802136900.0,8285453596.0,7043402912,8284611704.0,7046505827.0,7045821049.0,
11594,65602,Cho Oishi,6801 Hollywood Blvd,Los Angeles,90028,CA,US,3234640500.0,5623225758.0,3234640501.0,8572347787.0,3234204563,,,,
11595,65603,China House Express,1318 W Britton Rd,Oklahoma City,73114,OK,US,4058435818.0,4055701613.0,4055172559.0,5185770361.0,4055702569,4052199039.0,,,
11596,65604,El Taquito III,14429 SW 42nd St,Miami,33175,FL,US,3055530090.0,3053355176.0,,,,,,,
11597,65605,Koi Palace Asian Cuisine,1027 Charles St,North Providence,2904,RI,US,4017222003.0,4012192388.0,4014973423.0,6467876012.0,,,,,
11598,65606,Fancy Fine European Bakery,420 S. Rampart Blvd,Las Vegas,89145,NV,US,7025555555.0,3165166783.0,,,,,,,
11599,65607,Chan's Garden,310 State St,St Joseph,49085,MI,US,2699832609.0,2693691987.0,2699831813.0,5179181067.0,2698615605,2692811315.0,2692527881.0,2699239258.0,
11600,65608,Rubin's Family Restaurant,14651 Lorain Ave,Cleveland,44111,OH,US,2166715556.0,4403093125.0,2162009555.0,2166335636.0,2166715568,2163098514.0,,,
11601,65609,Joe's Way Pizzeria & Italian Gril 2,3519 Division Ave S,Grand Rapids,49548,MI,US,6164522810.0,,,,,,,,
11602,65610,Lucky Chen Chinese Restaurant,1266 Broadway,Brooklyn,11221,NY,US,7185733780.0,6468842985.0,8596093256.0,6464284629.0,,,,,
11603,65611,China Palace,140 W Jefferson St,Butler,16001,PA,US,9036578003.0,,,,,,,,
11604,65612,Damiani's Oven,220 Triangle Rd,Hillsborough,8844,NJ,US,9083696944.0,8456532257.0,9083690515.0,2013700096.0,9089173352,9086354459.0,,,
11605,65613,Red Chileez,2503-D Forest Hills Rd W,Wilson,27893,NC,US,2522372445.0,9194541704.0,,,,,,,
11606,65614,Lair RVA,7 West Main Street,Richmond,23220,VA,US,8044971031.0,,,,,,,,
11607,65615,Chick & Tea,3932 Telegraph Ave,Oakland,94609,CA,US,5109236196.0,5104938851.0,,,,,,,
11608,65616,Hong Kong Chinese Restaurant,23051 Michigan Ave,Dearborn,48124,MI,US,3525965968.0,9178339998.0,3525968660.0,9179229288.0,6469571288,3525491822.0,,,
11609,65617,Lucky Monkey Bento,2138 Lancaster Dr NE,Salem,97305,OR,US,5035889800.0,5038817366.0,,,,,,,
11610,65618,Mamma Mia's Pizzeria,60 Park St,West Springfield,1089,MA,US,4137320400.0,4137325425.0,4137326514.0,,,,,,
11611,65619,Shanghai Heping Restaurant,104 Mott St,New York,10013,NY,US,2129251118.0,9172919309.0,,,,,,,
11612,65620,Hunan West,6165 Strickland Ave,Brooklyn,11234,NY,US,7184441678.0,3474144141.0,9176504531.0,,,,,,
11613,65621,New China Beach,6170 Ulmerton Rd,Clearwater,33760,FL,US,7275307785.0,9176602132.0,7272866308.0,9179696871.0,7274818851,7272866308.0,7275454718.0,,
11614,65622,Cala Fry & Grill,1922 Clinton Ave,Minneapolis,55404,MN,US,6125018748.0,,,,,,,,
11615,65623,Shahnai Restaurant,5920 Hillcroft Street,Houston,77036,TX,US,7139531388.0,2816852049.0,7132926500.0,,,,,,
11616,65624,Bebe's Southern Cooking,5925 W Olive Ave,Glendale,85302,AZ,US,6239319000.0,4084891410.0,,,,,,,
11617,65625,Dragon Palace,220 Louisiana Ave,Bogalusa,70427,LA,US,9182252688.0,6466390865.0,6463226690.0,9293185558.0,,,,,
11618,65626,Simply Cuban,478 Market St,Newark,7105,NJ,US,8622377350.0,,,,,,,,
11619,65627,Chicken Boxx,2303 Huntington Ave,Alexandria,22303,VA,US,7033476200.0,5712962048.0,2027140994.0,,,,,,
11620,65628,New Panda Restaurant,618 South Ave,Secane,19018,PA,US,6105448557.0,6463018179.0,9174201706.0,4849088451.0,9172517959,,,,
11621,65629,Delhi Masala,2077 Adam Clayton Powell Jr Blvd,New York,10027,NY,US,2126668600.0,6466623547.0,2126668601.0,6466197204.0,9174090544,,,,
11622,65630,Greenhouse Cafe,539 Flatbush Ave,Brooklyn,11225,NY,US,3473183842.0,3473183841.0,,,,,,,
11623,65631,Happy Wok (Liu's Kitchen),5479 S Rainbow Blvd,Las Vegas,89118,NV,US,7023682888.0,6262301068.0,7024947843.0,2138806686.0,7024187575,7028827650.0,7027039997.0,7029859168.0,
11624,65632,Liyu Cafe & Ethiopian Cuisine,8395 Colesville Rd,Silver Spring,20910,MD,US,3015851717.0,,,,,,,,
11625,65633,The King & I,15508 NW 77th Ct,Hialeah,33016,FL,US,3058231095.0,7864176613.0,3234270868.0,,,,,,
11626,65634,New Wok on Fire,4789 Granlte Drive,Rocklin,95677,CA,US,9166241002.0,6506700351.0,,,,,,,
11627,65635,Tokyo,3415 Frederica St,Owensboro,42301,KY,US,9378797880.0,9178566881.0,9379005760.0,3479879226.0,,,,,
11628,65636,Yummi Japan,1245 Stafford Dr.,Princeton,24740,WV,US,3044878949.0,6814952897.0,3049979594.0,9046558860.0,3049207529,9292134569.0,,,
11629,65637,Kayla's Diner,136 Newbury St,Peabody,1960,MA,US,9788545990.0,8572538182.0,,,,,,,
11630,65638,Main Moon,206 Main St,Farmington,6032,CT,US,6148478168.0,6145823267.0,,,,,,,
11631,65639,Dragon Star,662 East Hawley St,Mundelein,60060,IL,US,8478378868.0,9178683017.0,8478378866.0,3474144594.0,3127910003,3127910196.0,,,
11632,65640,City Lights of China,12391 Gayton Rd.,Richmond,23238,VA,US,8047426716.0,9179230087.0,,,,,,,
11633,65641,Roll & Katsu,11 West 32nd Street,New York,10001,NY,US,6466205992.0,,,,,,,,
11634,65642,Antojo Latino,44 Posey St,Savannah,31406,GA,US,9123357352.0,,,,,,,,
11635,65643,Chap's Grille,1174 Chapel St,New Haven,6511,CT,US,2035623966.0,2038093106.0,,,,,,,
11636,65644,Red House II,8756 Frankford Ave.,Philadelphia,19136,PA,US,2153385365.0,9316268178.0,2153385366.0,3025591042.0,3027644046,3025218608.0,,,
11637,65645,V Sushi,74 Ranch Dr,Milpitas,95035,CA,US,4089419888.0,6693776666.0,4088919171.0,,,,,,
11638,65646,Giovanni Italian Restaurant & Pizzeria,3003 N Federal Hwy,Pompano Beach,33064,FL,US,9549427882.0,9546096628.0,,,,,,,
11639,65647,Nutripan 2,88-44 Sutphin Blvd,Jamaica,11435,NY,US,7186746590.0,,,,,,,,
11640,65648,Iron Charm,1724 Woodlawn Dr,Gwynn Oak,21207,MD,US,4105978825.0,3019198018.0,4105978826.0,3012813108.0,9194525801,2409939218.0,,,
11641,65649,China Star,4716 N Milwaukee Ave,Chicago,60630,IL,US,9549662588.0,9549662599.0,9542946768.0,,,,,,
11642,65650,Due Amici,3100 Alafaya Trail,Oviedo,32765,FL,US,4079775515.0,9544960331.0,4079328042.0,,,,,,
11643,65651,Braconi's Italian Restaurant,796 Royal Saint George,Naperville,60563,IL,US,6307179530.0,6307179632.0,6307471337.0,,,,,,
11644,65652,PJ's Sandwiches,15 Frambes Ave,Columbus,43201,OH,US,6142992113.0,9083078885.0,6142977627.0,6148934040.0,,,,,
11645,65653,Cristobal Mexican Grill,1270 Crabb River Rd,Richmond,77469,TX,US,2815454956.0,3467549283.0,2815454962.0,8324193247.0,,,,,
11646,65654,Sumac Mediterranean Grill,1397 El Camino Real,Belmont,94002,CA,US,6505922107.0,6505047148.0,,,,,,,
11647,65655,Ice & Fire Asian Cuisine,85 Main Street,Norwich,6360,CT,US,8604250990.0,6462882028.0,8604250991.0,9174122130.0,,,,,
11648,65656,Hibachi Express,2596 South Cobb Drive.,Smyrna,30080,GA,US,7276455946.0,3054579657.0,,,,,,,
11649,65657,Uzbechka,42 Avenue O,Brooklyn,11204,NY,US,7188725500.0,,,,,,,,
11650,65658,China Town,1725 Airport Fwy,Bedford,76021,TX,US,9108633535.0,9179309947.0,,,,,,,
11651,65659,Sushi Soba,1345 E Putnam Ave.,Old Greenwich,6870,CT,US,2039900888.0,9174768570.0,2039900886.0,9172512961.0,2035700576,,,,
11652,65660,NYPD,231 E N Ave,Milwaukee,53212,WI,US,4145624444.0,2629301841.0,4142636973.0,4145626973.0,,,,,
11653,65661,Mision De San Antonio,1721 Babcock Rd,San Antonio,78229,TX,US,2103089900.0,2109133274.0,2107767023.0,2106662002.0,2103955040,,,,
11654,65662,Sum's Chop Suey,3753 Dempster St,Skokie,60076,IL,US,8476738818.0,3128040865.0,3124046270.0,3125900102.0,,,,,
11655,65663,Maaidah Cafe,71 Pine St,Montclair,7042,NJ,US,9737442731.0,9733367046.0,,,,,,,
11656,65664,Let's Do Lunch,2320 W Peoria Ave,Phoenix,85029,AZ,US,6029439475.0,4804653481.0,6026391973.0,,,,,,
11657,65665,Tokyo Japanese Restaurant,104 West 3rd St,Pembroke,28372,NC,US,9105218222.0,9105211543.0,,,,,,,
11658,65666,China Star,3558 Clark Rd.,Sarasota,34231,FL,US,9549662588.0,9549662599.0,9542946768.0,,,,,,
11659,65667,New China Chinese Restaurant,6017 S Goldenrod Rd,Orlando,32822,FL,US,2525749999.0,3477210388.0,,,,,,,
11660,65668,Hong Kong,430 N Church Ave,Louisville,39339,MS,US,3213454895.0,3213454896.0,3213454968.0,,,,,,
11661,65669,Panda Pavilion,420 West Putnam Avenue,Greenwich,6830,CT,US,2038691111.0,7189158847.0,2038691831.0,6463791474.0,2038691209,6469156728.0,3476541601.0,,
11662,65670,China Buffet,111 S Oak St,Pearsall,78061,TX,US,3178678568.0,3179858684.0,3179859881.0,,,,,,
11663,65671,New Dragon,5450 Peachtree Parkway,Peachtree Corners,30092,GA,US,8038946688.0,9178689987.0,8038946688.0,9175627488.0,9178689987,8038945970.0,,,
11664,65672,Ali Baba,18310 Horace Harding Expy,Fresh Meadows,11365,NY,US,7184637362.0,5162508708.0,7184637900.0,7185913203.0,,,,,
11665,65673,Main Wok,590 Page Blvd,Springfield,1104,MA,US,4137318888.0,6463216028.0,9173355123.0,6465255651.0,9185745123,,,,
11666,65674,Fiorentino's Little Luigi,122 River Rd Ext,Cos Cob,6807,CT,US,2036292222.0,9143199631.0,2038921336.0,9175204226.0,2038937496,9143181729.0,,,
11667,65675,Cupertino International Foods,7335 Bollinger Rd,Cupertino,95014,CA,US,4082571900.0,6502749923.0,4082573746.0,4085682321.0,3147070541,9176898229.0,,,
11668,65676,Zaiqa Kabab & Grill,5202 Simpson Ferry Road,Mechanicsburg,17050,PA,US,7175908983.0,7174206003.0,9177058947.0,,,,,,
11669,65677,Hamachi 34,56 E 34th St,New York,10016,NY,US,2128892833.0,6462512001.0,2128892828.0,9178192288.0,9176395788,6462507978.0,,,
11670,65678,China Buffet,695 California Avenue,Camden,71701,AR,US,3178678568.0,3179858684.0,3179859881.0,,,,,,
11671,65679,Imperial Mandarin,165 Pleasant St,Marblehead,1945,MA,US,7816391540.0,9172384322.0,7815886039.0,7815845131.0,7819901003,,,,
11672,65680,In & Out Food Market,808 S York Rd,Hatboro,19040,PA,US,2154414158.0,9178588902.0,2154449129.0,,,,,,
11673,65681,Red Bowl Chinese Restaurant,28500 Miles Rd,Solon,44139,OH,US,4407030777.0,9172945981.0,4403948575.0,9179007775.0,,,,,
11674,65682,Sakura,2401 12th Ave. NW,Ardmore,73401,OK,US,9185372088.0,5852014022.0,9175206106.0,9296669009.0,6462416951,8453212701.0,,,
11675,65683,Muscle Maker Grill,230 S Federal Hwy,Deerfield Beach,33441,FL,US,9544291818.0,9542920626.0,9542929440.0,,,,,,
11676,65684,Buzzbrews,4334 Lemmon Avenue,Dallas,75219,TX,US,2143705815.0,2144602400.0,,,,,,,
11677,65685,Tasty Hand-Pulled Noodle II,648 9 Ave.,New York,10036,NY,US,9173882351.0,9173536685.0,6467145809.0,,,,,,
11678,65686,Touch Restaurant,420 14th St NW,Atlanta,30318,GA,US,4045005623.0,3217590169.0,7702899103.0,,,,,,
11679,65687,Mamak Asian Street Food,1231 E Colonial Dr,Orlando,32803,FL,US,4072704688.0,8635217169.0,4079889992.0,,,,,,
11680,65688,House of Van,6116 Winton Rd,Fairfield,45014,OH,US,5138582888.0,5138290875.0,,,,,,,
11681,65689,Great Wall,272 NY-32,Central Valley,10917,NY,US,3156997078.0,3156997215.0,6463315572.0,,,,,,
11682,65690,Vietnamese Cuisine,1407 Main St.,Murray,42071,KY,US,2707617655.0,2702936107.0,,,,,,,
11683,65691,Hong Kong Buffet,3060 U.S. 41,Marquette,49855,MI,US,8066371778.0,3479566171.0,8062417588.0,,,,,,
11684,65692,Bowe's Fast Food With Restaurant,2166 Frederick Douglass Boulevard,New York,10026,NY,US,2122229054.0,,,,,,,,
11685,65693,China Star,3415 Canfield Rd,Youngstown,44511,OH,US,9549662588.0,9549662599.0,9542946768.0,,,,,,
11686,65694,China Wok,609 State Highway 2,Wilburton,74578,OK,US,2056256668.0,2058078868.0,,,,,,,
11687,65695,Effortlessly Healthy,1921 South Ave,Rochester,14620,NY,US,5852540078.0,5852540078.0,5854906511.0,,,,,,
11688,65696,Szechuan Delight,240-11 Linden Blvd,Elmont,11003,NY,US,3012482484.0,2409936093.0,3012482485.0,,,,,,
11689,65697,Hong Garden,2515 Adam Clayton Powell,New York,10039,NY,US,2122839988.0,9176785355.0,2122835588.0,,,,,,
11690,65698,Daylight Donuts Urban Eatery,14352 Lincoln St,Thornton,80023,CO,US,3032520101.0,7203650465.0,,,,,,,
11691,65699,Koi Japanese & Chinese,317 Valley Rd,Wayne,7470,NJ,US,9737066622.0,6462690542.0,9175355883.0,9179721138.0,,,,,
11692,65700,New Golden Abacus,1275 Providence Highway,Norwood,2062,MA,US,7817628114.0,6175950892.0,7817629009.0,6178337695.0,5086381793,6179907988.0,,,
11693,65701,Wimpy's Restaurant,1232 St. Nicholas Ave.,New York,10032,NY,US,2129288085.0,2129280141.0,,,,,,,
11694,65702,Chennai Dosa Express,2986 John F. Kennedy Boulevard,Jersey City,7306,NJ,US,2019638900.0,2017762981.0,,,,,,,
11695,65703,China Villa,17350 Northwest Freeway,Houston,77040,TX,US,7134665056.0,8322309126.0,,,,,,,
11696,65704,Tavares Restaurant,234 Cleveland St,Brooklyn,11208,NY,US,3472404609.0,6032053187.0,3477207680.0,6468944666.0,3472002277,3473287991.0,,,
11697,65705,Deli Beer Smoke,223 Commack Road,Commack,11725,NY,US,6314866384.0,6314951740.0,,,,,,,
11698,65706,Quick Chinese Restaurant,9836 Old Baymeadows Rd,Jacksonville,32256,FL,US,9046429617.0,9175180628.0,9046469929.0,9043043322.0,9047538266,,,,
11699,65707,Lin's Express,235 Albert Ave,East Lansing,48823,MI,US,5179770924.0,7346800666.0,,,,,,,
11700,65708,Tanpopo Ramen & Sushi Restaurant,5191 S 108 St.,Hales Corners,53130,WI,US,4145252266.0,2623271781.0,,,,,,,
11701,65709,Yami Crab,4525 N Pine Island Rd,Sunrise,33351,FL,US,9549851888.0,9549855888.0,6318820088.0,,,,,,
11702,65710,Chef D'z Cafe on the Ave,1601 Franklin St,Gretna,70053,LA,US,5045104599.0,,,,,,,,
11703,65711,Crazy Bears II,101 S Rd,Eagle,53119,WI,US,2625943587.0,,,,,,,,
11704,65712,Meatball House,693 Bergen Blvd,Ridgefield,7657,NJ,US,2018406500.0,,,,,,,,
11705,65713,Jade King,376 Willis Ave,Roslyn Heights,11577,NY,US,5166219683.0,9179294047.0,5166212143.0,9178382255.0,8455967420,9176808393.0,,,
11706,65714,Cheng Chen Chinese Restaurant,659 Abbington Dr,East Windsor,8520,NJ,US,6094435330.0,6464164399.0,6094435331.0,6464164899.0,,,,,
11707,65715,Sapore Ricco,2100 W Whittier Blvd,Montebello,90640,CA,US,3235971456.0,5416466522.0,,,,,,,
11708,65716,Sushi Go,553 East Grand River Ave.,East Lansing,48823,MI,US,2142271818.0,2015613112.0,,,,,,,
11709,65717,Tokyo Ya,5603 7th Ave,Brooklyn,11220,NY,US,7182889399.0,8656221289.0,,,,,,,
11710,65718,Byblos Restaurant,80 Madison Ave,New York,10016,NY,US,2126870808.0,9735347114.0,,,,,,,
11711,65719,Dynasty Chinese Food,1115 West Warren Avenue,Detroit,48201,MI,US,3137300222.0,3132311580.0,3137300223.0,3139852940.0,,,,,
11712,65720,China Taste,1901 West Bay Dr,Largo,33770,FL,US,6302629580.0,6302629581.0,6309239585.0,,,,,,
11713,65721,Outpost Pizzeria II,888 Bridgeport Ave,Shelton,6484,CT,US,2035385040.0,,,,,,,,
11714,65722,El Grande Chef Restaurant & Pizzeria,237 E Tremont Ave,New York,10457,NY,US,7186180471.0,6463265549.0,7186180454.0,9177365980.0,2125983481,,,,
11715,65723,China Panda,305 Atlantic Ave,Morris,56267,MN,US,7708088022.0,6789003608.0,4707465951.0,6789003569.0,,,,,
11716,65724,MuLan,824 Juniper St,Atlanta,30308,GA,US,4048775797.0,6786207928.0,4048775799.0,4707335408.0,4048163965,,,,
11717,65725,The Spot Asian Kitchen,240 Redwood Shores Pkwy,Redwood City,94065,CA,US,6506318282.0,5108139454.0,6507660897.0,,,,,,
11718,65726,Lee Teriyaki,11346 Wiles Rd,Coral Springs,33076,FL,US,9547577888.0,9547577889.0,3059049804.0,9175431691.0,,,,,
11719,65727,Hong Kong Seafood,661 West Tennyson Road,Hayward,94544,CA,US,5108871920.0,9173532776.0,5105128394.0,5105128393.0,,,,,
11720,65728,Candela's Pizzeria & Ristorante Italiano,14235 Midlothian Turnpike,Midlothian,23113,VA,US,8043790910.0,8043790931.0,8048226133.0,8043024465.0,,,,,
11721,65729,Copper Chimney,415 Grand Ave,South San Francisco,94080,CA,US,6507631819.0,4158750381.0,6506241265.0,5305451506.0,5104035636,,,,
11722,65730,Italian Deli Cafe,6813 Elm St,McLean,22101,VA,US,7035061136.0,7033622512.0,,,,,,,
11723,65731,Imperial Buffet,138 Boston Street,Lynn,1904,MA,US,7815939668.0,,,,,,,,
11724,65732,La Bonanza Restaurant,505 Medford St,Somerville,2145,MA,US,6176250594.0,,,,,,,,
11725,65733,Moe's Southwestern Grill,1 Pennsylvania Plaza,New York,10119,NY,US,2126297455.0,4047052088.0,2125949350.0,2019935052.0,9172612683,,,,
11726,65734,Taste of China - Family Owned Since 1999,110 S Val Vista Dr,Gilbert,85296,AZ,US,4806331515.0,6027036282.0,4802543979.0,6023034235.0,4803310747,4803306062.0,4803246147.0,4808828836.0,
11727,65735,Jade Garden,534 C East Middle Tpke,Manchester,6040,CT,US,2018685500.0,9172151323.0,2012336353.0,2012335037.0,,,,,
11728,65736,Bebo & Tita,2590 Palm Avenue,Hialeah,33010,FL,US,3059189873.0,7863529083.0,,,,,,,
11729,65737,China House Restaurant,13074 Cortez Boulevard,Brooksville,34613,FL,US,6318762121.0,6318762050.0,9175617788.0,,,,,,
11730,65738,Wing Fish Rice,6131 Norcross Tucker Rd NW,Norcross,30093,GA,US,7709344555.0,7707696651.0,7709344552.0,,,,,,
11731,65739,Phoenix Asian Restaurant,2301 Mission St,Santa Cruz,95060,CA,US,8314663888.0,8314306399.0,8314654623.0,6463010683.0,5105128280,,,,
11732,65740,Minh Ky Chinese Restaurant,4644 El Cajon Blvd,San Diego,92115,CA,US,6192834180.0,6197578428.0,6192126626.0,,,,,,
11733,65741,Time Flies,163-08 Northern Blvd,Flushing,11358,NY,US,7188889068.0,3477527777.0,,,,,,,
11734,65742,Lin's Garden,133 East Lomita Boulevard,Carson,90745,CA,US,7574831988.0,7574831880.0,,,,,,,
11735,65743,Asian Garden,12857 Braemar Village Plz,Bristow,20136,VA,US,6088509818.0,6082395699.0,,,,,,,
11736,65744,Asian Grill,1110 Fledderjohn Road,Charleston,25314,WV,US,8437183478.0,8438012893.0,9179306993.0,,,,,,
11737,65745,Boiling Seafood Crawfish,2201 Lee Rd,Cleveland Heights,44118,OH,US,2164597777.0,9172910789.0,9179721669.0,,,,,,
11738,65746,Dragon's Palace,8576 E Broadway Blvd,Tucson,85710,AZ,US,3047235390.0,,,,,,,,
11739,65747,Hons House of Noodle Soup,790 Reservoir Avenue,Cranston,2910,RI,US,4019462188.0,4019961559.0,4013392576.0,,,,,,
11740,65748,Bamboo Asian Cuisine,1567 E Silver Star Rd,Ocoee,34761,FL,US,4072910100.0,3525870949.0,4076661647.0,4076669117.0,,,,,
11741,65749,The Salad House,343 Millburn Ave,Millburn,7041,NJ,US,9733764001.0,,,,,,,,
11742,65750,Asian House,2000 Mentor Ave,Painesville,44077,OH,US,4077554000.0,3863370275.0,,,,,,,
11743,65751,Erie Express,1402 West Pacific Street,Philadelphia,19140,PA,US,2152264301.0,,,,,,,,
11744,65752,The Salad House,40 Market St,Morristown,7960,NJ,US,9733764001.0,,,,,,,,
11745,65753,Juliano's RAW,8951 Santa Monica Boulevard,West Hollywood,90069,CA,US,3102880989.0,2133212424.0,,,,,,,
11746,65754,Blaney's Wing & Grill,1320 Bush River Rd,Columbia,29210,SC,US,8032139966.0,6467085832.0,8032431377.0,6463713997.0,6463714295,6465081055.0,,,
11747,65755,Taste Of China,711 W 17th St,Bloomington,47404,IN,US,7182563838.0,3479259610.0,7182563085.0,3475069556.0,9296104785,,,,
11748,65756,Italian Spoon,6505 N 7th St,Phoenix,85014,AZ,US,6022651999.0,4803477035.0,6025310695.0,4803879666.0,4807408440,4803477034.0,,,
11749,65757,Hong Kong Chinese Restaurant,1100 Waterbury Stowe Rd,Waterbury,5676,VT,US,3525965968.0,9178339998.0,3525968660.0,9179229288.0,6469571288,3525491822.0,,,
