Snowball Map,ID,Name,Opening Hours,Street,City/Town,State/Province Code,Zip/Postal Code,Country,First Name,Last Name,Title,Role,Contact Email,Contact Phone,Established,Estimated Employees,Business Phone,Contact Count,Most Common Email,Cuisines (Regional),Price Range
9172,12c33d3edaacf30f,Oji Sushi & Sake Bar,"Mon-Thu 11:30am-10pm, Fri-Sat 11:30am-11pm, Sun 11:30am-10pm",800 W Beverly Blvd,Montebello,CA,90640,United States,Kang,Eungwe,Owner,Owner,,,,,(323) 728-6000,1,,Japanese,$$
9185,09b6f1b10ab4042f,Thai Garden Restaurant,,10 Blanding Blvd,Orange Park,FL,32073,United States,Wann,Pulvavana,Owner,Owner,,,2012,,(904) 272-8434,2,,Japanese; Thai,$$
9187,0bb64da7b7813a77,Sushi Ko,"Mon-Sat 11:30am-9pm, Sun Noon-9pm",19300 Rinaldi St,Porter Ranch,CA,91326,United States,Hyun,Ko,Executive Assistant,,,,2013,,(818) 363-5388,2,,Japanese,$$
9190,0ba679f2f68c4cd3,Sj Crawfish,"Mon 3pm-10pm, Tue Closed, Wed-Sun 3pm-10pm",393 N Capitol Ave,San Jose,CA,95133,United States,Luis,Rojo,Manager,General,,,2003,,(408) 708-7994,3,,Cajun,$$
9191,06c22f4b5c7909bb,Haiku Tampa,"Mon-Tue Closed, Wed 4pm-10pm, Thu 4pm-10:30pm, Fri 4pm-11:30pm, Sat 5pm-11:30pm, Sun Noon-3pm 5am-10pm",808 N Franklin St,Tampa,FL,33602,United States,David,Reyes,Executive Chef,Back of the House,,,,,(813) 644-5787,1,contact@haikutampa.com,Japanese,$$
9192,07094031dfde47c0,Sakana,"Mon-Tue Closed, Wed-Sun 4:30pm-9pm",7520 Sheridan Blvd,Westminster,CO,80003,United States,Kazuhiro,Fujiwara,Principal,Owner,,,,,(303) 429-6646,1,,Japanese,$$
9193,0bb8d650e99933ea,Oori,Daily 11am-8pm,6000 College Ave,Oakland,CA,94618,United States,Paige,Chao,Cashier,Front of the House,,,,,(510) 250-9833,1,,Japanese,$
9197,0b3a3c4b1decfc8b,Hello Sushi,"Mon-Fri 11:30am-10pm, Sat-Sun Noon-10pm",1630 W Redlands Blvd,Redlands,CA,92373,United States,Han,Hyumsoo,Principal,Owner,,,2009,,(909) 335-8677,3,,Japanese,$$
9200,2.76E+14,Tenroku Sushi,"Mon-Thu 11:30am-9pm, Fri-Sun 11:30am-9:30pm",1825 Post St,San Francisco,CA,94115,United States,Simon,Woo,Principal,Owner,,,2013,,(415) 673-1328,2,,Japanese,$$
9211,00d7e6b16c6005ac,San Shi Go Newport Beach,"Mon Closed, Tue-Sat 5pm-9pm, Sun Closed",205 Main St,Newport Beach,CA,92661,United States,Daisuke,Noguchi,Manager,General,,,2007,,(949) 673-3724,2,sanshigosushi@gmail.com,Japanese,$$$
9213,00ea2aee9066f343,Sushi Hana,"Mon-Thu 4:30pm-8pm, Fri-Sat Noon-3:30pm 4:30am-8pm, Sun 4:30pm-8pm",6930 Burnett St,Sebastopol,CA,95472,United States,Marian,Wilson,Manager,General,,,1987,,(707) 823-3778,3,,Japanese,$$
9223,2d2aa45a6b373f32,Wafu of Japan,"Mon Closed, Tue-Fri 11:30am-1:30pm 5pm-8:30pm, Sat 5pm-8:30pm, Sun Closed",320 Bristol St,Costa Mesa,CA,92626,United States,Harry,Arimizu,Business Owner,Owner,,,1999,,(714) 641-7321,3,,Japanese,$$
9230,2b41dcb70364ba50,Yoshida,Daily 5pm-9pm,2026 Huntington Dr,San Marino,CA,91108,United States,Yoshinobu,Okatomi,President,General,,,2005,,(626) 281-9292,2,,Japanese,$$
9249,2334c65e1a590bb9,Wasabi Japanese Cuisine,Daily 11am-9:30pm,1688 S Melrose Dr,Vista,CA,92081,United States,Mike,Kosol,,,,,2015,,(760) 727-8090,1,info@sushivista.com,Japanese,$$
9251,20219415129bf64e,Joe's Sushi Japanese Restaurant,"Mon Closed, Tue-Thu 11:30am-2:30pm 4pm-10pm, Fri-Sun 11:30am-10pm",9555 Magnolia Ave,Riverside,CA,92503,United States,Sook,Park,Owner,Owner,,,1990,,(951) 353-1929,1,jhp903@gmail.com,Japanese,$$
9254,213ef5af64a673b1,Samurai Japanese Steakhouse and Sushi,"Mon 11am-10pm, Tue-Thu 11am-9:30pm, Fri-Sat 11am-10:30pm, Sun 11am-9:30pm",8780 Navarre Pkwy,Navarre,FL,32566,United States,Roxanne,Lee,Principal,Owner,,,,,(850) 710-3118,1,,Japanese,$$
9261,1da8030a57241c7c,Shigemi Japanese,,17630 Collins Ave,Sunny Isles Beach,FL,33160,United States,Mutsuhiko,Yuhara,Principal,Owner,,,,,(305) 682-1243,1,myuhara@gmail.com,Japanese,$
9266,1fda0f8fdd5144fc,New China Kitchen 2,"Mon 10:30am-9pm, Tue Closed, Wed-Thu 10:30am-9pm, Fri 10:30am-9:30pm, Sat 11:30am-9:30pm, Sun 3pm-9pm",4795 Barnes Rd,Colorado Springs,CO,80917,United States,Peter,Quach,,,,,1997,,(719) 638-8800,1,,Chinese; Thai,$$
9274,1e4a8f5293c0e5a1,Umai Sushi,"Mon-Thu 11am-10pm, Fri-Sat 11am-11pm, Sun 11am-10pm",1712 Missouri Ave N,Largo,FL,33770,United States,Diego,Peralta-Salinas,Principal,Owner,,,,,(727) 496-6336,1,,Japanese,$$
9286,296d77e1cf84249a,Yamato Japanese Steak House & Sushi Bar,"Mon-Thu 4:30pm-9:30pm, Fri 4:30pm-10pm, Sat-Sun 12:30pm-10pm",601 Tingle Ct,St Augustine,FL,32086,United States,Huan,Tran,Business Owner,Owner,,,2003,,(904) 819-0202,2,yamatostaug@yahoo.com,Japanese,$$
9289,299f14178f194aaa,iSushi,,3301 NE 1st Ave,Miami,FL,33137,United States,,Saad,Business Owner,Owner,,,2013,,(305) 548-8751,1,,Japanese,$$
9293,a5e0b85f8be1a1a2,Thaicoon & Sushi Bar,"Mon Closed, Tue-Thu 11:30am-2:30pm 5pm-9:30pm, Fri 11:30am-2:30pm 5pm-10pm, Sat-Sun 11:30am-2:30pm 5pm-9:30pm",1799 Briarcliff Rd NE,Atlanta,GA,30306,United States,Samporn,Chitphmai,President,General,,,2001,,(404) 817-9805,1,,Japanese,$$
9294,a5eba54e8f093f9e,O-Sabi Japanese Restaurant,,5795 Walker St,Ventura,CA,93003,United States,Keiko,Maruyama,Owner,Owner,,,1997,,(805) 642-6200,1,osabi.restaurant@gmail.com,Japanese,$$
9301,a3e2e9bfd735c99a,Kampai,"Mon-Thu 11am-2:30pm 5pm-9:30pm, Fri 11am-2:30pm 5pm-10:30pm, Sat Noon-10:30pm, Sun 1pm-9pm",1250 Scenic Hwy,Lawrenceville,GA,30045,United States,Hendry,Kurniawan,Busser,Front of the House,,,,,(678) 951-1000,1,,Japanese,$$
9327,a817b2c51e3a7ab3,Seoul Korean BBQ & Hot Pot,Daily 11am-10pm,2080 S Havana St,Aurora,CO,80014,United States,Jimmy,Kwan,Owner,Owner,,,2007,,(303) 632-7576,2,roseseoulbbq@gmail.com,Korean; Japanese,$$
9343,83347161d8a82d2e,Sushigami,"Mon-Sat 10am-9pm, Sun 11am-8pm",12801 W Sunrise Blvd,Sunrise,FL,33323,United States,Andy,Tran,Sushi Chef,Back of the House,,,,,(954) 835-9070,4,yoav@sushigami.net,Japanese,$$
9344,7a8d9f92cc1f251a,Nikai Sushi,Daily 5pm-10pm,81801 Overseas Hwy,Islamorada,FL,33036,United States,Charlie,Trexel,Executive Chef,Back of the House,ctrexel@cheeca.com,,,,(305) 664-4447,15,mjones@cheeca.com,Japanese,$$
9347,7c0f6cdd231026a3,Umai Ramen House,"Mon-Thu Noon-8pm, Fri Noon-8:30pm, Sat-Sun 11:30am-8:30pm",22 Peace Plz,San Francisco,CA,94115,United States,Yasuyoshi,Oguma,Owner,Owner,,,,,(415) 658-7370,1,umairamenhouse@gmail.com,Japanese,$$
9353,86bff15cde3abd78,Bambu,"Mon-Thu 11am-10pm, Fri-Sat 11am-11pm, Sun 10:30am-10pm",39 Lake Ave Ext,Danbury,CT,6811,United States,Elias,Hawli,Principal,Owner,,,2014,,(203) 826-7369,1,,Japanese,$$
9357,815bd3dee967c5bb,Wok Shop Cafe,"Mon-Sat 11am-9pm, Sun 4pm-9pm",1233 Van Ness Ave,San Francisco,CA,94109,United States,Nancy,Hom,Owner,Owner,,,1990,,(415) 771-2142,1,,Cantonese; Chinese,$
9358,87bb51b123226fdb,Miyagi Bar & Sushi,"Mon-Fri 2pm-6pm, Sat-Sun 4pm-6pm",2580 Fair Oaks Blvd,Sacramento,CA,95825,United States,James,Khoe,Owner,Owner,,,2000,,(916) 485-2299,1,,Japanese,$$
9361,87fbe44cc5e43485,Yokohama,"Mon Closed, Tue-Sat Noon-2pm 5am-9pm, Sun 4:30pm-9pm",336 N Santa Cruz Ave,Los Gatos,CA,95030,United States,Young,Kim,Owner,Owner,,,2000,,(408) 395-1990,1,,Japanese,$$
9366,862f28f0fd01b3ca,Kobe Japanese Steakhouse & Sushi,"Mon-Thu 11am-2pm 4am-10pm, Fri 11am-2pm 4am-10:30pm, Sat 11am-10:30pm, Sun 4am-9:30pm",11401 Financial Centre Pkwy,Little Rock,AR,72211,United States,Steve,Im,President,General,,,2001,,(501) 225-5999,2,,Japanese,$$
9368,865b41092c925f12,Blue Ribbon Sushi Bar & Grill,"Mon-Thu Noon-9pm, Fri-Sat 11:30am-10pm, Sun 11:30am-9pm",189 The Grove Dr,Los Angeles,CA,90036,United States,Chiachi,Kuo,General Manager,Operations,,,,,(323) 352-9300,9,,Japanese,$$
9374,61ce399165c4f6e2,California Sushi & Teriyaki,,11879 Whittier Blvd,Whittier,CA,90601,United States,Matthew,Kim,Owner,Owner,,,2008,,(562) 695-5757,1,casushi337@gmail.com,Japanese,$
9375,61295c6563e3d0db,Ruson,"Mon-Thu Noon-9:45pm, Fri-Sat Noon-10:45pm, Sun Noon-9:45pm",13856 SW 88th St,Miami,FL,33186,United States,Joy,Phanithdsack,Owner,Owner,,,1997,,(305) 386-6685,2,,Japanese,$$
9381,71cc870089686004,Shogun,,1808 Manchester Expy,Columbus,GA,31904,United States,Gene,Meszaros,,,,,1984,,(706) 327-4856,1,,Japanese,$$
9402,73c968f922328a94,Osake,"Mon Closed, Tue-Sat 11:30am-8:30pm, Sun Closed",2446 Patio Ct,Santa Rosa,CA,95405,United States,Gary,Chu,Owner,Owner,,,1998,,(707) 542-8282,1,info@garychus.com,Japanese,$$
9404,62d5bdb42c51849d,Claw Daddy's Cajun Seafood,"Mon-Tue Closed, Wed-Thu 2pm-8pm, Fri-Sat Noon-8pm, Sun Noon-7pm",2800 CA-119,Bakersfield,CA,93313,United States,Tory,Armstrong,Manager,General,,,,,(661) 337-8681,1,,Cajun,$$
9421,6bb7058a14ff9dbc,OBON Sushi Bar Ramen,Daily 4pm-6pm,350 E Congress St,Tucson,AZ,85701,United States,Paulo,Im,Executive Chef,Back of the House,,,2015,,(520) 485-3590,4,info@fukushurc.com,Japanese,$$
9422,6cc25f951e363742,King's Mongolian Bar-B-Q,"Mon-Thu 11:30am-8:30pm, Fri-Sat 11:30am-9pm, Sun 11:30am-8:30pm",19652 Vanowen St,Reseda,CA,91335,United States,Ben,Yung,Owner,Owner,,,1989,,(818) 881-0700,2,,Mongolian,$
9432,9cd9b0f73ea77b2d,Wrench and Rodent Seabasstropub,"Mon-Tue Closed, Wed-Sun 4pm-9pm",1815 S Coast Hwy,Oceanside,CA,92054,United States,Jessica,Harwood,Principal,Owner,,,2013,,(760) 453-2738,2,wrenchandrodent@gmail.com,Japanese,$$
9442,b458c5bfaa8d194c,Taiwan Restaurant,"Mon-Thu 11:30am-3pm 4:45pm-8:30pm, Fri-Sat 11:30am-3pm 4:45pm-9pm, Sun 11:30am-3pm 4:45pm-8:30pm",1306 Lincoln Ave,San Jose,CA,95125,United States,Jimmy,Niu,Owner,Owner,,,1982,,(408) 289-8800,2,waynezhangtaiwanrestaurant@gmail.com,Chinese; Taiwanese,$$
9458,a66c79d281f1863f,The Sushi House,"Mon Closed, Tue-Thu Noon-3pm 4:30am-9pm, Fri Noon-3pm 4:30am-10pm, Sat Noon-10pm, Sun Noon-9pm",1127 S Seaward Ave,Ventura,CA,93001,United States,Rolando,Puga,Principal,Owner,,,2012,,(805) 643-5550,3,,Japanese,$$
9464,a487a9f330f9c6dc,Sushi Gone Wild,"Mon-Thu 11:30am-2:30pm 5pm-9pm, Fri-Sat 11:30am-9pm, Sun 5pm-9pm",24004 Vista Montana,Torrance,CA,90505,United States,Gywyon,Kim,Owner,Owner,,,2007,,(310) 373-0706,2,sushigonewild@gmail.com,Japanese,$$
9471,90225640d3e4572c,Wasabi,"Mon-Thu 4:30am-9pm, Fri-Sat 4:30am-9:30pm, Sun 4:30am-9pm",2745 Elk Grove Blvd,Elk Grove,CA,95758,United States,Duyen,Ha,Owner,Owner,,,,,(916) 683-8188,1,info@elkgrovewasabi.com,Japanese,$$
9474,92a1d6f7c9fcd4d8,Underbelly,Daily 11:30am-11:30pm,750 W Fir St,San Diego,CA,92101,United States,Nathan,Hanson,Owner,Owner,,,2011,,(619) 269-4626,3,,Japanese,$$
9477,99f4c670b034758c,Sushi Express,"Mon-Fri 11am-5pm, Sat-Sun Closed",1990 K St NW,Washington,DC,20006,United States,Yoshi,Yasuka,President,General,,,1994,,(202) 659-1955,2,,Japanese,$
9479,424e5dd6075c8f1d,Mission Restaurant,"Mon 11am-6pm, Tue-Sun 11am-8:30pm",1204 Hewitt St,San Fernando,CA,91340,United States,Lilia,Raigoza,Principal,Owner,,,1994,,(818) 365-2796,1,,American; Chinese,
9485,59c3e2fc2ac7547e,Osaka Express,,23 Penn Mart Shopping Ctr,New Castle,DE,19720,United States,Them,Fei,Owner,Owner,,,,,(302) 327-0132,1,,Japanese,$$
9490,556db92efb8e26b5,Raley's,Daily 6am-11pm,1550 E F St,Oakdale,CA,95361,United States,Dennis,Tamo,Manager,General,,,,,(209) 845-9800,1,,American; Japanese,$$
9491,55e0b57f6f34bcc2,Lotus Lounge,"Mon-Tue Closed, Wed-Thu 5pm-6pm, Fri-Sat 4pm-6pm, Sun 5pm-6pm",106 N San Francisco St,Flagstaff,AZ,86001,United States,Christopher,Wescott,Executive Chef,Back of the House,,,,,(928) 440-5568,1,rarmus@amorfati.one,Japanese,$$
9495,73a4c54cacc631e3,Hana Japan Steak & Seafood,Daily 4pm-9pm,235 University Ave,Berkeley,CA,94710,United States,Daniel,Yoon,Principal,Owner,,,1979,,(510) 848-8515,3,info@hanajapan.com,Japanese,$$
9496,7698b780b39c4aa1,Love Boat Sushi,"Mon-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun 11am-9:30pm",125 Old Grove Rd,Oceanside,CA,92057,United States,Young,Ho,Owner,Owner,,,2006,,(760) 721-3737,2,,Japanese,$$
9501,76a79581e2a13d79,Hudsons on the River,"Mon-Fri 2pm-6pm, Sat-Sun Closed",351 SW Flagler Ave,Stuart,FL,34994,United States,John,Scott,Executive Chef,Back of the House,,,,,(772) 266-8061,1,tommy@mlmfoodgroup.com,Japanese; Caribbean,$$
9507,8447c98cde5001dd,Sushi Yama,"Mon-Thu 11:30am-8:30pm, Fri-Sat 11:30am-9:30pm, Sun 1pm-8:30pm",10921 N Military Trl,Palm Beach Gardens,FL,33410,United States,Adam,Thouphaeong,Branch Manager,Operations,,,2009,,(561) 932-1058,1,,Japanese,$$
9508,845f2d5fb0ed4b2e,Blue Ribbon Sushi Bar & Grill - South Beach,"Mon-Thu Noon-10pm, Fri-Sat Noon-11pm, Sun Noon-10pm",336 21st St,Miami Beach,FL,33139,United States,Mizuki,Katakura,Manager,General,,,,,(305) 800-0404,3,,Japanese,$$$
9511,843817d734f3d955,Fuji Sushi & Hibachi,"Mon-Thu 11am-2:30pm 4:30pm-9:30pm, Fri 11am-2:30pm 4:30pm-10pm, Sat 11am-10pm, Sun 11am-9pm",2625 S 25th E,Ammon,ID,83406,United States,Kei,Lam,Owner,Owner,,,,,(208) 523-3854,1,jasonh1082@gmail.com,Japanese,$$
9517,82c3de52e171d46f,La Cochinita,"Mon-Sat 11:30am-7pm, Sun Noon-6pm",671 Broadway,Chula Vista,CA,91910,United States,Arturo,Nomura,Principal,Owner,,,,,(619) 585-1352,1,,Japanese,$
9524,99881effeefd2c09,OKU by Takato,,551 N Fort Lauderdale Beach Blvd,Fort Lauderdale,FL,33304,United States,Taek,Lee,Executive Chef,Back of the House,,,,,(954) 414-5160,1,,Korean; Japanese,
9525,af43e9b8070cfca7,E Sushi,"Mon Closed, Tue-Thu 11:30am-2:30pm 4:30pm-10pm, Fri 11:30am-2:30pm 4:30pm-11pm, Sat 4:30pm-11pm, Sun 4pm-9pm",15334 Whittier Blvd,Whittier,CA,90603,United States,Nychi,Iwahara,Owner,Owner,,,,,(562) 943-8997,1,,Japanese,$$
9526,afca6210feec260f,Chiba Restaurant,"Mon-Thu 11:30am-2pm 5pm-9:30pm, Fri 11:30am-2pm 5pm-10pm, Sat 5pm-10pm, Sun 5pm-9:30pm",7515 Lankershim Blvd,North Hollywood,CA,91605,United States,Shigekazu,Chiba,Owner,Owner,,,1973,,(818) 765-9119,3,,Japanese,$$
9527,adf9941d5d198e3f,Shogun Japanese Steakhouse,"Mon-Sat 4pm-8:30pm, Sun Closed",1219 US-41-Byp S,Venice,FL,34285,United States,Soan,Ngo,Owner,Owner,,,1984,,(941) 485-8746,1,,Japanese,$$
9532,ae7efa3ba7ffbcc4,Aki Japanese Restaurant,"Mon-Fri 11am-8pm, Sat-Sun Closed",2505 Hearst Ave,Berkeley,CA,94709,United States,Ming,Hung,Owner,Owner,,,1992,,(510) 848-0208,2,,Japanese,$
9548,ae4a3671cc00f8c3,Shabu House,Daily 5pm-9pm,1150 Paloma Ave,Burlingame,CA,94010,United States,Louis,Y. Chang-lo,Branch Manager,Operations,,,2007,,(650) 558-8800,1,,Japanese,$$
9549,b27b1c0b99f90bab,Pho #1,"Mon-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun 11am-9:30pm",5437 Altama Ave,Brunswick,GA,31525,United States,Soneran,Pran,Owner,Owner,,,2007,,(912) 262-1457,2,,Vietnamese; Chinese,$
9551,b0c7e37f70041558,I Love Teriyaki & Sushi,"Mon 11:30am-9:30pm, Tue Closed, Wed-Sun 11:30am-9:30pm",1980 Galindo St,Concord,CA,94520,United States,Anthony,Fuller,Owner,Owner,,,,,(925) 680-0888,7,,Japanese,$$
9557,9b8cb148d6e541c5,Dragon City,"Mon-Tue 12:30pm-8:30pm, Wed Closed, Thu-Fri 12:30pm-8:30pm, Sat 3pm-8:30pm, Sun 12:30pm-8:30pm",71 Sand Creek Rd,Brentwood,CA,94513,United States,Gail,Defremey,Partner,Owner,,,1999,,(925) 513-2722,2,,Japanese; Chinese,$$
9560,9b7477d6d8a88766,Ninja Thai Asian Fusion,"Mon-Thu 11am-9:30pm, Fri 11am-10pm, Sat Noon-10pm, Sun Noon-9:30pm",899 E Prima Vista Blvd,Port St Lucie,FL,34952,United States,Suthinan,Chantana,Principal,Owner,,,2016,,(772) 777-4377,2,999tcb@gmail.com,Japanese,$
9562,a07671cb21aebcd9,Sushi Tozai,"Mon Closed, Tue-Sun 5pm-9pm",7531 Healdsburg Ave,Sebastopol,CA,95472,United States,Wendy,Hsieh,Principal,Owner,,,2004,,(707) 824-9886,3,alina@sushitozai.com,Japanese,$$
9563,a054f6196268d942,Ban Thai and Sushi Restaurant,"Mon-Sat 11:30am-9:30pm, Sun 11:30am-9pm",2519 N McMullen Booth Rd,Clearwater,FL,33761,United States,Mona,Kol,Owner,Owner,,,2001,,(727) 724-2992,2,,Japanese,$$
9571,a0ec5014e710db9b,Iousushi,"Mon 11am-9pm, Tue Closed, Wed-Thu 11am-9pm, Fri-Sat 11am-10pm, Sun Noon-9pm",4280 N Oracle Rd,Tucson,AZ,85705,United States,Teri,Poll,Principal,Owner,,,,,(520) 887-3967,1,teripoll41@gmail.com,Japanese,$$
9574,a04b442a7df11a8a,MOTOMOTO Sushi & Izakaya,"Mon-Thu 5pm-10pm, Fri-Sat 5pm-11pm, Sun 5pm-9pm",15 E Monroe St,Phoenix,AZ,85004,United States,Ricardo,Villalobos,Chef de Cuisine,Back of the House,,,,,(480) 868-7981,2,,Japanese,$$
9578,8e55abe55d896117,Boathouse Asian Noodles,,288 Golf Course Dr,Rohnert Park,CA,94928,United States,Theresa,Pereira-Oliver,Pit Manager,General,theresa.pereira-oliver@gratonresortcasino.com,,2013,,(707) 585-7625,61,sean.mccabe@gratonresortcasino.com,Cantonese; Chinese,$$
9589,90a38e3325e4d430,SUSHIRAW,"Mon-Thu 11:30am-3pm 5pm-10pm, Fri 11:30am-11pm, Sat Noon-11pm, Sun Noon-9:30pm",16858 Devonshire St,Granada Hills,CA,91344,United States,Joo,Seo,Owner,Owner,,,2006,,(818) 832-9322,1,,Japanese,$$
9594,955fed0ce78d6379,Maki Sushi,"Mon Closed, Tue-Sun 11am-10pm",1970 AZ-95,Bullhead City,AZ,86442,United States,Lewis,Lee,Owner,Owner,,,,,(928) 763-2522,1,,Japanese,$$
9595,928def03a520023d,China Wok,"Mon-Tue 11am-9:30pm, Wed Closed, Thu-Sun 11am-9:30pm",2633 California St,Mountain View,CA,94040,United States,Linda,Dang,Owner,Owner,,,2003,,(650) 941-4373,1,,Szechuan; Chinese,$$
9606,ac172ad10fa90d00,Zenor Sushi,"Mon-Wed Noon-10pm, Thu Noon-11pm, Fri Noon-Midnight, Sat Noon-11pm, Sun Noon-10pm",17941 Chatsworth St,Granada Hills,CA,91344,United States,Federico,Saade,Member,Owner,,,,,(818) 360-3531,1,,Japanese,$$
9611,b260765729851a4d,Japanese Express,"Mon 11am-9:30pm, Tue Closed, Wed-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun 11am-9:30pm",6750 Airport Blvd,Mobile,AL,36608,United States,Sammy,Au,Executive,,,,,,(251) 287-1236,1,,Japanese,$
9625,96d235648590f0bd,Kotobuki Restaurant,"Mon Closed, Tue-Thu 11:30am-2pm 4:30pm-9pm, Fri-Sat 11:30am-2pm 4:30pm-9:30pm, Sun 11:30am-2pm 4:30pm-9pm",24321 Avenida de la Carlota,Laguna Hills,CA,92653,United States,Hiro,Watanabe,Owner,Owner,,,1992,,(949) 587-0290,1,,Japanese,$
9643,b891a3b9a7aac852,Bob's Hawaiian Style Restaurant,"Mon Closed, Tue-Sat 10am-8pm, Sun 10am-7pm",15926 S Western Ave,Gardena,CA,90247,United States,Masayo,Fukuda,Principal,Owner,,,,,(310) 515-2250,1,ladybugrestaurant@gmail.com,Japanese,$
9650,9b2a6630970c7a2f,Seaweed Hand Roll Bar,"Mon Closed, Tue-Thu Noon-10pm, Fri-Sat Noon-11pm, Sun Noon-10pm",318 N Brand Blvd,Glendale,CA,91203,United States,Jesse,Herek,Executive Chef,Back of the House,,,,,(818) 484-8841,1,,Japanese,$$
9654,91c3fbc8ab8be9b1,California Sushi & Teriyaki,"Mon-Sat 11am-9pm, Sun Noon-9pm",703 Pier Ave,Hermosa Beach,CA,90254,United States,Fat,Kitty,Business Owner,Owner,,,,,(310) 372-3656,1,contact@fatkitty.net,Japanese,$$
9659,89353c11980385f5,Sachi Sushi,"Mon-Thu 11am-9:30pm, Fri-Sat 11am-10:30pm, Sun 11:30am-9:30pm",3382 SE Federal Hwy,Stuart,FL,34997,United States,Chittakone,Khounthavong,Administrator,Owner,,,2005,,(772) 219-0900,3,,Japanese,$$
9664,b6c3318702193f2e,The Key Club,"Mon Closed, Tue-Fri 4pm-8pm, Sat-Sun Closed",3015 Grand Ave,Miami,FL,33133,United States,Paola,Torres,Server,Front of the House,,,,,(305) 521-4969,4,info@thekeyclub.com,Japanese,$
9665,b6a53d3da912f8e6,Max Pizza II,"Mon-Thu 10:30am-8:30pm, Fri-Sat 10:30am-9:30pm, Sun 10:30am-8:30pm",79 Shuttle Meadow Ave,New Britain,CT,6051,United States,Alex,Koutouvides,Principal,Owner,,,2011,,(860) 357-2974,1,maxpizza2@yahoo.com,Mexican; Japanese,$
9677,babfeca3d90c9840,Bokamper's Sports Bar & Grill,"Mon-Fri 4pm-7pm, Sat-Sun Closed",3115 NE 32nd Ave,Fort Lauderdale,FL,33308,United States,Alecia,Chaplin,Event Manager,General,,,2013,,(954) 900-5584,12,mvp@bokampers.com,American; Japanese,$$
9679,ba98be8870f4b425,Go Go Sushi,"Mon-Thu 11:30am-9:30pm, Fri 11:30am-10pm, Sat 11:30am-9:30pm, Sun 3pm-9pm",2269 E Colorado Blvd,Pasadena,CA,91107,United States,John,Myung,Owner,Owner,,,2003,,(626) 585-9990,1,,Japanese,$$
9690,c1bc794ee217674d,Yo Sushi,"Mon-Thu 11am-8:30pm, Fri-Sat 11am-9pm, Sun 11am-8:30pm",114 Robles Way,Vallejo,CA,94591,United States,Jong,Kim,Owner,Owner,,,2009,,(707) 647-1100,1,,Japanese,$$
9694,bcdb075ab962663c,Soho Hibachi,"Mon 11am-9:30pm, Tue Closed, Wed-Thu 11am-9:30pm, Fri-Sat 11am-10pm, Sun 11:30am-9pm",1022 Battlefield Pkwy,Fort Oglethorpe,GA,30742,United States,Cynthia,Massengale,Owner,Owner,,,,,(706) 858-7766,1,,Japanese,$
9706,c2df65461eaf882f,Wolfe's Lunch,"Mon-Fri 6am-3:30pm, Sat-Sun Closed",1220 16th St,San Francisco,CA,94107,United States,Sung,Yun,Business Owner,Owner,,,1948,,(415) 621-3684,1,,Korean; Japanese,$
9709,c266b422ac1f67ae,Fujiyama,"Mon-Thu 3pm-8pm, Fri-Sun Noon-9pm",3043 Washington Rd,Augusta,GA,30907,United States,Ida,Alexander,Owner,Owner,,,2005,,(706) 447-4959,1,,Japanese,$$
9714,c260e960bce9d8d8,Freshroll,"Mon-Fri 11am-2:30pm, Sat-Sun Closed",220 Bush St,San Francisco,CA,94104,United States,Gabriela,Alvarez,Food Server,Front of the House,,,,,(650) 395-7378,6,,Japanese; Vietnamese,$
9724,de2bf164e6f3c9f3,Pisces Rising,"Mon 11:30am-9pm, Tue 5pm-9pm, Wed-Thu 11:30am-9pm, Fri-Sat 11:30am-10pm, Sun 11am-9pm",239 W 4th Ave,Mt Dora,FL,32757,United States,Ann,Winters,Owner,Owner,,,,,(352) 385-2669,6,info@piscesrisingdining.com,American; Creole; Cajun,$$
9732,cc5c59b11291b08b,Osakaya Restaurant,"Mon 11:30am-9:30pm, Tue-Sun 11am-9:30pm",1737 Post St,San Francisco,CA,94115,United States,Eiji,Miwa,President,General,,,1992,,(415) 922-2728,2,,Japanese,$$
9734,c97e766b127e01ce,Sushi Thai Downtown,"Mon-Thu 11:30am-10pm, Fri-Sat 11:30am-11pm, Sun 11:30am-10pm",898 5th Ave S,Naples,FL,34102,United States,Sathit,Boonyavairoj,Owner,Owner,,,2007,,(239) 430-7575,1,sushithaidowntown@gmail.com,Japanese; Thai,$$
9735,ca2c26d879fc6e58,Chula Seafood,"Mon-Fri 3pm-5pm, Sat 1am-5pm, Sun 10am-6pm",8015 E Roosevelt St,Scottsdale,AZ,85257,United States,Hogan,Jamison,Owner/President,Owner,hogan@chulaseafood.com,,2016,,(480) 621-5121,5,hogan@chulaseafood.com,Hawaiian; Japanese,$$
9741,cb8d851fb70c26eb,Karma Sushi Bar Grill,Daily 3pm-6pm,6 E Route 66,Flagstaff,AZ,86001,United States,Steve,Scully,Owner,Owner,,,2006,,(928) 774-6100,5,ed@karmaflagstaff.com,Japanese,$$
