,,,,,,,,,,,,,,TOTAL Y,TOTAL N,
EXNAME,ENNAME,ADDRESS1,STATE,FORWARDEDPHONE,CONTACTPHONE2,BUSINESS_PHONE__C,STATUS,Found in List (Y/N),Need Update,State,Updated Address,Business Phone,Mobile Phone,166,3075,3241
R82851,*PANDA HOUSE*,4387 Austin Blvd,NY,5168978888,,,closed,N,,,, ,,,,
R82837,^DOUBLE DRAGON 9^,9501 Taylorsville Rd,KY,5022675353,5022915481,,open,N,,,, ,,,,
R82838,^HIBACHI CHINA 88^,239 Timber Dr,NC,9842025880,9102612222,,open,N,,,, ,,,,
R82836,NEW CHINA,645 Hwy 72 W,AL,2568019388,9178262705,,open,N,,,, ,,,,
R82835,CHINA HOUSE,1555 Hyde Park Rd,MD,4102383188,6465258268,,open,N,,,, ,,,,
R82833,*CHINA KING 1*,375H Lear Rd,OH,4409336006,,,closed,N,,,, ,,,,
R82832,^SUKI^,187 Milan Ave,OH,4196688886,7026827982,,open,N,,,, ,,,,
R82803,*ASIAN WOK*,3482 Sullivant Ave,OH,6142726882,6465101592,,open,N,,,, ,,,,
R82831,CHINA EXPRESS,3351 Corridor Market Place,MD,3016170300,,,open,N,,,, ,,,,
R82823,^ASIAN HOUSE^,38661 Sussex Hwy,DE,3029075999,9178086661,,reject,N,,,, ,,,,
R82828,*DRAGON KING*,1728 Live Oak Street,NC,2527282121,,,open,N,,,, ,,,,
R82829,*CHINA GARDEN*,611 E Main Street,NC,2523985950,2528626632,,open,N,,,, ,,,,
R82826,CHINA 1,3610 Bee Ridge Rd,FL,9419299888,6313596811,,open,N,,,, ,,,,
R82827,*CHINA FUN*,442 Pike St,OH,7403760233,,,open,N,,,, ,,,,
R82825,GREAT WALL,120 Dehne Dr,WI,7152232988,,,open,N,,,, ,,,,
R82817,HOP FENG II,9229-G Lawyers Rd,NC,7045733644,9178608073,,open,N,,,, ,,,,
R82822,^CHOPSTICKS^,500 N Hewitt Dr,TX,2546668880,2546408150,,open,N,,,, ,,,,
R82821,^SUPER WOK^,20991 Arsenal St State Route 3,NY,3157885389,9177702895,,open,N,,,, ,,,,
R82819,HUNAN GARDEN,15712 Mount Oak Rd,MD,3012490068,,,open,N,,,, ,,,,
R82818,*CHINA WOK*,28 E Locust St,PA,5706699988,,,reject,N,,,, ,,,,
R68888,Credit Card Dept,3030 Northern Blvd,NY,9294872888,,,new,N,,,, ,,,,
R82816,CHINA DRAGON,8507 Terry Rd,KY,5029959897,,,open,N,,,, ,,,,
R82812,*CHINA JADE*,521 Tamiami Trail S,FL,9414888898,9173652669,,reject,N,,,, ,,,,
R82811,CHINA ONE,22 Hoover Ave,PA,8143712717,,,open,N,,,, ,,,,
R82815,*HOWELL KITCHEN*,4130 Rt 9 South,NJ,7323707800,6465755806,,open,N,,,, ,,,,
R82813,LIN GARDEN,2285 W Harrisburg Pike,PA,7179448224,,,open,N,,,, ,,,,
R82808,CHINA ONE,4112 N Josey Ln,TX,9724928878,,,open,N,,,, ,,,,
R82809,ORIENTAL EXPRESS,6063 Centreville Crest Lane,VA,7039689888,6465209363,,open,N,,,, ,,,,
R82792,ROYAL WOK,709 Mountain Ave,NJ,9735648778,9179127868,,open,N,,,, ,,,,
R82807,JIN JIN,150 S Main St,NC,9102771616,9176588109,,open,N,,,, ,,,,
R82806,FRESH WOK,1353 Worthington Centre Dr,OH,6147851836,,,open,N,,,, ,,,,
R82805,*CHINA CITY*,1447 National Hwy,NC,3368857588,9174954344,,open,N,,,, ,,,,
R12121,TEST CLONE ALLIANCE,606 N Wellwood Ave,NY,1111111111,,,test,N,,,, ,,,,
R99988A,JENN JAPAN,Testing,AL,1234345669,,,reject,N,,,, ,,,,
R82801,KING'S CHEF,911 Old Liverpool Rd,NY,3154519888,8456677301,,open,N,,,, ,,,,
R82802,EMPIRE CHINESE RESTAURANT,2419 7th Ave,NY,2128625660,9172856581,,open,N,,,, ,,,,
R82797,CHINA KING,2480 Rte 9W,NY,5187561550,,,open,N,,,, ,,,,
R82799,EDDIE CHENG,720 W 78th St,MN,6122430888,,,reject,N,,,, ,,,,
R82798,88 CHINA,1326 Sunburst Dr,MO,6362728855,,,open,N,,,, ,,,,
R82789,HONG KONG,3215 Bridge Road,VA,7576387788,,,open,N,,,, ,,,,
R82796,BAMBOO GRILL,112 E Parris Ave,NC,3368071716,,,closed,N,,,, ,,,,
R82793,CHINA HOUSE,5921 S Sooner Rd,OK,4056779000,4054135881,,open,N,,,, ,,,,
R82795,*CHINA 1 EXPRESS*,964 N Congress Ave,FL,5616979388,5616979388,,open,N,,,, ,,,,
R82791,^CHINA^,2595 Jefferson Davis Hwy,SC,8035938868,9173925158,,open,N,,,, ,,,,
R82788,NEW CHINA,254 Route 211 East,NY,8453423228,,,open,N,,,, ,,,,
R82787,PINK LOTUS,435 Main St,NJ,7323215200,7323216884,,reject,N,,,, ,,,,
R82782,MULAN,2999 Evesham Rd,NJ,8568741111,8569860087,,open,N,,,, ,,,,
R82786,SOUTHERN CHINA,591 Warren C Coleman Blvd,NC,7047956244,,,suspended,N,,,, ,,,,
R82785,*CHINA WOK SAINT MARY'S*,1190 Indiana Ave,OH,4193946688,4198605688,,closed,N,,,, ,,,,
R82783,COLORADO WOK,385 Crossing Dr,CO,3039269399,,,suspended,N,,,, ,,,,
R82781,^ASIAN DELIGHT^,215 Pelham Rd,SC,8642822388,8643496013,,open,N,,,, ,,,,
R82778,CHINA BOWL,3306 Canoe Creek Rd,FL,4078913688,4075209707,,open,N,,,, ,,,,
R82779,GREAT WALL,176 Flowing Springs Rd,WV,3047280898,6812613014,,open,N,,,, ,,,,
R82777,*HUNAN GARDEN*,1120 NW 7th St,MN,5072851438,,,new,N,,,, ,,,,
R82772,GREAT WALL,365 Blackwood Clementon Rd,NJ,8566270079,,,open,N,,,, ,,,,
R82769,CHINA KING,1409 Amherst Rd NE,OH,3308322928,6466961573,,open,N,,,, ,,,,
R82776,TAKEE OUTEE,20234 Old Cutler Rd,FL,3052518188,7863010507,,open,N,,,, ,,,,
R82775,CHINA SEA,16 W Park Row,NY,3158533836,,,open,N,,,, ,,,,
R82771,JACK CHEN II,1193 Sumner Ave,MA,4137825858,6464095577,,closed,N,,,, ,,,,
R82773,KING'S WOK,4915 W. 38th St,IN,3172973636,,,open,N,,,, ,,,,
R82759,GOOD FRIENDS II,2009 Broadway,NY,5183770186,,,open,N,,,, ,,,,
R81937,CHINA HOUSE,1430 W Cecil B Moore Ave,PA,2157699788,,,open,N,,,, ,,,,
R82768,CHOPSTIX,4942 US Hwy 98 W,FL,8506622726,,,open,N,,,, ,,,,
R82766,SEASON'S KITCHEN,1688 Islip Ave,NY,6312736688,9294939403,,closed,N,,,, ,,,,
R82767,NEW CHINA MOON,590 W Columbia Ave,MI,2699642021,,,open,N,,,, ,,,,
R82765,^GREAT WALL^,785 Burnett Rd,MA,4135924504,4138229356,,open,N,,,, ,,,,
R82763,BEI JING,67 E Main St,PA,5707792996,,,open,N,,,, ,,,,
R82762,PANDA,480 Washington Ave,NJ,9737599396,,,open,N,,,, ,,,,
R82761,GREAT WALL,800 West 181 St,NY,2127959373,6468619527,,open,N,,,, ,,,,
R82755,CHINA 1,411 West Agency Rd,IA,3197523888,3197523888,,reject,N,,,, ,,,,
R82758,CHINA CHEF,4335 Lake Michigan DR NW,MI,6167914488,9178686988,,open,N,,,, ,,,,
R82756,CHINA HOUSE,6517 Nova Dr,FL,9543700088,9174963322,,open,N,,,, ,,,,
R82752,*GREAT WALL*,1020 N Santa Fe Ave,OK,4053484888,4055353325,,open,N,,,, ,,,,
R82732,NEW CHINA,9162 Hwy 278 E,GA,7707888915,6785595333,,suspended,N,,,, ,,,,
R82751,^TOP CHINA^,3810 W Neptune St Union,FL,8132591118,,,open,N,,,, ,,,,
R82733,^CHINA PAGODA^,47-20 30th Ave,NY,7186260388,,,open,N,,,, ,,,,
R82726,*CHINA ONE*,2804 E Atlanta Rd,GA,7705061995,6785108777,,open,N,,,, ,,,,
R82735,CHINA KITCHEN,4251 NW Federal Hwy,FL,7726928688,7726928688,,suspended,N,,,, ,,,,
R82717,NO. 1,1708 E Lebanon Rd,DE,3026771968,,,open,N,,,, ,,,,
R82737,PANDA,587 W Liberty St,IL,8474878628,6462504039,,new,N,,,, ,,,,
R82736,^TAI HO^,23720 W Seven Mile Rd,MI,3132551888,,,suspended,N,,,, ,,,,
R82738,JOY'S VILLAGE,574 W Central Ave,OH,7403636755,3049417970,,open,N,,,, ,,,,
R82739,CHINA EXPRESS,1819 Paxton St,PA,7172382151,9177707488,,closed,N,,,, ,,,,
R82723,CHING'S CHINESE RESTAURANT,1101 N Main St,IL,3094511999,,,open,N,,,, ,,,,
R82725,CHINA ONE,201 S Chestnut St,OH,7404252101,,,open,N,,,, ,,,,
R82727,NO. 1,12317 South Orange Blossom Trail,FL,4078269998,4076833888,,open,N,,,, ,,,,
R82728,GREAT CHINA,2154 Forest Ave,NY,7184422087,3477817790,,closed,N,,,, ,,,,
R82729,GOLDEN RICE BOWL,351 Hillside Ave,NJ,9732821888,9732821488,,open,N,,,, ,,,,
R82656,MR. WOK,3937 Lincoln Hwy,PA,6102698288,,,open,N,,,, ,,,,
R82731,GREAT WALL,1527B Poinsett Hwy,SC,8642716881,3473372603,,open,N,,,, ,,,,
R82719,GOLDEN DRAGON,2060 Adam Clayton,NY,2128663988,,,open,N,,,, ,,,,
R82695,*CHUNG WAH*,5820 Johnnycake Rd,MD,4107886744,,,open,N,,,, ,,,,
R82721,*^ASIAN PALACE II^*,120 Griffin Rd,ME,2079473388,,,reject,N,,,, ,,,,
R82722,CHINA GARDEN,405 W Main Street,OH,3308755568,,,open,N,,,, ,,,,
R82718,WONG'S GARDEN,301 Market Dr,VA,4343360888,,,open,N,,,, ,,,,
R82712,CHINA KING,7115 Charleston Hwy,SC,8038293939,,,open,N,,,, ,,,,
R82716,^LI GARDEN^,468 US Hwy. 17-92 N,FL,8634210333,,,open,N,,,, ,,,,
R82708,GOLDEN RICE BOWL,3276 N State Road 7,FL,9544866868,,,open,N,,,, ,,,,
R82715,LING LING,10476 Shelbyville Rd,KY,5022452100,5029300286,,open,N,,,, ,,,,
R82711,^HUNAN EAST^,5760 Silver Hill Rd,MD,3015686197,3477746966,(301) 568-6197,open,N,,,, ,,,,
R82713,CHINA EXPRESS,524 Morgantown St,PA,7245504243,7245504243,,open,N,,,, ,,,,
R82697,*YUMMY ASIAN*,90-21 31 Ave,NY,7184762836,6469799888,,closed,N,,,, ,,,,
R82706,CHINA CHEF,333 S Greeno Rd,AL,2519900999,,,open,N,,,, ,,,,
R82707,^CHINA A^,8049 Tara Blvd,GA,7704714401,,,open,N,,,, ,,,,
R82699,*^HARMONY VEGETARIAN^*,4897 Buford Hwy,GA,7704577288,7186836868,,closed,Y,,,4897 Buford Hwy NE,(470) 299-2388,,,,
R82705,FLAMING WOK,2313 Cleanleigh Dr,MD,4106618845,,,open,N,,,, ,,,,
R82702,*^HS CHINESE CAFE^*,8402 Hillcroft St,TX,7134856378,7134858228,,open,N,,,, ,,,,
R82057,*CHINA CITY*,148 Center Grove Rd,NJ,9735377300,,,closed,N,,,, ,,,,
R82701,WING WAH EXPRESS,115 N Congress Ave,FL,5613648099,5614126710,,open,N,,,, ,,,,
R82687,TONY CHEN,4700 Washington Ave,WI,2626320868,,,open,N,,,, ,,,,
R82698,PEKING,6936 North 56 St,FL,8138999888,,,open,N,,,, ,,,,
R82696,CHINA WOK,3337 N US Highway 441/27,FL,3527288877,3524061681,,open,N,,,, ,,,,
R82692,HUNAN EXPRESS,520 Ernston Rd,NJ,7325252929,6467096522,,open,N,,,, ,,,,
R82693,RICE KITCHEN,811 West Michigan Ave,MI,2693886083,6462558522,,open,N,,,, ,,,,
R82691,ROYAL WOK,1950 Main St,CO,3036829297,,,reject,N,,,, ,,,,
R82689,EAST WOK,175 Broad St,NY,5187455975,7187537494,,open,N,,,, ,,,,
R82688,CHINA LAKE,8214 Lakeview Pkwy,TX,9724757262,9034138084,,open,N,,,, ,,,,
R82686,GREAT WALL,5555 SE Federal Hwy,FL,7722839997,,,open,N,,,, ,,,,
R82683,GOOD CHINESE RESTAURANT,663 Knickerbocker Ave,NY,7183667829,9179327785,,open,N,,,, ,,,,
R82682,*LITTLE SZECHUAN*,485 Prospect Avenue,NJ,7328423823,6184997628,,open,N,,,, ,,,,
R82681,*CHINA WOK*,5085 Country Club Rd,NC,3367652313,,,open,N,,,, ,,,,
R82679,*CHINA WOK*,524 8th Ave,SC,8433581701,5642026172,,open,N,,,, ,,,,
R82677,*PEKING*,135-A Broad Street,GA,4787832828,,,reject,N,,,, ,,,,
R82678,PANDA HOUSE,735 Montgomery St,NJ,2014336787,,,open,N,,,, ,,,,
R82668,CHINESE EXPRESS,121 East Lake St,MN,6122538888,6513877709,,open,N,,,, ,,,,
R82673,RIYEN CHINESE,2620 Gus Thomasson Rd,TX,9722709900,,,open,N,,,, ,,,,
R82676,CHINA KING,1103 Goffle Rd,NJ,9734233773,2012814185,,reject,N,,,, ,,,,
R82675,HAPPY HOUSE,1267 W 5th Avenue,OH,6144882088,6148864698,,open,N,,,, ,,,,
R82672,GOOD KITCHEN,498 East 30th Street,NJ,9732471808,6468352198,,open,N,,,, ,,,,
R82671,^DYNASTY CUISINE^,702 W Southmore Ave,TX,7135890886,8323183135,,open,N,,,, ,,,,
R82663,MAY FLOWER,4676 E County Rd,FL,8636462688,,,open,N,,,, ,,,,
R82665,*369 CHINESE RESTAURANT*,1425 Tuskawilla Road,FL,4076953699,,,new,N,,,, ,,,,
R82667,KING'S WOK,1256 W. Capitol Drive Suite 200,WI,2626918699,9172517775,,open,N,,,, ,,,,
R82666,RED LANTERN HOUSE,31 Main St,PA,5707244220,9179571525,,open,N,,,, ,,,,
R82657,CHINA KITCHEN,5665 Atlanta Hwy #9,GA,6782050762,6784587072,,closed,N,,,, ,,,,
R82661,^PANDA HOUSE^,9209 Middlebrook Pike,TN,8656900788,,,open,N,,,, ,,,,
R82662,HOT WOK,1615-155 County Rd 220,FL,9042784088,,,open,N,,,, ,,,,
R82659,COLUMBINE GARDENS,481 Highway 105,CO,7194812311,,,open,N,,,, ,,,,
R82658,*^HIBACHI EXPRESS^*,29518 7 Mile Rd,MI,2488888009,7343065752,,reject,N,,,, ,,,,
R82653,^CHINA SPRING^,1638 Middle Tennessee Blvd,TN,6158963200,,,open,N,,,, ,,,,
R82655,LI'S GARDEN,20928 N John Wayne Pkwy,AZ,5205680288,,,open,N,,,, ,,,,
R82652,CATHAY GOURMET,8920 Forest Hill Ave,VA,8043200888,,,open,N,,,, ,,,,
R82651,BEI JING,1663 E Main St,AL,3343618848,,,reject,N,,,, ,,,,
R82639,CHINA KING,7950 Dani Dr,FL,2392679888,2398101281,,open,N,,,, ,,,,
R82638,FIRST WOK,129 W Chelten Ave,PA,2158480618,5163483222,,open,N,,,, ,,,,
R82637,CHINATOWN,360 S Division St,IL,8159436118,8153079433,,open,N,,,, ,,,,
R82631,*RED GINGER*,560 Killingly St,RI,4018617878,,,closed,N,,,, ,,,,
R82633,LITTLE PANDA,7863 Bayside Rd,MD,4102572545,9173481510,,suspended,N,,,, ,,,,
R82636,WOKERY,28079 John R Rd,MI,2483990020,,,open,N,,,, ,,,,
R82635,^CHINA KITCHEN^,16560 Mequon Rd,WI,2622501188,,,open,N,,,, ,,,,
R82632,*HONG KONG*,5270 Babcock St NE,FL,3218371333,,,suspended,N,,,, ,,,,
R82628,HOT WOK,901 Veterans Blvd,LA,5048313328,,,open,N,,,, ,,,,
R82627,*LEE'S GARDEN*,17 Farmington Avenue,CT,8607473346,,,closed,N,,,, ,,,,
R82626,HOT WOK,1100 Southwestern Blvd,NY,7166776888,6462889371,,reject,N,,,, ,,,,
R82623,GOLDEN STAR,473 Kempsville Rd,VA,7575490888,,,open,N,,,, ,,,,
R82625,SUNNY CHINA,4633 Shawnee Dr,KS,9132365333,,,open,N,,,, ,,,,
R82629,EMPIRE RESTAURANT,59-92 West Jim Bilton Blvd,SC,8435639911,,,open,N,,,, ,,,,
R82615,NEW PANDA,199 Robinson St,NY,6077720250,9175491299,,open,N,,,, ,,,,
R82621,CHINA KITCHEN,1585 Central Ave,SC,8438738202,,,open,N,,,, ,,,,
R82606,*GOLDEN GATE RESTAURANT*,1427 East Racine Avenue,WI,2625472171,2623668381,,open,N,,,, ,,,,
R82595,CHINA KING,335 Saw Mill River Rd,NY,9149649888,,,open,N,,,, ,,,,
R82622,CHINA WOK,3518 Broadway Blvd,FL,5613555049,5613555691,,open,N,,,, ,,,,
R82618,^TAIWAN 101^,3945 Brodhead Rd,PA,7247285101,,,open,N,,,, ,,,,
R82339,KING WOK,275 Nassau Blvd S,NY,5165389838,3473997788,,open,N,,,, ,,,,
R82619,FLAMING WOK,4237 Lien Rd,WI,6082401085,2124705604,,open,N,,,, ,,,,
R82617,CHINA WOK,54 N Kennedy Dr,PA,5709291688,6465930383,,open,N,,,, ,,,,
R82611,ZHENG MECHANICSVILLE,9363 Atlee Rd,VA,8045590628,8049886310,,open,N,,,, ,,,,
R82616,DRAGON CITY,8394 Troy Pike,OH,9372338808,9374306877,,open,N,,,, ,,,,
R82605,*LI LAI WOK*,655 Central Ave,RI,4017262036,,,suspended,N,,,, ,,,,
R82613,CHINA TASTE,7164 Hacks Cross Rd,MS,6628951188,,,open,N,,,, ,,,,
R82612,CHINA GARDEN,318 N Genesee St,IL,8476233336,9296668922,,open,N,,,, ,,,,
R82596,HI RESTAURANT,102 Jefferson St,WI,7158411728,,,reject,N,,,, ,,,,
R82585,EAST CHINA,5480 141 St W.,MN,9524232220,,,open,N,,,, ,,,,
R82603,NO.1,509 E Landis Ave,NJ,8566926658,,,open,N,,,, ,,,,
R82598,*COTTAGE EXPRESS*,7209 East W. T Harris Blvd,NC,7045358966,9176370163,,open,N,,,, ,,,,
R82592,MING GARDEN,4311 N.E. Chouteau Traffic Way,MO,8164522151,,,open,N,,,, ,,,,
R82579,*CHINA SEA*,5 Main Rd,RI,4016251118,,,reject,N,,,, ,,,,
R82609,MOON WOK,12251 W. 87th St Pkwy,KS,9135636789,9135636789,,reject,N,,,, ,,,,
R82607,HAPPY HOUSE,6856 S Florida Ave,FL,8636461888,,,open,N,,,, ,,,,
R82589,CHINA EXPRESS I,5510 4th St,TX,8067993133,,,open,N,,,, ,,,,
R82602,GOLDEN PHOENIX,1685 Mesquite Ave,AZ,9286801326,9287152810,,open,N,,,, ,,,,
R82601,FORTUNE GARDEN,195-12 47 Ave,NY,7183573798,7182135889,,open,N,,,, ,,,,
R82593,RISING SUN,26761 Portola Pkwy,CA,9495886178,,,open,N,,,, ,,,,
R82587,LEE LIN,539 Pawling Ave,NY,5182748816,,,open,N,,,, ,,,,
R82608,LITTLE HONG KONG,34137 Center Ridge Rd,OH,4403277633,,,open,N,,,, ,,,,
R82578,*SUNNY CHINA*,4910 Main St,TN,6153023900,6464077238,,closed,N,,,, ,,,,
R82586,CHINA STAR,38 Harvester Square St,MO,6369226888,6186164866,,open,N,,,, ,,,,
R82588,*CHINA WOK*,157 Long Island Ave,NY,6317587238,,,open,N,,,, ,,,,
R82582,*PEKING HOUSE*,1216 Abercorn St,GA,9122388328,,,open,N,,,, ,,,,
R82382,TOP'S CHINA,20849 Woodpecker Rd,VA,8045200380,8049315238,,open,N,,,, ,,,,
R82529,NEW GREAT WALL,237 Tarrytown Rd,NY,9144377888,6465955372,,open,N,,,, ,,,,
R82597,EAST CHINA,309 W Bremer Ave,IA,3194839999,3192376136,,reject,N,,,, ,,,,
R82583,CHOPSTICKS,216 Mt Zion Rd,KY,8592825688,,,open,N,,,, ,,,,
R82599,*WAH HING KITCHEN*,125-19 Rockaway Blvd,NY,7187382281,,,open,N,,,, ,,,,
R82581,HONG KONG,1075 Virginia Ave,MD,3017331292,9173360333,,open,N,,,, ,,,,
R82567,CHINA ROYAL,9139 Ridge Rd,PA,8147747168,4845352820,,open,N,,,, ,,,,
R81992,*CHINA KING*,3030 Northern Blvd,NY,0,,,reject,N,,,, ,,,,
R82571,BIG CHOPSTICKS ORANGE,3134 East Chapman Ave,CA,7147719738,,,reject,N,,,, ,,,,
R82577,CHINA TASTE,4276 S Tamiami Trl,FL,9414089879,,,suspended,N,,,, ,,,,
R82576,*BAMBOO WOK*,9181 Glades Rd,FL,5612186003,,,new,N,,,, ,,,,
R82525,*GREAT WIN*,2022 E Ridge Rd,NY,5854675010,2674015091,,open,N,,,, ,,,,
R82573,DRAGON CITY,1174 Western Ave,NY,5184894503,3478611883,,open,N,,,, ,,,,
R82572,^GREEN TEA^,7 Village Square Plaza,MA,9788742288,,,open,N,,,, ,,,,
R82509,*APPLE CHINA*,5710 W. Gate City Blvd,NC,3366328700,,,reject,Y,,,, ,,,,
R82505,NO.1,1620 Lincoln Highway East,PA,7173915899,,,open,N,,,, ,,,,
R82557,*CHINA HILL*,2800-B W William Cannon Dr,TX,5124419398,,,reject,N,,,, ,,,,
R82559,*EMPIRE CHEN*,14 E Broad St,PA,6108688878,,,suspended,N,,,, ,,,,
R82569,CHINA,414 Main St,KS,7853345190,9172259573,,open,N,,,, ,,,,
R82521,CHINATOWN,2921 Hwy 77,AR,8707390889,,,open,N,,,, ,,,,
R82515,NEW SKILLMAN WOK,6324 Lake Worth Blvd,TX,8172387797,,,reject,N,,,, ,,,,
R82575,^CHIN'S KITCHEN^,12 Lakeview Ave,MA,4135838622,,,open,N,,,, ,,,,
R82556,UNCLE CHEN HOT WOK,1908 N Main St,IN,2196623828,2193180188,,open,N,,,, ,,,,
R82568,KING'S WOK,521 Cottonwood Ave,WI,2623676388,2629555008,,open,N,,,, ,,,,
R82555,GOOD TASTE,910 S Duke St,PA,7175099988,,,new,N,,,, ,,,,
R82561,CHINA WALL,3700 S Claiborne Ave,LA,5048913445,,,open,N,,,, ,,,,
R82552,LING'S EXPRESS,803 E Bloomingdale Ave,FL,8136618308,8138168888,,open,N,,,, ,,,,
R82565,PANDA KING,1953 South Military Hwy,VA,7575439800,,,open,N,,,, ,,,,
R82563,^CHINA KING^,2744 North Lake Dr,SC,8037815588,9179811903,,open,N,,,, ,,,,
R82566,CHINA BROTHERS,3020 Lamberton Blvd,FL,4072825883,,,open,N,,,, ,,,,
R82562,JAY HEUN,395K Fort Salonga Rd,NY,6317544124,,,closed,N,,,, ,,,,
R82558,ASIAN BISTRO,2503 Market Trace,AR,4796488011,,,reject,N,,,, ,,,,
R82528,GRAND PEKING,7123 Liberty Centre Dr.,OH,5137777302,6464670991,,open,N,,,, ,,,,
R82519,CHINA KING,3050 Five Forks Trickum Rd,GA,7709798175,6788603307,,open,Y,,,3050 Five Forks Trickum Rd SW,(770) 979-8158,,,,
R82522,LEE'S KITCHEN,10606 Perrin Beitel Rd,TX,2105992200,2102919889,,reject,N,,,, ,,,,
R82553,*RICE BOWL*,13947 Beach Blvd,FL,9049921388,,,closed,N,,,, ,,,,
R82538,LEE'S KITCHEN,8181 Tezel Rd,TX,2105200023,2105200023,,reject,N,,,, ,,,,
R82536,*YUMMY WOK*,811 Brandon Ave,VA,7576286868,,,reject,N,,,, ,,,,
R82331,*NEW CHINA BUFFET*,444 IL-38,IL,8155628012,8157935722,,open,N,,,, ,,,,
R82537,CHINA TASTE,1961 S Narcoossee Rd,FL,4078927711,,,open,N,,,, ,,,,
R82535,CHINA GOURMET VI,719 Kristine Way,FL,3525715902,,,open,N,,,, ,,,,
R82531,*FOO HO KITCHEN*,584 N Main St,NJ,6096984150,,,new,N,,,, ,,,,
R82533,GOLDEN WOK,1062 County Rd 42 E,MN,9524319998,,,open,N,,,, ,,,,
R82532,CHINA FOOD,5201 Government St,LA,2259258898,2252026132,,open,N,,,, ,,,,
R82527,*CHINA KING*,1700 Madison Ave,NJ,7328866689,,,reject,N,,,, ,,,,
R82513,HOT WOK,3420 Valley Plaza Pkwy,KY,8593417700,9175188616,,open,N,,,, ,,,,
R82517,CHINA CAFETERIA,4231 Snapfinger Woods Dr,GA,4042860808,,,reject,N,,,, ,,,,
R82518,CHINA HOUSE,1527 Lehigh St,PA,6107915296,,,open,N,,,, ,,,,
R82516,LEE'S KITCHEN,12000 TX-1604 Loop,TX,2106586888,,,open,N,,,, ,,,,
R82506,*MAGIC WOK*,381 Triangle Rd,NJ,9082816671,6466960588,,open,N,,,, ,,,,
R82512,*PEKING CHEF*,8673 N Port Washington Rd,WI,4142288222,,,open,N,,,, ,,,,
R82508,TAKEOUT EXPRESS,4827 Davis Lant Dr,IN,8126025577,8127731166,,open,N,,,, ,,,,
R82507,*JIN JIN*,9115 Samlen Ln,NC,7043948821,,,open,N,,,, ,,,,
R82539,BALLY DAR,273 US-46,NJ,9733662031,9738669791,,open,N,,,, ,,,,
R82388,*KENG'S CHOW MEIN*,6121 N 42nd Ave,MN,7635373003,,,closed,N,,,, ,,,,
R82523,DRAGON CITY,4103 N Bend Rd,OH,5134818686,,,open,N,,,, ,,,,
R82501,HONG KONG,332 W Main St,CO,9705648423,6463866889,,open,N,,,, ,,,,
R82303,^ASIAN HOUSE^,5220 US Hwy 1,FL,7727788829,,,open,N,,,, ,,,,
R82551,GREAT DRAGON,1187 E. Wyandot Ave,OH,4192942989,4193102277,,reject,N,,,, ,,,,
R82377,LUCKY DRAGON,408 E Church St,NJ,8562326336,,,open,N,,,, ,,,,
R82396,CHINA RAINBOW,33 Village Green Dr,CT,8605678777,8604591517,,open,N,,,, ,,,,
R82389,NEW CHINA CAFE,336 Lacey Rd,NJ,6096936668,,,open,N,,,, ,,,,
R82399,NEW CHINA ROYAL,1613 Main St,MS,6623282699,6625749906,,open,N,,,, ,,,,
R82392,*HAPPY HOUSE*,805 NW 12th St,OK,4057930418,,,open,N,,,, ,,,,
R82398,*NEW SUN HING*,2018 Bedford Ave,NY,7186932688,,,reject,N,,,, ,,,,
R82397,EAST WOK,98 Wolf Rd,NY,5184826782,,,reject,N,,,, ,,,,
R82503,NO.1,1790 Tiny Town Rd,TN,9316473858,9316473859,,open,N,,,, ,,,,
R82101,YUM'S EXPRESS,4746 Cherry Hill Rd,MD,3013130828,2403603332,,open,N,,,, ,,,,
R82502,CHINA ONE,691 Broadway,NY,8455613363,,,open,N,,,, ,,,,
R82367,*YA FOOD*,2 Mercer St,NJ,9737770633,,,open,N,,,, ,,,,
R82395,^CHINA CITY^,1669 N Hiatus Rd,FL,9544317688,,,open,N,,,, ,,,,
R82391,*FRESH WOK*,4610 Nicollet Ave,MN,6128270505,,,reject,N,,,, ,,,,
R82387,WOK N ROLL,6551 N. Orange Blossom Trail,FL,3527352268,,,open,N,,,, ,,,,
R82393,SHANG HAI,480 River Rd,CT,2039245588,,,open,N,,,, ,,,,
R82381,*TSING TAO HOUSE*,3604-C Hartsel Dr,CO,7195288884,7193216857,,open,N,,,, ,,,,
R82338,*CHINA KING*,229 Arnold Crossroads Center,MO,6362872888,3142850290,,open,N,,,, ,,,,
R82386,*GOLDEN CHINA*,33820 Old Valley Pike,VA,5404651388,,,reject,N,,,, ,,,,
R82379,CHINA MOON,3890 Rangeline St,MO,5737776766,,,open,N,,,, ,,,,
R82378,XIN XING,1520 Metropolitan Ave,NY,7187926868,,,open,N,,,, ,,,,
R82383,SZECHUAN EMPIRE,146 Main St,NY,5187563700,,,open,N,,,, ,,,,
R82376,CHINA WOK,10739 NW 58th St,FL,3056400331,3059685929,,open,N,,,, ,,,,
R82373,^PANDA KING^,2201 Glacier Dr,WI,7154832611,,,open,N,,,, ,,,,
R82375,CHINA WOK,617 US-17,FL,8634190977,,,open,N,,,, ,,,,
R82366,CHINA STAR,3301 W Broadway Business Park Ct,MO,5734468866,9736687728,,open,N,,,, ,,,,
